Date,Dividend
2017-06-12,5.0
2018-06-11,1.0
2019-07-04,3.75
2020-08-24,4.41
2021-07-07,8.75
2022-07-20,17.03
2023-07-06,21.92
2024-07-11,28.69
2025-07-21,35.96
