Date,Price,Volume
2022-06-15,22.25,12843361
2022-06-14,22.7,8212450
2022-06-10,22.85,14741322
2022-06-09,22.85,12575713
2022-06-08,23.4,4576719
2022-06-07,23.4,7923288
2022-06-06,23.35,8917078
2022-06-03,23.45,9761574
2022-06-02,23.0,26916359
2022-06-01,23.45,5643656
2022-05-31,23.45,11978966
2022-05-30,23.85,4467478
2022-05-27,23.9,5048753
2022-05-26,23.85,7180044
2022-05-25,23.6,15340115
2022-05-24,24.0,24987105
2022-05-23,24.05,8579430
2022-05-20,24.1,6979896
2022-05-19,24.3,4127015
2022-05-18,24.4,3460535
2022-05-17,24.1,7503789
2022-05-16,24.35,4798212
2022-05-13,24.5,10275026
2022-05-12,24.0,24481463
2022-05-11,24.3,16207162
2022-05-10,24.25,4488264
2022-05-09,24.3,21199621
2022-05-06,24.45,24048332
2022-05-05,24.0,29352526
2022-05-04,24.15,15848244
2022-04-29,24.5,8165463
2022-04-28,24.55,2541249
2022-04-27,24.15,9288624
2022-04-26,24.8,19444809
2022-04-25,25.55,35842261
2022-04-22,25.3,39898563
2022-04-21,24.3,10823356
2022-04-20,24.0,23653793
2022-04-19,24.85,13042824
2022-04-14,25.0,31090064
2022-04-13,25.1,43914626
2022-04-12,25.4,27207626
2022-04-11,24.0,31124905
2022-04-08,23.0,11950392
2022-04-07,22.8,23296015
2022-04-06,22.65,10002323
2022-04-05,22.75,12070787
2022-04-04,22.0,12579608
2022-04-01,22.4,24185843
2022-03-31,22.4,15246778
2022-03-30,22.75,15835968
2022-03-29,23.25,11714413
2022-03-28,23.55,13099987
2022-03-25,26.9,22047571
2022-03-24,26.6,20175419
2022-03-23,26.9,12607338
2022-03-22,26.95,28215996
2022-03-21,27.0,19926227
2022-03-18,26.65,8663932
2022-03-17,26.45,8725177
2022-03-16,26.4,10031080
2022-03-15,26.8,9641078
2022-03-14,27.0,28462276
2022-03-11,27.0,29947252
2022-03-10,26.7,14314438
2022-03-09,26.5,22292460
2022-03-08,26.8,14268216
2022-03-07,26.85,10633765
2022-03-04,26.45,13012994
2022-03-03,26.7,11864728
2022-03-02,26.95,17510882
2022-03-01,27.0,23084510
2022-02-28,27.1,15492888
2022-02-25,26.95,5406853
2022-02-24,27.0,4720029
2022-02-23,26.95,11225796
2022-02-22,26.95,51634460
2022-02-21,26.95,46325168
2022-02-18,26.8,10622823
2022-02-17,26.8,11798728
2022-02-16,26.85,17293310
2022-02-15,26.85,5673120
2022-02-14,27.05,20004584
2022-02-11,26.9,16587028
2022-02-10,27.4,11646685
2022-02-09,27.1,15839163
2022-02-08,27.0,24324646
2022-02-07,26.95,9716650
2022-02-04,26.35,5997853
2022-02-03,26.15,12845268
2022-02-02,26.5,30054928
2022-02-01,27.35,12717306
2022-01-31,26.05,17507742
2022-01-28,25.75,26721550
2022-01-27,25.5,7835684
2022-01-26,25.4,12123391
2022-01-25,25.4,17318113
2022-01-24,25.6,4779737
2022-01-21,25.8,8101439
2022-01-20,25.85,9497024
2022-01-19,25.8,6273009
2022-01-18,25.7,4281326
2022-01-17,25.5,20918370
2022-01-14,25.5,10537810
2022-01-13,25.5,4478039
2022-01-12,25.45,3887883
2022-01-11,25.4,10910728
2022-01-10,25.35,12129510
2022-01-07,25.4,11980841
2022-01-06,25.35,10267378
2022-01-05,25.3,10882448
2022-01-04,25.3,11035397
2021-12-31,25.15,70247457
2021-12-30,25.0,8997821
2021-12-29,24.75,7941012
2021-12-24,24.4,5911744
2021-12-23,24.2,5934276
2021-12-22,24.4,3848734
2021-12-21,24.65,6780170
2021-12-20,24.85,3678715
2021-12-17,24.8,21936934
2021-12-16,24.8,9622353
2021-12-15,24.8,3294566
2021-12-14,24.75,3219856
2021-12-13,25.05,9726639
2021-12-10,25.5,13267098
2021-12-09,24.55,18700825
2021-12-08,24.0,11916300
2021-12-07,24.0,11281150
2021-12-06,23.5,10250287
2021-12-03,23.5,8034276
2021-12-02,23.55,14563056
2021-12-01,24.0,18339499
2021-11-30,23.95,38967176
2021-11-29,24.2,12777540
2021-11-26,24.35,13154982
2021-11-25,24.45,22886054
2021-11-24,24.45,37408414
2021-11-23,24.2,13433903
2021-11-22,24.2,11742306
2021-11-19,23.9,7547912
2021-11-18,24.1,4634643
2021-11-17,24.1,7562476
2021-11-16,24.05,6465361
2021-11-15,24.05,16156059
2021-11-12,24.0,9674047
2021-11-11,24.0,12521490
2021-11-10,24.1,11417946
2021-11-09,24.4,17477615
2021-11-08,24.5,32621871
2021-11-05,24.6,1684157
2021-11-04,24.5,5307061
2021-11-03,24.5,5762991
2021-11-02,25.0,29899207
2021-11-01,25.15,13488725
2021-10-29,25.25,9001376
2021-10-28,25.05,5540313
2021-10-27,25.0,5722579
2021-10-26,24.8,7818395
2021-10-25,24.9,7287848
2021-10-22,25.0,8979956
2021-10-21,24.95,6162540
2021-10-20,24.95,11938499
2021-10-18,24.85,7040936
2021-10-15,24.7,5110721
2021-10-14,24.7,9799587
2021-10-13,24.8,4154860
2021-10-12,24.55,6698136
2021-10-11,24.55,12225611
2021-10-08,24.5,3922467
2021-10-07,24.15,11657130
2021-10-06,24.05,11628399
2021-10-05,23.9,9218659
2021-10-04,23.5,9378782
2021-09-30,23.45,10514219
2021-09-29,23.5,12114820
2021-09-28,23.3,5750087
2021-09-27,23.45,4821847
2021-09-24,23.5,12020170
2021-09-23,22.85,9201337
2021-09-22,22.9,11757422
2021-09-21,22.95,14199218
2021-09-20,23.5,5659863
2021-09-17,23.8,9951441
2021-09-16,23.65,8491361
2021-09-15,23.65,9711718
2021-09-14,23.8,8321201
2021-09-13,23.7,4187119
2021-09-10,24.0,10217034
2021-09-09,23.8,9135924
2021-09-08,24.0,7407679
2021-09-07,24.2,14304122
2021-09-06,24.25,7447427
2021-09-03,24.1,7006963
2021-09-02,24.05,13711144
2021-09-01,24.0,16591605
2021-08-31,24.0,10139262
2021-08-30,24.25,9078860
2021-08-27,24.4,16357479
2021-08-26,24.3,3928476
2021-08-25,24.4,5800701
2021-08-24,24.5,6844995
2021-08-23,24.3,5589198
2021-08-20,24.3,8887398
2021-08-19,24.25,5811157
2021-08-18,24.2,8514779
2021-08-17,24.2,3547503
2021-08-16,24.25,5377801
2021-08-13,24.4,7678599
2021-08-12,24.3,11074450
2021-08-11,24.2,3312629
2021-08-10,24.1,6904371
2021-08-09,24.25,4293661
2021-08-06,24.35,6010780
2021-08-05,24.4,11936499
2021-08-04,24.5,1666063
2021-08-03,24.4,7190832
2021-08-02,24.6,7837871
2021-07-30,24.55,2731015
2021-07-29,24.45,6014703
2021-07-28,24.4,10977286
2021-07-27,24.8,7060005
2021-07-26,24.65,8063059
2021-07-23,24.85,24294696
2021-07-22,24.65,10005396
2021-07-19,24.45,3640976
2021-07-16,24.45,6632505
2021-07-15,24.3,3555678
2021-07-14,24.0,17648167
2021-07-13,24.3,6467755
2021-07-12,24.4,35318861
2021-07-09,24.95,9870808
2021-07-08,25.0,23658433
2021-07-07,25.0,27728523
2021-07-06,24.8,11453687
2021-07-05,24.1,13713571
2021-07-02,24.0,17912959
2021-07-01,23.9,9822533
2021-06-30,23.75,11156097
2021-06-29,23.75,11149083
2021-06-28,23.65,8811667
2021-06-25,23.8,8974021
2021-06-24,23.8,13895191
2021-06-23,23.5,33681963
2021-06-22,23.8,10471001
2021-06-21,23.9,16144873
2021-06-18,23.8,44970484
2021-06-17,23.5,16265308
2021-06-16,23.4,9805389
2021-06-15,23.35,25903188
2021-06-11,23.15,25720484
2021-06-10,23.1,27323705
2021-06-09,22.95,20759306
2021-06-08,22.9,15251129
2021-06-07,22.95,15943969
2021-06-04,23.0,3344288
2021-06-03,23.0,27505951
2021-06-02,22.95,5276248
2021-06-01,22.85,20475242
2021-05-31,23.0,20927180
2021-05-28,23.0,20242032
2021-05-27,22.9,5848771
2021-05-26,22.8,22099056
2021-05-25,23.05,28188074
2021-05-24,23.05,7211519
2021-05-21,23.0,3208479
2021-05-20,23.0,27566288
2021-05-19,23.0,9638615
2021-05-18,23.5,18545383
2021-05-17,23.7,52676150
2021-05-14,23.7,32028318
2021-05-11,23.25,26421735
2021-05-10,23.0,44000748
2021-05-07,22.2,25512627
2021-05-06,21.95,29432277
2021-05-05,21.3,25025933
2021-05-04,22.0,58003865
2021-04-30,22.25,15614942
2021-04-29,22.15,9831267
2021-04-28,22.1,16580249
2021-04-27,22.1,14778247
2021-04-26,22.2,14247521
2021-04-23,22.3,5034975
2021-04-22,22.0,28750433
2021-04-21,22.3,12467259
2021-04-20,22.25,26177765
2021-04-19,21.65,18167731
2021-04-16,21.5,6140030
2021-04-15,21.8,5723884
2021-04-14,22.0,19617711
2021-04-13,21.9,10944200
2021-04-12,22.0,4535996
2021-04-09,21.95,7332058
2021-04-08,21.8,17584133
2021-04-07,21.0,55030501
2021-04-06,21.9,16586858
2021-04-01,22.1,6717730
2021-03-31,22.55,22137440
2021-03-30,22.6,24907735
2021-03-29,22.05,12689130
2021-03-26,22.0,21013589
2021-03-25,22.0,12085228
2021-03-24,22.0,16674931
2021-03-23,22.0,22534634
2021-03-22,22.5,25002755
2021-03-19,22.5,66099533
2021-03-18,22.0,32840707
2021-03-17,20.5,28448895
2021-03-16,20.3,15186178
2021-03-15,21.2,7671783
2021-03-12,21.35,10470232
2021-03-11,21.45,11495379
2021-03-10,21.75,12132503
2021-03-09,21.75,35766490
2021-03-08,24.9,66496008
2021-03-05,25.3,46851288
2021-03-04,25.3,38647711
2021-03-03,25.55,41382080
2021-03-02,25.65,48101970
2021-03-01,25.8,20619706
2021-02-26,25.45,26612902
2021-02-25,25.85,24565646
2021-02-24,26.3,154621114
2021-02-23,26.0,52673009
2021-02-22,24.8,21749034
2021-02-19,24.7,17575227
2021-02-18,24.1,37737353
2021-02-17,25.0,13978034
2021-02-16,25.0,25992467
2021-02-15,25.15,21506398
2021-02-12,25.0,55601870
2021-02-11,24.8,37104685
2021-02-10,25.0,43741847
2021-02-09,25.8,25075154
2021-02-08,26.0,14166272
2021-02-05,26.0,52779654
2021-02-04,26.75,29539683
2021-02-03,26.95,31504267
2021-02-02,26.3,38576459
2021-02-01,27.15,31523081
2021-01-29,27.2,44956083
2021-01-28,27.2,35226308
2021-01-27,26.4,47161593
2021-01-26,26.25,19064914
2021-01-25,26.5,15871012
2021-01-22,26.5,25712332
2021-01-21,26.45,26790148
2021-01-20,26.3,13825138
2021-01-19,26.2,28524941
2021-01-18,26.15,31380944
2021-01-15,26.3,36265546
2021-01-14,26.4,42813568
2021-01-13,25.9,45772768
2021-01-12,25.8,16544171
2021-01-11,25.85,13360081
2021-01-08,25.65,23692399
2021-01-07,25.3,12977161
2021-01-06,25.1,12531411
2021-01-05,24.6,31707817
2021-01-04,25.7,8773419
2020-12-31,24.8,44036896
2020-12-30,24.95,27541446
2020-12-29,25.0,29903993
2020-12-24,24.5,84434319
2020-12-23,24.5,43182176
2020-12-22,24.5,59024334
2020-12-21,24.3,12249139
2020-12-18,24.8,20221086
2020-12-17,24.75,15765820
2020-12-16,24.1,19335784
2020-12-15,23.5,23416590
2020-12-14,22.6,38633514
2020-12-11,22.7,47773785
2020-12-10,22.0,65042096
2020-12-09,23.45,29719495
2020-12-08,23.4,33857329
2020-12-07,23.7,14747359
2020-12-04,23.95,14929751
2020-12-03,23.55,31201182
2020-12-02,24.0,44016720
2020-12-01,24.4,9387334
2020-11-30,24.0,47021980
2020-11-27,24.45,15376630
2020-11-26,24.5,40574802
2020-11-25,24.5,59220315
2020-11-24,24.1,71933841
2020-11-23,24.15,79740780
2020-11-20,25.6,44327247
2020-11-19,26.05,20328741
2020-11-18,26.7,57303612
2020-11-17,25.9,46335315
2020-11-16,26.0,94033702
2020-11-13,27.15,163516277
2020-11-12,28.15,161383290
2020-11-11,25.6,60813350
2020-11-10,24.5,67914245
2020-11-09,23.95,70223185
2020-11-06,22.3,29511202
2020-11-05,21.9,35991832
2020-11-04,21.85,21865005
2020-11-03,21.85,41102524
2020-11-02,21.95,47034686
2020-10-30,22.1,75230907
2020-10-28,21.5,46662869
2020-10-27,21.45,18857889
2020-10-26,21.15,47786629
2020-10-23,21.0,19555044
2020-10-22,20.65,39584053
2020-10-21,20.8,39607462
2020-10-20,21.05,27159351
2020-10-19,21.0,43004482
2020-10-16,21.55,73928278
2020-10-15,20.0,67233052
2020-10-14,20.0,53046483
2020-10-13,20.0,14829898
2020-10-12,19.95,47217351
2020-10-09,20.0,49974421
2020-10-08,20.1,74231671
2020-10-07,19.55,120622656
2020-10-06,20.8,135699401
2020-10-05,19.0,204685230
2020-10-02,18.05,132330501
2020-09-30,17.85,24871132
2020-09-29,17.5,90881534
2020-09-28,17.3,89511661
2020-09-25,17.3,50747803
2020-09-24,17.1,44543315
2020-09-23,17.0,28453633
2020-09-22,16.7,45884184
2020-09-21,16.7,11660062
2020-09-18,16.7,16001915
2020-09-17,16.7,25075012
2020-09-16,17.0,17986821
2020-09-15,17.2,18777986
2020-09-14,17.25,13235581
2020-09-11,17.2,17725275
2020-09-10,16.95,33163999
2020-09-09,16.4,35836453
2020-09-08,16.9,26044738
2020-09-07,17.3,30820907
2020-09-04,17.4,78598483
2020-09-03,17.2,25490830
2020-09-02,16.95,13048135
2020-09-01,16.85,7227149
2020-08-31,16.75,23895804
2020-08-28,16.85,4751963
2020-08-27,16.85,7443969
2020-08-26,16.95,10204160
2020-08-25,16.95,10434455
2020-08-24,16.85,45456691
2020-08-21,16.8,19077759
2020-08-20,16.9,9647937
2020-08-19,16.9,35942914
2020-08-18,16.75,35835574
2020-08-17,16.7,18600812
2020-08-14,16.7,58053034
2020-08-13,16.75,25659743
2020-08-12,16.75,15209013
2020-08-11,16.85,15307622
2020-08-10,16.8,7193330
2020-08-07,16.9,11337465
2020-08-06,16.7,6047987
2020-08-05,16.5,30793410
2020-08-04,16.95,6976051
2020-08-03,16.35,8203412
2020-07-29,16.3,5176792
2020-07-28,16.35,6632552
2020-07-27,15.9,7213714
2020-07-24,15.5,34572651
2020-07-23,15.55,17936679
2020-07-22,15.55,8661015
2020-07-21,15.55,17865392
2020-07-20,15.65,14190797
2020-07-17,15.75,8284222
2020-07-16,15.75,4464820
2020-07-15,15.55,15953234
2020-07-14,15.6,10644850
2020-07-13,16.2,8664173
2020-07-10,16.7,13241337
2020-07-09,16.75,23080402
2020-07-08,16.65,16776367
2020-07-07,16.35,7993495
2020-07-06,16.05,7996377
2020-07-03,15.25,27229510
2020-07-02,14.8,15538982
2020-07-01,15.7,5716517
2020-06-30,16.1,9806498
2020-06-29,16.2,10247855
2020-06-26,16.2,3987084
2020-06-25,16.15,18953884
2020-06-24,16.4,21345619
2020-06-23,16.25,8060066
2020-06-22,16.15,10426574
2020-06-19,16.15,12658657
2020-06-18,16.15,8414558
2020-06-17,16.15,6711927
2020-06-16,16.1,22631605
2020-06-15,16.2,24136028
2020-06-11,16.65,12386306
2020-06-10,16.6,16438691
2020-06-09,16.9,9953429
2020-06-08,16.9,19273434
2020-06-05,16.75,22274394
2020-06-04,16.7,25210511
2020-06-03,17.0,21795026
2020-06-02,17.1,34897571
2020-06-01,17.05,21580581
2020-05-29,16.9,33489796
2020-05-28,17.45,27415869
2020-05-27,17.9,67266796
2020-05-22,16.95,44955472
2020-05-21,17.0,57420769
2020-05-20,16.5,75074197
2020-05-19,15.85,39746368
2020-05-18,15.5,54927183
2020-05-15,15.45,18696342
2020-05-14,15.4,27280382
2020-05-13,15.1,7407881
2020-05-12,15.05,9172306
2020-05-11,15.05,12265601
2020-05-08,15.4,14714121
2020-05-07,15.2,75900409
2020-05-06,15.8,63388556
2020-05-05,14.85,40312069
2020-05-04,14.35,22850851
2020-04-30,14.3,25546850
2020-04-29,14.7,21721284
2020-04-28,14.85,27046686
2020-04-27,14.2,5910208
2020-04-24,14.05,10952003
2020-04-23,13.9,19376842
2020-04-22,13.75,30956054
2020-04-21,13.05,52200331
2020-04-20,14.15,26030034
2020-04-17,15.0,29899370
2020-04-16,14.35,84563274
2020-04-15,15.9,72101441
2020-04-14,14.5,35589583
2020-04-09,14.0,28280126
2020-04-08,13.25,30293949
2020-04-07,12.95,28579578
2020-04-06,12.05,32527529
2020-04-03,11.9,27753101
2020-04-02,11.0,100830641
2020-04-01,11.4,38672478
2020-03-31,11.7,29650351
2020-03-30,11.95,48194047
2020-03-27,12.6,42866498
2020-03-26,12.1,40604191
2020-03-25,11.75,44703514
2020-03-24,10.95,77914364
2020-03-23,10.7,120456307
2020-03-20,11.85,95396051
2020-03-19,12.15,118447125
2020-03-18,13.5,147007838
2020-03-17,13.5,173936141
2020-03-16,12.8,133172941
2020-03-13,11.9,161144377
2020-03-12,10.85,433157412
2020-03-11,12.05,412407439
2020-03-10,13.05,30085909
2020-03-09,16.95,53514893
2020-03-06,18.8,85835085
2020-03-05,20.0,62749423
2020-03-04,19.6,49366230
2020-03-03,19.6,54550478
2020-03-02,18.05,44186887
2020-02-28,18.5,45556062
2020-02-27,19.0,45573480
2020-02-26,19.05,31009031
2020-02-25,19.05,43318951
2020-02-24,19.1,56152768
2020-02-21,19.85,112476440
2020-02-20,19.4,36714958
2020-02-19,19.5,39999715
2020-02-18,19.5,48985036
2020-02-17,19.6,22451922
2020-02-14,19.65,21712171
2020-02-13,19.9,25409638
2020-02-12,19.95,20712775
2020-02-11,20.0,30240597
2020-02-10,19.85,18571034
2020-02-07,19.8,58627893
2020-02-06,20.0,34293190
2020-02-05,19.2,98133626
2020-02-04,19.2,68478251
2020-02-03,19.9,47521193
2020-01-31,20.85,47420967
2020-01-30,21.15,23955952
2020-01-29,21.15,46571457
2020-01-28,21.15,34289364
2020-01-27,21.45,45448299
2020-01-24,21.95,11036167
2020-01-23,22.0,15232894
2020-01-22,22.0,25730021
2020-01-21,22.35,57809636
2020-01-20,22.75,34996670
2020-01-17,22.3,38284887
2020-01-16,21.8,71833489
2020-01-15,21.35,31554525
2020-01-14,21.3,69716501
2020-01-13,21.7,39504781
2020-01-10,21.85,29177613
2020-01-09,22.0,80783404
2020-01-08,21.8,86064543
2020-01-07,21.0,73214429
2020-01-06,20.0,97112159
2020-01-03,19.25,63540004
2020-01-02,18.7,30910561
2019-12-31,18.6,29786039
2019-12-30,18.5,34676698
2019-12-27,18.4,8691167
2019-12-24,18.15,32157535
2019-12-23,18.3,12086702
2019-12-20,18.3,23845916
2019-12-19,18.5,27372853
2019-12-18,18.5,31014752
2019-12-17,18.7,46635127
2019-12-16,18.75,25592137
2019-12-13,18.75,13740786
2019-12-12,18.55,10849587
2019-12-11,18.5,19853596
2019-12-10,18.55,11231579
2019-12-09,18.5,24233130
2019-12-06,18.6,18919284
2019-12-05,18.7,25908677
2019-12-04,18.7,15859641
2019-12-03,18.8,18366551
2019-12-02,18.6,21778753
2019-11-29,18.6,27184407
2019-11-28,18.6,10373799
2019-11-27,18.5,22505294
2019-11-26,18.35,24110994
2019-11-25,18.6,42338418
2019-11-22,18.65,26118819
2019-11-21,18.6,18306997
2019-11-20,18.8,24094055
2019-11-19,18.5,21007319
2019-11-18,18.7,29544488
2019-11-15,18.85,71034520
2019-11-14,19.15,167922889
2019-11-13,17.8,336611682
2019-11-12,17.4,86545989
2019-11-08,17.15,127296172
2019-11-07,17.0,52940842
2019-11-06,17.35,26457816
2019-11-05,17.35,50428941
2019-11-04,17.15,45530854
2019-11-01,17.0,76548357
2019-10-31,17.0,103685102
2019-10-30,16.95,14502344
2019-10-29,17.0,43063706
2019-10-28,17.0,22005286
2019-10-25,17.0,74490714
2019-10-24,17.0,24064630
2019-10-23,17.0,26811833
2019-10-22,17.25,357226496
2019-10-21,17.2,12427977
2019-10-18,17.45,21005325
2019-10-17,17.7,11945430
2019-10-16,17.85,14881329
2019-10-15,17.9,11368704
2019-10-14,17.9,8339439
2019-10-11,17.95,7565491
2019-10-10,17.95,17507831
2019-10-09,17.95,15491573
2019-10-08,18.0,60916021
2019-10-07,18.0,6866512
2019-10-04,18.0,6291678
2019-10-03,18.25,7885421
2019-10-02,18.4,9405176
2019-09-30,18.7,4732174
2019-09-27,18.5,3713551
2019-09-26,18.35,6033400
2019-09-25,18.3,16560332
2019-09-24,18.55,6481127
2019-09-23,19.0,4504945
2019-09-20,18.7,14549676
2019-09-19,19.0,6850694
2019-09-18,19.35,13935469
2019-09-17,18.8,19988090
2019-09-16,19.1,15754773
2019-09-13,19.05,22523986
2019-09-12,18.7,5627803
2019-09-11,18.25,11303263
2019-09-10,18.2,40299822
2019-09-09,18.0,6711034
2019-09-06,18.0,31359002
2019-09-05,17.35,8964734
2019-09-04,17.5,27503369
2019-09-03,17.5,14244222
2019-09-02,17.55,16149775
2019-08-30,17.2,9260708
2019-08-29,18.35,19091549
2019-08-28,18.5,7567465
2019-08-27,19.0,11881334
2019-08-26,18.7,18650746
2019-08-23,18.6,17051190
2019-08-22,18.0,54306464
2019-08-21,17.5,34561722
2019-08-20,17.4,34106092
2019-08-19,17.0,26717641
2019-08-16,16.6,19349624
2019-08-15,16.25,18326667
2019-08-14,16.2,34718937
2019-08-09,16.35,34996779
2019-08-08,16.8,39044925
2019-08-07,17.75,8340731
2019-08-06,18.0,10936548
2019-08-05,18.25,19414060
2019-08-02,18.3,16947453
2019-08-01,18.3,11591995
2019-07-31,18.3,39135634
2019-07-30,18.4,14972846
2019-07-29,18.45,11259403
2019-07-26,18.5,12145980
2019-07-25,18.5,10251918
2019-07-24,18.6,22885807
2019-07-23,18.5,12570630
2019-07-22,18.4,16014062
2019-07-19,18.5,15891376
2019-07-18,18.5,21268958
2019-07-17,18.6,13283936
2019-07-16,18.75,10972490
2019-07-15,18.8,7777039
2019-07-12,19.0,17363357
2019-07-11,19.1,21129920
2019-07-10,19.2,45129381
2019-07-09,19.2,48521958
2019-07-08,19.2,14707083
2019-07-05,19.35,23113919
2019-07-04,19.5,12003533
2019-07-03,19.25,28192148
2019-07-02,19.45,22339462
2019-07-01,19.6,8545313
2019-06-28,19.8,18247778
2019-06-27,19.85,23337937
2019-06-26,20.0,8994818
2019-06-25,19.95,22195779
2019-06-24,20.0,355214203
2019-06-21,20.0,29647644
2019-06-20,20.0,19872521
2019-06-19,20.2,5077255
2019-06-18,20.25,409965614
2019-06-17,20.2,15637665
2019-06-14,20.0,6461329
2019-06-13,20.1,33988774
2019-06-11,20.15,28157649
2019-06-10,20.25,70250691
2019-06-07,20.35,30379230
2019-06-06,20.4,36024046
2019-06-03,20.25,8843607
2019-05-31,20.1,11212331
2019-05-30,20.55,39114067
2019-05-28,20.95,52096280
2019-05-27,19.2,8731234
2019-05-24,19.0,31693102
2019-05-23,18.8,33493590
2019-05-22,19.0,29465005
2019-05-21,19.5,19481185
2019-05-20,19.65,12696393
2019-05-17,19.6,17592458
2019-05-16,19.55,16411424
2019-05-15,20.0,12779530
2019-05-14,20.0,27019941
2019-05-13,19.7,11145370
2019-05-10,20.0,16638322
2019-05-09,20.0,28612023
2019-05-08,20.45,32215715
2019-05-07,20.55,22110161
2019-05-06,20.9,10485910
2019-05-03,21.0,16983117
2019-05-02,21.2,6735727
2019-04-30,21.3,25115418
2019-04-29,21.1,14041140
2019-04-26,21.35,11260725
2019-04-25,21.45,19609580
2019-04-24,21.35,25772269
2019-04-23,20.9,24681783
2019-04-18,20.9,27421194
2019-04-17,20.9,16309614
2019-04-16,20.9,6097626
2019-04-15,20.5,5580341
2019-04-12,20.45,29317637
2019-04-11,20.45,45367505
2019-04-10,20.6,11672261
2019-04-09,20.15,23352135
2019-04-08,20.2,26640919
2019-04-05,20.35,33004967
2019-04-04,20.5,31939793
2019-04-03,20.4,35702384
2019-04-02,21.3,31987504
2019-04-01,21.9,7718967
2019-03-29,21.8,25753965
2019-03-28,21.8,9516336
2019-03-27,22.0,27925522
2019-03-26,21.7,6332116
2019-03-25,21.5,28643560
2019-03-22,22.05,21050150
2019-03-21,22.0,30752160
2019-03-20,22.2,22451904
2019-03-19,21.95,22153865
2019-03-18,21.9,27576849
2019-03-15,22.0,39600019
2019-03-14,22.2,80784438
2019-03-13,22.4,14588557
2019-03-12,22.55,46460559
2019-03-11,22.75,21300036
2019-03-08,24.95,46687346
2019-03-07,24.6,34809317
2019-03-06,24.5,45371111
2019-03-05,24.7,24403097
2019-03-04,24.5,28868418
2019-03-01,23.95,64507920
2019-02-28,23.9,22113139
2019-02-27,24.9,9755604
2019-02-26,25.8,14541075
2019-02-25,26.0,12952178
2019-02-22,25.75,4348641
2019-02-21,25.3,15665985
2019-02-20,25.8,16799958
2019-02-19,25.35,37342076
2019-02-18,24.0,15682657
2019-02-15,24.75,37511828
2019-02-14,24.75,40288012
2019-02-13,24.9,44085915
2019-02-12,25.0,63177801
2019-02-11,24.95,46510154
2019-02-08,24.4,147028394
2019-02-07,24.45,63434591
2019-02-06,22.8,55737450
2019-02-05,22.75,20743903
2019-02-04,22.9,10910309
2019-02-01,22.95,7383144
2019-01-31,22.5,27599931
2019-01-30,23.0,56367469
2019-01-29,22.95,14894326
2019-01-28,23.45,17568015
2019-01-25,23.0,35708155
2019-01-24,22.15,36473132
2019-01-23,22.0,31004680
2019-01-22,21.8,10894702
2019-01-21,21.5,26107648
2019-01-18,21.5,49699742
2019-01-17,21.7,19831603
2019-01-16,21.95,16231311
2019-01-15,21.95,21131980
2019-01-14,21.8,12317356
2019-01-11,21.85,18978224
2019-01-10,21.6,23998316
2019-01-09,21.0,25816028
2019-01-08,20.3,32840318
2019-01-07,21.3,19746394
2019-01-04,21.7,26313353
2019-01-03,22.7,7413028
2019-01-02,23.05,17964034
2018-12-31,23.05,36429503
2018-12-28,23.0,39606872
2018-12-27,23.3,27934160
2018-12-24,23.0,9494386
2018-12-21,22.7,24936630
2018-12-20,22.55,37289117
2018-12-19,22.6,51895789
2018-12-18,22.9,102386253
2018-12-17,22.9,4893457
2018-12-14,23.0,11203481
2018-12-13,23.0,17645447
2018-12-12,23.05,55340501
2018-12-11,23.15,58298758
2018-12-10,23.05,8922806
2018-12-07,23.55,11055892
2018-12-06,23.5,6757186
2018-12-05,23.85,1714291
2018-12-04,24.0,5429810
2018-12-03,23.6,19235671
2018-11-30,23.2,20082025
2018-11-29,23.0,22286204
2018-11-28,23.25,5511017
2018-11-27,23.6,3618691
2018-11-26,23.95,14477224
2018-11-23,24.0,13803066
2018-11-22,24.15,605542199
2018-11-21,24.0,23990494
2018-11-19,24.1,4782795
2018-11-16,24.0,9810373
2018-11-15,23.3,9244962
2018-11-14,24.05,20721430
2018-11-13,24.25,6321361
2018-11-12,24.0,11738654
2018-11-09,24.4,10057464
2018-11-08,24.3,2156475
2018-11-07,24.0,288272177
2018-11-06,23.85,10125490
2018-11-05,23.7,6987071
2018-11-02,23.55,4105695
2018-11-01,23.2,24365493
2018-10-31,23.5,29564439
2018-10-30,23.7,10873229
2018-10-29,24.45,28425863
2018-10-26,24.0,14092950
2018-10-25,24.0,24497367
2018-10-24,24.2,5466337
2018-10-23,24.0,13278598
2018-10-22,24.0,5820250
2018-10-19,22.9,8545234
2018-10-18,22.55,37169688
2018-10-17,22.45,87053446
2018-10-16,22.7,17265345
2018-10-15,22.35,4334602
2018-10-12,22.2,13628854
2018-10-11,22.05,6139102
2018-10-10,22.0,6918716
2018-10-09,21.9,6616769
2018-10-08,21.75,5777270
2018-10-05,21.55,12348896
2018-10-04,22.4,4391666
2018-10-03,21.8,6714593
2018-10-02,21.5,15568015
2018-09-28,21.5,11351512
2018-09-27,21.5,11428347
2018-09-26,21.4,12344615
2018-09-25,20.45,43282426
2018-09-24,21.0,5812105
2018-09-21,20.8,82467991
2018-09-20,20.65,20725855
2018-09-19,20.75,24169907
2018-09-18,20.75,16431397
2018-09-17,20.25,10326366
2018-09-14,20.05,51812165
2018-09-13,19.6,25863588
2018-09-12,19.7,16947596
2018-09-11,19.9,11689826
