Date,Dividend
2022-03-23,2245.88
2022-09-21,2970.95
2023-03-22,1650.72
2023-09-27,1494.16
2024-03-19,1388.46
2024-09-25,1305.79
2025-03-26,917.9375
2025-09-23,1057.54
2026-03-25,1162.8
