Date,Dividend
2016-10-10,325.0
2017-10-16,150.0
2018-10-15,325.0
2019-10-14,190.0
2020-11-16,205.0
2021-11-15,230.0
2022-08-22,230.0
2023-08-18,300.0
2024-08-19,320.0
2025-08-18,300.0
