Date,Dividend
2015-06-29,33.4
2016-06-21,155.4
2017-06-20,39.1
2018-06-22,192.0
2019-06-17,42.8
2020-10-12,191.8
2021-07-01,161.0
2022-06-20,35.8
2023-06-19,185.35
2024-06-26,44.85
2025-06-23,140.3
