Date,Dividend
2017-01-11,54.0
2017-06-21,38.0
2018-01-17,57.0
2018-06-20,38.0
2019-01-16,57.0
2019-06-19,44.0
2020-01-15,60.0
2020-07-08,40.0
2021-01-20,47.0
2021-06-23,64.0
2022-01-19,34.0
2022-06-22,20.0
2023-01-18,30.0
2023-06-21,30.0
2024-01-24,35.0
2024-06-19,30.0
2025-01-22,40.0
2025-06-25,36.0
2026-01-21,49.0
