Date,Dividend
2021-07-14,0.65194
2021-10-12,0.65
2022-07-13,1.03
2022-09-21,1.53566
2023-06-07,3.43882
2023-11-08,2.36139
2024-07-24,7.49293
2024-10-02,3.64207
2025-07-30,7.49293
2025-10-01,520.1019
2026-06-16,11.096
