Date,Dividend
2022-04-26,2.4
2022-09-20,3.0
2023-04-18,5.5
2023-07-25,1.98
2023-09-12,2.61
2023-12-19,3.11
2024-04-23,3.5
2024-06-18,2.15
2024-09-24,1.95
2025-01-07,3.24
2025-05-06,4.65
2025-07-01,2.61
2025-09-16,3.51
2025-12-16,4.12
2026-05-05,6.52
