Date,Dividend
2016-04-13,0.35
2017-04-12,0.35
2018-04-18,0.45
2019-04-17,0.7
2020-04-24,3.5
2021-04-21,28.5
2022-04-20,45.0
2022-07-20,45.0
2023-04-19,133.0
2024-04-17,0.25
2024-07-17,0.15
2025-04-17,1.15
2025-07-16,0.3
