Date,Dividend
2019-06-12,0.291
2019-12-11,0.32
2022-10-05,0.4
2022-12-21,0.48
2023-07-12,0.6
2023-12-12,0.66
2024-07-24,0.66
2024-12-18,0.74
2025-07-23,0.74
2025-12-17,0.8
