Date,Dividend
2017-03-29,0.53
2017-10-04,0.65
2018-04-04,0.39
2018-10-17,0.65
2019-04-03,0.45
2019-10-30,0.65
2020-04-01,0.45
2021-04-14,0.225
2021-10-20,0.225
2022-04-20,24.7104
2022-10-19,0.42
2023-04-12,0.568
2023-10-04,0.78
2023-10-11,0.085
2024-04-10,0.612
2024-10-16,1.532
2025-04-02,0.886
2025-10-15,1.821
