Date,Dividend
2016-04-19,414.0
2017-04-24,100.0
2018-04-22,470.0
2019-04-16,180.0
2020-04-22,505.0
2021-04-20,194.0
2022-04-21,580.0
2023-05-15,100.0
2023-11-28,119.0
2024-04-22,219.0
2024-11-26,100.0
2025-04-28,128.0
