Date,Dividend
2018-08-23,13.99992
2019-04-25,3.849978
2019-08-29,1.983322
2020-04-02,4.08331
2020-09-03,1.16666
2021-04-08,4.199976
2021-09-02,1.983322
2022-04-07,4.549974
2022-05-23,20.0
2022-09-01,1.2
2023-04-20,3.3
2023-08-31,1.5
2024-04-18,3.7
2024-08-29,1.7
2025-04-10,4.2
2025-08-28,2.0
2026-04-16,4.3
