Date,Dividend
2017-04-19,410.0
2017-09-13,300.0
2018-02-28,1255.0
2018-04-18,400.0
2018-09-19,530.0
2019-05-07,555.0
2019-10-09,1761.0
2020-04-22,566.0
2020-09-22,643.0
2021-04-28,1786.0
2021-09-29,2077.0
2022-05-04,1175.0
2022-09-28,1593.0
2023-05-03,1136.0
2023-09-27,1143.0
2024-05-08,1582.0
2024-10-02,796.0
2025-05-07,866.0
2025-10-01,843.0
