Date,Dividend
2020-12-09,119.0
2021-07-21,133.0
2021-12-01,141.0
2022-07-13,154.0
2022-11-30,132.0
2023-07-19,160.0
2023-12-06,136.0
2024-07-17,153.0
2024-12-11,123.0
2025-07-16,164.0
2025-12-03,135.0
