Date,Dividend
2016-09-14,241.0
2017-03-22,250.0
2017-09-20,250.0
2018-03-20,280.0
2018-09-19,280.0
2019-03-19,310.0
2019-09-25,330.0
2020-03-25,330.0
2021-10-20,400.0
2022-03-23,300.0
2022-09-21,400.0
2023-03-22,440.0
2023-09-27,500.0
2024-03-19,525.0
2024-09-25,565.0
2025-03-26,560.0
2025-09-23,600.0
2026-03-25,615.0
