Date,Dividend
2016-04-04,4.82
2016-05-30,270.0
2016-09-21,2.32
2017-03-15,2.27
2017-09-20,2.64
2018-03-14,2.5500000000000003
2018-09-19,3.0100000000000002
2019-03-19,2.82
2019-09-18,3.18
2020-03-25,2.82
2021-03-24,2.9
2021-09-29,3.1
2022-03-23,3.8000000000000003
2022-09-28,3.64
2023-03-29,4.37
2023-09-27,4.39
2024-03-26,4.67
2024-09-25,4.47
2025-03-26,4.7
2025-09-23,4.53
2026-03-25,4.95
