Date,Dividend
2021-04-27,21.43
2021-12-10,20.35
2022-04-26,40.12
2022-12-09,18.97
2023-04-11,17.5
2024-09-13,31.7
2025-04-04,30.85
2025-09-04,76.32
2026-04-02,126.01
