Date,Dividend
2016-04-21,1.0
2016-09-29,0.25
2017-04-21,1.0
2017-09-29,0.25
2018-04-21,1.0
2018-09-29,0.25
2020-04-30,0.25
2021-04-21,1.5
2021-09-29,0.75
2022-05-04,2.25
2022-09-16,2.0
2023-09-15,1.75
2024-05-02,3.0
2024-09-12,2.25
2025-05-02,3.25
2025-09-19,2.5
