Year,ReturnPct
2017,44.795952632529044
2018,-17.68246775373411
2019,18.231201226391835
2020,-11.245125741349348
2021,21.307757243853477
2022,-11.267244170677571
2023,-39.805111057618305
2024,109.4874267185586
2025,88.43736709608172
2026,8.15486314306295
