Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
DELTA CORPORATION LIMITED (ZIMBABWE),OK,746334641.7803496,3243.355882352941,87,746334641.7803496,746334641.7803496,149266928.35606992,30,,,,,2021-10-31,2021-09-30,2021-10-31,ZIMBABWE,LOW,746334641.7803496,1.0,True,2021-10-31
INNSCOR AFRICA (ZIMBABWE),OK,383039800.34446985,3970.988235294117,87,383039800.34446985,383039800.34446985,76607960.06889397,30,,,,,2021-10-31,2021-09-30,2021-10-31,ZIMBABWE,LOW,383039800.34446985,2.0,True,2021-10-31
REDEFINE PROPERTIES (SOUTH AFRICA),OK,347831597.3666688,30.32172880298838,88,347831597.3666688,347831597.3666688,69566319.47333376,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,347831597.3666688,3.0,True,2021-10-31
PPC (SOUTH AFRICA),OK,280131800.1759457,29.06108799936305,88,280131800.1759457,280131800.1759457,56026360.035189144,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,280131800.1759457,4.0,True,2021-10-31
NASPERS (SOUTH AFRICA),OK,222002950.1147866,33.07656070648964,88,222002950.1147866,222002950.1147866,44400590.022957325,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,222002950.1147866,5.0,True,2021-10-31
ANGLO AMERICAN (SOUTH AFRICA),OK,67959610.60833308,34.99406171831976,88,67959610.60833308,67959610.60833308,13591922.121666618,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,67959610.60833308,6.0,True,2021-10-31
SIBANYE STILLWATER (SOUTH AFRICA),OK,61234178.93530992,3.086579483402669,88,61234178.93530992,61234178.93530992,12246835.787061984,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,61234178.93530992,7.0,True,2021-10-31
FIRSTRAND (SOUTH AFRICA),OK,57448437.347997144,4.193289409953755,88,57448437.347997144,57448437.347997144,11489687.46959943,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,57448437.347997144,8.0,True,2021-10-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,55960475.08715787,11.39022140833483,88,55960475.08715787,55960475.08715787,11192095.017431574,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,55960475.08715787,9.0,True,2021-10-31
MTN GROUP (SOUTH AFRICA),OK,48636779.22649445,9.379167578972512,88,48636779.22649445,48636779.22649445,9727355.84529889,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,48636779.22649445,10.0,True,2021-10-31
BLUE LABEL TELECOMS (SOUTH AFRICA),OK,40819829.192300566,37.15572894895732,88,40819829.192300566,40819829.192300566,8163965.838460114,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,40819829.192300566,11.0,True,2021-10-31
STANDARD BANK GROUP (SOUTH AFRICA),OK,38270961.07814501,9.499923698056623,88,38270961.07814501,38270961.07814501,7654192.215629003,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,38270961.07814501,12.0,True,2021-10-31
GRINDROD (SOUTH AFRICA),OK,35243909.55083383,30.18902977102782,88,35243909.55083383,35243909.55083383,7048781.9101667665,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,35243909.55083383,13.0,True,2021-10-31
CAPITEC BANK (SOUTH AFRICA),OK,34097434.45918307,119.8477942103412,88,34097434.45918307,34097434.45918307,6819486.891836613,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,34097434.45918307,14.0,True,2021-10-31
ABSA (SOUTH AFRICA),OK,26932469.584431935,10.12958060470949,88,26932469.584431935,26932469.584431935,5386493.916886387,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,26932469.584431935,15.0,True,2021-10-31
GOLD FIELDS (SOUTH AFRICA),OK,25790365.537216477,8.179568330049033,88,25790365.537216477,25790365.537216477,5158073.107443295,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,25790365.537216477,16.0,True,2021-10-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,24862429.180026118,35.17851337274495,88,24862429.180026118,24862429.180026118,4972485.836005224,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,24862429.180026118,17.0,True,2021-10-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,24709297.799889825,15.77260693883238,88,24709297.799889825,24709297.799889825,4941859.559977965,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,24709297.799889825,18.0,True,2021-10-31
SHOPRITE HOLDINGS (SOUTH AFRICA),OK,23490164.373175874,11.85997598147521,88,23490164.373175874,23490164.373175874,4698032.874635175,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,23490164.373175874,19.0,True,2021-10-31
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),OK,23376990.83848646,17.97607436453751,88,23376990.83848646,23376990.83848646,4675398.167697292,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,23376990.83848646,20.0,True,2021-10-31
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),OK,23294760.077701796,11.89779520558398,88,23294760.077701796,23294760.077701796,4658952.01554036,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,23294760.077701796,21.0,True,2021-10-31
SANLAM (SOUTH AFRICA),OK,22821313.335646525,4.241061061459557,88,22821313.335646525,22821313.335646525,4564262.667129305,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,22821313.335646525,22.0,True,2021-10-31
GLENCORE (SOUTH AFRICA),OK,19952776.70454026,4.559538738164905,88,19952776.70454026,19952776.70454026,3990555.3409080524,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,19952776.70454026,23.0,True,2021-10-31
BID CORPORATION (SOUTH AFRICA),OK,19362032.418877583,21.40501735039843,88,19362032.418877583,19362032.418877583,3872406.483775517,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,19362032.418877583,24.0,True,2021-10-31
BID CORP (SOUTH AFRICA),OK,19362032.418877583,21.40501735039843,88,19362032.418877583,19362032.418877583,3872406.483775517,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,19362032.418877583,25.0,True,2021-10-31
CLICKS (SOUTH AFRICA),OK,19286607.483982388,18.42526058772401,88,19286607.483982388,19286607.483982388,3857321.4967964776,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,19286607.483982388,26.0,True,2021-10-31
WOOLWORTHS HOLDINGS (SOUTH AFRICA),OK,17119363.674836732,3.918602413795392,88,17119363.674836732,17119363.674836732,3423872.734967347,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,17119363.674836732,27.0,True,2021-10-31
MR PRICE (SOUTH AFRICA),OK,17066980.701498285,13.35084960555213,88,17066980.701498285,17066980.701498285,3413396.1402996574,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,17066980.701498285,28.0,True,2021-10-31
VODACOM (SOUTH AFRICA),OK,16765742.851374255,9.556984281799664,88,16765742.851374255,16765742.851374255,3353148.5702748513,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,16765742.851374255,29.0,True,2021-10-31
KUMBA IRON ORE (SOUTH AFRICA),OK,16722130.628933687,32.90604245042032,88,16722130.628933687,16722130.628933687,3344426.1257867375,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,16722130.628933687,30.0,True,2021-10-31
EXXARO RESOURCES (SOUTH AFRICA),OK,15993944.949915202,10.68426255830464,88,15993944.949915202,15993944.949915202,3198788.989983041,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,15993944.949915202,31.0,True,2021-10-31
DISCOVERY HOLDINGS (SOUTH AFRICA),OK,15496364.149786465,9.081921747380852,88,15496364.149786465,15496364.149786465,3099272.8299572933,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,15496364.149786465,32.0,True,2021-10-31
BIDVEST (SOUTH AFRICA),OK,15362834.822407505,13.00450513213506,88,15362834.822407505,15362834.822407505,3072566.964481501,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,15362834.822407505,33.0,True,2021-10-31
FOSCHINI (SOUTH AFRICA),OK,14821387.335287835,9.060026407107362,88,14821387.335287835,14821387.335287835,2964277.467057567,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,14821387.335287835,34.0,True,2021-10-31
OLD MUTUAL (SOUTH AFRICA),OK,13592597.684220942,0.9408361366003835,88,13592597.684220942,13592597.684220942,2718519.5368441883,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,13592597.684220942,35.0,True,2021-10-31
PEPKOR HOLDINGS LTD (SOUTH AFRICA),OK,12959408.466384014,1.43115905969466,87,12959408.466384014,12959408.466384014,2591881.693276803,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,12959408.466384014,36.0,True,2021-10-31
REMGRO (SOUTH AFRICA),OK,12545698.243421596,8.835101547934208,88,12545698.243421596,12545698.243421596,2509139.648684319,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,12545698.243421596,37.0,True,2021-10-31
MONDI (SOUTH AFRICA),OK,10355009.11783226,24.48297139672366,88,10355009.11783226,10355009.11783226,2071001.8235664521,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,10355009.11783226,38.0,True,2021-10-31
GROWTHPOINT PROPERTIES (SOUTH AFRICA),OK,10341928.313254809,0.9487980785180172,88,10341928.313254809,10341928.313254809,2068385.662650962,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,10341928.313254809,39.0,True,2021-10-31
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),OK,9874106.250973854,12.58053172502107,88,9874106.250973854,9874106.250973854,1974821.250194771,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,9874106.250973854,40.0,True,2021-10-31
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),OK,9732185.572482627,3.112455794634978,88,9732185.572482627,9732185.572482627,1946437.1144965254,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,9732185.572482627,41.0,True,2021-10-31
SPAR (SOUTH AFRICA),OK,9568488.483522989,13.03237192884678,88,9568488.483522989,9568488.483522989,1913697.696704598,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,9568488.483522989,42.0,True,2021-10-31
REINET INVEST (SOUTH AFRICA),OK,7460772.776632392,18.78487496433713,88,7460772.776632392,7460772.776632392,1492154.5553264786,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,7460772.776632392,43.0,True,2021-10-31
HULAMIN LIMITED (SOUTH AFRICA),OK,7150856.1237168135,15.92388383526742,87,7150856.1237168135,7150856.1237168135,1430171.2247433627,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,7150856.1237168135,44.0,True,2021-10-31
AVI (SOUTH AFRICA),OK,7030341.034845368,5.676201092113033,88,7030341.034845368,7030341.034845368,1406068.2069690737,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,7030341.034845368,45.0,True,2021-10-31
TRUWORTHS INT (SOUTH AFRICA),OK,6672837.917598569,3.695668040101648,88,6672837.917598569,6672837.917598569,1334567.583519714,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,6672837.917598569,46.0,True,2021-10-31
INVESTEC (SOUTH AFRICA),OK,5895437.325555245,4.015472707126602,88,5895437.325555245,5895437.325555245,1179087.4651110491,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,5895437.325555245,47.0,True,2021-10-31
TIGER BRANDS (SOUTH AFRICA),OK,5399334.454229498,12.42527385762721,88,5399334.454229498,5399334.454229498,1079866.8908458997,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,5399334.454229498,48.0,True,2021-10-31
LIFE HEALTHCARE (SOUTH AFRICA),OK,3771278.93536284,0.9813093413483548,88,3771278.93536284,3771278.93536284,754255.7870725681,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,3771278.93536284,49.0,True,2021-10-31
COMMERCIAL INTERNATIONAL BANK EGYPT (EGYPT),OK,3720326.804646628,2.719189215030117,83,3720326.804646628,3720326.804646628,744065.3609293257,30,,,,,2021-10-31,2021-09-30,2021-10-31,EGYPT,MID,3720326.804646628,50.0,True,2021-10-31
QUILTER (SOUTH AFRICA),OK,3376567.427275343,1.87769130224195,88,3376567.427275343,3376567.427275343,675313.4854550686,30,,,,,2021-10-31,2021-09-30,2021-10-31,SOUTH AFRICA,HIGH,3376567.427275343,51.0,True,2021-10-31
