Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),3022683791.1111107,400.0,90,0.7333333333333333,5620693000.0,5620693000.0,1124138600.0,22.0,0,11,8119540000.0,48479718950.00011,2024-02-29,SOUTH AFRICA,HIGH,3022683791.1111107,5.0,1.0,True,2024-02-29
NASPERS (SOUTH AFRICA),733910899.3333333,631.03,90,0.7333333333333333,1364710350.0,1364710350.0,272942070.0,22.0,0,11,1980682250.0,10528978793.000044,2024-02-29,SOUTH AFRICA,HIGH,733910899.3333333,4.493552252847052,2.0,True,2024-02-29
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),503612552.5901554,39.6,90,0.7333333333333333,936469622.5849999,936469622.5849999,187293924.517,22.0,0,10,405122379.0,3656446452.122003,2024-02-29,NIGERIA,MID,503612552.5901554,5.0,3.0,True,2024-02-29
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),496185454.73436284,22.55,90,0.7333333333333333,922658903.4316666,922658903.4316666,184531780.68633333,22.0,0,10,102569816.0,2282586092.7500043,2024-02-29,NIGERIA,MID,496185454.73436284,5.0,4.0,True,2024-02-29
ZENITH BANK NIGERIA (NIGERIA),475878183.5930221,35.0,90,0.7333333333333333,884897448.8299999,884897448.8299999,176979489.766,22.0,0,10,362026714.0,4459126732.2105055,2024-02-29,NIGERIA,MID,475878183.5930221,5.0,5.0,True,2024-02-29
GRINDROD (SOUTH AFRICA),455222763.5999999,1290.0,90,0.7333333333333333,846488610.0,846488610.0,169297722.0,22.0,0,11,431819655.0,5592375450.000006,2024-02-29,SOUTH AFRICA,HIGH,455222763.5999999,2.7872147378928203,6.0,True,2024-02-29
FIRST HOLDCO NIGERIA (NIGERIA),403032982.5045007,27.9,90,0.7333333333333333,749441496.3926667,749441496.3926667,149888299.27853334,22.0,0,10,96715980.0,4403295468.340001,2024-02-29,NIGERIA,MID,403032982.5045007,5.0,7.0,True,2024-02-29
FIRSTRAND (SOUTH AFRICA),365098527.1999999,64.78,90,0.7333333333333333,678902220.0,678902220.0,135780444.0,22.0,0,11,603287750.0,2590982413.500002,2024-02-29,SOUTH AFRICA,HIGH,365098527.1999999,2.235406656177162,8.0,True,2024-02-29
COMMERCIAL INTERNATIONAL BANK EGYPT (EGYPT),356155894.2065587,73.1,90,0.7333333333333333,662273356.9956671,662273356.9956671,132454671.39913343,22.0,0,10,93656473.39999999,1222430587.4275029,2024-02-29,EGYPT,MID,356155894.2065587,5.0,9.0,True,2024-02-29
GOLD FIELDS (SOUTH AFRICA),295453289.4821037,251.8,90,0.7333333333333333,549396612.6733334,549396612.6733334,109879322.53466669,22.0,0,11,250413300.0,1895480151.0000072,2024-02-29,SOUTH AFRICA,HIGH,295453289.4821037,1.808986343940893,10.0,True,2024-02-29
