Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),NonZeroVolumeDays90d,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
DELTA CORPORATION LIMITED (ZIMBABWE),OK,1131641964.5144444,1133.733333333333,85,85,1131641964.5144444,1131641964.5144444,226328392.9028889,30,,,,,2019-07-31,2019-06-30,2019-07-31,ZIMBABWE,LOW,1131641964.5144444,1.0,True,2019-07-31
REDEFINE PROPERTIES (SOUTH AFRICA),OK,949567858.8957067,64.24515496300928,86,86,949567858.8957067,949567858.8957067,189913571.77914134,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,949567858.8957067,2.0,True,2019-07-31
NASPERS (SOUTH AFRICA),OK,183725455.94737327,33.11183915969612,86,86,183725455.94737327,183725455.94737327,36745091.18947466,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,183725455.94737327,3.0,True,2019-07-31
INNSCOR AFRICA (ZIMBABWE),OK,159247074.3388889,867.7333333333333,74,74,159247074.3388889,159247074.3388889,31849414.867777783,30,,,,,2019-07-31,2019-06-30,2019-07-31,ZIMBABWE,LOW,159247074.3388889,4.0,True,2019-07-31
PPC (SOUTH AFRICA),OK,58615857.07645696,32.83325397445829,86,86,58615857.07645696,58615857.07645696,11723171.415291391,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,58615857.07645696,5.0,True,2019-07-31
BLUE LABEL TELECOMS (SOUTH AFRICA),OK,57891189.173784345,33.47286281811657,86,86,57891189.173784345,57891189.173784345,11578237.83475687,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,57891189.173784345,6.0,True,2019-07-31
FIRSTRAND (SOUTH AFRICA),OK,49581940.34371427,4.772903326676664,86,86,49581940.34371427,49581940.34371427,9916388.068742855,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,49581940.34371427,7.0,True,2019-07-31
STANDARD BANK GROUP (SOUTH AFRICA),OK,46742485.629563384,13.97687458691929,86,86,46742485.629563384,46742485.629563384,9348497.125912677,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,46742485.629563384,8.0,True,2019-07-31
ANGLO AMERICAN (SOUTH AFRICA),OK,40838142.08997317,27.71282984272729,86,86,40838142.08997317,40838142.08997317,8167628.417994633,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,40838142.08997317,9.0,True,2019-07-31
MTN GROUP (SOUTH AFRICA),OK,35397713.74605914,7.586471562280135,86,86,35397713.74605914,35397713.74605914,7079542.749211829,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,35397713.74605914,10.0,True,2019-07-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,32338019.13099674,35.14295257655763,86,86,32338019.13099674,32338019.13099674,6467603.826199349,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,32338019.13099674,11.0,True,2019-07-31
ABSA (SOUTH AFRICA),OK,29885065.449766662,12.50790627598411,86,86,29885065.449766662,29885065.449766662,5977013.089953333,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,29885065.449766662,12.0,True,2019-07-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,27383700.207108077,18.05189359751547,86,86,27383700.207108077,27383700.207108077,5476740.0414216155,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,27383700.207108077,13.0,True,2019-07-31
SANLAM (SOUTH AFRICA),OK,26606491.8568934,5.55464746892567,86,86,26606491.8568934,26606491.8568934,5321298.371378681,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,26606491.8568934,14.0,True,2019-07-31
GRINDROD (SOUTH AFRICA),OK,25799082.770462926,40.79283069553909,86,86,25799082.770462926,25799082.770462926,5159816.554092586,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,25799082.770462926,15.0,True,2019-07-31
MR PRICE (SOUTH AFRICA),OK,23976909.91858768,14.10763906162276,86,86,23976909.91858768,23976909.91858768,4795381.983717537,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,23976909.91858768,16.0,True,2019-07-31
CAPITEC BANK (SOUTH AFRICA),OK,22924414.134119067,91.6495512077947,86,86,22924414.134119067,22924414.134119067,4584882.826823814,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,22924414.134119067,17.0,True,2019-07-31
OLD MUTUAL (SOUTH AFRICA),OK,20992555.432075184,1.289167158217908,86,86,20992555.432075184,20992555.432075184,4198511.086415037,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,20992555.432075184,18.0,True,2019-07-31
BIDVEST (SOUTH AFRICA),OK,20850196.460595682,13.45665939407722,86,86,20850196.460595682,20850196.460595682,4170039.2921191365,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,20850196.460595682,19.0,True,2019-07-31
SHOPRITE HOLDINGS (SOUTH AFRICA),OK,19368112.714291207,11.20452558790713,86,86,19368112.714291207,19368112.714291207,3873622.5428582416,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,19368112.714291207,20.0,True,2019-07-31
VODACOM (SOUTH AFRICA),OK,18801788.238047343,8.464157031077884,86,86,18801788.238047343,18801788.238047343,3760357.6476094685,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,18801788.238047343,21.0,True,2019-07-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,18781960.643901274,4.956968538351657,86,86,18781960.643901274,18781960.643901274,3756392.128780255,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,18781960.643901274,22.0,True,2019-07-31
BID CORP (SOUTH AFRICA),OK,18398381.28695108,21.81705765718387,86,86,18398381.28695108,18398381.28695108,3679676.257390216,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,18398381.28695108,23.0,True,2019-07-31
BID CORPORATION (SOUTH AFRICA),OK,18398381.28695108,21.81705765718387,86,86,18398381.28695108,18398381.28695108,3679676.257390216,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,18398381.28695108,24.0,True,2019-07-31
FOSCHINI (SOUTH AFRICA),OK,16352917.298146231,11.22513520620278,86,86,16352917.298146231,16352917.298146231,3270583.4596292465,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,16352917.298146231,25.0,True,2019-07-31
GOLD FIELDS (SOUTH AFRICA),OK,15516798.40249733,5.454442083419207,86,86,15516798.40249733,15516798.40249733,3103359.680499466,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,15516798.40249733,26.0,True,2019-07-31
SIBANYE STILLWATER (SOUTH AFRICA),OK,15135508.744811531,1.191093802190305,86,86,15135508.744811531,15135508.744811531,3027101.7489623064,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,15135508.744811531,27.0,True,2019-07-31
DISCOVERY HOLDINGS (SOUTH AFRICA),OK,15122439.169696826,10.59689718643177,86,86,15122439.169696826,15122439.169696826,3024487.8339393656,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,15122439.169696826,28.0,True,2019-07-31
GROWTHPOINT PROPERTIES (SOUTH AFRICA),OK,15088704.921696391,1.725522524891444,86,86,15088704.921696391,15088704.921696391,3017740.984339278,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,15088704.921696391,29.0,True,2019-07-31
CLICKS (SOUTH AFRICA),OK,14042347.892601693,14.58947772384533,86,86,14042347.892601693,14042347.892601693,2808469.578520339,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,14042347.892601693,30.0,True,2019-07-31
MONDI (SOUTH AFRICA),OK,13776168.179372353,22.64997050692554,86,86,13776168.179372353,13776168.179372353,2755233.6358744707,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,13776168.179372353,31.0,True,2019-07-31
TIGER BRANDS (SOUTH AFRICA),OK,13466263.631336695,15.79833843835948,86,86,13466263.631336695,13466263.631336695,2693252.726267339,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,13466263.631336695,32.0,True,2019-07-31
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),OK,13342373.139474276,7.13874537171934,86,86,13342373.139474276,13342373.139474276,2668474.6278948556,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,13342373.139474276,33.0,True,2019-07-31
WOOLWORTHS HOLDINGS (SOUTH AFRICA),OK,12643775.37516678,3.473786697557405,86,86,12643775.37516678,12643775.37516678,2528755.075033356,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,12643775.37516678,34.0,True,2019-07-31
KUMBA IRON ORE (SOUTH AFRICA),OK,12522160.241231216,35.48976270511901,86,86,12522160.241231216,12522160.241231216,2504432.0482462435,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,12522160.241231216,35.0,True,2019-07-31
EXXARO RESOURCES (SOUTH AFRICA),OK,12139139.345434915,11.07518246618957,86,86,12139139.345434915,12139139.345434915,2427827.869086983,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,12139139.345434915,36.0,True,2019-07-31
REMGRO (SOUTH AFRICA),OK,11114124.367600685,9.56783762463489,86,86,11114124.367600685,11114124.367600685,2222824.8735201373,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,11114124.367600685,37.0,True,2019-07-31
TRUWORTHS INT (SOUTH AFRICA),OK,10080071.15511836,4.974735450675499,86,86,10080071.15511836,10080071.15511836,2016014.231023672,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,10080071.15511836,38.0,True,2019-07-31
ATTIJARIWAFA BANK MOROCCO (MOROCCO),OK,9984460.21664693,48.76925653047556,85,85,9984460.21664693,9984460.21664693,1996892.043329386,30,,,,,2019-07-31,2019-06-30,2019-07-31,MOROCCO,MID,9984460.21664693,39.0,True,2019-07-31
