Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),NonZeroVolumeDays90d,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
EXXARO RESOURCES (SOUTH AFRICA),OK,9800127.389435407,9.32011491812791,88,88,9800127.389435407,9800127.389435407,1960025.4778870814,30,,,,,2018-10-31,2018-09-30,2018-10-31,SOUTH AFRICA,HIGH,9800127.389435407,34.0,True,2018-10-31
GLENCORE (SOUTH AFRICA),OK,9337981.955439627,4.157998273397586,88,88,9337981.955439627,9337981.955439627,1867596.3910879255,30,,,,,2018-10-31,2018-09-30,2018-10-31,SOUTH AFRICA,HIGH,9337981.955439627,35.0,True,2018-10-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,9225590.164482964,8.661317029677749,88,88,9225590.164482964,9225590.164482964,1845118.032896593,30,,,,,2018-10-31,2018-09-30,2018-10-31,SOUTH AFRICA,HIGH,9225590.164482964,36.0,True,2018-10-31
KUMBA IRON ORE (SOUTH AFRICA),OK,8572522.74080692,22.71189798893276,88,88,8572522.74080692,8572522.74080692,1714504.5481613842,30,,,,,2018-10-31,2018-09-30,2018-10-31,SOUTH AFRICA,HIGH,8572522.74080692,37.0,True,2018-10-31
SPAR (SOUTH AFRICA),OK,8480700.161511267,13.02947961335428,88,88,8480700.161511267,8480700.161511267,1696140.0323022534,30,,,,,2018-10-31,2018-09-30,2018-10-31,SOUTH AFRICA,HIGH,8480700.161511267,38.0,True,2018-10-31
GOLD FIELDS (SOUTH AFRICA),OK,7530278.722725904,2.408044268953707,88,88,7530278.722725904,7530278.722725904,1506055.7445451808,30,,,,,2018-10-31,2018-09-30,2018-10-31,SOUTH AFRICA,HIGH,7530278.722725904,39.0,True,2018-10-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,7300387.127525414,1.945965835916161,88,88,7300387.127525414,7300387.127525414,1460077.425505083,30,,,,,2018-10-31,2018-09-30,2018-10-31,SOUTH AFRICA,HIGH,7300387.127525414,40.0,True,2018-10-31
AVI (SOUTH AFRICA),OK,6387177.318327471,7.072701283629828,88,88,6387177.318327471,6387177.318327471,1277435.4636654942,30,,,,,2018-10-31,2018-09-30,2018-10-31,SOUTH AFRICA,HIGH,6387177.318327471,41.0,True,2018-10-31
LIFE HEALTHCARE (SOUTH AFRICA),OK,6285106.420367448,1.12795256089104,88,88,6285106.420367448,6285106.420367448,1257021.2840734895,30,,,,,2018-10-31,2018-09-30,2018-10-31,SOUTH AFRICA,HIGH,6285106.420367448,42.0,True,2018-10-31
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),OK,5229756.654362454,9.099336248743967,88,88,5229756.654362454,5229756.654362454,1045951.3308724909,30,,,,,2018-10-31,2018-09-30,2018-10-31,SOUTH AFRICA,HIGH,5229756.654362454,43.0,True,2018-10-31
SIBANYE STILLWATER (SOUTH AFRICA),OK,4930437.758800341,0.606433716865509,88,88,4930437.758800341,4930437.758800341,986087.5517600682,30,,,,,2018-10-31,2018-09-30,2018-10-31,SOUTH AFRICA,HIGH,4930437.758800341,44.0,True,2018-10-31
HULAMIN LIMITED (SOUTH AFRICA),OK,3992511.3775840793,38.21169277799007,86,86,3992511.3775840793,3992511.3775840793,798502.275516816,30,,,,,2018-10-31,2018-09-30,2018-10-31,SOUTH AFRICA,HIGH,3992511.3775840793,45.0,True,2018-10-31
CORONATION (NAMIBIA),OK,3740073.954506391,3.800423131170663,88,88,3740073.954506391,3740073.954506391,748014.7909012783,30,,,,,2018-10-31,2018-09-30,2018-10-31,NAMIBIA,LOW,3740073.954506391,46.0,True,2018-10-31
DELTA CORPORATION LIMITED (ZIMBABWE),OK,3137690.978896247,14.56953642384106,83,83,3137690.978896247,3137690.978896247,627538.1957792494,30,,,,,2018-10-31,2018-09-30,2018-10-31,ZIMBABWE,LOW,3137690.978896247,47.0,True,2018-10-31
COMMERCIAL INTERNATIONAL BANK EGYPT (EGYPT),OK,2935881.8581002015,4.66601151200337,79,79,2935881.8581002015,2935881.8581002015,587176.3716200403,30,,,,,2018-10-31,2018-09-30,2018-10-31,EGYPT,MID,2935881.8581002015,48.0,True,2018-10-31
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),OK,2730369.848680864,1.652301900677904,88,88,2730369.848680864,2730369.848680864,546073.9697361728,30,,,,,2018-10-31,2018-09-30,2018-10-31,SOUTH AFRICA,HIGH,2730369.848680864,49.0,True,2018-10-31
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),OK,2398286.9114146545,2.840402496497262,88,88,2398286.9114146545,2398286.9114146545,479657.3822829309,30,,,,,2018-10-31,2018-09-30,2018-10-31,SOUTH AFRICA,HIGH,2398286.9114146545,50.0,True,2018-10-31
OUTSURANCE (SOUTH AFRICA),OK,1933975.2712364227,1.47610353953495,88,88,1933975.2712364227,1933975.2712364227,386795.05424728454,30,,,,,2018-10-31,2018-09-30,2018-10-31,SOUTH AFRICA,HIGH,1933975.2712364227,51.0,True,2018-10-31
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),OK,1832933.898440112,0.1009668508287293,84,84,1832933.898440112,1832933.898440112,366586.7796880224,30,,,,,2018-10-31,2018-09-30,2018-10-31,NIGERIA,MID,1832933.898440112,52.0,True,2018-10-31
SAFARICOM KENYA (KENYA),OK,1764135.0567042304,0.2455647990377869,86,86,1764135.0567042304,1764135.0567042304,352827.0113408461,30,,,,,2018-10-31,2018-09-30,2018-10-31,KENYA,MID,1764135.0567042304,53.0,True,2018-10-31
ATTIJARIWAFA BANK MOROCCO (MOROCCO),OK,1721780.5677920382,47.90597653671727,81,81,1721780.5677920382,1721780.5677920382,344356.11355840764,30,,,,,2018-10-31,2018-09-30,2018-10-31,MOROCCO,MID,1721780.5677920382,54.0,True,2018-10-31
MAROC TELECOM MOROCCO (MOROCCO),OK,1499880.2251973765,15.18087167585752,81,81,1499880.2251973765,1499880.2251973765,299976.0450394753,30,,,,,2018-10-31,2018-09-30,2018-10-31,MOROCCO,MID,1499880.2251973765,55.0,True,2018-10-31
EFG HOLDING EGYPT (EGYPT),OK,1495722.7584282667,0.9731854555664746,79,79,1495722.7584282667,1495722.7584282667,299144.55168565334,30,,,,,2018-10-31,2018-09-30,2018-10-31,EGYPT,MID,1495722.7584282667,56.0,True,2018-10-31
HELIOPOLIS CO. FOR HOUSING & DEVELOPMENT (EGYPT),OK,1429623.8946839124,1.251719780991155,79,79,1429623.8946839124,1429623.8946839124,285924.7789367825,30,,,,,2018-10-31,2018-09-30,2018-10-31,EGYPT,MID,1429623.8946839124,57.0,True,2018-10-31
EL SEWEDY ELECTRIC (EGYPT),OK,1397805.2255080699,0.9945247788853011,79,79,1397805.2255080699,1397805.2255080699,279561.04510161397,30,,,,,2018-10-31,2018-09-30,2018-10-31,EGYPT,MID,1397805.2255080699,58.0,True,2018-10-31
SANTAM (SOUTH AFRICA),OK,1284460.7888729796,21.29028149280347,88,88,1284460.7888729796,1284460.7888729796,256892.15777459592,30,,,,,2018-10-31,2018-09-30,2018-10-31,SOUTH AFRICA,HIGH,1284460.7888729796,59.0,True,2018-10-31
TSOGO SUN GAMING (SOUTH AFRICA),OK,1277894.5381123722,1.403925897620968,88,88,1277894.5381123722,1277894.5381123722,255578.90762247445,30,,,,,2018-10-31,2018-09-30,2018-10-31,SOUTH AFRICA,HIGH,1277894.5381123722,60.0,True,2018-10-31
EQUITY GROUP HOLDINGS KENYA (KENYA),OK,1251098.1754147394,0.4009221208780195,86,86,1251098.1754147394,1251098.1754147394,250219.6350829479,30,,,,,2018-10-31,2018-09-30,2018-10-31,KENYA,MID,1251098.1754147394,61.0,True,2018-10-31
BANQUE CENTRALE POPULAIRE MOROCCO (MOROCCO),OK,1250623.7213344371,29.70170545276471,79,79,1250623.7213344371,1250623.7213344371,250124.74426688743,30,,,,,2018-10-31,2018-09-30,2018-10-31,MOROCCO,MID,1250623.7213344371,62.0,True,2018-10-31
DANGOTE CEMENT NIGERIA (NIGERIA),OK,1162038.8999694586,0.5662983425414365,84,84,1162038.8999694586,1162038.8999694586,232407.77999389172,30,,,,,2018-10-31,2018-09-30,2018-10-31,NIGERIA,MID,1162038.8999694586,63.0,True,2018-10-31
ZENITH BANK NIGERIA (NIGERIA),OK,1134908.826279354,0.05939226519337017,84,84,1134908.826279354,1134908.826279354,226981.76525587082,30,,,,,2018-10-31,2018-09-30,2018-10-31,NIGERIA,MID,1134908.826279354,64.0,True,2018-10-31
TALAAT MOUSTAFA GROUP EGYPT (EGYPT),OK,1127172.3511830969,0.634564088165099,79,79,1127172.3511830969,1127172.3511830969,225434.47023661938,30,,,,,2018-10-31,2018-09-30,2018-10-31,EGYPT,MID,1127172.3511830969,65.0,True,2018-10-31
PALM HILLS DEVELOPMANT COMPANY EGYPT (EGYPT),OK,1093100.555201499,0.1353362347325565,79,79,1093100.555201499,1093100.555201499,218620.11104029982,30,,,,,2018-10-31,2018-09-30,2018-10-31,EGYPT,MID,1093100.555201499,66.0,True,2018-10-31
ORASCOM INVESTMENT HOLDING EGYPT (EGYPT),OK,1085394.7488882616,0.03369366839814684,79,79,1085394.7488882616,1085394.7488882616,217078.94977765233,30,,,,,2018-10-31,2018-09-30,2018-10-31,EGYPT,MID,1085394.7488882616,67.0,True,2018-10-31
EASTERN TOBACCO EGYPT (EGYPT),OK,875780.46000595,1.02709532500351,79,79,875780.46000595,875780.46000595,175156.09200119,30,,,,,2018-10-31,2018-09-30,2018-10-31,EGYPT,MID,875780.46000595,68.0,True,2018-10-31
WILSON BAYLY HOLMES OVCON (SOUTH AFRICA),OK,858358.2822376031,10.86768847563651,88,88,858358.2822376031,858358.2822376031,171671.65644752063,30,,,,,2018-10-31,2018-09-30,2018-10-31,SOUTH AFRICA,HIGH,858358.2822376031,69.0,True,2018-10-31
STANBIC IBTC HOLDINGS NIGERIA (NIGERIA),OK,835225.1910159679,0.1270718232044199,84,84,835225.1910159679,835225.1910159679,167045.03820319357,30,,,,,2018-10-31,2018-09-30,2018-10-31,NIGERIA,MID,835225.1910159679,70.0,True,2018-10-31
ALEXANDRIA MINERAL OILS EGYPT (EGYPT),OK,831425.7530202125,0.6238944265056857,79,79,831425.7530202125,831425.7530202125,166285.15060404252,30,,,,,2018-10-31,2018-09-30,2018-10-31,EGYPT,MID,831425.7530202125,71.0,True,2018-10-31
KCB GROUP KENYA (KENYA),OK,806529.5802784612,0.4009221208780195,86,86,806529.5802784612,806529.5802784612,161305.91605569224,30,,,,,2018-10-31,2018-09-30,2018-10-31,KENYA,MID,806529.5802784612,72.0,True,2018-10-31
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),OK,668749.3677693361,0.02320441988950276,84,84,668749.3677693361,668749.3677693361,133749.87355386722,30,,,,,2018-10-31,2018-09-30,2018-10-31,NIGERIA,MID,668749.3677693361,73.0,True,2018-10-31
NESTLE NIGERIA (NIGERIA),OK,608763.336429803,3.867403314917127,84,84,608763.336429803,608763.336429803,121752.66728596062,30,,,,,2018-10-31,2018-09-30,2018-10-31,NIGERIA,MID,608763.336429803,74.0,True,2018-10-31
MCB GROUP LTD MAURITIUS (MAURITIUS),OK,585972.9955260754,8.273381294964029,87,87,585972.9955260754,585972.9955260754,117194.59910521508,30,,,,,2018-10-31,2018-09-30,2018-10-31,MAURITIUS,LOW,585972.9955260754,75.0,True,2018-10-31
TELECOM EGYPT (EGYPT),OK,559373.1049888192,0.6559034114839253,79,79,559373.1049888192,559373.1049888192,111874.62099776385,30,,,,,2018-10-31,2018-09-30,2018-10-31,EGYPT,MID,559373.1049888192,76.0,True,2018-10-31
NIGERIAN BREWERIES (NIGERIA),OK,532144.9412636172,0.2527624309392265,84,84,532144.9412636172,532144.9412636172,106428.98825272346,30,,,,,2018-10-31,2018-09-30,2018-10-31,NIGERIA,MID,532144.9412636172,77.0,True,2018-10-31
ABU QIR FERTILIZERS EGYPT (EGYPT),OK,526382.8336617125,1.75600168468342,79,79,526382.8336617125,526382.8336617125,105276.5667323425,30,,,,,2018-10-31,2018-09-30,2018-10-31,EGYPT,MID,526382.8336617125,78.0,True,2018-10-31
JUHAYNA FOOD INDUSTRIES (EGYPT),OK,478390.77020237246,0.5722308016285272,76,76,478390.77020237246,478390.77020237246,95678.1540404745,30,,,,,2018-10-31,2018-09-30,2018-10-31,EGYPT,MID,478390.77020237246,79.0,True,2018-10-31
EMAAR MISR EGYPT (EGYPT),ZERO_CONFIRMED,460645.09730897495,0.1987926435490664,79,79,460645.09730897495,460645.09730897495,92129.01946179499,30,,,,,2018-10-31,2018-09-30,2018-10-31,EGYPT,MID,460645.09730897495,80.0,True,2018-10-31
MARSA MAROC MOROCCO (MOROCCO),OK,448926.18078848795,17.99135563267826,80,80,448926.18078848795,448926.18078848795,89785.2361576976,30,,,,,2018-10-31,2018-09-30,2018-10-31,MOROCCO,MID,448926.18078848795,81.0,True,2018-10-31
EAST AFRICAN BREWERIES KENYA (KENYA),OK,437174.87479573616,1.85426480906084,85,85,437174.87479573616,437174.87479573616,87434.97495914724,30,,,,,2018-10-31,2018-09-30,2018-10-31,KENYA,MID,437174.87479573616,82.0,True,2018-10-31
BANK OF AFRICA MOROCCO (MOROCCO),OK,418040.8593396553,20.2269678710584,76,76,418040.8593396553,418040.8593396553,83608.17186793107,30,,,,,2018-10-31,2018-09-30,2018-10-31,MOROCCO,MID,418040.8593396553,83.0,True,2018-10-31
LAFARGEHOLCIM MAROC MOROCCO (MOROCCO),OK,396527.10718005797,173.5260927885537,67,67,396527.10718005797,396527.10718005797,79305.4214360116,30,,,,,2018-10-31,2018-09-30,2018-10-31,MOROCCO,MID,396527.10718005797,84.0,True,2018-10-31
SONATEL SENEGAL (SENEGAL),OK,387771.08963664935,35.64716312056738,83,83,387771.08963664935,387771.08963664935,77554.21792732987,30,,,,,2018-10-31,2018-09-30,2018-10-31,SENEGAL,LOW,387771.08963664935,85.0,True,2018-10-31
ARABIAN CEMENT COMPANY (EGYPT),OK,384022.60136527586,0.2813421311245262,79,79,384022.60136527586,384022.60136527586,76804.52027305517,30,,,,,2018-10-31,2018-09-30,2018-10-31,EGYPT,MID,384022.60136527586,86.0,True,2018-10-31
COSUMAR MOROCCO (MOROCCO),OK,361962.9061284615,18.09781335831541,80,80,361962.9061284615,361962.9061284615,72392.5812256923,30,,,,,2018-10-31,2018-09-30,2018-10-31,MOROCCO,MID,361962.9061284615,87.0,True,2018-10-31
TAQA MOROCCO (MOROCCO),OK,339415.4190552643,94.74737581706304,73,73,339415.4190552643,339415.4190552643,67883.08381105287,30,,,,,2018-10-31,2018-09-30,2018-10-31,MOROCCO,MID,339415.4190552643,88.0,True,2018-10-31
SIDI KERIR PETROCHEMICALS EGYPT (EGYPT),OK,330417.7187763465,1.257896953530816,79,79,330417.7187763465,330417.7187763465,66083.5437552693,30,,,,,2018-10-31,2018-09-30,2018-10-31,EGYPT,MID,330417.7187763465,89.0,True,2018-10-31
TANZANIA BREWERIES LTD (TANZANIA),OK,291548.1628376957,6.275232578550114,68,68,291548.1628376957,291548.1628376957,58309.63256753914,30,,,,,2018-10-31,2018-09-30,2018-10-31,TANZANIA,LOW,291548.1628376957,90.0,True,2018-10-31
EGYPT ALUMINIUM (EGYPT),OK,289355.1532637907,1.977256773831251,79,79,289355.1532637907,289355.1532637907,57871.03065275814,30,,,,,2018-10-31,2018-09-30,2018-10-31,EGYPT,MID,289355.1532637907,91.0,True,2018-10-31
INTERNATIONAL BREWERIES NIGERIA (NIGERIA),OK,280206.8247639255,0.08977900552486189,84,84,280206.8247639255,280206.8247639255,56041.36495278511,30,,,,,2018-10-31,2018-09-30,2018-10-31,NIGERIA,MID,280206.8247639255,92.0,True,2018-10-31
SOCIETE FRIGORIFIQUE ET BRASSERIE DE TUNIS TUNISIA (TUNISIA),OK,263942.0536618203,8.39023343938798,83,83,263942.0536618203,263942.0536618203,52788.410732364064,30,,,,,2018-10-31,2018-09-30,2018-10-31,TUNISIA,LOW,263942.0536618203,93.0,True,2018-10-31
SOCIETE DE FABRICATION DES BOISSONS DE TUNISIE SOCIETE ANONYME (TUNISIA),OK,263942.0536618203,8.39023343938798,83,83,263942.0536618203,263942.0536618203,52788.410732364064,30,,,,,2018-10-31,2018-09-30,2018-10-31,TUNISIA,LOW,263942.0536618203,94.0,True,2018-10-31
RAUBEX (SOUTH AFRICA),OK,236751.88122749113,1.567387027837926,87,87,236751.88122749113,236751.88122749113,47350.37624549823,30,,,,,2018-10-31,2018-09-30,2018-10-31,SOUTH AFRICA,HIGH,236751.88122749113,95.0,True,2018-10-31
FIRST HOLDCO NIGERIA (NIGERIA),OK,229521.49959311174,0.02458563535911602,84,84,229521.49959311174,229521.49959311174,45904.29991862235,30,,,,,2018-10-31,2018-09-30,2018-10-31,NIGERIA,MID,229521.49959311174,96.0,True,2018-10-31
BANQUE NATIONALE AGRICOLE TUNISIA (TUNISIA),OK,228725.72575057676,6.724341329138812,83,83,228725.72575057676,228725.72575057676,45745.14515011536,30,,,,,2018-10-31,2018-09-30,2018-10-31,TUNISIA,LOW,228725.72575057676,97.0,True,2018-10-31
GB AUTO EGYPT (EGYPT),OK,226489.35855797367,0.3127895549627966,79,79,226489.35855797367,226489.35855797367,45297.87171159474,30,,,,,2018-10-31,2018-09-30,2018-10-31,EGYPT,MID,226489.35855797367,98.0,True,2018-10-31
