Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
PPC (SOUTH AFRICA),1032744890.988148,551.0,90,0.7333333333333333,1920393392.3333333,,,22.0,2016-11-30,SOUTH AFRICA,HIGH,1032744890.988148,4.907069124246051,1.0,True,2016-11-30
BLUE LABEL TELECOMS (SOUTH AFRICA),942213138.7777777,1903.0,90,0.7333333333333333,1752049225.0,,,22.0,2016-11-30,SOUTH AFRICA,HIGH,942213138.7777777,4.4769091012704445,2.0,True,2016-11-30
NASPERS (SOUTH AFRICA),907769428.459259,271.28,90,0.7333333333333333,1688001003.3333333,,,22.0,2016-11-30,SOUTH AFRICA,HIGH,907769428.459259,4.313250419534668,3.0,True,2016-11-30
REINET INVEST (SOUTH AFRICA),586141836.2962962,276.6,90,0.7333333333333333,1089933166.6666667,,,22.0,2016-11-30,SOUTH AFRICA,HIGH,586141836.2962962,2.7850425912699546,4.0,True,2016-11-30
GRINDROD (SOUTH AFRICA),471360375.6725925,948.0,90,0.7333333333333333,876496566.3333334,,,22.0,2016-11-30,SOUTH AFRICA,HIGH,471360375.6725925,2.239660506713214,5.0,True,2016-11-30
MTN GROUP (SOUTH AFRICA),467794876.9185184,113.2,90,0.7333333333333333,869866506.6666666,,,22.0,2016-11-30,SOUTH AFRICA,HIGH,467794876.9185184,2.222719102305089,6.0,True,2016-11-30
STANDARD BANK GROUP (SOUTH AFRICA),375340474.50370365,151.0,90,0.7333333333333333,697947163.3333334,,,22.0,2016-11-30,SOUTH AFRICA,HIGH,375340474.50370365,1.7834236408128825,7.0,True,2016-11-30
ANGLO AMERICAN (SOUTH AFRICA),362407725.61481476,205.34,90,0.7333333333333333,673898663.3333334,,,22.0,2016-11-30,SOUTH AFRICA,HIGH,362407725.61481476,1.7219739126969944,8.0,True,2016-11-30
FIRSTRAND (SOUTH AFRICA),357788192.9925926,49.47,90,0.7333333333333333,665308623.3333334,,,22.0,2016-11-30,SOUTH AFRICA,HIGH,357788192.9925926,1.700024284965344,9.0,True,2016-11-30
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),307175707.98183703,781.35,90,0.7333333333333333,571194498.3133334,,,22.0,2016-11-30,SOUTH AFRICA,HIGH,307175707.98183703,1.4595399556165825,10.0,True,2016-11-30
