Date,Company,Country,Weight,Liquidity,AvgDailyValue30d,TradeCount30,Rank,Price,Trading Days (90d),Participation,Regime,RawLiquidity,NormLiquidity,AdjLiquidity
2016-08-31 00:00:00,PPC (SOUTH AFRICA),SOUTH AFRICA,0.051191762,6.85609967,2962885679,20,1,594,90,0.666666667,HIGH,1316838080,6.85609967,6.85609967
2016-08-31 00:00:00,REINET INVEST (SOUTH AFRICA),SOUTH AFRICA,0.05044721,4.232991992,1829301200,20,2,320.6,90,0.666666667,HIGH,813022755.6,4.232991992,4.232991992
2016-08-31 00:00:00,NASPERS (SOUTH AFRICA),SOUTH AFRICA,0.046193513,3.876067127,1675054963,20,3,317.64,90,0.666666667,HIGH,744468872.6,3.876067127,3.876067127
2016-08-31 00:00:00,BLUE LABEL TELECOMS (SOUTH AFRICA),SOUTH AFRICA,0.040519761,3.399986284,1469315085,20,4,1905,90,0.666666667,HIGH,653028926.7,3.399986284,3.399986284
2016-08-31 00:00:00,GRINDROD (SOUTH AFRICA),SOUTH AFRICA,0.031589583,2.650661013,1145491742,20,5,781,90,0.666666667,HIGH,509107441,2.650661013,2.650661013
2016-08-31 00:00:00,MTN GROUP (SOUTH AFRICA),SOUTH AFRICA,0.029756989,2.496889219,1079038763,20,6,120.2,90,0.666666667,HIGH,479572783.7,2.496889219,2.496889219
2016-08-31 00:00:00,STANDARD BANK GROUP (SOUTH AFRICA),SOUTH AFRICA,0.020757206,1.741723372,752691396.7,20,7,133.14,90,0.666666667,HIGH,334529509.6,1.741723372,1.741723372
2016-08-31 00:00:00,FIRSTRAND (SOUTH AFRICA),SOUTH AFRICA,0.018224088,1.529171168,660836273.3,20,8,43.17,90,0.666666667,HIGH,293705010.4,1.529171168,1.529171168
2016-08-31 00:00:00,BRITISH AMERICAN TOBACCO (SOUTH AFRICA),SOUTH AFRICA,0.016247441,1.363312028,589159708.8,20,9,911.73,90,0.666666667,HIGH,261848759.5,1.363312028,1.363312028
2016-08-31 00:00:00,ANGLO AMERICAN (SOUTH AFRICA),SOUTH AFRICA,0.013143198,1.102837074,476594613.5,20,10,144.8,90,0.666666667,HIGH,211819828.2,1.102837074,1.102837074
2016-08-31 00:00:00,SHOPRITE HOLDINGS (SOUTH AFRICA),SOUTH AFRICA,0.012565837,1.054391099,455658528.7,20,11,188.5,90,0.666666667,HIGH,202514901.6,1.054391099,1.054391099
2016-08-31 00:00:00,WOOLWORTHS HOLDINGS (SOUTH AFRICA),SOUTH AFRICA,0.01211203,1.016312395,439202693.3,20,12,80.64,90,0.666666667,HIGH,195201197,1.016312395,1.016312395
2016-08-31 00:00:00,CORONATION (NAMIBIA),NAMIBIA,0.5,1,57477601.65,20,13,69.74,90,0.666666667,LOW,25545600.73,1,1
2016-08-31 00:00:00,ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),SOUTH AFRICA,0.01133441,0.951062815,411004876,20,14,239.78,90,0.666666667,HIGH,182668833.8,0.951062815,0.951062815
2016-08-31 00:00:00,ABSA (SOUTH AFRICA),SOUTH AFRICA,0.011004304,0.923363859,399034682.5,20,15,148.9,90,0.666666667,HIGH,177348747.8,0.923363859,0.923363859
2016-08-31 00:00:00,SANLAM (SOUTH AFRICA),SOUTH AFRICA,0.009865619,0.827817599,357744056.7,20,16,62.48,90,0.666666667,HIGH,158997358.5,0.827817599,0.827817599
2016-08-31 00:00:00,BIDVEST (SOUTH AFRICA),SOUTH AFRICA,0.009095426,0.763191176,329815538.5,20,17,152,90,0.666666667,HIGH,146584683.8,0.763191176,0.763191176
2016-08-31 00:00:00,ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),SOUTH AFRICA,0.008722558,0.73190408,316294718.8,20,18,352,90,0.666666667,HIGH,140575430.6,0.73190408,0.73190408
2016-08-31 00:00:00,VODACOM (SOUTH AFRICA),SOUTH AFRICA,0.008639188,0.724908562,313271583.2,20,19,152.21,90,0.666666667,HIGH,139231814.7,0.724908562,0.724908562
2016-08-31 00:00:00,MR PRICE (SOUTH AFRICA),SOUTH AFRICA,0.00809761,0.679465127,293633055.6,20,20,184.47,90,0.666666667,HIGH,130503580.3,0.679465127,0.679465127
2016-08-31 00:00:00,SIBANYE STILLWATER (SOUTH AFRICA),SOUTH AFRICA,0.007141934,0.599274941,258978606.7,20,21,35.59,90,0.666666667,HIGH,115101603,0.599274941,0.599274941
2016-08-31 00:00:00,TRUWORTHS INT (SOUTH AFRICA),SOUTH AFRICA,0.007016282,0.58873159,254422263.3,20,22,76.15,90,0.666666667,HIGH,113076561.5,0.58873159,0.58873159
2016-08-31 00:00:00,IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),SOUTH AFRICA,0.006186718,0.519123441,224340876.7,20,23,56.46,90,0.666666667,HIGH,99707056.3,0.519123441,0.519123441
2016-08-31 00:00:00,TIGER BRANDS (SOUTH AFRICA),SOUTH AFRICA,0.005770145,0.48416904,209235218.7,20,24,346.9,90,0.666666667,HIGH,92993430.51,0.48416904,0.48416904
2016-08-31 00:00:00,GOLD FIELDS (SOUTH AFRICA),SOUTH AFRICA,0.005723996,0.480296682,207561766.7,20,25,75.11,90,0.666666667,HIGH,92249674.07,0.480296682,0.480296682
2016-08-31 00:00:00,FOSCHINI (SOUTH AFRICA),SOUTH AFRICA,0.0057088,0.479021589,207010731.1,20,26,114.51,90,0.666666667,HIGH,92004769.39,0.479021589,0.479021589
2016-08-31 00:00:00,OLD MUTUAL (SOUTH AFRICA),SOUTH AFRICA,0.005453124,0.457568031,197739506.7,20,27,17.16,90,0.666666667,HIGH,87884225.19,0.457568031,0.457568031
2016-08-31 00:00:00,REMGRO (SOUTH AFRICA),SOUTH AFRICA,0.005231748,0.438992477,189712021,20,28,177.04,90,0.666666667,HIGH,84316453.76,0.438992477,0.438992477
2016-08-31 00:00:00,INVESTEC (SOUTH AFRICA),SOUTH AFRICA,0.004632318,0.388694769,167975703.6,20,29,62.97,90,0.666666667,HIGH,74655868.27,0.388694769,0.388694769
2016-08-31 00:00:00,SPAR (SOUTH AFRICA),SOUTH AFRICA,0.003979885,0.333949483,144317350.9,20,30,192,90,0.666666667,HIGH,64141044.85,0.333949483,0.333949483
2016-08-31 00:00:00,MONDI (SOUTH AFRICA),SOUTH AFRICA,0.003908566,0.32796517,141731210.4,20,31,285.35,90,0.666666667,HIGH,62991649.08,0.32796517,0.32796517
2016-08-31 00:00:00,DISCOVERY HOLDINGS (SOUTH AFRICA),SOUTH AFRICA,0.003826935,0.321115557,138771128.1,20,32,119.84,90,0.666666667,HIGH,61676056.93,0.321115557,0.321115557
2016-08-31 00:00:00,CAPITEC BANK (SOUTH AFRICA),SOUTH AFRICA,0.003709613,0.311271156,134516838.4,20,33,578.48,90,0.666666667,HIGH,59785261.52,0.311271156,0.311271156
2016-08-31 00:00:00,GLENCORE (SOUTH AFRICA),SOUTH AFRICA,0.003372752,0.283005381,122301691.9,20,34,31.76,90,0.666666667,HIGH,54356307.53,0.283005381,0.283005381
2016-08-31 00:00:00,LIFE HEALTHCARE (SOUTH AFRICA),SOUTH AFRICA,0.002834343,0.237827845,102778073.3,20,35,23.25,90,0.666666667,HIGH,45679143.7,0.237827845,0.237827845
2016-08-31 00:00:00,CLICKS (SOUTH AFRICA),SOUTH AFRICA,0.002813271,0.236059743,102013982.7,20,36,121.1,90,0.666666667,HIGH,45339547.87,0.236059743,0.236059743
2016-08-31 00:00:00,HARMONY GOLD MINING COMPANY (SOUTH AFRICA),SOUTH AFRICA,0.002650731,0.222421069,96119985.4,20,37,52.44,90,0.666666667,HIGH,42719993.51,0.222421069,0.222421069
2016-08-31 00:00:00,KUMBA IRON ORE (SOUTH AFRICA),SOUTH AFRICA,0.002448976,0.20549199,88804028.97,20,38,133.85,90,0.666666667,HIGH,39468457.32,0.20549199,0.20549199
2016-08-31 00:00:00,AVI (SOUTH AFRICA),SOUTH AFRICA,0.001819575,0.152679331,65980867.44,20,39,83.69,90,0.666666667,HIGH,29324829.97,0.152679331,0.152679331
2016-08-31 00:00:00,AFRICAN RAINBOW MINERALS (SOUTH AFRICA),SOUTH AFRICA,0.001491713,0.125168634,54092030.64,20,40,87.32,90,0.666666667,HIGH,24040902.51,0.125168634,0.125168634
2016-08-31 00:00:00,EXXARO RESOURCES (SOUTH AFRICA),SOUTH AFRICA,0.00139335,0.116915058,50525221.2,20,41,62.36,90,0.666666667,HIGH,22455653.87,0.116915058,0.116915058
2016-08-31 00:00:00,OUTSURANCE (SOUTH AFRICA),SOUTH AFRICA,0.001314192,0.11027298,47654825.32,20,42,22.58,90,0.666666667,HIGH,21179922.36,0.11027298,0.11027298
2016-08-31 00:00:00,NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),SOUTH AFRICA,0.00111252,0.093350796,40341848.87,20,43,48.5,90,0.666666667,HIGH,17929710.61,0.093350796,0.093350796
2016-08-31 00:00:00,WILSON BAYLY HOLMES OVCON (SOUTH AFRICA),SOUTH AFRICA,0.000434935,0.036495121,15771484.59,20,44,148.75,90,0.666666667,HIGH,7009548.707,0.036495121,0.036495121
2016-08-31 00:00:00,SANTAM (SOUTH AFRICA),SOUTH AFRICA,0.000335715,0.02816961,12173588.41,20,45,196.03,90,0.666666667,HIGH,5410483.739,0.02816961,0.02816961
2016-08-31 00:00:00,RAUBEX (SOUTH AFRICA),SOUTH AFRICA,0.000147783,0.012400374,5358861.753,20,46,22.35,90,0.666666667,HIGH,2381716.335,0.012400374,0.012400374
2016-08-31 00:00:00,PSG KONSULT (SOUTH AFRICA),SOUTH AFRICA,3.23467E-05,0.002714193,1172947.23,20,47,7.02,90,0.666666667,HIGH,521309.88,0.002714193,0.002714193
2016-09-30 00:00:00,PPC (SOUTH AFRICA),SOUTH AFRICA,0.051309674,9.345328117,4433353000,22,1,537,90,0.733333333,HIGH,2384158724,9.345328117,9.345328117
2016-09-30 00:00:00,NASPERS (SOUTH AFRICA),SOUTH AFRICA,0.051309674,4.292374854,2036270177,22,2,313.58,90,0.733333333,HIGH,1095060851,4.292374854,4.292374854
2016-09-30 00:00:00,BLUE LABEL TELECOMS (SOUTH AFRICA),SOUTH AFRICA,0.035849938,2.737317737,1298562838,22,3,1900,90,0.733333333,HIGH,698338237.3,2.737317737,2.737317737
2016-09-30 00:00:00,REINET INVEST (SOUTH AFRICA),SOUTH AFRICA,0.031619186,2.414279133,1145315767,22,4,299.2,90,0.733333333,HIGH,615925367.9,2.414279133,2.414279133
2016-09-30 00:00:00,MTN GROUP (SOUTH AFRICA),SOUTH AFRICA,0.027655982,2.111669181,1001759893,22,5,117.46,90,0.733333333,HIGH,538724209.3,2.111669181,2.111669181
2016-09-30 00:00:00,FIRSTRAND (SOUTH AFRICA),SOUTH AFRICA,0.021311629,1.627246899,771953625.5,22,6,46.53,90,0.733333333,HIGH,415139505.3,1.627246899,1.627246899
2016-09-30 00:00:00,GRINDROD (SOUTH AFRICA),SOUTH AFRICA,0.020843474,1.591500981,754996032.3,22,7,786,90,0.733333333,HIGH,406020088.5,1.591500981,1.591500981
2016-09-30 00:00:00,STANDARD BANK GROUP (SOUTH AFRICA),SOUTH AFRICA,0.020096611,1.534474337,727943023.3,22,8,140.67,90,0.733333333,HIGH,391471581.4,1.534474337,1.534474337
2016-09-30 00:00:00,BRITISH AMERICAN TOBACCO (SOUTH AFRICA),SOUTH AFRICA,0.016214668,1.238069064,587330603,22,9,877.59,90,0.733333333,HIGH,315853346.5,1.238069064,1.238069064
2016-09-30 00:00:00,ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),SOUTH AFRICA,0.014728047,1.12455824,533481926.5,22,10,310,90,0.733333333,HIGH,286894724.9,1.12455824,1.12455824
2016-09-30 00:00:00,ANGLO AMERICAN (SOUTH AFRICA),SOUTH AFRICA,0.014171625,1.082072727,513327120.2,22,11,166.02,90,0.733333333,HIGH,276055918,1.082072727,1.082072727
2016-09-30 00:00:00,MR PRICE (SOUTH AFRICA),SOUTH AFRICA,0.013199182,1.007821927,478103102.4,22,12,151.75,90,0.733333333,HIGH,257113223.9,1.007821927,1.007821927
2016-09-30 00:00:00,CORONATION (NAMIBIA),NAMIBIA,0.5,1,45474788.82,22,13,70.24,90,0.733333333,LOW,24455330.88,1,1
2016-09-30 00:00:00,SHOPRITE HOLDINGS (SOUTH AFRICA),SOUTH AFRICA,0.012789415,0.976534218,463260449.3,22,14,191.39,90,0.733333333,HIGH,249131175,0.976534218,0.976534218
2016-09-30 00:00:00,WOOLWORTHS HOLDINGS (SOUTH AFRICA),SOUTH AFRICA,0.012774748,0.975414344,462729190,22,15,77.29,90,0.733333333,HIGH,248845475.5,0.975414344,0.975414344
2016-09-30 00:00:00,SANLAM (SOUTH AFRICA),SOUTH AFRICA,0.011626344,0.887728089,421131493.3,22,16,63.8,90,0.733333333,HIGH,226475158.6,0.887728089,0.887728089
2016-09-30 00:00:00,ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),SOUTH AFRICA,0.010887761,0.831333711,394378426.7,22,17,221.74,90,0.733333333,HIGH,212087953.9,0.831333711,0.831333711
2016-09-30 00:00:00,ABSA (SOUTH AFRICA),SOUTH AFRICA,0.010868367,0.829852876,393675930,22,18,151,90,0.733333333,HIGH,211710166.8,0.829852876,0.829852876
2016-09-30 00:00:00,VODACOM (SOUTH AFRICA),SOUTH AFRICA,0.009480807,0.723905867,343415470.1,22,19,153.41,90,0.733333333,HIGH,184681208.3,0.723905867,0.723905867
2016-09-30 00:00:00,FOSCHINI (SOUTH AFRICA),SOUTH AFRICA,0.007309226,0.55809508,264756086.3,22,20,122.21,90,0.733333333,HIGH,142379939.7,0.55809508,0.55809508
2016-09-30 00:00:00,BIDVEST (SOUTH AFRICA),SOUTH AFRICA,0.00714297,0.545400592,258733917.3,22,21,161.58,90,0.733333333,HIGH,139141351.1,0.545400592,0.545400592
2016-09-30 00:00:00,IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),SOUTH AFRICA,0.007124239,0.543970438,258055462.7,22,22,69.5,90,0.733333333,HIGH,138776493.3,0.543970438,0.543970438
2016-09-30 00:00:00,TRUWORTHS INT (SOUTH AFRICA),SOUTH AFRICA,0.007033294,0.537026357,254761243.3,22,23,71,90,0.733333333,HIGH,137004935.3,0.537026357,0.537026357
2016-09-30 00:00:00,SIBANYE STILLWATER (SOUTH AFRICA),SOUTH AFRICA,0.006740069,0.514637151,244139973.3,22,24,30.87,90,0.733333333,HIGH,131293052.3,0.514637151,0.514637151
2016-09-30 00:00:00,TIGER BRANDS (SOUTH AFRICA),SOUTH AFRICA,0.006699219,0.511518092,242660315.4,22,25,345.74,90,0.733333333,HIGH,130497325.2,0.511518092,0.511518092
2016-09-30 00:00:00,REMGRO (SOUTH AFRICA),SOUTH AFRICA,0.006686791,0.510569139,242210139.1,22,26,161.46,90,0.733333333,HIGH,130255230.3,0.510569139,0.510569139
2016-09-30 00:00:00,GOLD FIELDS (SOUTH AFRICA),SOUTH AFRICA,0.006440123,0.491734847,233275293.3,22,27,67,90,0.733333333,HIGH,125450268.9,0.491734847,0.491734847
2016-09-30 00:00:00,DISCOVERY HOLDINGS (SOUTH AFRICA),SOUTH AFRICA,0.005753853,0.439334782,208417098.9,22,28,113,90,0.733333333,HIGH,112082084.3,0.439334782,0.439334782
2016-09-30 00:00:00,SPAR (SOUTH AFRICA),SOUTH AFRICA,0.005278475,0.403037342,191197867.5,22,29,192.22,90,0.733333333,HIGH,102821964.3,0.403037342,0.403037342
2016-09-30 00:00:00,OLD MUTUAL (SOUTH AFRICA),SOUTH AFRICA,0.005247563,0.400677008,190078143.3,22,30,16.64,90,0.733333333,HIGH,102219801.5,0.400677008,0.400677008
2016-09-30 00:00:00,MONDI (SOUTH AFRICA),SOUTH AFRICA,0.005246424,0.400590086,190036908,22,31,275.14,90,0.733333333,HIGH,102197626.1,0.400590086,0.400590086
2016-09-30 00:00:00,GLENCORE (SOUTH AFRICA),SOUTH AFRICA,0.004842067,0.369715461,175390219.5,22,32,36.18,90,0.733333333,HIGH,94320962.51,0.369715461,0.369715461
2016-09-30 00:00:00,CAPITEC BANK (SOUTH AFRICA),SOUTH AFRICA,0.004763289,0.363700341,172536692,22,33,637.85,90,0.733333333,HIGH,92786398.8,0.363700341,0.363700341
2016-09-30 00:00:00,INVESTEC (SOUTH AFRICA),SOUTH AFRICA,0.004022667,0.307150243,145709753.1,22,34,61.01,90,0.733333333,HIGH,78359467.2,0.307150243,0.307150243
2016-09-30 00:00:00,LIFE HEALTHCARE (SOUTH AFRICA),SOUTH AFRICA,0.003668971,0.280143808,132898104.3,22,35,22.87,90,0.733333333,HIGH,71469647.22,0.280143808,0.280143808
2016-09-30 00:00:00,HARMONY GOLD MINING COMPANY (SOUTH AFRICA),SOUTH AFRICA,0.00311564,0.237894327,112855270.1,22,36,48.5,90,0.733333333,HIGH,60691056.39,0.237894327,0.237894327
2016-09-30 00:00:00,CLICKS (SOUTH AFRICA),SOUTH AFRICA,0.003050043,0.232885693,110479211.9,22,37,127.13,90,0.733333333,HIGH,59413265.07,0.232885693,0.232885693
2016-09-30 00:00:00,AVI (SOUTH AFRICA),SOUTH AFRICA,0.00278064,0.21231542,100720829.9,22,38,88.34,90,0.733333333,HIGH,54165424.09,0.21231542,0.21231542
2016-09-30 00:00:00,KUMBA IRON ORE (SOUTH AFRICA),SOUTH AFRICA,0.00223612,0.170738659,80997128.95,22,39,123.94,90,0.733333333,HIGH,43558456.01,0.170738659,0.170738659
2016-09-30 00:00:00,AFRICAN RAINBOW MINERALS (SOUTH AFRICA),SOUTH AFRICA,0.002042508,0.155955424,73984073.97,22,40,82.37,90,0.733333333,HIGH,39786990.89,0.155955424,0.155955424
2016-09-30 00:00:00,OUTSURANCE (SOUTH AFRICA),SOUTH AFRICA,0.001852942,0.141481192,67117607.83,22,41,22.36,90,0.733333333,HIGH,36094357.99,0.141481192,0.141481192
2016-09-30 00:00:00,EXXARO RESOURCES (SOUTH AFRICA),SOUTH AFRICA,0.00155858,0.119005214,56455173.87,22,42,70.14,90,0.733333333,HIGH,30360337.95,0.119005214,0.119005214
2016-09-30 00:00:00,WILSON BAYLY HOLMES OVCON (SOUTH AFRICA),SOUTH AFRICA,0.00099392,0.075890677,36001963.28,22,43,154.1,90,0.733333333,HIGH,19361055.81,0.075890677,0.075890677
2016-09-30 00:00:00,NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),SOUTH AFRICA,0.000957249,0.073090663,34673658.02,22,44,51.89,90,0.733333333,HIGH,18646722.76,0.073090663,0.073090663
2016-09-30 00:00:00,SANTAM (SOUTH AFRICA),SOUTH AFRICA,0.000481552,0.036768833,17442856.17,22,45,204.85,90,0.733333333,HIGH,9380380.427,0.036768833,0.036768833
2016-09-30 00:00:00,RAUBEX (SOUTH AFRICA),SOUTH AFRICA,0.000167723,0.012806469,6075291.877,22,46,24.54,90,0.733333333,HIGH,3267156.965,0.012806469,0.012806469
2016-09-30 00:00:00,PSG KONSULT (SOUTH AFRICA),SOUTH AFRICA,2.67088E-05,0.002039348,967451.0617,22,47,6.93,90,0.733333333,HIGH,520273.6821,0.002039348,0.002039348
2016-10-31 00:00:00,PPC (SOUTH AFRICA),SOUTH AFRICA,0.052525011,11.54444722,3971871000,21,1,550,90,0.7,HIGH,1946216790,11.54444722,11.54444722
2016-10-31 00:00:00,SAFARICOM KENYA (KENYA),KENYA,0.178568561,10.99518151,225718394.3,20,2,19.85,90,0.666666667,MID,100319286.4,10.99518151,10.99518151
2016-10-31 00:00:00,NASPERS (SOUTH AFRICA),SOUTH AFRICA,0.044036549,5.800240508,1995574723,21,3,298.35,90,0.7,HIGH,977831614.4,5.800240508,5.800240508
2016-10-31 00:00:00,BLUE LABEL TELECOMS (SOUTH AFRICA),SOUTH AFRICA,0.040796394,5.373465949,1848742791,21,4,2040,90,0.7,HIGH,905883967.6,5.373465949,5.373465949
2016-10-31 00:00:00,EQUITY GROUP HOLDINGS KENYA (KENYA),KENYA,0.104929729,4.065298335,83455885.83,20,5,30.75,90,0.666666667,MID,37091504.81,4.065298335,4.065298335
2016-10-31 00:00:00,REINET INVEST (SOUTH AFRICA),SOUTH AFRICA,0.02725133,3.5893882,1234930233,21,6,268.6,90,0.7,HIGH,605115814.3,3.5893882,3.5893882
2016-10-31 00:00:00,MTN GROUP (SOUTH AFRICA),SOUTH AFRICA,0.021807524,2.872361424,988236926.7,21,7,116.37,90,0.7,HIGH,484236094.1,2.872361424,2.872361424
2016-10-31 00:00:00,KCB GROUP KENYA (KENYA),KENYA,0.067614159,2.619579143,53776938.33,20,8,27.25,90,0.666666667,MID,23900861.48,2.619579143,2.619579143
2016-10-31 00:00:00,ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),SOUTH AFRICA,0.017795117,2.343870196,806409339.8,21,9,293.73,90,0.7,HIGH,395140576.5,2.343870196,2.343870196
2016-10-31 00:00:00,BRITISH AMERICAN TOBACCO (SOUTH AFRICA),SOUTH AFRICA,0.014160486,1.865137594,641701224.7,21,10,772.62,90,0.7,HIGH,314433600.1,1.865137594,1.865137594
2016-10-31 00:00:00,GRINDROD (SOUTH AFRICA),SOUTH AFRICA,0.013038942,1.717414342,590876989.7,21,11,758,90,0.7,HIGH,289529724.9,1.717414342,1.717414342
2016-10-31 00:00:00,ANGLO AMERICAN (SOUTH AFRICA),SOUTH AFRICA,0.012983199,1.710072113,588350893.3,21,12,179.55,90,0.7,HIGH,288291937.7,1.710072113,1.710072113
2016-10-31 00:00:00,STANDARD BANK GROUP (SOUTH AFRICA),SOUTH AFRICA,0.012921814,1.701986872,585569163.3,21,13,143.06,90,0.7,HIGH,286928890,1.701986872,1.701986872
2016-10-31 00:00:00,FIRSTRAND (SOUTH AFRICA),SOUTH AFRICA,0.011775118,1.550950651,533605100,21,14,47.34,90,0.7,HIGH,261466499,1.550950651,1.550950651
2016-10-31 00:00:00,WOOLWORTHS HOLDINGS (SOUTH AFRICA),SOUTH AFRICA,0.007653987,1.008139103,346850602,21,15,78.11,90,0.7,HIGH,169956795,1.008139103,1.008139103
2016-10-31 00:00:00,CORONATION (NAMIBIA),NAMIBIA,0.2,1,92201297.67,21,16,72.53,90,0.7,LOW,45178635.86,1,1
2016-10-31 00:00:00,SHOPRITE HOLDINGS (SOUTH AFRICA),SOUTH AFRICA,0.007406813,0.975582691,335649557.2,21,17,199,90,0.7,HIGH,164468283,0.975582691,0.975582691
2016-10-31 00:00:00,ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),SOUTH AFRICA,0.007259369,0.956162242,328967945.2,21,18,180.65,90,0.7,HIGH,161194293.2,0.956162242,0.956162242
2016-10-31 00:00:00,SANLAM (SOUTH AFRICA),SOUTH AFRICA,0.00679335,0.894780899,307849673.3,21,19,65.36,90,0.7,HIGH,150846339.9,0.894780899,0.894780899
2016-10-31 00:00:00,VODACOM (SOUTH AFRICA),SOUTH AFRICA,0.006708568,0.883613855,304007647.8,21,20,144.76,90,0.7,HIGH,148963747.4,0.883613855,0.883613855
2016-10-31 00:00:00,REMGRO (SOUTH AFRICA),SOUTH AFRICA,0.006340907,0.835187729,287346622.9,21,21,160.5,90,0.7,HIGH,140799845.2,0.835187729,0.835187729
2016-10-31 00:00:00,ABSA (SOUTH AFRICA),SOUTH AFRICA,0.006244722,0.822518831,282987884.1,21,22,156.36,90,0.7,HIGH,138664063.2,0.822518831,0.822518831
2016-10-31 00:00:00,IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),SOUTH AFRICA,0.006055329,0.79757308,274405290,21,23,54.2,90,0.7,HIGH,134458592.1,0.79757308,0.79757308
2016-10-31 00:00:00,MR PRICE (SOUTH AFRICA),SOUTH AFRICA,0.005860572,0.771920806,265579616.2,21,24,153.72,90,0.7,HIGH,130134012,0.771920806,0.771920806
2016-10-31 00:00:00,SIBANYE STILLWATER (SOUTH AFRICA),SOUTH AFRICA,0.00571175,0.752318763,258835526.7,21,25,22.93,90,0.7,HIGH,126829408.1,0.752318763,0.752318763
2016-10-31 00:00:00,BIDVEST (SOUTH AFRICA),SOUTH AFRICA,0.005275807,0.69489893,239080213.6,21,26,167.41,90,0.7,HIGH,117149304.6,0.69489893,0.69489893
2016-10-31 00:00:00,TIGER BRANDS (SOUTH AFRICA),SOUTH AFRICA,0.005253466,0.691956296,238067799.5,21,27,349.14,90,0.7,HIGH,116653221.8,0.691956296,0.691956296
2016-10-31 00:00:00,DISCOVERY HOLDINGS (SOUTH AFRICA),SOUTH AFRICA,0.004890737,0.644179638,221630224.1,21,28,115.23,90,0.7,HIGH,108598809.8,0.644179638,0.644179638
2016-10-31 00:00:00,FOSCHINI (SOUTH AFRICA),SOUTH AFRICA,0.004815404,0.634257266,218216428.6,21,29,121.6,90,0.7,HIGH,106926050,0.634257266,0.634257266
2016-10-31 00:00:00,GOLD FIELDS (SOUTH AFRICA),SOUTH AFRICA,0.004495182,0.592079431,203705130,21,30,54.81,90,0.7,HIGH,99815513.7,0.592079431,0.592079431
2016-10-31 00:00:00,TRUWORTHS INT (SOUTH AFRICA),SOUTH AFRICA,0.004328413,0.570113569,196147767.7,21,31,71.45,90,0.7,HIGH,96112406.18,0.570113569,0.570113569
2016-10-31 00:00:00,OLD MUTUAL (SOUTH AFRICA),SOUTH AFRICA,0.00360933,0.475400151,163561584,21,32,15.27,90,0.7,HIGH,80145176.16,0.475400151,0.475400151
2016-10-31 00:00:00,MONDI (SOUTH AFRICA),SOUTH AFRICA,0.003562339,0.469210813,161432140,21,33,251.06,90,0.7,HIGH,79101748.6,0.469210813,0.469210813
2016-10-31 00:00:00,CAPITEC BANK (SOUTH AFRICA),SOUTH AFRICA,0.003516401,0.463160037,159350368.5,21,34,680.18,90,0.7,HIGH,78081680.55,0.463160037,0.463160037
2016-10-31 00:00:00,ABSA BANK KENYA (KENYA),KENYA,0.011876716,0.460140286,9446149.333,20,35,8.1,90,0.666666667,MID,4198288.593,0.460140286,0.460140286
2016-10-31 00:00:00,CO-OPERATIVE BANK KENYA (KENYA),KENYA,0.011125918,0.431052053,8849001.467,20,36,12.7,90,0.666666667,MID,3932889.541,0.431052053,0.431052053
2016-10-31 00:00:00,GLENCORE (SOUTH AFRICA),SOUTH AFRICA,0.003110711,0.409724939,140966004.9,21,37,38.92,90,0.7,HIGH,69073342.39,0.409724939,0.409724939
2016-10-31 00:00:00,SPAR (SOUTH AFRICA),SOUTH AFRICA,0.002804836,0.369436871,127104881.5,21,38,191,90,0.7,HIGH,62281391.94,0.369436871,0.369436871
2016-10-31 00:00:00,INVESTEC (SOUTH AFRICA),SOUTH AFRICA,0.002244659,0.29565352,101719694.2,21,39,61.22,90,0.7,HIGH,49842650.15,0.29565352,0.29565352
2016-10-31 00:00:00,AVI (SOUTH AFRICA),SOUTH AFRICA,0.002188744,0.28828873,99185835.88,21,40,89.11,90,0.7,HIGH,48601059.58,0.28828873,0.28828873
2016-10-31 00:00:00,LIFE HEALTHCARE (SOUTH AFRICA),SOUTH AFRICA,0.00218382,0.287640145,98962690,21,41,21.74,90,0.7,HIGH,48491718.1,0.287640145,0.287640145
2016-10-31 00:00:00,CLICKS (SOUTH AFRICA),SOUTH AFRICA,0.002169511,0.285755468,98314266.11,21,42,125.5,90,0.7,HIGH,48173990.4,0.285755468,0.285755468
2016-10-31 00:00:00,HARMONY GOLD MINING COMPANY (SOUTH AFRICA),SOUTH AFRICA,0.002087662,0.274974811,94605177.34,21,43,41.11,90,0.7,HIGH,46356536.9,0.274974811,0.274974811
2016-10-31 00:00:00,NCBA GROUP KENYA (KENYA),KENYA,0.006579284,0.254901559,5232835,20,44,27.5,90,0.666666667,MID,2325704.444,0.254901559,0.254901559
