Date,Index Level
2017-02-01,1000.0
2017-02-02,1000.0
2017-02-03,1005.390835579514
2017-02-06,1020.2677430703428
2017-02-07,1007.4642135179579
2017-02-08,994.0569505617703
2017-02-09,998.6216583436612
2017-02-10,996.4257276875857
2017-02-13,994.0569505617701
2017-02-14,988.8487018041824
2017-02-15,986.9225070035282
2017-02-16,983.2519837078378
2017-02-17,976.6830187618683
2017-02-20,973.9775256351041
2017-02-21,973.5944469622879
2017-02-22,973.4987243738539
2017-02-23,973.4987243738539
2017-02-24,978.9070506203753
2017-02-27,967.764971045379
2017-02-28,966.6305623178935
2017-03-01,930.0752386155752
2017-03-02,925.9703597457941
2017-03-03,922.9911216063742
2017-03-06,917.1653920768196
2017-03-07,909.4276994524853
2017-03-08,884.9364422091181
2017-03-09,873.8377482663902
2017-03-10,923.3578244755068
2017-03-13,947.097644632288
2017-03-14,995.7325670739828
2017-03-15,972.7504850630486
2017-03-16,954.5104941137338
2017-03-17,975.7833266607157
2017-03-20,976.7638873045736
2017-03-21,983.354430800971
2017-03-22,985.3007037961245
2017-03-23,998.0209439878644
2017-03-24,1000.1963056811501
2017-03-27,1018.870060358563
2017-03-28,1011.6179595735304
2017-03-29,980.831726635696
2017-03-30,976.3622547690879
2017-03-31,974.8405558340522
2017-04-03,1001.2817594461944
2017-04-04,993.4352890917377
2017-04-05,993.5333383701711
2017-04-06,1007.8313675262693
2017-04-07,1010.8393030104805
2017-04-10,1037.7350524598774
2017-04-11,1042.332572475006
2017-04-12,1053.888177332577
2017-04-13,1062.2251138581653
2017-04-18,1037.4284535670881
2017-04-19,1040.2395903326012
2017-04-20,1037.4284535670881
2017-04-21,1036.7137602125986
2017-04-24,1035.8419081527682
2017-04-25,1027.6057122450193
2017-04-26,1027.6057122450193
2017-04-27,1030.3170729633434
2017-04-28,1044.3886580307312
2017-05-03,1044.3886580307312
2017-05-04,1046.9494817466377
2017-05-05,1051.7579796593125
2017-05-08,1091.2671659101638
2017-05-09,1078.0654317768258
2017-05-10,1064.7559820018034
2017-05-11,1091.4826184601948
2017-05-12,1077.3210583281736
2017-05-15,1077.8526487053214
2017-05-16,1077.5336315441025
2017-05-17,1061.8213262782035
2017-05-18,1075.517566650027
2017-05-19,1057.8092871022782
2017-05-22,1089.1173093973377
2017-05-23,1089.1173093973377
2017-05-24,1115.7910547082338
2017-05-25,1142.3575083917628
2017-05-26,1155.868470130608
2017-05-29,1142.5826256463483
2017-05-30,1115.7910547082338
2017-05-31,1181.7415238500291
2017-06-02,1194.07883600982
2017-06-05,1181.508828856655
2017-06-06,1168.2334487571422
2017-06-07,1181.3925157213075
2017-06-08,1181.857905721592
2017-06-09,1207.4651885493558
2017-06-12,1208.1785393893806
2017-06-13,1248.6233231258802
2017-06-14,1220.8541759383236
2017-06-15,1233.5173438304207
2017-06-16,1245.5557540340812
2017-06-19,1220.2537164774053
2017-06-20,1206.9900891243901
2017-06-21,1206.8713726800975
2017-06-22,1231.699962418236
2017-06-23,1230.4913470101128
2017-06-27,1243.3564207426737
2017-06-28,1230.6121018037347
2017-06-29,1217.4991934153795
2017-06-30,1200.1429231258367
2017-07-03,1217.4991934153798
2017-07-04,1216.9020288119787
2017-07-05,1203.792921224228
2017-07-06,1203.0847383114574
2017-07-07,1214.5192169286574
2017-07-10,1216.4247187398814
2017-07-11,1216.1862040891483
2017-07-12,1216.4247187398814
2017-07-13,1216.3054497214737
2017-07-14,1213.0940036875916
2017-07-17,1216.0669818360268
2017-07-18,1216.0669818360268
2017-07-19,1216.0669818360268
2017-07-20,1213.449993319897
2017-07-21,1228.4421353232822
2017-07-24,1226.6396671603309
2017-07-25,1239.8293410007645
2017-07-26,1254.1231044372007
2017-07-27,1253.6321578314314
2017-07-28,1292.2088300150426
2017-07-31,1292.8409642631673
2017-08-01,1292.8409642631673
2017-08-02,1306.96129731196
2017-08-03,1293.4737172801329
2017-08-04,1278.981846506052
2017-08-07,1279.9834965082102
2017-08-09,1293.6003422157444
2017-08-10,1320.704742907082
2017-08-11,1335.2351584328742
2017-08-14,1361.5512813475075
2017-08-15,1349.5209536793095
2017-08-16,1322.2579041100307
2017-08-17,1322.6467653699394
2017-08-18,1329.685587221716
2017-08-21,1356.4333935523716
2017-08-22,1356.5670191452737
2017-08-23,1370.1347409619914
2017-08-24,1383.9724134714406
2017-08-25,1452.3428254197106
2017-08-28,1466.0441728293304
2017-08-29,1465.8997776581662
2017-08-30,1438.9249541633928
2017-08-31,1401.6795147254547
2017-09-01,1330.3411214295747
2017-09-04,1315.7181569254394
2017-09-05,1355.0985840723945
2017-09-06,1355.0985840723945
2017-09-07,1382.3382829035318
2017-09-08,1415.7011983155646
2017-09-11,1431.2844766850678
2017-09-12,1429.0222469481353
2017-09-13,1387.2522927963455
2017-09-14,1387.11532080851
2017-09-15,1385.200549117392
2017-09-18,1332.3116079331237
2017-09-19,1368.651765251021
2017-09-20,1381.1152152131917
2017-09-21,1409.7113182085516
2017-09-22,1403.2219517094527
2017-09-25,1414.8623471216183
2017-09-26,1422.2782623002627
2017-09-27,1408.3255801586065
2017-09-28,1383.4272741652962
2017-09-29,1342.15514730445
2017-10-02,1342.9966238858324
2017-10-03,1370.5397467973316
2017-10-04,1370.4047182508489
2017-10-05,1356.9680539361113
2017-10-06,1353.1012883309083
2017-10-09,1370.5397467973314
2017-10-10,1370.2697163083553
2017-10-11,1368.7864485579726
2017-10-12,1355.2319467910295
2017-10-13,1368.7864485579723
2017-10-16,1355.3653357621704
2017-10-17,1341.6747768150778
2017-10-18,1327.8535236235339
2017-10-19,1314.2936589208925
2017-10-23,1322.776436621444
2017-10-24,1349.256497290187
2017-10-27,1376.3793444840378
2017-10-30,1377.594035021433
2017-10-31,1391.3700154997587
