Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
DELTA CORPORATION LIMITED (ZIMBABWE),OK,1468869358.2302015,4461.507407407407,87,1468869358.2302015,1468869358.2302015,293773871.6460403,30,,,,,2022-04-30,2022-03-31,2022-04-30,ZIMBABWE,LOW,1468869358.2302015,1.0,True,2022-04-30
INNSCOR AFRICA (ZIMBABWE),OK,780570441.1434829,5694.298148148148,87,780570441.1434829,780570441.1434829,156114088.22869658,30,,,,,2022-04-30,2022-03-31,2022-04-30,ZIMBABWE,LOW,780570441.1434829,2.0,True,2022-04-30
REDEFINE PROPERTIES (SOUTH AFRICA),OK,537139697.8876563,31.65380873425874,86,537139697.8876563,537139697.8876563,107427939.57753128,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,537139697.8876563,3.0,True,2022-04-30
SIMBISA BRANDS (ZIMBABWE),OK,400298644.8040015,4102.731481481482,87,400298644.8040015,400298644.8040015,80059728.9608003,30,,,,,2022-04-30,2022-03-31,2022-04-30,ZIMBABWE,LOW,400298644.8040015,4.0,True,2022-04-30
TN CYBERTECH INVESTMENTS HOLDINGS (ZIMBABWE),OK,235176247.0929357,1293.416666666667,84,235176247.0929357,235176247.0929357,47035249.41858715,30,,,,,2022-04-30,2022-03-31,2022-04-30,ZIMBABWE,LOW,235176247.0929357,5.0,True,2022-04-30
NASPERS (SOUTH AFRICA),OK,128586208.94497485,22.8030749414199,86,128586208.94497485,128586208.94497485,25717241.78899497,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,128586208.94497485,6.0,True,2022-04-30
PPC (SOUTH AFRICA),OK,125784873.37962851,29.11876344601724,86,125784873.37962851,125784873.37962851,25156974.6759257,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,125784873.37962851,7.0,True,2022-04-30
FIRSTRAND (SOUTH AFRICA),OK,70929471.96703908,5.200268577771079,86,70929471.96703908,70929471.96703908,14185894.393407816,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,70929471.96703908,8.0,True,2022-04-30
ANGLO AMERICAN (SOUTH AFRICA),OK,70827376.79069015,52.78717952231526,86,70827376.79069015,70827376.79069015,14165475.358138032,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,70827376.79069015,9.0,True,2022-04-30
SIBANYE STILLWATER (SOUTH AFRICA),OK,60173581.72837294,4.097181303698425,86,60173581.72837294,60173581.72837294,12034716.34567459,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,60173581.72837294,10.0,True,2022-04-30
BLUE LABEL TELECOMS (SOUTH AFRICA),OK,55801650.379926205,42.20507831234499,86,55801650.379926205,55801650.379926205,11160330.075985242,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,55801650.379926205,11.0,True,2022-04-30
MTN GROUP (SOUTH AFRICA),OK,55662207.83666571,13.01780012880771,86,55662207.83666571,55662207.83666571,11132441.567333143,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,55662207.83666571,12.0,True,2022-04-30
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,51934547.34449286,15.41787138413473,86,51934547.34449286,51934547.34449286,10386909.468898572,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,51934547.34449286,13.0,True,2022-04-30
STANDARD BANK GROUP (SOUTH AFRICA),OK,50517350.34740202,12.47927429190019,86,50517350.34740202,50517350.34740202,10103470.069480404,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,50517350.34740202,14.0,True,2022-04-30
GOLD FIELDS (SOUTH AFRICA),OK,50093244.79514572,15.62478589144525,86,50093244.79514572,50093244.79514572,10018648.959029144,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,50093244.79514572,15.0,True,2022-04-30
GRINDROD (SOUTH AFRICA),OK,47571584.14145998,43.917946750346,86,47571584.14145998,47571584.14145998,9514316.828291995,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,47571584.14145998,16.0,True,2022-04-30
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,38712171.46885978,24.01441550077422,86,38712171.46885978,38712171.46885978,7742434.293771956,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,38712171.46885978,17.0,True,2022-04-30
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,38449371.38315546,42.25372377598422,86,38449371.38315546,38449371.38315546,7689874.276631092,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,38449371.38315546,18.0,True,2022-04-30
CAPITEC BANK (SOUTH AFRICA),OK,35146826.864504986,159.3029310604711,86,35146826.864504986,35146826.864504986,7029365.372900997,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,35146826.864504986,19.0,True,2022-04-30
ABSA (SOUTH AFRICA),OK,34459329.043715075,13.04794661331652,86,34459329.043715075,34459329.043715075,6891865.808743015,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,34459329.043715075,20.0,True,2022-04-30
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),OK,25967156.087045714,14.94169395837045,86,25967156.087045714,25967156.087045714,5193431.217409143,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,25967156.087045714,21.0,True,2022-04-30
SHOPRITE HOLDINGS (SOUTH AFRICA),OK,25849313.240391534,16.2146977814928,86,25849313.240391534,25849313.240391534,5169862.6480783075,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,25849313.240391534,22.0,True,2022-04-30
GLENCORE (SOUTH AFRICA),OK,25741851.589489654,6.361593378735765,86,25741851.589489654,25741851.589489654,5148370.317897931,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,25741851.589489654,23.0,True,2022-04-30
FIRST CAPITAL BANK (ZIMBABWE),OK,23743982.57442081,83.46481481481482,87,23743982.57442081,23743982.57442081,4748796.514884162,30,,,,,2022-04-30,2022-03-31,2022-04-30,ZIMBABWE,LOW,23743982.57442081,24.0,True,2022-04-30
BID CORP (SOUTH AFRICA),OK,21948410.415636715,21.7890568261233,86,21948410.415636715,21948410.415636715,4389682.083127343,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,21948410.415636715,25.0,True,2022-04-30
BID CORPORATION (SOUTH AFRICA),OK,21948410.415636715,21.7890568261233,86,21948410.415636715,21948410.415636715,4389682.083127343,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,21948410.415636715,26.0,True,2022-04-30
SANLAM (SOUTH AFRICA),OK,21565589.047202606,4.946764048946929,86,21565589.047202606,21565589.047202606,4313117.8094405215,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,21565589.047202606,27.0,True,2022-04-30
MONDI (SOUTH AFRICA),OK,20781197.81458251,19.90764213382299,86,20781197.81458251,20781197.81458251,4156239.5629165024,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,20781197.81458251,28.0,True,2022-04-30
KUMBA IRON ORE (SOUTH AFRICA),OK,19875751.843329422,44.90250352850898,86,19875751.843329422,19875751.843329422,3975150.3686658847,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,19875751.843329422,29.0,True,2022-04-30
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),OK,18732055.69148897,13.60908231360566,86,18732055.69148897,18732055.69148897,3746411.1382977944,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,18732055.69148897,30.0,True,2022-04-30
DISCOVERY HOLDINGS (SOUTH AFRICA),OK,15683994.465932705,12.48132973402579,86,15683994.465932705,15683994.465932705,3136798.8931865413,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,15683994.465932705,31.0,True,2022-04-30
VODACOM (SOUTH AFRICA),OK,15391805.650823327,10.96235800320649,86,15391805.650823327,15391805.650823327,3078361.1301646656,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,15391805.650823327,32.0,True,2022-04-30
CLICKS (SOUTH AFRICA),OK,15283920.03019671,21.17447963056854,86,15283920.03019671,15283920.03019671,3056784.006039342,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,15283920.03019671,33.0,True,2022-04-30
BIDVEST (SOUTH AFRICA),OK,15018120.77732498,15.32674678323307,86,15018120.77732498,15018120.77732498,3003624.155464996,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,15018120.77732498,34.0,True,2022-04-30
REMGRO (SOUTH AFRICA),OK,14695646.490391284,10.06207435219316,86,14695646.490391284,14695646.490391284,2939129.298078257,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,14695646.490391284,35.0,True,2022-04-30
OLD MUTUAL (SOUTH AFRICA),OK,14290590.619372183,0.9434479356509585,86,14290590.619372183,14290590.619372183,2858118.123874437,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,14290590.619372183,36.0,True,2022-04-30
MR PRICE (SOUTH AFRICA),OK,14262055.106108287,14.83412582046398,86,14262055.106108287,14262055.106108287,2852411.0212216577,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,14262055.106108287,37.0,True,2022-04-30
EXXARO RESOURCES (SOUTH AFRICA),OK,13667207.78725771,15.17806980281459,86,13667207.78725771,13667207.78725771,2733441.5574515425,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,13667207.78725771,38.0,True,2022-04-30
FOSCHINI (SOUTH AFRICA),OK,13275419.182906348,10.09770201570358,86,13275419.182906348,13275419.182906348,2655083.8365812697,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,13275419.182906348,39.0,True,2022-04-30
WOOLWORTHS HOLDINGS (SOUTH AFRICA),OK,13106992.052038573,3.958781533907944,86,13106992.052038573,13106992.052038573,2621398.4104077145,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,13106992.052038573,40.0,True,2022-04-30
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),OK,12890400.045279456,5.061868807980597,86,12890400.045279456,12890400.045279456,2578080.0090558915,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,12890400.045279456,41.0,True,2022-04-30
GROWTHPOINT PROPERTIES (SOUTH AFRICA),OK,11666419.730315495,1.008536936294997,86,11666419.730315495,11666419.730315495,2333283.946063099,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,11666419.730315495,42.0,True,2022-04-30
COMMERCIAL INTERNATIONAL BANK EGYPT (EGYPT),OK,11261522.523001395,2.531250171252582,88,11261522.523001395,11261522.523001395,2252304.504600279,30,,,,,2022-04-30,2022-03-31,2022-04-30,EGYPT,MID,11261522.523001395,43.0,True,2022-04-30
SPAR (SOUTH AFRICA),OK,10517363.75421307,11.62763610452608,86,10517363.75421307,10517363.75421307,2103472.750842614,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,10517363.75421307,44.0,True,2022-04-30
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),OK,9317101.422543513,19.6054921413596,86,9317101.422543513,9317101.422543513,1863420.2845087026,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,9317101.422543513,45.0,True,2022-04-30
REINET INVEST (SOUTH AFRICA),OK,9288942.998055764,22.4563903695685,86,9288942.998055764,9288942.998055764,1857788.599611153,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,9288942.998055764,46.0,True,2022-04-30
INVESTEC (SOUTH AFRICA),OK,9125733.740370126,6.223193608945284,86,9125733.740370126,9125733.740370126,1825146.7480740254,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,9125733.740370126,47.0,True,2022-04-30
PEPKOR HOLDINGS LTD (SOUTH AFRICA),OK,8397617.497276513,1.589541910464941,87,8397617.497276513,8397617.497276513,1679523.4994553027,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,8397617.497276513,48.0,True,2022-04-30
TIGER BRANDS (SOUTH AFRICA),OK,8255736.19980299,11.09253600449457,86,8255736.19980299,8255736.19980299,1651147.239960598,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,8255736.19980299,49.0,True,2022-04-30
TRUWORTHS INT (SOUTH AFRICA),OK,7673560.072404952,3.997834934294367,86,7673560.072404952,7673560.072404952,1534712.0144809904,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,7673560.072404952,50.0,True,2022-04-30
HULAMIN LIMITED (SOUTH AFRICA),OK,4859989.771262552,31.65380873425874,87,4859989.771262552,4859989.771262552,971997.9542525103,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,4859989.771262552,51.0,True,2022-04-30
