Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
NASPERS (SOUTH AFRICA),947424643.8631332,669.31,90,0.7,1933519681.3533332,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,947424643.8631332,5.0,1.0,True,2023-01-31
PROSUS (SOUTH AFRICA),541740113.0619332,636.81,90,0.7,1105592067.4733331,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,541740113.0619332,2.8855864118411927,2.0,True,2023-01-31
GRINDROD (SOUTH AFRICA),514219437.2699999,1043.0,90,0.7,1049427423.0,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,514219437.2699999,2.738997141090975,3.0,True,2023-01-31
ANGLO AMERICAN (SOUTH AFRICA),369203636.2695333,732.45,90,0.7,753476808.7133334,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,369203636.2695333,1.9665684159886598,4.0,True,2023-01-31
PPC (SOUTH AFRICA),322682229.7066666,244.0,90,0.7,658535162.6666666,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,322682229.7066666,1.718771482734428,5.0,True,2023-01-31
ABU QIR FERTILIZERS EGYPT (EGYPT),304109413.7857703,859.5999999999999,90,0.6333333333333333,758167513.5933332,,,19.0,2023-01-31,EGYPT,MID,304109413.7857703,5.0,6.0,True,2023-01-31
BLUE LABEL TELECOMS (SOUTH AFRICA),286107732.0266666,520.0,90,0.7,583893330.6666666,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,286107732.0266666,1.5239569010177152,7.0,True,2023-01-31
FIRSTRAND (SOUTH AFRICA),283328489.2666666,64.45,90,0.7,578221406.6666666,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,283328489.2666666,1.5091532249558928,8.0,True,2023-01-31
MTN GROUP (SOUTH AFRICA),252191432.7676333,146.87,90,0.7,514676393.4033333,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,252191432.7676333,1.3433012509705913,9.0,True,2023-01-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),251510117.51716664,664.57,90,0.7,513285954.1166667,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,251510117.51716664,1.3396722156056173,10.0,True,2023-01-31
STANDARD BANK GROUP (SOUTH AFRICA),244512980.40049997,173.23,90,0.7,499006082.45,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,244512980.40049997,1.3024018653051315,11.0,True,2023-01-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),229378980.34939998,361.95,90,0.7,468120368.06,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,229378980.34939998,1.2217903989371879,12.0,True,2023-01-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),218726657.31699997,201.35,90,0.7,446380933.3,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,218726657.31699997,1.1650506489063048,13.0,True,2023-01-31
GOLD FIELDS (SOUTH AFRICA),203574634.78659996,197.31,90,0.7,415458438.34,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,203574634.78659996,1.0843431855462204,14.0,True,2023-01-31
SIBANYE STILLWATER (SOUTH AFRICA),182461843.89999998,45.35,90,0.7,372371110.0,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,182461843.89999998,0.9718856048179264,15.0,True,2023-01-31
EASTERN TOBACCO EGYPT (EGYPT),180733335.36100742,358.0,90,0.6333333333333333,450581722.5066667,,,19.0,2023-01-31,EGYPT,MID,180733335.36100742,5.0,16.0,True,2023-01-31
ABSA (SOUTH AFRICA),179664524.79336664,198.85,90,0.7,366662295.49666667,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,179664524.79336664,0.9569856448388467,17.0,True,2023-01-31
GLENCORE (SOUTH AFRICA),176167140.30206665,113.57,90,0.7,359524776.12666667,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,176167140.30206665,0.9383567766384859,18.0,True,2023-01-31
AIRTEL AFRICA NIGERIA (NIGERIA),174594060.5243333,1660.0,90,0.7,356314409.2333333,,,21.0,2023-01-31,NIGERIA,MID,174594060.5243333,5.0,19.0,True,2023-01-31
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),173757841.57141665,24.95,90,0.7,354607839.94166666,,,21.0,2023-01-31,NIGERIA,MID,173757841.57141665,5.0,20.0,True,2023-01-31
BHP (SOUTH AFRICA),167078438.7211333,604.05,90,0.7,340976405.5533333,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,167078438.7211333,0.8899456784922007,21.0,True,2023-01-31
SHOPRITE HOLDINGS (SOUTH AFRICA),143892632.45419997,240.14,90,0.7,293658433.58,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,143892632.45419997,0.7664461518773118,22.0,True,2023-01-31
CRDB BANK PLC TANZANIA (TANZANIA),134889343.58666667,390.0,90,0.7,275284374.6666667,,,21.0,2023-01-31,TANZANIA,LOW,134889343.58666667,5.0,23.0,True,2023-01-31
MTN NIGERIA (NIGERIA),132332960.4445333,225.0,90,0.7,270067266.2133333,,,21.0,2023-01-31,NIGERIA,MID,132332960.4445333,5.0,24.0,True,2023-01-31
BID CORP (SOUTH AFRICA),128598446.18786664,358.5,90,0.7,262445808.54666665,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,128598446.18786664,0.684981451357241,25.0,True,2023-01-31
SANLAM (SOUTH AFRICA),127194466.60899998,56.3,90,0.7,259580544.1,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,127194466.60899998,0.677503134175997,26.0,True,2023-01-31
ZENITH BANK NIGERIA (NIGERIA),126843821.06713332,25.0,90,0.7,258864940.95333335,,,21.0,2023-01-31,NIGERIA,MID,126843821.06713332,5.0,27.0,True,2023-01-31
FIRST HOLDCO NIGERIA (NIGERIA),118652377.97023332,11.7,90,0.7,242147710.14333335,,,21.0,2023-01-31,NIGERIA,MID,118652377.97023332,5.0,28.0,True,2023-01-31
NESTLÉ NIGERIA (NIGERIA),103835580.93649998,1080.1,90,0.7,211909348.85,,,21.0,2023-01-31,NIGERIA,MID,103835580.93649998,5.0,29.0,True,2023-01-31
WOOLWORTHS HOLDINGS (SOUTH AFRICA),102944789.74849999,75.41,90,0.7,210091407.65,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,102944789.74849999,0.5483368857239483,30.0,True,2023-01-31
FAWRY EGYPT (EGYPT),101907750.07088444,25.04,90,0.6333333333333333,254063642.836,,,19.0,2023-01-31,EGYPT,MID,101907750.07088444,5.0,31.0,True,2023-01-31
COMMERCIAL INTERNATIONAL BANK EGYPT (EGYPT),100903892.13568084,49.51,90,0.6333333333333333,251560949.92275003,,,19.0,2023-01-31,EGYPT,MID,100903892.13568084,5.0,32.0,True,2023-01-31
CLICKS (SOUTH AFRICA),91660493.6065,265.38,90,0.7,187062231.85000002,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,91660493.6065,0.4882309219427051,33.0,True,2023-01-31
VODACOM (SOUTH AFRICA),90760473.4302,122.0,90,0.7,185225455.98000002,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,90760473.4302,0.48343695168188133,34.0,True,2023-01-31
CAPITEC BANK (SOUTH AFRICA),90651062.35511667,895.875,90,0.7,185002168.0716667,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,90651062.35511667,0.48285417203541775,35.0,True,2023-01-31
SONATEL SENEGAL (SENEGAL),90027735.67333332,15195.0,90,0.7333333333333333,167406946.5,,,22.0,2023-01-31,SENEGAL,LOW,90027735.67333332,5.0,36.0,True,2023-01-31
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),89458624.927,170.67,90,0.7,182568622.3,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,89458624.927,0.47650263712673924,37.0,True,2023-01-31
MR PRICE (SOUTH AFRICA),88910377.01979998,164.45,90,0.7,181449749.01999998,,,21.0,2023-01-31,SOUTH AFRICA,HIGH,88910377.01979998,0.47358238685692783,38.0,True,2023-01-31
ALEXANDRIA MINERAL OILS EGYPT (EGYPT),88421401.37117037,74.7,90,0.6333333333333333,220441166.85333335,,,19.0,2023-01-31,EGYPT,MID,88421401.37117037,4.56545034781957,39.0,True,2023-01-31
