Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),5388990666.666666,1102.0,90,0.6666666666666666,12125229000.0,12125229000.0,2425045800.0,20.0,0,1,13359320000.0,51747278600.000114,2016-08-31,SOUTH AFRICA,HIGH,5388990666.666666,5.0,1.0,True,2016-08-31
PPC (SOUTH AFRICA),1471528888.8888888,594.0,90,0.6666666666666666,3310940000.0,3310940000.0,662188000.0,20.0,0,1,2016700000.0,8932681800.000017,2016-08-31,SOUTH AFRICA,HIGH,1471528888.8888888,5.0,2.0,True,2016-08-31
REINET INVEST (SOUTH AFRICA),804138146.6666667,320.6,90,0.6666666666666666,1809310830.0000002,1809310830.0000002,361862166.00000006,20.0,0,1,1298800000.0,4747938900.000005,2016-08-31,SOUTH AFRICA,HIGH,804138146.6666667,4.186734395940461,3.0,True,2016-08-31
NASPERS (SOUTH AFRICA),744468872.5925925,317.64,90,0.6666666666666666,1675054963.3333333,1675054963.3333333,335010992.6666667,20.0,0,1,1660186800.0,5526797784.000004,2016-08-31,SOUTH AFRICA,HIGH,744468872.5925925,3.8760671266630586,4.0,True,2016-08-31
BLUE LABEL TELECOMS (SOUTH AFRICA),653028926.6666666,1905.0,90,0.6666666666666666,1469315085.0,1469315085.0,293863017.0,20.0,0,1,891601100.0,6276335200.000039,2016-08-31,SOUTH AFRICA,HIGH,653028926.6666666,3.399986283641314,5.0,True,2016-08-31
MTN GROUP (SOUTH AFRICA),479572783.70370364,120.2,90,0.6666666666666666,1079038763.3333333,1079038763.3333333,215807752.66666666,20.0,0,1,982888500.0,3702758220.0000043,2016-08-31,SOUTH AFRICA,HIGH,479572783.70370364,2.4968892188639167,6.0,True,2016-08-31
GRINDROD (SOUTH AFRICA),468221026.2222225,781.0,90,0.6666666666666666,1053497309.0000007,1053497309.0000007,210699461.80000016,20.0,0,1,705600000.0,4618767000.000023,2016-08-31,SOUTH AFRICA,HIGH,468221026.2222225,2.4377864469097434,7.0,True,2016-08-31
STANDARD BANK GROUP (SOUTH AFRICA),393770992.5925926,133.14,90,0.6666666666666666,885984733.3333334,885984733.3333334,177196946.6666667,20.0,0,1,570112000.0,1972274600.0000012,2016-08-31,SOUTH AFRICA,HIGH,393770992.5925926,2.0501633527086134,8.0,True,2016-08-31
FIRSTRAND (SOUTH AFRICA),293705010.3703704,43.17,90,0.6666666666666666,660836273.3333334,660836273.3333334,132167254.66666669,20.0,0,1,542253600.0,1870236060.0000002,2016-08-31,SOUTH AFRICA,HIGH,293705010.3703704,1.5291711682562465,9.0,True,2016-08-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),261848759.45185184,911.73,90,0.6666666666666666,589159708.7666667,589159708.7666667,117831941.75333333,20.0,0,1,584960073.4,2148267968.0000005,2016-08-31,SOUTH AFRICA,HIGH,261848759.45185184,1.3633120282575593,10.0,True,2016-08-31
SHOPRITE HOLDINGS (SOUTH AFRICA),234081673.33333334,188.5,90,0.6666666666666666,526683765.00000006,526683765.00000006,105336753.00000001,20.0,0,1,276480000.0,1098296250.0000014,2016-08-31,SOUTH AFRICA,HIGH,234081673.33333334,1.2187430695415242,11.0,True,2016-08-31
ANGLO AMERICAN (SOUTH AFRICA),211819828.2296296,144.8,90,0.6666666666666666,476594613.51666665,476594613.51666665,95318922.70333333,20.0,0,1,489018600.0,1706397272.000002,2016-08-31,SOUTH AFRICA,HIGH,211819828.2296296,1.1028370737880229,12.0,True,2016-08-31
WOOLWORTHS HOLDINGS (SOUTH AFRICA),195201197.03703701,80.64,90,0.6666666666666666,439202693.3333333,439202693.3333333,87840538.66666667,20.0,0,1,414123600.0,2334746824.000012,2016-08-31,SOUTH AFRICA,HIGH,195201197.03703701,1.0163123950174757,13.0,True,2016-08-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),182668833.76148146,239.78,90,0.6666666666666666,411004875.9633333,411004875.9633333,82200975.19266666,20.0,0,1,367066000.0,1079053836.0,2016-08-31,SOUTH AFRICA,HIGH,182668833.76148146,0.9510628149475734,14.0,True,2016-08-31
ABSA (SOUTH AFRICA),177348747.757037,148.9,90,0.6666666666666666,399034682.4533333,399034682.4533333,79806936.49066667,20.0,0,1,312590700.0,1856228840.000019,2016-08-31,SOUTH AFRICA,HIGH,177348747.757037,0.9233638590449105,15.0,True,2016-08-31
SANLAM (SOUTH AFRICA),158997358.5185185,62.48,90,0.6666666666666666,357744056.6666667,357744056.6666667,71548811.33333334,20.0,0,1,316972700.0,1294734834.0000095,2016-08-31,SOUTH AFRICA,HIGH,158997358.5185185,0.8278175989194774,16.0,True,2016-08-31
BIDVEST (SOUTH AFRICA),146584683.79703704,152.0,90,0.6666666666666666,329815538.54333335,329815538.54333335,65963107.708666675,20.0,0,1,146438600.0,1111141574.0000024,2016-08-31,SOUTH AFRICA,HIGH,146584683.79703704,0.7631911756892543,17.0,True,2016-08-31
VODACOM (SOUTH AFRICA),143419153.71259257,152.21,90,0.6666666666666666,322693095.8533333,322693095.8533333,64538619.170666665,20.0,0,1,254402099.99999997,717818826.0000006,2016-08-31,SOUTH AFRICA,HIGH,143419153.71259257,0.7467098860739493,18.0,True,2016-08-31
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),140575430.56148148,352.0,90,0.6666666666666666,316294718.7633333,316294718.7633333,63258943.75266667,20.0,0,1,331253000.0,1414911600.0000062,2016-08-31,SOUTH AFRICA,HIGH,140575430.56148148,0.7319040799091234,19.0,True,2016-08-31
MR PRICE (SOUTH AFRICA),125663295.19407412,184.47,90,0.6666666666666666,282742414.1866668,282742414.1866668,56548482.83733336,20.0,0,1,197303670.0,850199358.0000027,2016-08-31,SOUTH AFRICA,HIGH,125663295.19407412,0.6542642485960039,20.0,True,2016-08-31
SIBANYE STILLWATER (SOUTH AFRICA),115101602.96296296,35.59,90,0.6666666666666666,258978606.66666666,258978606.66666666,51795721.333333336,20.0,0,1,237582800.0,1195999018.0000181,2016-08-31,SOUTH AFRICA,HIGH,115101602.96296296,0.5992749406933406,21.0,True,2016-08-31
