Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),3020242399.9999995,500.0,90,0.7,6163760000.0,6163760000.0,1232752000.0,21.0,0,8,9742180000.0,55372656000.0001,2021-11-30,SOUTH AFRICA,HIGH,3020242399.9999995,5.0,1.0,True,2021-11-30
PPC (SOUTH AFRICA),1131189499.9999998,501.0,90,0.7,2308550000.0,2308550000.0,461710000.0,21.0,0,8,1274130000.0,13173024000.000004,2021-11-30,SOUTH AFRICA,HIGH,1131189499.9999998,5.0,2.0,True,2021-11-30
NASPERS (SOUTH AFRICA),700876099.4666666,491.65,90,0.7,1430359386.6666667,1430359386.6666667,286071877.3333334,21.0,0,8,2214704000.0,10839656676.5,2021-11-30,SOUTH AFRICA,HIGH,700876099.4666666,4.337121690717833,3.0,True,2021-11-30
PROSUS (SOUTH AFRICA),659849613.0333332,595.06,90,0.7,1346631863.3333333,1346631863.3333333,269326372.6666667,21.0,0,3,938108250.0,10429875815.000107,2021-11-30,SOUTH AFRICA,HIGH,659849613.0333332,4.0832439164017265,4.0,True,2021-11-30
FIRST HOLDCO NIGERIA (NIGERIA),394342635.57375276,11.95,90,0.7333333333333333,733281760.3644164,733281760.3644164,146656352.07288328,22.0,0,8,94390690.65,2129491797.7412455,2021-11-30,NIGERIA,MID,394342635.57375276,5.0,5.0,True,2021-11-30
ANGLO AMERICAN (SOUTH AFRICA),341166419.4577333,588.67,90,0.7,696257998.8933333,696257998.8933333,139251599.77866668,21.0,0,8,543859000.0,2294559232.5000005,2021-11-30,SOUTH AFRICA,HIGH,341166419.4577333,2.1111866692281844,6.0,True,2021-11-30
MTN GROUP (SOUTH AFRICA),333223252.1333333,161.59,90,0.7,680047453.3333334,680047453.3333334,136009490.6666667,21.0,0,8,526807500.0,2519379187.5,2021-11-30,SOUTH AFRICA,HIGH,333223252.1333333,2.062033212116619,7.0,True,2021-11-30
FIRSTRAND (SOUTH AFRICA),311332252.2333333,54.7,90,0.7,635371943.3333334,635371943.3333334,127074388.66666669,21.0,0,8,585322600.0,2420988680.0,2021-11-30,SOUTH AFRICA,HIGH,311332252.2333333,1.9265685692645655,8.0,True,2021-11-30
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),293059853.0066666,202.35,90,0.7,598081332.6666666,598081332.6666666,119616266.53333333,21.0,0,8,250463000.0,1858983580.0,2021-11-30,SOUTH AFRICA,HIGH,293059853.0066666,1.8134963456750652,9.0,True,2021-11-30
SIBANYE STILLWATER (SOUTH AFRICA),283555021.1666666,50.44,90,0.7,578683716.6666666,578683716.6666666,115736743.33333333,21.0,0,8,255402650.0,2062173871.500003,2021-11-30,SOUTH AFRICA,HIGH,283555021.1666666,1.7546790848621219,10.0,True,2021-11-30
