Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),NonZeroVolumeDays90d,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),OK,986793699.8210161,68.45629982018717,86,86,986793699.8210161,986793699.8210161,197358739.96420324,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,986793699.8210161,1.0,True,2019-01-31
NASPERS (SOUTH AFRICA),OK,137848474.4196657,27.05050333432443,86,86,137848474.4196657,137848474.4196657,27569694.88393314,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,137848474.4196657,2.0,True,2019-01-31
BLUE LABEL TELECOMS (SOUTH AFRICA),OK,98337996.40423603,38.29871582494443,86,86,98337996.40423603,98337996.40423603,19667599.280847207,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,98337996.40423603,3.0,True,2019-01-31
PPC (SOUTH AFRICA),OK,94325973.14996433,41.76754590890427,86,86,94325973.14996433,94325973.14996433,18865194.62999287,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,94325973.14996433,4.0,True,2019-01-31
FIRSTRAND (SOUTH AFRICA),OK,46893913.49570952,4.546999108015122,86,86,46893913.49570952,46893913.49570952,9378782.699141905,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,46893913.49570952,5.0,True,2019-01-31
GRINDROD (SOUTH AFRICA),OK,46358001.90708272,41.27199875405287,86,86,46358001.90708272,46358001.90708272,9271600.381416544,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,46358001.90708272,6.0,True,2019-01-31
STANDARD BANK GROUP (SOUTH AFRICA),OK,41814284.59009757,12.65839810842572,86,86,41814284.59009757,41814284.59009757,8362856.9180195145,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,41814284.59009757,7.0,True,2019-01-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,40851042.633836895,33.22289711025216,86,86,40851042.633836895,40851042.633836895,8170208.52676738,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,40851042.633836895,8.0,True,2019-01-31
ANGLO AMERICAN (SOUTH AFRICA),OK,38189725.84076469,22.09786348383808,86,86,38189725.84076469,38189725.84076469,7637945.168152938,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,38189725.84076469,9.0,True,2019-01-31
MTN GROUP (SOUTH AFRICA),OK,35906518.328411534,6.30052811168217,86,86,35906518.328411534,35906518.328411534,7181303.665682307,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,35906518.328411534,10.0,True,2019-01-31
ABSA (SOUTH AFRICA),OK,25314386.215987846,11.45563437115066,86,86,25314386.215987846,25314386.215987846,5062877.24319757,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,25314386.215987846,11.0,True,2019-01-31
SANLAM (SOUTH AFRICA),OK,23902535.09098246,5.649237565306035,86,86,23902535.09098246,23902535.09098246,4780507.018196492,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,23902535.09098246,12.0,True,2019-01-31
SHOPRITE HOLDINGS (SOUTH AFRICA),OK,21964584.10917202,13.461184499285,86,86,21964584.10917202,21964584.10917202,4392916.821834404,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,21964584.10917202,13.0,True,2019-01-31
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),OK,20648696.332042597,9.544238202438091,86,86,20648696.332042597,20648696.332042597,4129739.26640852,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,20648696.332042597,14.0,True,2019-01-31
MR PRICE (SOUTH AFRICA),OK,20350500.112876993,17.42556173809625,86,86,20350500.112876993,20350500.112876993,4070100.022575399,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,20350500.112876993,15.0,True,2019-01-31
OLD MUTUAL (SOUTH AFRICA),OK,19774571.3066837,1.357091279785924,86,86,19774571.3066837,19774571.3066837,3954914.26133674,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,19774571.3066837,16.0,True,2019-01-31
ATTIJARIWAFA BANK MOROCCO (MOROCCO),OK,16643458.262368357,47.43455497382199,86,86,16643458.262368357,16643458.262368357,3328691.6524736714,30,,,,,2019-01-31,2018-12-31,2019-01-31,MOROCCO,MID,16643458.262368357,17.0,True,2019-01-31
BIDVEST (SOUTH AFRICA),OK,16301897.424886912,14.64341842585907,86,86,16301897.424886912,16301897.424886912,3260379.4849773827,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,16301897.424886912,18.0,True,2019-01-31
VODACOM (SOUTH AFRICA),OK,15975483.496657683,9.300712172053972,86,86,15975483.496657683,15975483.496657683,3195096.699331537,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,15975483.496657683,19.0,True,2019-01-31
DISCOVERY HOLDINGS (SOUTH AFRICA),OK,15550646.528190998,11.31192569624375,86,86,15550646.528190998,15550646.528190998,3110129.3056381997,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,15550646.528190998,20.0,True,2019-01-31
BID CORPORATION (SOUTH AFRICA),OK,15040165.348101322,18.75999943366039,86,86,15040165.348101322,15040165.348101322,3008033.0696202647,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,15040165.348101322,21.0,True,2019-01-31
BID CORP (SOUTH AFRICA),OK,15040165.348101322,18.75999943366039,86,86,15040165.348101322,15040165.348101322,3008033.0696202647,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,15040165.348101322,22.0,True,2019-01-31
MONDI (SOUTH AFRICA),OK,14827801.781902114,21.45648388055898,86,86,14827801.781902114,14827801.781902114,2965560.356380423,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,14827801.781902114,23.0,True,2019-01-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,14392251.559983876,12.86652791346331,86,86,14392251.559983876,14392251.559983876,2878450.311996775,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,14392251.559983876,24.0,True,2019-01-31
GROWTHPOINT PROPERTIES (SOUTH AFRICA),OK,13669354.555751165,1.649464101148254,86,86,13669354.555751165,13669354.555751165,2733870.9111502334,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,13669354.555751165,25.0,True,2019-01-31
WOOLWORTHS HOLDINGS (SOUTH AFRICA),OK,13276014.829967689,3.899956108680571,86,86,13276014.829967689,13276014.829967689,2655202.965993538,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,13276014.829967689,26.0,True,2019-01-31
TRUWORTHS INT (SOUTH AFRICA),OK,13275429.309766626,6.236814906058417,86,86,13275429.309766626,13275429.309766626,2655085.8619533256,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,13275429.309766626,27.0,True,2019-01-31
TIGER BRANDS (SOUTH AFRICA),OK,13237267.205545872,17.62307267552988,86,86,13237267.205545872,13237267.205545872,2647453.441109175,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,13237267.205545872,28.0,True,2019-01-31
FOSCHINI (SOUTH AFRICA),OK,13109308.158083113,10.31021251893698,86,86,13109308.158083113,13109308.158083113,2621861.6316166227,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,13109308.158083113,29.0,True,2019-01-31
CAPITEC BANK (SOUTH AFRICA),OK,12864337.300790766,78.58953121239152,86,86,12864337.300790766,12864337.300790766,2572867.4601581534,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,12864337.300790766,30.0,True,2019-01-31
CLICKS (SOUTH AFRICA),OK,12231071.693754403,13.55321468518597,86,86,12231071.693754403,12231071.693754403,2446214.3387508807,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,12231071.693754403,31.0,True,2019-01-31
REMGRO (SOUTH AFRICA),OK,10628311.893645654,9.877670645202397,86,86,10628311.893645654,10628311.893645654,2125662.3787291306,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,10628311.893645654,32.0,True,2019-01-31
SPAR (SOUTH AFRICA),OK,10449329.966213634,14.68943351880955,86,86,10449329.966213634,10449329.966213634,2089865.993242727,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,10449329.966213634,33.0,True,2019-01-31
