Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),3007584444.444444,585.0,90,0.6666666666666666,6767065000.0,6767065000.0,1353413000.0,20.0,0,13,7254240000.0,46380748199.999794,2025-11-30,SOUTH AFRICA,HIGH,3007584444.444444,5.0,1.0,True,2025-11-30
BLUE LABEL TELECOMS (SOUTH AFRICA),1603182962.9629629,987.0,90,0.6666666666666666,3607161666.6666665,3607161666.6666665,721432333.3333334,20.0,0,13,615160000.0,10744660999.999979,2025-11-30,SOUTH AFRICA,HIGH,1603182962.9629629,5.0,2.0,True,2025-11-30
ARADEL HOLDINGS NIGERIA (NIGERIA),1177943635.0720003,690.0,90,0.6666666666666666,2650373178.9120007,2650373178.9120007,530074635.78240013,20.0,0,2,680235920.0,21104977686.66001,2025-11-30,NIGERIA,MID,1177943635.0720003,5.0,3.0,True,2025-11-30
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),1166294333.4332623,86.4,90,0.6666666666666666,2624162250.22484,2624162250.22484,524832450.04496807,20.0,0,12,464930945.58000004,6425783128.779041,2025-11-30,NIGERIA,MID,1166294333.4332623,5.0,4.0,True,2025-11-30
NASPERS (SOUTH AFRICA),799613693.0059258,1070.06,90,0.6666666666666666,1799130809.263333,1799130809.263333,359826161.8526666,20.0,0,13,1905284800.0,9873266433.99997,2025-11-30,SOUTH AFRICA,HIGH,799613693.0059258,2.9783724616814875,5.0,True,2025-11-30
ZENITH BANK NIGERIA (NIGERIA),770291000.0651852,60.0,90,0.6666666666666666,1733154750.1466668,1733154750.1466668,346630950.02933335,20.0,0,12,429241317.3,5489512376.31258,2025-11-30,NIGERIA,MID,770291000.0651852,5.0,6.0,True,2025-11-30
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),679187195.3348144,1445.34,90,0.6666666666666666,1528171189.5033326,1528171189.5033326,305634237.90066653,20.0,0,13,402124800.0,2470396155.999991,2025-11-30,SOUTH AFRICA,HIGH,679187195.3348144,2.5298121538007545,7.0,True,2025-11-30
GOLD FIELDS (SOUTH AFRICA),669167204.6814815,718.88,90,0.6666666666666666,1505626210.5333333,1505626210.5333333,301125242.1066667,20.0,0,13,332358800.0,2293765671.9999995,2025-11-30,SOUTH AFRICA,HIGH,669167204.6814815,2.4924900512789665,8.0,True,2025-11-30
MTN NIGERIA (NIGERIA),556349069.4725926,470.6,90,0.6666666666666666,1251785406.3133333,1251785406.3133333,250357081.26266667,20.0,0,9,241679888.0,5616914529.960004,2025-11-30,NIGERIA,MID,556349069.4725926,5.0,9.0,True,2025-11-30
PPC (SOUTH AFRICA),540928183.7037036,544.0,90,0.6666666666666666,1217088413.3333333,1217088413.3333333,243417682.66666666,20.0,0,13,882650000.0,11256383999.999983,2025-11-30,SOUTH AFRICA,HIGH,540928183.7037036,2.014829936233416,10.0,True,2025-11-30
GRINDROD (SOUTH AFRICA),513909957.03703696,1676.0,90,0.6666666666666666,1156297403.3333333,1156297403.3333333,231259480.66666666,20.0,0,13,514839050.0,6904401799.999897,2025-11-30,SOUTH AFRICA,HIGH,513909957.03703696,1.9141934126579347,11.0,True,2025-11-30
FIRSTRAND (SOUTH AFRICA),478388905.1851852,81.47,90,0.6666666666666666,1076375036.6666667,1076375036.6666667,215275007.33333337,20.0,0,13,635877200.0,2927981799.9999995,2025-11-30,SOUTH AFRICA,HIGH,478388905.1851852,1.7818858701897602,12.0,True,2025-11-30
CAPITEC BANK (SOUTH AFRICA),402607780.93481475,3883.33,90,0.6666666666666666,905867507.1033332,905867507.1033332,181173501.42066666,20.0,0,13,327448324.5,2063290409.9999948,2025-11-30,SOUTH AFRICA,HIGH,402607780.93481475,1.499619051153566,13.0,True,2025-11-30
DANGOTE CEMENT NIGERIA (NIGERIA),350209295.98814815,534.6,90,0.6666666666666666,787970915.9733334,787970915.9733334,157594183.19466668,20.0,0,15,66235260.0,3311763000.0,2025-11-30,NIGERIA,MID,350209295.98814815,5.0,14.0,True,2025-11-30
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),330097387.5712594,36.45,90,0.6666666666666666,742719122.0353336,742719122.0353336,148543824.40706673,20.0,0,12,137894790.0,3628115010.6600065,2025-11-30,NIGERIA,MID,330097387.5712594,5.0,15.0,True,2025-11-30
STANDARD BANK GROUP (SOUTH AFRICA),329374894.8148148,263.62,90,0.6666666666666666,741093513.3333334,741093513.3333334,148218702.6666667,20.0,0,13,534065400.0,2256258830.0,2025-11-30,SOUTH AFRICA,HIGH,329374894.8148148,1.2268438182916548,16.0,True,2025-11-30
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),327498792.4148148,334.0,90,0.6666666666666666,736872282.9333333,736872282.9333333,147374456.58666667,20.0,0,13,121564800.0,1304595287.999998,2025-11-30,SOUTH AFRICA,HIGH,327498792.4148148,1.2198557792268794,17.0,True,2025-11-30
CRDB BANK PLC TANZANIA (TANZANIA),308753200.2896296,1150.0,90,0.6333333333333333,769744820.6666666,769744820.6666666,153948964.13333333,19.0,0,90,28065230.0,1403261500.0,2025-11-30,TANZANIA,LOW,308753200.2896296,5.0,18.0,True,2025-11-30
MTN GROUP (SOUTH AFRICA),308626106.6666666,157.88,90,0.6666666666666666,694408740.0,694408740.0,138881748.0,20.0,0,13,520215000.0,2512213199.9999986,2025-11-30,SOUTH AFRICA,HIGH,308626106.6666666,1.1495594748965376,19.0,True,2025-11-30
PROSUS (SOUTH AFRICA),307150794.9837037,1062.83,90,0.6666666666666666,691089288.7133334,691089288.7133334,138217857.7426667,20.0,0,8,794672000.0,4376512196.000006,2025-11-30,SOUTH AFRICA,HIGH,307150794.9837037,1.144064286748351,20.0,True,2025-11-30
FIDELITY BANK NIGERIA (NIGERIA),286705909.26296294,19.1,90,0.6666666666666666,645088295.8416667,645088295.8416667,129017659.16833335,20.0,0,42,27398369.599999998,1369918480.0,2025-11-30,NIGERIA,MID,286705909.26296294,5.0,21.0,True,2025-11-30
SIBANYE STILLWATER (SOUTH AFRICA),273466880.0,55.88,90,0.6666666666666666,615300480.0,615300480.0,123060096.0,20.0,0,13,311056200.0,2162296203.999991,2025-11-30,SOUTH AFRICA,HIGH,273466880.0,1.0185996459266737,22.0,True,2025-11-30
