Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),2012603296.6666663,457.0,90,0.7,4107353666.6666665,4107353666.6666665,821470733.3333334,21.0,0,8,9901270000.0,57584880000.00048,2021-09-30,SOUTH AFRICA,HIGH,2012603296.6666663,5.0,1.0,True,2021-09-30
NASPERS (SOUTH AFRICA),1520421573.2999997,498.52,90,0.7,3102901170.0,3102901170.0,620580234.0,21.0,0,8,2243962500.0,10843625907.5,2021-09-30,SOUTH AFRICA,HIGH,1520421573.2999997,5.0,2.0,True,2021-09-30
PPC (SOUTH AFRICA),1373297765.0000002,438.0,90,0.7,2802648500.000001,2802648500.000001,560529700.0000002,21.0,0,8,1237050000.0,12861277500.000013,2021-09-30,SOUTH AFRICA,HIGH,1373297765.0000002,5.0,3.0,True,2021-09-30
PROSUS (SOUTH AFRICA),1340442338.0670002,550.0,90,0.7,2735596608.3000007,2735596608.3000007,547119321.6600002,21.0,0,3,901258250.0,11414592149.00001,2021-09-30,SOUTH AFRICA,HIGH,1340442338.0670002,5.0,4.0,True,2021-09-30
SIBANYE STILLWATER (SOUTH AFRICA),459992524.13333327,46.52,90,0.7,938760253.3333334,938760253.3333334,187752050.6666667,21.0,0,8,243403750.0,2134152232.5000155,2021-09-30,SOUTH AFRICA,HIGH,459992524.13333327,2.6380390727328,5.0,True,2021-09-30
ANGLO AMERICAN (SOUTH AFRICA),443964898.96453327,527.42,90,0.7,906050814.2133334,906050814.2133334,181210162.8426667,21.0,0,8,542159300.0,2300690287.5000014,2021-09-30,SOUTH AFRICA,HIGH,443964898.96453327,2.546121271420546,6.0,True,2021-09-30
FIRSTRAND (SOUTH AFRICA),426984394.4333333,63.2,90,0.7,871396723.3333334,871396723.3333334,174279344.6666667,21.0,0,8,585322600.0,2422465400.0000005,2021-09-30,SOUTH AFRICA,HIGH,426984394.4333333,2.4487387443622635,7.0,True,2021-09-30
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),383246308.4333333,171.67,90,0.7,782135323.3333334,782135323.3333334,156427064.6666667,21.0,0,8,239891500.0,1835882067.5000057,2021-09-30,SOUTH AFRICA,HIGH,383246308.4333333,2.1979025377262125,8.0,True,2021-09-30
MTN GROUP (SOUTH AFRICA),342701420.1333333,141.36,90,0.7,699390653.3333334,699390653.3333334,139878130.6666667,21.0,0,8,528345600.0,2524442812.500001,2021-09-30,SOUTH AFRICA,HIGH,342701420.1333333,1.9653791945773056,9.0,True,2021-09-30
BLUE LABEL TELECOMS (SOUTH AFRICA),310304302.7933333,560.0,90,0.7,633274087.3333334,633274087.3333334,126654817.46666668,21.0,0,8,848060000.0,10949350500.000008,2021-09-30,SOUTH AFRICA,HIGH,310304302.7933333,1.7795829981111722,10.0,True,2021-09-30
