Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),2728944450.911111,402.0,90,0.6333333333333333,6803462620.0,6803462620.0,1360692524.0,19.0,0,11,7995810000.0,48845138600.000015,2024-06-30,SOUTH AFRICA,HIGH,2728944450.911111,5.0,1.0,True,2024-06-30
NASPERS (SOUTH AFRICA),980057023.4,713.44,90,0.6333333333333333,2443355460.0,2443355460.0,488671092.0,19.0,0,11,1971435300.0,10254473753.000137,2024-06-30,SOUTH AFRICA,HIGH,980057023.4,5.0,2.0,True,2024-06-30
FIRSTRAND (SOUTH AFRICA),541417975.5187043,76.9,90,0.6333333333333333,1349795506.833335,1349795506.833335,269959101.366667,19.0,0,11,611138050.0,2819379635.000015,2024-06-30,SOUTH AFRICA,HIGH,541417975.5187043,2.8687048682490772,3.0,True,2024-06-30
GRINDROD (SOUTH AFRICA),424308592.1948148,1504.0,90,0.6333333333333333,1057833055.3333334,1057833055.3333334,211566611.0666667,19.0,0,11,445890070.0,5558499450.000017,2024-06-30,SOUTH AFRICA,HIGH,424308592.1948148,2.2482004275957523,4.0,True,2024-06-30
ANGLO AMERICAN (SOUTH AFRICA),365797845.48136294,576.5,90,0.6333333333333333,911961387.6266667,911961387.6266667,182392277.52533334,19.0,0,11,577573650.0,2985966207.0000043,2024-06-30,SOUTH AFRICA,HIGH,365797845.48136294,1.9381810497186887,5.0,True,2024-06-30
STANDARD BANK GROUP (SOUTH AFRICA),322921819.36859274,210.81,90,0.6333333333333333,805068247.7333337,805068247.7333337,161013649.54666674,19.0,0,11,526812200.0,2127441132.0000124,2024-06-30,SOUTH AFRICA,HIGH,322921819.36859274,1.711002288756717,6.0,True,2024-06-30
PROSUS (SOUTH AFRICA),322581281.49304444,650.61,90,0.6333333333333333,804219261.34,804219261.34,160843852.268,19.0,0,6,844346250.0,5042759845.500017,2024-06-30,SOUTH AFRICA,HIGH,322581281.49304444,1.709197947738167,7.0,True,2024-06-30
CAPITEC BANK (SOUTH AFRICA),320805478.0163069,2629.0,90,0.6333333333333333,799792050.4561667,799792050.4561667,159958410.09123334,19.0,0,11,278148774.75,1728026578.7950008,2024-06-30,SOUTH AFRICA,HIGH,320805478.0163069,1.6997888473589449,8.0,True,2024-06-30
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),314473962.8706444,45.0,90,0.5666666666666667,979330680.2199999,979330680.2199999,195866136.044,17.0,0,11,416927392.8,4123335142.973997,2024-06-30,NIGERIA,MID,314473962.8706444,5.0,9.0,True,2024-06-30
GOLD FIELDS (SOUTH AFRICA),281177971.99568516,273.42,90,0.6333333333333333,700997714.1166667,700997714.1166667,140199542.82333335,19.0,0,11,261381850.0,1922240266.5000024,2024-06-30,SOUTH AFRICA,HIGH,281177971.99568516,1.4898223804550401,10.0,True,2024-06-30
ABSA (SOUTH AFRICA),271373679.8516855,158.45,90,0.6333333333333333,676554880.5166675,676554880.5166675,135310976.1033335,19.0,0,11,366745850.0,1989011115.5000246,2024-06-30,SOUTH AFRICA,HIGH,271373679.8516855,1.4378743072934828,11.0,True,2024-06-30
ZENITH BANK NIGERIA (NIGERIA),238592537.3989833,35.7,90,0.5666666666666667,743021742.765,743021742.765,148604348.553,17.0,0,11,368324981.1,4669962441.926991,2024-06-30,NIGERIA,MID,238592537.3989833,5.0,12.0,True,2024-06-30
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),222205112.06087407,459.77,90,0.6333333333333333,553973963.5866667,553973963.5866667,110794792.71733335,19.0,0,11,354220750.0,1779779650.000004,2024-06-30,SOUTH AFRICA,HIGH,222205112.06087407,1.177354494202307,13.0,True,2024-06-30
FIRST HOLDCO NIGERIA (NIGERIA),201068875.17410538,21.9,90,0.5666666666666667,626166047.2549995,626166047.2549995,125233209.45099992,17.0,0,11,99982774.0,4537933274.274992,2024-06-30,NIGERIA,MID,201068875.17410538,5.0,14.0,True,2024-06-30
PPC (SOUTH AFRICA),200718798.2848148,296.0,90,0.6333333333333333,500406976.3333333,500406976.3333333,100081395.26666667,19.0,0,11,926375000.0,11806374200.000122,2024-06-30,SOUTH AFRICA,HIGH,200718798.2848148,1.063509192204241,15.0,True,2024-06-30
MTN GROUP (SOUTH AFRICA),197099138.32592592,84.94,90,0.6333333333333333,491382893.3333333,491382893.3333333,98276578.66666667,19.0,0,11,523037500.0,2536677247.500004,2024-06-30,SOUTH AFRICA,HIGH,197099138.32592592,1.0443304123797945,16.0,True,2024-06-30
BHP (SOUTH AFRICA),195354290.5017852,521.3,90,0.6333333333333333,487032857.2066667,487032857.2066667,97406571.44133335,19.0,0,3,311740451.6,1851822331.1,2024-06-30,SOUTH AFRICA,HIGH,195354290.5017852,1.0350853306244818,17.0,True,2024-06-30
BID CORP (SOUTH AFRICA),188732546.70117405,424.87,90,0.6333333333333333,470524354.65666664,470524354.65666664,94104870.93133333,19.0,0,11,247375694.39999998,1188220365.0000038,2024-06-30,SOUTH AFRICA,HIGH,188732546.70117405,1.0,18.0,True,2024-06-30
BID CORPORATION (SOUTH AFRICA),188732546.70117405,424.87,90,0.6333333333333333,470524354.65666664,470524354.65666664,94104870.93133333,19.0,0,11,247375694.39999998,1188220365.0000038,2024-06-30,SOUTH AFRICA,HIGH,188732546.70117405,1.0,19.0,True,2024-06-30
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),177107894.25185186,90.77,90,0.6333333333333333,441543226.6666667,441543226.6666667,88308645.33333334,19.0,0,11,349113250.0,2068875917.5000095,2024-06-30,SOUTH AFRICA,HIGH,177107894.25185186,0.9384067419610045,20.0,True,2024-06-30
