Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),NonZeroVolumeDays90d,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
NASPERS (SOUTH AFRICA),OK,130947560.52829441,62.32865101877069,86,86,130947560.52829441,130947560.52829441,26189512.105658885,30,,,,,2025-07-31,2025-06-30,2025-07-31,SOUTH AFRICA,HIGH,130947560.52829441,1.0,True,2025-07-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,61511972.90909723,45.25421238798042,86,86,61511972.90909723,61511972.90909723,12302394.581819447,30,,,,,2025-07-31,2025-06-30,2025-07-31,SOUTH AFRICA,HIGH,61511972.90909723,2.0,True,2025-07-31
GOLD FIELDS (SOUTH AFRICA),OK,53428195.221613444,23.49331555334561,86,86,53428195.221613444,53428195.221613444,10685639.04432269,30,,,,,2025-07-31,2025-06-30,2025-07-31,SOUTH AFRICA,HIGH,53428195.221613444,3.0,True,2025-07-31
FIRSTRAND (SOUTH AFRICA),OK,50796880.30480755,4.276802766445546,86,86,50796880.30480755,50796880.30480755,10159376.060961511,30,,,,,2025-07-31,2025-06-30,2025-07-31,SOUTH AFRICA,HIGH,50796880.30480755,4.0,True,2025-07-31
CAPITEC BANK (SOUTH AFRICA),OK,46735832.6519258,200.644147860186,86,86,46735832.6519258,46735832.6519258,9347166.53038516,30,,,,,2025-07-31,2025-06-30,2025-07-31,SOUTH AFRICA,HIGH,46735832.6519258,5.0,True,2025-07-31
PROSUS (SOUTH AFRICA),OK,44289686.683581315,56.03012803851326,86,86,44289686.683581315,44289686.683581315,8857937.336716263,30,,,,,2025-07-31,2025-06-30,2025-07-31,SOUTH AFRICA,HIGH,44289686.683581315,6.0,True,2025-07-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,37378341.46578964,47.50872989863147,86,86,37378341.46578964,37378341.46578964,7475668.293157928,30,,,,,2025-07-31,2025-06-30,2025-07-31,SOUTH AFRICA,HIGH,37378341.46578964,7.0,True,2025-07-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,36439859.75119955,8.980212229768672,86,86,36439859.75119955,36439859.75119955,7287971.950239911,30,,,,,2025-07-31,2025-06-30,2025-07-31,SOUTH AFRICA,HIGH,36439859.75119955,8.0,True,2025-07-31
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),OK,34632103.84104796,13.83279277650329,86,86,34632103.84104796,34632103.84104796,6926420.7682095915,30,,,,,2025-07-31,2025-06-30,2025-07-31,SOUTH AFRICA,HIGH,34632103.84104796,9.0,True,2025-07-31
STANDARD BANK GROUP (SOUTH AFRICA),OK,34366472.97551377,12.85640023053713,86,86,34366472.97551377,34366472.97551377,6873294.595102754,30,,,,,2025-07-31,2025-06-30,2025-07-31,SOUTH AFRICA,HIGH,34366472.97551377,10.0,True,2025-07-31
