Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
DELTA CORPORATION LIMITED (ZIMBABWE),OK,1414094557.8537328,3869.790476190476,88,1414094557.8537328,1414094557.8537328,282818911.5707466,30,,,,,2022-01-31,2021-12-31,2022-01-31,ZIMBABWE,LOW,1414094557.8537328,1.0,True,2022-01-31
INNSCOR AFRICA (ZIMBABWE),OK,537574601.5543345,3866.580952380952,87,537574601.5543345,537574601.5543345,107514920.3108669,30,,,,,2022-01-31,2021-12-31,2022-01-31,ZIMBABWE,LOW,537574601.5543345,2.0,True,2022-01-31
REDEFINE PROPERTIES (SOUTH AFRICA),OK,371872154.0909341,27.61442728305416,86,371872154.0909341,371872154.0909341,74374430.81818682,30,,,,,2022-01-31,2021-12-31,2022-01-31,SOUTH AFRICA,HIGH,371872154.0909341,3.0,True,2022-01-31
SIMBISA BRANDS (ZIMBABWE),OK,204461157.298371,2142.857142857143,86,204461157.298371,204461157.298371,40892231.4596742,30,,,,,2022-01-31,2021-12-31,2022-01-31,ZIMBABWE,LOW,204461157.298371,4.0,True,2022-01-31
PPC (SOUTH AFRICA),OK,159873934.87954077,31.69383131350534,86,159873934.87954077,159873934.87954077,31974786.975908156,30,,,,,2022-01-31,2021-12-31,2022-01-31,SOUTH AFRICA,HIGH,159873934.87954077,5.0,True,2022-01-31
NASPERS (SOUTH AFRICA),OK,130844562.54880176,31.02857465623176,86,130844562.54880176,130844562.54880176,26168912.509760354,30,,,,,2022-01-31,2021-12-31,2022-01-31,SOUTH AFRICA,HIGH,130844562.54880176,6.0,True,2022-01-31
PROSUS (SOUTH AFRICA),OK,82331458.7371553,37.71314886059107,86,82331458.7371553,82331458.7371553,16466291.747431062,30,,,,,2022-01-31,2021-12-31,2022-01-31,SOUTH AFRICA,HIGH,82331458.7371553,7.0,True,2022-01-31
ANGLO AMERICAN (SOUTH AFRICA),OK,47293633.09031272,40.48212279633732,86,47293633.09031272,47293633.09031272,9458726.618062545,30,,,,,2022-01-31,2021-12-31,2022-01-31,SOUTH AFRICA,HIGH,47293633.09031272,8.0,True,2022-01-31
MTN GROUP (SOUTH AFRICA),OK,44229081.928665005,10.71377018520494,86,44229081.928665005,44229081.928665005,8845816.385733001,30,,,,,2022-01-31,2021-12-31,2022-01-31,SOUTH AFRICA,HIGH,44229081.928665005,9.0,True,2022-01-31
FIRSTRAND (SOUTH AFRICA),OK,39516468.51534673,3.737989293133422,86,39516468.51534673,39516468.51534673,7903293.703069346,30,,,,,2022-01-31,2021-12-31,2022-01-31,SOUTH AFRICA,HIGH,39516468.51534673,10.0,True,2022-01-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,37134352.33920272,14.12101395156178,86,37134352.33920272,37134352.33920272,7426870.467840544,30,,,,,2022-01-31,2021-12-31,2022-01-31,SOUTH AFRICA,HIGH,37134352.33920272,11.0,True,2022-01-31
