Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
NASPERS (SOUTH AFRICA),1484369034.3999999,632.26,90,0.7,3029324560.0,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,1484369034.3999999,5.0,1.0,True,2020-10-31
ZENITH BANK NIGERIA (NIGERIA),505898738.41925925,22.1,90,0.6666666666666666,1138272161.4433334,,,20.0,2020-10-31,NIGERIA,MID,505898738.41925925,5.0,2.0,True,2020-10-31
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),457256301.18444437,32.5,90,0.6666666666666666,1028826677.6649998,,,20.0,2020-10-31,NIGERIA,MID,457256301.18444437,5.0,3.0,True,2020-10-31
PROSUS (SOUTH AFRICA),448060196.32079995,745.06,90,0.7,914408563.92,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,448060196.32079995,2.3360354593739343,4.0,True,2020-10-31
SIBANYE STILLWATER (SOUTH AFRICA),334859643.0666666,46.93,90,0.7,683387026.6666666,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,334859643.0666666,1.7458457737160051,5.0,True,2020-10-31
PPC (SOUTH AFRICA),322012483.3333333,53.0,90,0.7,657168333.3333334,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,322012483.3333333,1.6788649953836667,6.0,True,2020-10-31
BLUE LABEL TELECOMS (SOUTH AFRICA),290025229.76,353.0,90,0.7,591888224.0,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,290025229.76,1.5120941926904674,7.0,True,2020-10-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),284996754.89599997,368.83,90,0.7,581626030.4,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,284996754.89599997,1.4858774127012353,8.0,True,2020-10-31
FIRSTRAND (SOUTH AFRICA),256997943.99999997,36.84,90,0.7,524485600.0,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,256997943.99999997,1.3399010112925906,9.0,True,2020-10-31
ANGLO AMERICAN (SOUTH AFRICA),250422403.07443333,364.04,90,0.7,511066128.72333336,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,250422403.07443333,1.3056183481754002,10.0,True,2020-10-31
GOLD FIELDS (SOUTH AFRICA),227415173.99999997,172.65,90,0.7,464112600.0,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,227415173.99999997,1.1856663788169468,11.0,True,2020-10-31
STANDARD BANK GROUP (SOUTH AFRICA),222159278.75166664,106.07,90,0.7,453386283.1666667,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,222159278.75166664,1.1582639052839687,12.0,True,2020-10-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),213353843.26666665,142.77,90,0.7,435416006.6666667,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,213353843.26666665,1.1123553204618928,13.0,True,2020-10-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),206412824.1905333,512.06,90,0.7,421250661.61333334,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,206412824.1905333,1.0761671769508605,14.0,True,2020-10-31
SANLAM (SOUTH AFRICA),202284679.56666666,47.27,90,0.7,412825876.6666667,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,202284679.56666666,1.0546444166120423,15.0,True,2020-10-31
MTN NIGERIA (NIGERIA),190664163.27259257,144.0,90,0.6666666666666666,428994367.36333334,,,20.0,2020-10-31,NIGERIA,MID,190664163.27259257,5.0,16.0,True,2020-10-31
MTN GROUP (SOUTH AFRICA),181322679.23676667,57.79,90,0.7,370046284.1566667,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,181322679.23676667,0.9453555833879578,17.0,True,2020-10-31
GRINDROD (SOUTH AFRICA),174699669.45666665,356.0,90,0.7,356529937.6666667,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,174699669.45666665,0.9108254335975114,18.0,True,2020-10-31
ABSA (SOUTH AFRICA),136523471.10709998,86.93,90,0.7,278619328.79,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,136523471.10709998,0.7117875503376714,19.0,True,2020-10-31
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),131022452.7511111,7.7,90,0.6666666666666666,294800518.69,,,20.0,2020-10-31,NIGERIA,MID,131022452.7511111,5.0,20.0,True,2020-10-31
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),126992914.53333332,79.75,90,0.7,259169213.33333334,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,126992914.53333332,0.6620984275664356,21.0,True,2020-10-31
SHOPRITE HOLDINGS (SOUTH AFRICA),126003549.96693331,128.91,90,0.7,257150101.97333333,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,126003549.96693331,0.6569402128257898,22.0,True,2020-10-31
DANGOTE CEMENT NIGERIA (NIGERIA),125399705.39259258,160.0,90,0.6666666666666666,282149337.1333333,,,20.0,2020-10-31,NIGERIA,MID,125399705.39259258,5.0,23.0,True,2020-10-31
BID CORP (SOUTH AFRICA),122821102.49616665,222.7,90,0.7,250655311.21666667,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,122821102.49616665,0.6403479999928896,24.0,True,2020-10-31
EASTERN TOBACCO EGYPT (EGYPT),119795856.17760001,239.4,90,0.6,332766267.16,,,18.0,2020-10-31,EGYPT,MID,119795856.17760001,5.0,25.0,True,2020-10-31
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),108336454.20009997,154.81,90,0.7,221094804.48999998,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,108336454.20009997,0.5648299059644127,26.0,True,2020-10-31
DISCOVERY HOLDINGS (SOUTH AFRICA),101166728.28546667,107.0,90,0.7,206462710.7866667,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,101166728.28546667,0.5274493617694449,27.0,True,2020-10-31
FIRST HOLDCO NIGERIA (NIGERIA),99009106.71037038,6.5,90,0.6666666666666666,222770490.09833336,,,20.0,2020-10-31,NIGERIA,MID,99009106.71037038,5.0,28.0,True,2020-10-31
MONDI (SOUTH AFRICA),98797861.53323331,303.67,90,0.7,201628288.84333333,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,98797861.53323331,0.5150988857012984,29.0,True,2020-10-31
CAPITEC BANK (SOUTH AFRICA),98709932.85766666,565.995,90,0.7,201448842.56666666,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,98709932.85766666,0.5146404551026731,30.0,True,2020-10-31
BIDVEST (SOUTH AFRICA),94770526.93033332,133.26,90,0.7,193409238.63333333,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,94770526.93033332,0.4941017149720284,31.0,True,2020-10-31
CLICKS (SOUTH AFRICA),93515884.15819998,235.95,90,0.7,190848743.17999998,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,93515884.15819998,0.48756042871491967,32.0,True,2020-10-31
ABU QIR FERTILIZERS EGYPT (EGYPT),91534108.06320001,343.8,90,0.6,254261411.2866667,,,18.0,2020-10-31,EGYPT,MID,91534108.06320001,5.0,33.0,True,2020-10-31
VODACOM (SOUTH AFRICA),88916238.65786666,122.53,90,0.7,181461711.54666668,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,88916238.65786666,0.463579421078983,34.0,True,2020-10-31
TANZANIA BREWERIES LTD (TANZANIA),88086998.39999999,10900.0,90,0.6,244686106.66666666,,,18.0,2020-10-31,TANZANIA,LOW,88086998.39999999,5.0,35.0,True,2020-10-31
MR PRICE (SOUTH AFRICA),86005485.35744666,122.87,90,0.7,175521398.68866667,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,86005485.35744666,0.4484037304483373,36.0,True,2020-10-31
WOOLWORTHS HOLDINGS (SOUTH AFRICA),75448320.54456666,34.93,90,0.7,153976164.37666667,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,75448320.54456666,0.39336221692883433,37.0,True,2020-10-31
FOSCHINI (SOUTH AFRICA),74024215.89313333,86.03,90,0.7,151069828.35333335,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,74024215.89313333,0.38593741331779063,38.0,True,2020-10-31
SAFARICOM KENYA (KENYA),72041467.8474074,30.85,90,0.6666666666666666,162093302.65666667,,,20.0,2020-10-31,KENYA,MID,72041467.8474074,5.0,39.0,True,2020-10-31
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),72019007.34979999,105.55,90,0.7,146977566.02,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,72019007.34979999,0.37548292907855146,40.0,True,2020-10-31
OLD MUTUAL (SOUTH AFRICA),71092536.89999999,8.03,90,0.7,145086810.0,,,21.0,2020-10-31,SOUTH AFRICA,HIGH,71092536.89999999,0.370652623149646,41.0,True,2020-10-31
