Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),NonZeroVolumeDays90d,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),OK,324606704.29192334,28.87639571657152,84,84,324606704.29192334,324606704.29192334,64921340.85838467,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,324606704.29192334,1.0,True,2024-10-31
GRINDROD (SOUTH AFRICA),OK,137553062.41481993,87.38147802008616,84,84,137553062.41481993,137553062.41481993,27510612.482963987,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,137553062.41481993,2.0,True,2024-10-31
NASPERS (SOUTH AFRICA),OK,100263369.80627118,48.55053803264364,84,84,100263369.80627118,100263369.80627118,20052673.961254235,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,100263369.80627118,3.0,True,2024-10-31
FIRSTRAND (SOUTH AFRICA),OK,62059915.70616089,4.80655997638964,84,84,62059915.70616089,62059915.70616089,12411983.141232178,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,62059915.70616089,4.0,True,2024-10-31
STANDARD BANK GROUP (SOUTH AFRICA),OK,43900354.48550987,14.02443787958138,84,84,43900354.48550987,43900354.48550987,8780070.897101974,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,43900354.48550987,5.0,True,2024-10-31
CAPITEC BANK (SOUTH AFRICA),OK,41321743.363611765,176.1813136734652,84,84,41321743.363611765,41321743.363611765,8264348.672722354,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,41321743.363611765,6.0,True,2024-10-31
GOLD FIELDS (SOUTH AFRICA),OK,40826681.68234239,15.55679651399984,84,84,40826681.68234239,40826681.68234239,8165336.336468478,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,40826681.68234239,7.0,True,2024-10-31
ANGLO AMERICAN (SOUTH AFRICA),OK,39748767.89487021,32.35776639053734,84,84,39748767.89487021,39748767.89487021,7949753.578974042,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,39748767.89487021,8.0,True,2024-10-31
PPC (SOUTH AFRICA),OK,38289911.39409186,22.6265946396382,84,84,38289911.39409186,38289911.39409186,7657982.278818373,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,38289911.39409186,9.0,True,2024-10-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,37310408.66348529,26.56107589168169,84,84,37310408.66348529,37310408.66348529,7462081.7326970585,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,37310408.66348529,10.0,True,2024-10-31
PROSUS (SOUTH AFRICA),OK,33974729.63732088,43.76249598537083,84,84,33974729.63732088,33974729.63732088,6794945.927464177,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,33974729.63732088,11.0,True,2024-10-31
ABSA (SOUTH AFRICA),OK,30023608.935933355,10.15245463830723,84,84,30023608.935933355,30023608.935933355,6004721.787186671,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,30023608.935933355,12.0,True,2024-10-31
BLUE LABEL TELECOMS (SOUTH AFRICA),OK,28203670.2530401,30.55458304278509,84,84,28203670.2530401,28203670.2530401,5640734.05060802,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,28203670.2530401,13.0,True,2024-10-31
MTN GROUP (SOUTH AFRICA),OK,25937947.170126114,5.314066971248021,84,84,25937947.170126114,25937947.170126114,5187589.434025223,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,25937947.170126114,14.0,True,2024-10-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,24911302.161418658,5.59935881670433,84,84,24911302.161418658,24911302.161418658,4982260.432283732,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,24911302.161418658,15.0,True,2024-10-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,24297682.603203673,36.45312215178335,84,84,24297682.603203673,24297682.603203673,4859536.520640735,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,24297682.603203673,16.0,True,2024-10-31
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),OK,21546999.672884244,10.30869966523056,84,84,21546999.672884244,21546999.672884244,4309399.934576849,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,21546999.672884244,17.0,True,2024-10-31
BID CORPORATION (SOUTH AFRICA),OK,20848000.41072264,25.62129098900208,84,84,20848000.41072264,20848000.41072264,4169600.082144528,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,20848000.41072264,18.0,True,2024-10-31
BID CORP (SOUTH AFRICA),OK,20848000.41072264,25.62129098900208,84,84,20848000.41072264,20848000.41072264,4169600.082144528,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,20848000.41072264,19.0,True,2024-10-31
SHOPRITE HOLDINGS (SOUTH AFRICA),OK,18816257.04054941,17.11635335680866,84,84,18816257.04054941,18816257.04054941,3763251.408109882,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,18816257.04054941,20.0,True,2024-10-31
SANLAM (SOUTH AFRICA),OK,18595960.896589164,5.092430507130849,84,84,18595960.896589164,18595960.896589164,3719192.179317833,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,18595960.896589164,21.0,True,2024-10-31
BHP (SOUTH AFRICA),OK,16925430.673617724,30.96544959506497,84,84,16925430.673617724,16925430.673617724,3385086.134723545,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,16925430.673617724,22.0,True,2024-10-31
DISCOVERY HOLDINGS (SOUTH AFRICA),OK,16611121.946088104,9.941813194603181,84,84,16611121.946088104,16611121.946088104,3322224.3892176207,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,16611121.946088104,23.0,True,2024-10-31
PEPKOR HOLDINGS LTD (SOUTH AFRICA),OK,16290946.161966885,1.39405285132707,86,86,16290946.161966885,16290946.161966885,3258189.232393377,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,16290946.161966885,24.0,True,2024-10-31
SIBANYE STILLWATER (SOUTH AFRICA),OK,14338572.947599616,1.032953233548701,84,84,14338572.947599616,14338572.947599616,2867714.5895199236,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,14338572.947599616,25.0,True,2024-10-31
MR PRICE (SOUTH AFRICA),OK,14296619.280247264,15.63723376860112,84,84,14296619.280247264,14296619.280247264,2859323.856049453,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,14296619.280247264,26.0,True,2024-10-31
CLICKS (SOUTH AFRICA),OK,13705343.087118242,22.97206975472424,84,84,13705343.087118242,13705343.087118242,2741068.6174236485,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,13705343.087118242,27.0,True,2024-10-31
BIDVEST (SOUTH AFRICA),OK,13588310.533670064,16.9433264566232,84,84,13588310.533670064,13588310.533670064,2717662.106734013,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,13588310.533670064,28.0,True,2024-10-31
FOSCHINI (SOUTH AFRICA),OK,13399916.181864047,9.039642835442159,84,84,13399916.181864047,13399916.181864047,2679983.23637281,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,13399916.181864047,29.0,True,2024-10-31
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),OK,13284162.632385205,11.28436305557404,84,84,13284162.632385205,13284162.632385205,2656832.526477041,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,13284162.632385205,30.0,True,2024-10-31
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),OK,12457603.825527035,6.309984346563043,84,84,12457603.825527035,12457603.825527035,2491520.765105407,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,12457603.825527035,31.0,True,2024-10-31
EXXARO RESOURCES (SOUTH AFRICA),OK,11865263.52069171,9.956859012010613,84,84,11865263.52069171,11865263.52069171,2373052.704138342,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,11865263.52069171,32.0,True,2024-10-31
WOOLWORTHS HOLDINGS (SOUTH AFRICA),OK,11692775.749041816,3.941425475462297,84,84,11692775.749041816,11692775.749041816,2338555.1498083635,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,11692775.749041816,33.0,True,2024-10-31
GLENCORE (SOUTH AFRICA),OK,11210137.914530432,5.71741061482418,84,84,11210137.914530432,11210137.914530432,2242027.5829060865,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,11210137.914530432,34.0,True,2024-10-31
REMGRO (SOUTH AFRICA),OK,10930481.423102258,9.104455587351097,84,84,10930481.423102258,10930481.423102258,2186096.2846204517,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,10930481.423102258,35.0,True,2024-10-31
HULAMIN LIMITED (SOUTH AFRICA),OK,10862170.99368087,23.14741139604931,86,86,10862170.99368087,10862170.99368087,2172434.198736174,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,10862170.99368087,36.0,True,2024-10-31
VODACOM (SOUTH AFRICA),OK,10340388.461706327,6.334867813813796,84,84,10340388.461706327,10340388.461706327,2068077.6923412655,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,10340388.461706327,37.0,True,2024-10-31
MONDI (SOUTH AFRICA),OK,10138177.898993643,18.91317116642699,84,84,10138177.898993643,10138177.898993643,2027635.5797987287,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,10138177.898993643,38.0,True,2024-10-31
KUMBA IRON ORE (SOUTH AFRICA),OK,10027770.160058336,23.20527992453944,84,84,10027770.160058336,10027770.160058336,2005554.0320116673,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,10027770.160058336,39.0,True,2024-10-31
OLD MUTUAL (SOUTH AFRICA),OK,9134324.52175522,0.792798840314689,84,84,9134324.52175522,9134324.52175522,1826864.9043510442,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,9134324.52175522,40.0,True,2024-10-31
GROWTHPOINT PROPERTIES (SOUTH AFRICA),OK,8966427.552609896,0.8118954547164297,84,84,8966427.552609896,8966427.552609896,1793285.5105219793,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,8966427.552609896,41.0,True,2024-10-31
OUTSURANCE (SOUTH AFRICA),OK,7550933.31555344,3.336699352740508,84,84,7550933.31555344,7550933.31555344,1510186.663110688,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,7550933.31555344,42.0,True,2024-10-31
REINET INVEST (SOUTH AFRICA),OK,6684776.072801287,27.70976618221063,84,84,6684776.072801287,6684776.072801287,1336955.2145602575,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,6684776.072801287,43.0,True,2024-10-31
INVESTEC (SOUTH AFRICA),OK,6605908.784968925,7.58077723220615,84,84,6605908.784968925,6605908.784968925,1321181.756993785,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,6605908.784968925,44.0,True,2024-10-31
TALAAT MOUSTAFA GROUP EGYPT (EGYPT),OK,6572022.334033329,1.319916461927662,81,81,6572022.334033329,6572022.334033329,1314404.466806666,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,6572022.334033329,45.0,True,2024-10-31
TRUWORTHS INT (SOUTH AFRICA),OK,6555816.517067684,6.307669605423438,84,84,6555816.517067684,6555816.517067684,1311163.3034135369,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,6555816.517067684,46.0,True,2024-10-31
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),OK,6272737.055087535,10.95798455488975,84,84,6272737.055087535,6272737.055087535,1254547.411017507,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,6272737.055087535,47.0,True,2024-10-31
COMMERCIAL INTERNATIONAL BANK EGYPT (EGYPT),OK,5506384.237011936,1.750909592353022,81,81,5506384.237011936,5506384.237011936,1101276.847402387,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,5506384.237011936,48.0,True,2024-10-31
EFG HOLDING EGYPT (EGYPT),OK,4308767.70677917,0.5066241364855784,81,81,4308767.70677917,4308767.70677917,861753.541355834,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,4308767.70677917,49.0,True,2024-10-31
LIFE HEALTHCARE (SOUTH AFRICA),OK,4158853.2403785335,0.9258964558419726,84,84,4158853.2403785335,4158853.2403785335,831770.6480757068,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,4158853.2403785335,50.0,True,2024-10-31
AVI (SOUTH AFRICA),OK,4092597.221139558,6.206978365850624,84,84,4092597.221139558,4092597.221139558,818519.4442279116,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,4092597.221139558,51.0,True,2024-10-31
SPAR (SOUTH AFRICA),OK,4002575.311982262,7.84350035155131,84,84,4002575.311982262,4002575.311982262,800515.0623964524,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,4002575.311982262,52.0,True,2024-10-31
PALM HILLS DEVELOPMANT COMPANY EGYPT (EGYPT),OK,3998579.5559472865,0.1377934767946461,81,81,3998579.5559472865,3998579.5559472865,799715.9111894574,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,3998579.5559472865,53.0,True,2024-10-31
TIGER BRANDS (SOUTH AFRICA),OK,3700265.801575423,13.48336713819872,84,84,3700265.801575423,3700265.801575423,740053.1603150847,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,3700265.801575423,54.0,True,2024-10-31
ATTIJARIWAFA BANK MOROCCO (MOROCCO),OK,3508286.409792476,56.05739947349404,80,80,3508286.409792476,3508286.409792476,701657.2819584953,30,,,,,2024-10-31,2024-09-30,2024-10-31,MOROCCO,MID,3508286.409792476,55.0,True,2024-10-31
BELTONE HOLDING EGYPT (EGYPT),ZERO_CONFIRMED,3120430.01315693,0.0694147589867766,81,81,3120430.01315693,3120430.01315693,624086.002631386,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,3120430.01315693,56.0,True,2024-10-31
ABU QIR FERTILIZERS EGYPT (EGYPT),OK,2910986.9474596935,1.318258796041411,81,81,2910986.9474596935,2910986.9474596935,582197.3894919388,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,2910986.9474596935,57.0,True,2024-10-31
EMAAR MISR EGYPT (EGYPT),ZERO_CONFIRMED,2482813.9376523923,0.1771630415931164,81,81,2482813.9376523923,2482813.9376523923,496562.7875304785,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,2482813.9376523923,58.0,True,2024-10-31
EL SEWEDY ELECTRIC (EGYPT),OK,2301664.419706771,1.502259709415314,81,81,2301664.419706771,2301664.419706771,460332.88394135423,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,2301664.419706771,59.0,True,2024-10-31
HELIOPOLIS CO. FOR HOUSING & DEVELOPMENT (EGYPT),OK,2175833.32253654,0.2188118969851824,81,81,2175833.32253654,2175833.32253654,435166.66450730804,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,2175833.32253654,60.0,True,2024-10-31
FAWRY EGYPT (EGYPT),ZERO_CONFIRMED,2055119.9859484122,0.1738477098206136,81,81,2055119.9859484122,2055119.9859484122,411023.99718968244,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,2055119.9859484122,61.0,True,2024-10-31
QUILTER (SOUTH AFRICA),OK,1927106.1200936285,1.777721195216587,84,84,1927106.1200936285,1927106.1200936285,385421.22401872574,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,1927106.1200936285,62.0,True,2024-10-31
THUNGELA RESOURSES (SOUTH AFRICA),OK,1874036.2076382951,6.351071001791031,86,86,1874036.2076382951,1874036.2076382951,374807.24152765906,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,1874036.2076382951,63.0,True,2024-10-31
SIDI KERIR PETROCHEMICALS EGYPT (EGYPT),OK,1830193.4851330505,0.5890930143265847,81,81,1830193.4851330505,1830193.4851330505,366038.69702661014,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,1830193.4851330505,64.0,True,2024-10-31
BANQUE CENTRALE POPULAIRE MOROCCO (MOROCCO),OK,1788755.7344821761,29.7217777318949,80,80,1788755.7344821761,1788755.7344821761,357751.14689643524,30,,,,,2024-10-31,2024-09-30,2024-10-31,MOROCCO,MID,1788755.7344821761,65.0,True,2024-10-31
WILSON BAYLY HOLMES OVCON (SOUTH AFRICA),OK,1759172.9497598473,13.38730538090512,84,84,1759172.9497598473,1759172.9497598473,351834.58995196945,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,1759172.9497598473,66.0,True,2024-10-31
EASTERN TOBACCO EGYPT (EGYPT),OK,1653479.6443106632,0.538741413031699,81,81,1653479.6443106632,1653479.6443106632,330695.92886213266,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,1653479.6443106632,67.0,True,2024-10-31
ALEXANDRIA CONTAINERS AND GOODS (EGYPT),OK,1505339.8346676666,0.4747140681752393,81,81,1505339.8346676666,1505339.8346676666,301067.9669335333,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,1505339.8346676666,68.0,True,2024-10-31
NINETY ONE (SOUTH AFRICA),OK,1415286.772938119,2.366244129961141,84,84,1415286.772938119,1415286.772938119,283057.3545876238,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,1415286.772938119,69.0,True,2024-10-31
MAROC TELECOM MOROCCO (MOROCCO),OK,1320268.00774379,9.704227533164714,80,80,1320268.00774379,1320268.00774379,264053.60154875804,30,,,,,2024-10-31,2024-09-30,2024-10-31,MOROCCO,MID,1320268.00774379,70.0,True,2024-10-31
CORONATION (NAMIBIA),OK,1251809.137110788,2.264774044032445,84,84,1251809.137110788,1251809.137110788,250361.8274221576,30,,,,,2024-10-31,2024-09-30,2024-10-31,NAMIBIA,LOW,1251809.137110788,71.0,True,2024-10-31
MARSA MAROC MOROCCO (MOROCCO),OK,1087084.91060212,48.72761059206111,80,80,1087084.91060212,1087084.91060212,217416.982120424,30,,,,,2024-10-31,2024-09-30,2024-10-31,MOROCCO,MID,1087084.91060212,72.0,True,2024-10-31
EGYPT ALUMINIUM (EGYPT),OK,984672.4690691468,2.527940476533356,81,81,984672.4690691468,984672.4690691468,196934.49381382938,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,984672.4690691468,73.0,True,2024-10-31
TAQA MOROCCO (MOROCCO),OK,975439.3287775236,149.6928715222217,77,77,975439.3287775236,975439.3287775236,195087.86575550472,30,,,,,2024-10-31,2024-09-30,2024-10-31,MOROCCO,MID,975439.3287775236,74.0,True,2024-10-31
IBNSINA PHARMA (EGYPT),OK,965384.2382258539,0.1056762002485256,81,81,965384.2382258539,965384.2382258539,193076.84764517078,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,965384.2382258539,75.0,True,2024-10-31
OANDO PLC NIGERIA (NIGERIA),ZERO_CONFIRMED,878822.2008109197,0.0494910095327114,85,85,878822.2008109197,878822.2008109197,175764.44016218395,30,,,,,2024-10-31,2024-09-30,2024-10-31,NIGERIA,MID,878822.2008109197,76.0,True,2024-10-31
RAUBEX (SOUTH AFRICA),OK,871244.2994694922,3.040412486871077,84,84,871244.2994694922,871244.2994694922,174248.85989389845,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,871244.2994694922,77.0,True,2024-10-31
TELECOM EGYPT (EGYPT),OK,813569.8870336363,0.6997422122338645,81,81,813569.8870336363,813569.8870336363,162713.97740672727,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,813569.8870336363,78.0,True,2024-10-31
GB AUTO EGYPT (EGYPT),OK,709466.9661574605,0.3056321477775985,81,81,709466.9661574605,709466.9661574605,141893.3932314921,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,709466.9661574605,79.0,True,2024-10-31
SAFARICOM KENYA (KENYA),OK,698027.0460021746,0.1171875,88,88,698027.0460021746,698027.0460021746,139605.40920043492,30,,,,,2024-10-31,2024-09-30,2024-10-31,KENYA,MID,698027.0460021746,80.0,True,2024-10-31
SANTAM (SOUTH AFRICA),OK,691814.9835063524,21.29561848436537,84,84,691814.9835063524,691814.9835063524,138362.9967012705,30,,,,,2024-10-31,2024-09-30,2024-10-31,SOUTH AFRICA,HIGH,691814.9835063524,81.0,True,2024-10-31
ARABIAN CEMENT COMPANY (EGYPT),OK,683398.8727125413,0.2337308899614448,81,81,683398.8727125413,683398.8727125413,136679.77454250827,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,683398.8727125413,82.0,True,2024-10-31
ABU DHABI ISLAMIC BANK EGYPT (EGYPT),OK,632592.7009761689,0.8433375196303903,81,81,632592.7009761689,632592.7009761689,126518.54019523377,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,632592.7009761689,83.0,True,2024-10-31
ALEXANDRIA MINERAL OILS EGYPT (EGYPT),OK,606072.8321377846,0.1842081216096847,81,81,606072.8321377846,606072.8321377846,121214.56642755691,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,606072.8321377846,84.0,True,2024-10-31
LAFARGEHOLCIM MAROC MOROCCO (MOROCCO),OK,561156.8823503564,194.0845506632943,77,77,561156.8823503564,561156.8823503564,112231.37647007129,30,,,,,2024-10-31,2024-09-30,2024-10-31,MOROCCO,MID,561156.8823503564,85.0,True,2024-10-31
ZENITH BANK NIGERIA (NIGERIA),OK,513979.5118920418,0.02261846985302488,85,85,513979.5118920418,513979.5118920418,102795.90237840835,30,,,,,2024-10-31,2024-09-30,2024-10-31,NIGERIA,MID,513979.5118920418,86.0,True,2024-10-31
EDITA FOOD INDUSTRIES COMPANY (EGYPT),OK,497861.3377419038,0.5843272249036119,81,81,497861.3377419038,497861.3377419038,99572.26754838077,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,497861.3377419038,87.0,True,2024-10-31
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),OK,495994.1620049586,0.02875990868728992,85,85,495994.1620049586,495994.1620049586,99198.83240099173,30,,,,,2024-10-31,2024-09-30,2024-10-31,NIGERIA,MID,495994.1620049586,88.0,True,2024-10-31
COSUMAR MOROCCO (MOROCCO),OK,488189.82351855224,19.69751716306199,80,80,488189.82351855224,488189.82351855224,97637.96470371046,30,,,,,2024-10-31,2024-09-30,2024-10-31,MOROCCO,MID,488189.82351855224,89.0,True,2024-10-31
RAYA HOLDING EGYPT (EGYPT),OK,454069.6739538593,0.05822551425457977,81,81,454069.6739538593,454069.6739538593,90813.93479077186,30,,,,,2024-10-31,2024-09-30,2024-10-31,EGYPT,MID,454069.6739538593,90.0,True,2024-10-31
