Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),OK,1358137870.5307856,97.9623162044378,81,1358137870.5307856,1358137870.5307856,271627574.1061571,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,1358137870.5307856,1.0,True,2018-04-30
BLUE LABEL TELECOMS (SOUTH AFRICA),OK,296279462.17047024,109.0348471990723,81,296279462.17047024,296279462.17047024,59255892.43409405,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,296279462.17047024,2.0,True,2018-04-30
NASPERS (SOUTH AFRICA),OK,271411788.84381413,32.29206462977175,81,271411788.84381413,271411788.84381413,54282357.76876283,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,271411788.84381413,3.0,True,2018-04-30
PPC (SOUTH AFRICA),OK,178104770.8905433,66.3506628304432,81,178104770.8905433,178104770.8905433,35620954.17810866,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,178104770.8905433,4.0,True,2018-04-30
FIRSTRAND (SOUTH AFRICA),OK,75681791.27869608,5.539646422811781,81,75681791.27869608,75681791.27869608,15136358.255739216,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,75681791.27869608,5.0,True,2018-04-30
STANDARD BANK GROUP (SOUTH AFRICA),OK,71933434.29252036,18.48351967867684,81,71933434.29252036,71933434.29252036,14386686.858504072,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,71933434.29252036,6.0,True,2018-04-30
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,56851708.885816924,58.87459133063084,81,56851708.885816924,56851708.885816924,11370341.777163386,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,56851708.885816924,7.0,True,2018-04-30
MTN GROUP (SOUTH AFRICA),OK,55951813.472111516,10.05994380901828,81,55951813.472111516,55951813.472111516,11190362.694422305,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,55951813.472111516,8.0,True,2018-04-30
ANGLO AMERICAN (SOUTH AFRICA),OK,48543725.99611558,22.61839155850523,81,48543725.99611558,48543725.99611558,9708745.199223116,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,48543725.99611558,9.0,True,2018-04-30
ABSA (SOUTH AFRICA),OK,47103727.03838921,16.03403915787908,81,47103727.03838921,47103727.03838921,9420745.407677842,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,47103727.03838921,10.0,True,2018-04-30
GRINDROD (SOUTH AFRICA),OK,46564366.90612459,79.36722598444098,81,46564366.90612459,46564366.90612459,9312873.38122492,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,46564366.90612459,11.0,True,2018-04-30
SANLAM (SOUTH AFRICA),OK,46054907.875179686,7.20982361711695,81,46054907.875179686,46054907.875179686,9210981.575035937,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,46054907.875179686,12.0,True,2018-04-30
MR PRICE (SOUTH AFRICA),OK,36852750.45469382,24.08909414863225,81,36852750.45469382,36852750.45469382,7370550.090938764,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,36852750.45469382,13.0,True,2018-04-30
SHOPRITE HOLDINGS (SOUTH AFRICA),OK,35115987.706941456,21.34885403530362,81,35115987.706941456,35115987.706941456,7023197.541388292,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,35115987.706941456,14.0,True,2018-04-30
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),OK,31819338.706743374,21.93037322036534,81,31819338.706743374,31819338.706743374,6363867.741348675,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,31819338.706743374,15.0,True,2018-04-30
GROWTHPOINT PROPERTIES (SOUTH AFRICA),OK,31744981.657130323,2.401302332500499,81,31744981.657130323,31744981.657130323,6348996.331426065,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,31744981.657130323,16.0,True,2018-04-30
