Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),NonZeroVolumeDays90d,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
DELTA CORPORATION LIMITED (ZIMBABWE),OK,694803942.7598931,2319.976815642458,85,85,694803942.7598931,694803942.7598931,138960788.55197862,30,,,,,2023-04-30,2023-03-31,2023-04-30,ZIMBABWE,LOW,694803942.7598931,1.0,True,2023-04-30
REDEFINE PROPERTIES (SOUTH AFRICA),OK,291346193.1223031,20.47370759720793,84,84,291346193.1223031,291346193.1223031,58269238.62446063,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,291346193.1223031,2.0,True,2023-04-30
NASPERS (SOUTH AFRICA),OK,116534906.14216174,37.04334913858563,84,84,116534906.14216174,116534906.14216174,23306981.22843235,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,116534906.14216174,3.0,True,2023-04-30
HIPPO VALLEY ESTATES (ZIMBABWE),OK,76457372.5591553,1748.287709497207,60,60,76457372.5591553,76457372.5591553,15291474.51183106,30,,,,,2023-04-30,2023-03-31,2023-04-30,ZIMBABWE,LOW,76457372.5591553,4.0,True,2023-04-30
GRINDROD (SOUTH AFRICA),OK,74870646.28436895,51.29676189190558,84,84,74870646.28436895,74870646.28436895,14974129.25687379,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,74870646.28436895,5.0,True,2023-04-30
PROSUS (SOUTH AFRICA),OK,62090468.01757146,35.84304990747459,84,84,62090468.01757146,62090468.01757146,12418093.603514291,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,62090468.01757146,6.0,True,2023-04-30
GOLD FIELDS (SOUTH AFRICA),OK,55489341.16843745,13.3304085179623,84,84,55489341.16843745,55489341.16843745,11097868.23368749,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,55489341.16843745,7.0,True,2023-04-30
FIRSTRAND (SOUTH AFRICA),OK,51706824.870349735,3.396160617361029,84,84,51706824.870349735,51706824.870349735,10341364.974069947,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,51706824.870349735,8.0,True,2023-04-30
ANGLO AMERICAN (SOUTH AFRICA),OK,50104803.1624169,32.96041937352705,84,84,50104803.1624169,50104803.1624169,10020960.63248338,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,50104803.1624169,9.0,True,2023-04-30
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,47403298.70582669,24.26471828965796,84,84,47403298.70582669,47403298.70582669,9480659.741165338,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,47403298.70582669,10.0,True,2023-04-30
BLUE LABEL TELECOMS (SOUTH AFRICA),OK,41444499.85375512,23.51101586712339,84,84,41444499.85375512,41444499.85375512,8288899.970751024,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,41444499.85375512,11.0,True,2023-04-30
STANDARD BANK GROUP (SOUTH AFRICA),OK,37523513.59938014,9.719948928223905,84,84,37523513.59938014,37523513.59938014,7504702.719876029,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,37523513.59938014,12.0,True,2023-04-30
PPC (SOUTH AFRICA),OK,35052309.5632367,15.07404845069155,84,84,35052309.5632367,35052309.5632367,7010461.91264734,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,35052309.5632367,13.0,True,2023-04-30
TN CYBERTECH INVESTMENTS HOLDINGS (ZIMBABWE),OK,34853721.957544796,195.5307262569833,84,84,34853721.957544796,34853721.957544796,6970744.391508959,30,,,,,2023-04-30,2023-03-31,2023-04-30,ZIMBABWE,LOW,34853721.957544796,14.0,True,2023-04-30
MTN GROUP (SOUTH AFRICA),OK,32569109.34644233,7.169734910483776,84,84,32569109.34644233,32569109.34644233,6513821.869288467,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,32569109.34644233,15.0,True,2023-04-30
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,31750746.273776535,9.214855812226855,84,84,31750746.273776535,31750746.273776535,6350149.254755307,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,31750746.273776535,16.0,True,2023-04-30
ABSA (SOUTH AFRICA),OK,31013713.767806996,10.22447957972653,84,84,31013713.767806996,31013713.767806996,6202742.7535614,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,31013713.767806996,17.0,True,2023-04-30
SIBANYE STILLWATER (SOUTH AFRICA),OK,26847000.87112435,2.060307443092655,84,84,26847000.87112435,26847000.87112435,5369400.17422487,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,26847000.87112435,18.0,True,2023-04-30
CAPITEC BANK (SOUTH AFRICA),OK,25725480.168075256,94.92657026025232,84,84,25725480.168075256,25725480.168075256,5145096.033615052,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,25725480.168075256,19.0,True,2023-04-30
GLENCORE (SOUTH AFRICA),OK,24945726.273666956,5.641518879120755,84,84,24945726.273666956,24945726.273666956,4989145.254733391,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,24945726.273666956,20.0,True,2023-04-30
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,24922531.704307485,35.19284095191491,84,84,24922531.704307485,24922531.704307485,4984506.340861497,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,24922531.704307485,21.0,True,2023-04-30
BID CORP (SOUTH AFRICA),OK,19473163.609399065,22.41421010298725,84,84,19473163.609399065,19473163.609399065,3894632.7218798134,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,19473163.609399065,22.0,True,2023-04-30
BID CORPORATION (SOUTH AFRICA),OK,19473163.609399065,22.41421010298725,84,84,19473163.609399065,19473163.609399065,3894632.7218798134,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,19473163.609399065,23.0,True,2023-04-30
SHOPRITE HOLDINGS (SOUTH AFRICA),OK,18475359.142572448,12.50133585317427,84,84,18475359.142572448,18475359.142572448,3695071.82851449,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,18475359.142572448,24.0,True,2023-04-30
SANLAM (SOUTH AFRICA),OK,17723600.290482022,3.170612355095085,84,84,17723600.290482022,17723600.290482022,3544720.0580964047,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,17723600.290482022,25.0,True,2023-04-30
WOOLWORTHS HOLDINGS (SOUTH AFRICA),OK,16121263.075017285,3.595835512883249,84,84,16121263.075017285,16121263.075017285,3224252.6150034573,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,16121263.075017285,26.0,True,2023-04-30
FIRST CAPITAL BANK (ZIMBABWE),OK,15916858.69805124,89.2687150837989,83,83,15916858.69805124,15916858.69805124,3183371.7396102482,30,,,,,2023-04-30,2023-03-31,2023-04-30,ZIMBABWE,LOW,15916858.69805124,27.0,True,2023-04-30
BIDVEST (SOUTH AFRICA),OK,15066541.822703293,14.25397521781438,84,84,15066541.822703293,15066541.822703293,3013308.364540659,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,15066541.822703293,28.0,True,2023-04-30
SPAR (SOUTH AFRICA),OK,13960082.63743243,7.92006254605178,84,84,13960082.63743243,13960082.63743243,2792016.5274864864,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,13960082.63743243,29.0,True,2023-04-30
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),OK,12165627.92229698,8.142236021351152,84,84,12165627.92229698,12165627.92229698,2433125.584459396,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,12165627.92229698,30.0,True,2023-04-30
DISCOVERY HOLDINGS (SOUTH AFRICA),OK,12112641.995585976,7.843567374809465,84,84,12112641.995585976,12112641.995585976,2422528.3991171955,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,12112641.995585976,31.0,True,2023-04-30
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),OK,11629070.676257601,10.30322460894656,84,84,11629070.676257601,11629070.676257601,2325814.13525152,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,11629070.676257601,32.0,True,2023-04-30
OUTSURANCE (SOUTH AFRICA),OK,11241000.66508041,1.947814544206897,84,84,11241000.66508041,11241000.66508041,2248200.133016082,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,11241000.66508041,33.0,True,2023-04-30
MONDI (SOUTH AFRICA),OK,11010872.369856242,15.76194252737796,84,84,11010872.369856242,11010872.369856242,2202174.4739712486,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,11010872.369856242,34.0,True,2023-04-30
KUMBA IRON ORE (SOUTH AFRICA),OK,10062243.791578745,25.29346584996822,84,84,10062243.791578745,10062243.791578745,2012448.7583157492,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,10062243.791578745,35.0,True,2023-04-30
EXXARO RESOURCES (SOUTH AFRICA),OK,10033571.041789826,10.18173227814994,84,84,10033571.041789826,10033571.041789826,2006714.2083579653,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,10033571.041789826,36.0,True,2023-04-30
