Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),OK,874803590.6921842,54.01581891839753,85,874803590.6921842,874803590.6921842,174960718.13843685,30,,,,,2020-01-31,2019-12-31,2020-01-31,SOUTH AFRICA,HIGH,874803590.6921842,1.0,True,2020-01-31
DELTA CORPORATION LIMITED (ZIMBABWE),OK,222305743.98412699,485.8,86,222305743.98412699,222305743.98412699,44461148.7968254,30,,,,,2020-01-31,2019-12-31,2020-01-31,ZIMBABWE,LOW,222305743.98412699,2.0,True,2020-01-31
NASPERS (SOUTH AFRICA),OK,184771642.58077076,32.73530105245108,85,184771642.58077076,184771642.58077076,36954328.516154155,30,,,,,2020-01-31,2019-12-31,2020-01-31,SOUTH AFRICA,HIGH,184771642.58077076,3.0,True,2020-01-31
INNSCOR AFRICA (ZIMBABWE),OK,168065598.64285713,503.1,81,168065598.64285713,168065598.64285713,33613119.72857143,30,,,,,2020-01-31,2019-12-31,2020-01-31,ZIMBABWE,LOW,168065598.64285713,4.0,True,2020-01-31
TN CYBERTECH INVESTMENTS HOLDINGS (ZIMBABWE),OK,87676712.7936508,200.4285714285714,86,87676712.7936508,87676712.7936508,17535342.558730163,30,,,,,2020-01-31,2019-12-31,2020-01-31,ZIMBABWE,LOW,87676712.7936508,5.0,True,2020-01-31
BLUE LABEL TELECOMS (SOUTH AFRICA),OK,72491402.64652358,18.43396994834201,85,72491402.64652358,72491402.64652358,14498280.529304717,30,,,,,2020-01-31,2019-12-31,2020-01-31,SOUTH AFRICA,HIGH,72491402.64652358,6.0,True,2020-01-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,64822255.98915971,10.25443165498467,85,64822255.98915971,64822255.98915971,12964451.197831944,30,,,,,2020-01-31,2019-12-31,2020-01-31,SOUTH AFRICA,HIGH,64822255.98915971,7.0,True,2020-01-31
FIRSTRAND (SOUTH AFRICA),OK,44350130.744310886,4.395572989232561,85,44350130.744310886,44350130.744310886,8870026.148862178,30,,,,,2020-01-31,2019-12-31,2020-01-31,SOUTH AFRICA,HIGH,44350130.744310886,8.0,True,2020-01-31
ANGLO AMERICAN (SOUTH AFRICA),OK,42738723.37817024,27.6016547703256,85,42738723.37817024,42738723.37817024,8547744.675634047,30,,,,,2020-01-31,2019-12-31,2020-01-31,SOUTH AFRICA,HIGH,42738723.37817024,9.0,True,2020-01-31
SIBANYE STILLWATER (SOUTH AFRICA),OK,41709792.20306812,2.564322408705407,85,41709792.20306812,41709792.20306812,8341958.440613625,30,,,,,2020-01-31,2019-12-31,2020-01-31,SOUTH AFRICA,HIGH,41709792.20306812,10.0,True,2020-01-31
