Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),NonZeroVolumeDays90d,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
DELTA CORPORATION LIMITED (ZIMBABWE),OK,1436722338.051515,1130.468181818182,82,82,1436722338.051515,1436722338.051515,287344467.61030304,30,,,,,2020-07-31,2020-06-30,2020-07-31,ZIMBABWE,LOW,1436722338.051515,1.0,True,2020-07-31
INNSCOR AFRICA (ZIMBABWE),OK,635281150.5363636,1002.104545454545,77,77,635281150.5363636,635281150.5363636,127056230.10727273,30,,,,,2020-07-31,2020-06-30,2020-07-31,ZIMBABWE,LOW,635281150.5363636,2.0,True,2020-07-31
NASPERS (SOUTH AFRICA),OK,235174853.823019,36.47923643979444,86,86,235174853.823019,235174853.823019,47034970.7646038,30,,,,,2020-07-31,2020-06-30,2020-07-31,SOUTH AFRICA,HIGH,235174853.823019,3.0,True,2020-07-31
SIMBISA BRANDS (ZIMBABWE),OK,159124808.2060606,392.7318181818182,78,78,159124808.2060606,159124808.2060606,31824961.64121212,30,,,,,2020-07-31,2020-06-30,2020-07-31,ZIMBABWE,LOW,159124808.2060606,4.0,True,2020-07-31
PADENGA HOLDINGS (ZIMBABWE),OK,113475617.29393938,627.1,74,74,113475617.29393938,113475617.29393938,22695123.458787877,30,,,,,2020-07-31,2020-06-30,2020-07-31,ZIMBABWE,LOW,113475617.29393938,5.0,True,2020-07-31
FIRSTRAND (SOUTH AFRICA),OK,47751337.080476075,2.150280937750837,86,86,47751337.080476075,47751337.080476075,9550267.416095216,30,,,,,2020-07-31,2020-06-30,2020-07-31,SOUTH AFRICA,HIGH,47751337.080476075,6.0,True,2020-07-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,45822665.745405704,29.15421129840295,86,86,45822665.745405704,45822665.745405704,9164533.14908114,30,,,,,2020-07-31,2020-06-30,2020-07-31,SOUTH AFRICA,HIGH,45822665.745405704,7.0,True,2020-07-31
ANGLO AMERICAN (SOUTH AFRICA),OK,43873729.03606097,22.41447313792245,86,86,43873729.03606097,43873729.03606097,8774745.807212194,30,,,,,2020-07-31,2020-06-30,2020-07-31,SOUTH AFRICA,HIGH,43873729.03606097,8.0,True,2020-07-31
SIBANYE STILLWATER (SOUTH AFRICA),OK,36560651.988934286,2.173923071955124,86,86,36560651.988934286,36560651.988934286,7312130.397786858,30,,,,,2020-07-31,2020-06-30,2020-07-31,SOUTH AFRICA,HIGH,36560651.988934286,9.0,True,2020-07-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,36102671.64732914,6.688994067554228,86,86,36102671.64732914,36102671.64732914,7220534.329465828,30,,,,,2020-07-31,2020-06-30,2020-07-31,SOUTH AFRICA,HIGH,36102671.64732914,10.0,True,2020-07-31
