Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),NonZeroVolumeDays90d,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
VODACOM (SOUTH AFRICA),OK,8412723.152593123,5.363808685178933,86,86,8412723.152593123,8412723.152593123,1682544.6305186246,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,8412723.152593123,38.0,True,2025-01-31
REINET INVEST (SOUTH AFRICA),OK,7863292.301593099,23.66299024925623,86,86,7863292.301593099,7863292.301593099,1572658.4603186199,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,7863292.301593099,39.0,True,2025-01-31
EXXARO RESOURCES (SOUTH AFRICA),OK,7364064.223126507,8.35846075201275,86,86,7364064.223126507,7364064.223126507,1472812.8446253017,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,7364064.223126507,40.0,True,2025-01-31
TRUWORTHS INT (SOUTH AFRICA),OK,6354721.014513494,5.482875077657747,86,86,6354721.014513494,6354721.014513494,1270944.202902699,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,6354721.014513494,41.0,True,2025-01-31
KUMBA IRON ORE (SOUTH AFRICA),OK,5959095.85857862,17.26462690942805,86,86,5959095.85857862,5959095.85857862,1191819.171715724,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,5959095.85857862,42.0,True,2025-01-31
SPAR (SOUTH AFRICA),OK,5873613.163525949,7.730848567657757,86,86,5873613.163525949,5873613.163525949,1174722.63270519,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,5873613.163525949,43.0,True,2025-01-31
GROWTHPOINT PROPERTIES (SOUTH AFRICA),OK,5821788.340900326,0.6736511894468017,86,86,5821788.340900326,5821788.340900326,1164357.6681800652,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,5821788.340900326,44.0,True,2025-01-31
INVESTEC (SOUTH AFRICA),OK,5690272.135663463,6.704760856473666,86,86,5690272.135663463,5690272.135663463,1138054.4271326927,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,5690272.135663463,45.0,True,2025-01-31
BAMBURI CEMENT PLC (KENYA),OK,4780977.554516414,0.4284490145672665,81,81,4780977.554516414,4780977.554516414,956195.5109032829,30,,,,,2025-01-31,2024-12-31,2025-01-31,KENYA,MID,4780977.554516414,46.0,True,2025-01-31
TIGER BRANDS (SOUTH AFRICA),OK,4547779.213130292,15.2944750018786,86,86,4547779.213130292,4547779.213130292,909555.8426260584,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,4547779.213130292,47.0,True,2025-01-31
COMMERCIAL INTERNATIONAL BANK EGYPT (EGYPT),OK,4395428.292371476,1.544950177816877,88,88,4395428.292371476,4395428.292371476,879085.6584742953,30,,,,,2025-01-31,2024-12-31,2025-01-31,EGYPT,MID,4395428.292371476,48.0,True,2025-01-31
THUNGELA RESOURSES (SOUTH AFRICA),OK,4393647.197979053,7.074660449107848,86,86,4393647.197979053,4393647.197979053,878729.4395958106,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,4393647.197979053,49.0,True,2025-01-31
HULAMIN LIMITED (SOUTH AFRICA),OK,4334694.340524944,18.52143883003775,85,85,4334694.340524944,4334694.340524944,866938.8681049887,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,4334694.340524944,50.0,True,2025-01-31
LIFE HEALTHCARE (SOUTH AFRICA),OK,3806041.436555913,0.8668033372457666,86,86,3806041.436555913,3806041.436555913,761208.2873111827,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,3806041.436555913,51.0,True,2025-01-31
BANK OF AFRICA MOROCCO (MOROCCO),OK,3757089.757839778,20.9692648881525,84,84,3757089.757839778,3757089.757839778,751417.9515679557,30,,,,,2025-01-31,2024-12-31,2025-01-31,MOROCCO,MID,3757089.757839778,52.0,True,2025-01-31
ATTIJARIWAFA BANK MOROCCO (MOROCCO),OK,3562168.366428276,58.2024962017501,85,85,3562168.366428276,3562168.366428276,712433.6732856552,30,,,,,2025-01-31,2024-12-31,2025-01-31,MOROCCO,MID,3562168.366428276,53.0,True,2025-01-31
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),OK,3493225.8039319557,7.958397673283934,86,86,3493225.8039319557,3493225.8039319557,698645.1607863912,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,3493225.8039319557,54.0,True,2025-01-31
AVI (SOUTH AFRICA),OK,3179873.9251450757,5.806206481233549,86,86,3179873.9251450757,3179873.9251450757,635974.7850290152,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,3179873.9251450757,55.0,True,2025-01-31
TALAAT MOUSTAFA GROUP EGYPT (EGYPT),OK,2966874.3110460266,1.102130063155989,88,88,2966874.3110460266,2966874.3110460266,593374.8622092054,30,,,,,2025-01-31,2024-12-31,2025-01-31,EGYPT,MID,2966874.3110460266,56.0,True,2025-01-31
EFG HOLDING EGYPT (EGYPT),OK,2685973.1018002867,0.4073945054880173,88,88,2685973.1018002867,2685973.1018002867,537194.6203600573,30,,,,,2025-01-31,2024-12-31,2025-01-31,EGYPT,MID,2685973.1018002867,57.0,True,2025-01-31
BANQUE CENTRALE POPULAIRE MOROCCO (MOROCCO),OK,2493117.4460843806,28.12950167922896,85,85,2493117.4460843806,2493117.4460843806,498623.48921687616,30,,,,,2025-01-31,2024-12-31,2025-01-31,MOROCCO,MID,2493117.4460843806,58.0,True,2025-01-31
MAROC TELECOM MOROCCO (MOROCCO),OK,1871034.0216852536,8.388728846231153,85,85,1871034.0216852536,1871034.0216852536,374206.80433705077,30,,,,,2025-01-31,2024-12-31,2025-01-31,MOROCCO,MID,1871034.0216852536,59.0,True,2025-01-31
PALM HILLS DEVELOPMANT COMPANY EGYPT (EGYPT),OK,1832191.6962281289,0.1287130466614315,88,88,1832191.6962281289,1832191.6962281289,366438.3392456258,30,,,,,2025-01-31,2024-12-31,2025-01-31,EGYPT,MID,1832191.6962281289,60.0,True,2025-01-31
QUILTER (SOUTH AFRICA),OK,1720857.6163042486,1.881778185131836,86,86,1720857.6163042486,1720857.6163042486,344171.52326084976,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,1720857.6163042486,61.0,True,2025-01-31
MARSA MAROC MOROCCO (MOROCCO),OK,1677854.881777716,54.82695600024263,85,85,1677854.881777716,1677854.881777716,335570.97635554324,30,,,,,2025-01-31,2024-12-31,2025-01-31,MOROCCO,MID,1677854.881777716,62.0,True,2025-01-31
ORASCOM INVESTMENT HOLDING EGYPT (EGYPT),OK,1615632.4407815777,0.01082449169171061,88,88,1615632.4407815777,1615632.4407815777,323126.4881563156,30,,,,,2025-01-31,2024-12-31,2025-01-31,EGYPT,MID,1615632.4407815777,63.0,True,2025-01-31
SIMBISA BRANDS (ZIMBABWE),OK,1555454.1449101483,1.36429277190849,84,84,1555454.1449101483,1555454.1449101483,311090.8289820297,30,,,,,2025-01-31,2024-12-31,2025-01-31,ZIMBABWE,LOW,1555454.1449101483,64.0,True,2025-01-31
BELTONE HOLDING EGYPT (EGYPT),ZERO_CONFIRMED,1446240.2606200643,0.04802138132322523,88,88,1446240.2606200643,1446240.2606200643,289248.0521240129,30,,,,,2025-01-31,2024-12-31,2025-01-31,EGYPT,MID,1446240.2606200643,65.0,True,2025-01-31
SAFARICOM KENYA (KENYA),OK,1258121.51659668,0.1328191945158526,83,83,1258121.51659668,1258121.51659668,251624.30331933603,30,,,,,2025-01-31,2024-12-31,2025-01-31,KENYA,MID,1258121.51659668,66.0,True,2025-01-31
INNSCOR AFRICA (ZIMBABWE),OK,1154793.5909327774,1.767120164171164,85,85,1154793.5909327774,1154793.5909327774,230958.7181865555,30,,,,,2025-01-31,2024-12-31,2025-01-31,ZIMBABWE,LOW,1154793.5909327774,67.0,True,2025-01-31
RAYA HOLDING EGYPT (EGYPT),OK,1047734.7202465704,0.05530331209764873,88,88,1047734.7202465704,1047734.7202465704,209546.9440493141,30,,,,,2025-01-31,2024-12-31,2025-01-31,EGYPT,MID,1047734.7202465704,68.0,True,2025-01-31
CIH BANK (MOROCCO),OK,1013326.7174915175,40.40419332107432,83,83,1013326.7174915175,1013326.7174915175,202665.34349830353,30,,,,,2025-01-31,2024-12-31,2025-01-31,MOROCCO,MID,1013326.7174915175,69.0,True,2025-01-31
SANTAM (SOUTH AFRICA),OK,938726.5264978416,20.77787926350292,86,86,938726.5264978416,938726.5264978416,187745.30529956834,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,938726.5264978416,70.0,True,2025-01-31
WILSON BAYLY HOLMES OVCON (SOUTH AFRICA),OK,883739.3467124634,12.34427438823688,86,86,883739.3467124634,883739.3467124634,176747.8693424927,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,883739.3467124634,71.0,True,2025-01-31
NINETY ONE (SOUTH AFRICA),OK,862511.845945649,1.833093260207165,86,86,862511.845945649,862511.845945649,172502.3691891298,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,862511.845945649,72.0,True,2025-01-31
RAUBEX (SOUTH AFRICA),OK,861459.6637833919,2.804675022834288,86,86,861459.6637833919,861459.6637833919,172291.9327566784,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,861459.6637833919,73.0,True,2025-01-31
FAWRY EGYPT (EGYPT),ZERO_CONFIRMED,859507.3829684424,0.1682716435711376,88,88,859507.3829684424,859507.3829684424,171901.47659368848,30,,,,,2025-01-31,2024-12-31,2025-01-31,EGYPT,MID,859507.3829684424,74.0,True,2025-01-31
EMAAR MISR EGYPT (EGYPT),ZERO_CONFIRMED,851502.2546311973,0.1487875585260585,88,88,851502.2546311973,851502.2546311973,170300.4509262395,30,,,,,2025-01-31,2024-12-31,2025-01-31,EGYPT,MID,851502.2546311973,75.0,True,2025-01-31
EL SEWEDY ELECTRIC (EGYPT),OK,846354.8473137396,1.493386235576365,88,88,846354.8473137396,846354.8473137396,169270.96946274792,30,,,,,2025-01-31,2024-12-31,2025-01-31,EGYPT,MID,846354.8473137396,76.0,True,2025-01-31
SEPLAT ENERGY NIGERIA (NIGERIA),OK,836289.923033791,3.69271433939284,85,85,836289.923033791,836289.923033791,167257.98460675823,30,,,,,2025-01-31,2024-12-31,2025-01-31,NIGERIA,MID,836289.923033791,77.0,True,2025-01-31
GB AUTO EGYPT (EGYPT),OK,823338.4189195873,0.337133713961823,88,88,823338.4189195873,823338.4189195873,164667.68378391746,30,,,,,2025-01-31,2024-12-31,2025-01-31,EGYPT,MID,823338.4189195873,78.0,True,2025-01-31
TAQA MOROCCO (MOROCCO),OK,816707.8691113901,137.0673900006066,85,85,816707.8691113901,816707.8691113901,163341.57382227803,30,,,,,2025-01-31,2024-12-31,2025-01-31,MOROCCO,MID,816707.8691113901,79.0,True,2025-01-31
CORONATION (NAMIBIA),OK,800190.3670555155,2.100697210460786,86,86,800190.3670555155,800190.3670555155,160038.0734111031,30,,,,,2025-01-31,2024-12-31,2025-01-31,NAMIBIA,LOW,800190.3670555155,80.0,True,2025-01-31
EASTERN TOBACCO EGYPT (EGYPT),OK,728659.4862783243,0.580586372555387,88,88,728659.4862783243,728659.4862783243,145731.89725566487,30,,,,,2025-01-31,2024-12-31,2025-01-31,EGYPT,MID,728659.4862783243,81.0,True,2025-01-31
HELIOPOLIS CO. FOR HOUSING & DEVELOPMENT (EGYPT),OK,723139.5256286272,0.1779152816237525,88,88,723139.5256286272,723139.5256286272,144627.90512572543,30,,,,,2025-01-31,2024-12-31,2025-01-31,EGYPT,MID,723139.5256286272,82.0,True,2025-01-31
IBNSINA PHARMA (EGYPT),OK,691190.1352544628,0.1377662578944986,88,88,691190.1352544628,691190.1352544628,138238.02705089256,30,,,,,2025-01-31,2024-12-31,2025-01-31,EGYPT,MID,691190.1352544628,83.0,True,2025-01-31
TSOGO SUN GAMING (SOUTH AFRICA),OK,672613.6924365993,0.5397676459039573,86,86,672613.6924365993,672613.6924365993,134522.73848731988,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,672613.6924365993,84.0,True,2025-01-31
SIDI KERIR PETROCHEMICALS EGYPT (EGYPT),OK,597414.8330163794,0.3788572092098711,88,88,597414.8330163794,597414.8330163794,119482.96660327588,30,,,,,2025-01-31,2024-12-31,2025-01-31,EGYPT,MID,597414.8330163794,85.0,True,2025-01-31
ABU QIR FERTILIZERS EGYPT (EGYPT),OK,593496.5380896261,0.9625925248028466,88,88,593496.5380896261,593496.5380896261,118699.30761792522,30,,,,,2025-01-31,2024-12-31,2025-01-31,EGYPT,MID,593496.5380896261,86.0,True,2025-01-31
TELECOM EGYPT (EGYPT),OK,571086.7403347766,0.6514375909011292,88,88,571086.7403347766,571086.7403347766,114217.34806695532,30,,,,,2025-01-31,2024-12-31,2025-01-31,EGYPT,MID,571086.7403347766,87.0,True,2025-01-31
CIMENTS DU MAROC MOROCCO (MOROCCO),OK,526323.0442009273,192.3035023889107,82,82,526323.0442009273,526323.0442009273,105264.60884018545,30,,,,,2025-01-31,2024-12-31,2025-01-31,MOROCCO,MID,526323.0442009273,88.0,True,2025-01-31
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),OK,521741.39773154946,0.0369271433939284,85,85,521741.39773154946,521741.39773154946,104348.2795463099,30,,,,,2025-01-31,2024-12-31,2025-01-31,NIGERIA,MID,521741.39773154946,89.0,True,2025-01-31
EQUITY GROUP HOLDINGS KENYA (KENYA),OK,518213.7309194402,0.3762561346108904,83,83,518213.7309194402,518213.7309194402,103642.74618388806,30,,,,,2025-01-31,2024-12-31,2025-01-31,KENYA,MID,518213.7309194402,90.0,True,2025-01-31
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),OK,512509.7996784087,0.02202671711216782,85,85,512509.7996784087,512509.7996784087,102501.95993568175,30,,,,,2025-01-31,2024-12-31,2025-01-31,NIGERIA,MID,512509.7996784087,91.0,True,2025-01-31
LAFARGE AFRICA NIGERIA (NIGERIA),OK,457591.1885260359,0.04531673123518056,85,85,457591.1885260359,457591.1885260359,91518.2377052072,30,,,,,2025-01-31,2024-12-31,2025-01-31,NIGERIA,MID,457591.1885260359,92.0,True,2025-01-31
EGYPT ALUMINIUM (EGYPT),OK,454388.16961339023,2.27235601949983,88,88,454388.16961339023,454388.16961339023,90877.63392267805,30,,,,,2025-01-31,2024-12-31,2025-01-31,EGYPT,MID,454388.16961339023,93.0,True,2025-01-31
FIRST HOLDCO NIGERIA (NIGERIA),OK,445850.5603849058,0.01817204161753845,85,85,445850.5603849058,445850.5603849058,89170.11207698117,30,,,,,2025-01-31,2024-12-31,2025-01-31,NIGERIA,MID,445850.5603849058,94.0,True,2025-01-31
ABU DHABI ISLAMIC BANK EGYPT (EGYPT),OK,443888.9701550907,0.7586984631189887,88,88,443888.9701550907,443888.9701550907,88777.79403101814,30,,,,,2025-01-31,2024-12-31,2025-01-31,EGYPT,MID,443888.9701550907,95.0,True,2025-01-31
ZENITH BANK NIGERIA (NIGERIA),OK,416905.97047331504,0.02947693025304811,85,85,416905.97047331504,416905.97047331504,83381.19409466302,30,,,,,2025-01-31,2024-12-31,2025-01-31,NIGERIA,MID,416905.97047331504,96.0,True,2025-01-31
SONATEL SENEGAL (SENEGAL),OK,391685.6908458337,38.08548700150263,86,86,391685.6908458337,391685.6908458337,78337.13816916673,30,,,,,2025-01-31,2024-12-31,2025-01-31,SENEGAL,LOW,391685.6908458337,97.0,True,2025-01-31
PSG KONSULT (SOUTH AFRICA),OK,391434.5293971563,1.038258942415259,86,86,391434.5293971563,391434.5293971563,78286.90587943127,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,391434.5293971563,98.0,True,2025-01-31
CHOPPIES ENTERPRISES LIMITED (SOUTH AFRICA),OK,368967.76502622827,4.233471732580058,81,81,368967.76502622827,368967.76502622827,73793.55300524566,30,,,,,2025-01-31,2024-12-31,2025-01-31,SOUTH AFRICA,HIGH,368967.76502622827,99.0,True,2025-01-31
MTN NIGERIA (NIGERIA),OK,350289.50151890045,0.1295689241892225,85,85,350289.50151890045,350289.50151890045,70057.90030378009,30,,,,,2025-01-31,2024-12-31,2025-01-31,NIGERIA,MID,350289.50151890045,100.0,True,2025-01-31
MCB GROUP LTD MAURITIUS (MAURITIUS),OK,340475.5134225805,9.70620239390642,87,87,340475.5134225805,340475.5134225805,68095.1026845161,30,,,,,2025-01-31,2024-12-31,2025-01-31,MAURITIUS,LOW,340475.5134225805,101.0,True,2025-01-31
LAFARGEHOLCIM MAROC MOROCCO (MOROCCO),OK,324874.95283420593,197.9294027247565,85,85,324874.95283420593,324874.95283420593,64974.99056684119,30,,,,,2025-01-31,2024-12-31,2025-01-31,MOROCCO,MID,324874.95283420593,102.0,True,2025-01-31
ATTIJARI BANK TUNISIA (TUNISIA),OK,321903.3829615445,15.99434782417048,78,78,321903.3829615445,321903.3829615445,64380.676592308904,30,,,,,2025-01-31,2024-12-31,2025-01-31,TUNISIA,LOW,321903.3829615445,103.0,True,2025-01-31
