Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
PPC (SOUTH AFRICA),668286852.48,386.0,90,0.6,1856352368.0,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,668286852.48,3.2208815569912024,1.0,True,2022-04-30
NASPERS (SOUTH AFRICA),630567530.4,321.55,90,0.6,1751576473.3333333,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,630567530.4,3.0390891599406875,2.0,True,2022-04-30
PROSUS (SOUTH AFRICA),435761874.0,356.57,90,0.6,1210449650.0,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,435761874.0,2.100201998584924,3.0,True,2022-04-30
MTN GROUP (SOUTH AFRICA),348816610.8,168.69,90,0.6,968935030.0,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,348816610.8,1.681159795870025,4.0,True,2022-04-30
FIRSTRAND (SOUTH AFRICA),345412011.89999986,67.1,90,0.6,959477810.8333329,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,345412011.89999986,1.664750959207641,5.0,True,2022-04-30
ANGLO AMERICAN (SOUTH AFRICA),344796417.59999996,713.24,90,0.6,957767826.6666666,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,344796417.59999996,1.6617840351688087,6.0,True,2022-04-30
BLUE LABEL TELECOMS (SOUTH AFRICA),297758079.71999997,563.0,90,0.6,827105777.0,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,297758079.71999997,1.435077622515349,7.0,True,2022-04-30
MTN NIGERIA (NIGERIA),288666732.158337,214.5,90,0.6333333333333333,719667753.3033333,,,19.0,2022-04-30,NIGERIA,MID,288666732.158337,5.0,8.0,True,2022-04-30
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),269934698.4,206.21,90,0.6,749818606.6666666,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,269934698.4,1.3009797939943195,9.0,True,2022-04-30
STANDARD BANK GROUP (SOUTH AFRICA),265942370.39999998,168.0,90,0.6,738728806.6666666,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,265942370.39999998,1.2817383326713252,10.0,True,2022-04-30
SIBANYE STILLWATER (SOUTH AFRICA),255409671.6,55.79,90,0.6,709471310.0,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,255409671.6,1.2309748391440025,11.0,True,2022-04-30
ABSA (SOUTH AFRICA),255311219.6999999,171.84,90,0.6,709197832.4999998,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,255311219.6999999,1.230500339447077,12.0,True,2022-04-30
GRINDROD (SOUTH AFRICA),235716788.04,649.0,90,0.6,654768855.6666666,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,235716788.04,1.1360628335778336,13.0,True,2022-04-30
GOLD FIELDS (SOUTH AFRICA),234764094.0,217.65,90,0.6,652122483.3333334,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,234764094.0,1.131471220483091,14.0,True,2022-04-30
ABU QIR FERTILIZERS EGYPT (EGYPT),188055888.72083995,565.8,90,0.6,522377468.66899985,,,18.0,2022-04-30,EGYPT,MID,188055888.72083995,5.0,15.0,True,2022-04-30
ZENITH BANK NIGERIA (NIGERIA),187237634.67128706,24.5,90,0.6333333333333333,466797427.1583334,,,19.0,2022-04-30,NIGERIA,MID,187237634.67128706,5.0,16.0,True,2022-04-30
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),180207298.55519998,329.13,90,0.6,500575829.32,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,180207298.55519998,0.868528779516909,17.0,True,2022-04-30
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),164304282.72925553,24.0,90,0.6333333333333333,409622865.53,,,19.0,2022-04-30,NIGERIA,MID,164304282.72925553,5.0,18.0,True,2022-04-30
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),162750822.744,663.95,90,0.6,452085618.73333335,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,162750822.744,0.7843953856281825,19.0,True,2022-04-30
SHOPRITE HOLDINGS (SOUTH AFRICA),146473710.0468,229.02,90,0.6,406871416.7966667,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,146473710.0468,0.7059460612206702,20.0,True,2022-04-30
SANLAM (SOUTH AFRICA),139241989.2,65.83,90,0.6,386783303.3333333,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,139241989.2,0.671091991872562,21.0,True,2022-04-30
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),132424101.30173998,188.96,90,0.6,367844725.8381666,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,132424101.30173998,0.6382324356690432,22.0,True,2022-04-30
EASTERN TOBACCO EGYPT (EGYPT),122595693.89039999,215.4,90,0.6,340543594.14,,,18.0,2022-04-30,EGYPT,MID,122595693.89039999,5.0,23.0,True,2022-04-30
CAPITEC BANK (SOUTH AFRICA),117124331.20799999,1103.765,90,0.6,325345364.46666664,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,117124331.20799999,0.5644935208029791,24.0,True,2022-04-30
GLENCORE (SOUTH AFRICA),107892095.41656,95.29,90,0.6,299700265.046,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,107892095.41656,0.5199977509399425,25.0,True,2022-04-30
BID CORP (SOUTH AFRICA),107636895.00720002,330.5,90,0.6,298991375.02000004,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,107636895.00720002,0.5187677846630453,26.0,True,2022-04-30
DISCOVERY HOLDINGS (SOUTH AFRICA),106724609.0341198,152.26,90,0.6,296457247.31699944,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,106724609.0341198,0.5143709226651,27.0,True,2022-04-30
MONDI (SOUTH AFRICA),99814602.76079999,299.53,90,0.6,277262785.44666666,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,99814602.76079999,0.48106739188062236,28.0,True,2022-04-30
TANZANIA BREWERIES LTD (TANZANIA),99652480.13703702,10900.0,90,0.5666666666666667,310336443.3333333,,,17.0,2022-04-30,TANZANIA,LOW,99652480.13703702,5.0,29.0,True,2022-04-30
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),98554772.748,170.13,90,0.6,273763257.6333333,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,98554772.748,0.4749955033822729,30.0,True,2022-04-30
KUMBA IRON ORE (SOUTH AFRICA),96937570.38647994,534.0,90,0.6,269271028.8513332,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,96937570.38647994,0.46720121977365076,31.0,True,2022-04-30
VODACOM (SOUTH AFRICA),95727329.39639999,151.98,90,0.6,265909248.32333332,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,95727329.39639999,0.4613683309924369,32.0,True,2022-04-30
CLICKS (SOUTH AFRICA),94077836.6244,310.82,90,0.6,261327323.95666668,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,94077836.6244,0.4534184202198259,33.0,True,2022-04-30
BIDVEST (SOUTH AFRICA),88381133.5248,218.05,90,0.6,245503148.68,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,88381133.5248,0.42596253674543816,34.0,True,2022-04-30
OLD MUTUAL (SOUTH AFRICA),87062408.4,12.69,90,0.6,241840023.33333334,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,87062408.4,0.4196067968151268,35.0,True,2022-04-30
FOSCHINI (SOUTH AFRICA),82441421.1228,138.92,90,0.6,229003947.56333333,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,82441421.1228,0.3973354433671402,36.0,True,2022-04-30
MR PRICE (SOUTH AFRICA),81648248.8632,215.08,90,0.6,226800691.28666666,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,81648248.8632,0.3935126629353808,37.0,True,2022-04-30
EXXARO RESOURCES (SOUTH AFRICA),79450073.334,219.78,90,0.6,220694648.15,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,79450073.334,0.3829183156206676,38.0,True,2022-04-30
ALEXANDRIA MINERAL OILS EGYPT (EGYPT),72741214.95329998,38.9,90,0.6,202058930.4258333,,,18.0,2022-04-30,EGYPT,MID,72741214.95329998,4.050761316329208,39.0,True,2022-04-30
WOOLWORTHS HOLDINGS (SOUTH AFRICA),70761145.19999999,59.42,90,0.6,196558736.66666666,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,70761145.19999999,0.34104107641871845,40.0,True,2022-04-30
REMGRO (SOUTH AFRICA),67931777.316,139.59,90,0.6,188699381.43333334,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,67931777.316,0.32740462853454955,41.0,True,2022-04-30
SEPLAT ENERGY NIGERIA (NIGERIA),66668912.62833333,1200.0,90,0.6333333333333333,166210585.5,,,19.0,2022-04-30,NIGERIA,MID,66668912.62833333,3.712611240408391,42.0,True,2022-04-30
SONATEL SENEGAL (SENEGAL),66276328.002962954,15950.0,90,0.6333333333333333,165231842.66666666,,,19.0,2022-04-30,SENEGAL,LOW,66276328.002962954,5.0,43.0,True,2022-04-30
NIGERIAN BREWERIES (NIGERIA),62375548.51561852,57.1,90,0.6333333333333333,155506907.65666667,,,19.0,2022-04-30,NIGERIA,MID,62375548.51561852,3.4735254171118384,44.0,True,2022-04-30
COMMERCIAL INTERNATIONAL BANK EGYPT (EGYPT),61027980.62064001,44.8,90,0.6,169522168.3906667,,,18.0,2022-04-30,EGYPT,MID,61027980.62064001,3.39848300953574,45.0,True,2022-04-30
SAFARICOM KENYA (KENYA),57566103.25537036,33.7,90,0.5666666666666667,179271601.83333334,,,17.0,2022-04-30,KENYA,MID,57566103.25537036,3.2057004319816955,46.0,True,2022-04-30
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),57558552.57119998,261.89,90,0.6,159884868.2533333,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,57558552.57119998,0.27740973765339005,47.0,True,2022-04-30
REINET INVEST (SOUTH AFRICA),54355533.3792,321.0,90,0.6,150987592.72,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,54355533.3792,0.26197243643473356,48.0,True,2022-04-30
NESTLÉ NIGERIA (NIGERIA),53321017.984259255,1440.0,90,0.6333333333333333,132933285.83333333,,,19.0,2022-04-30,NIGERIA,MID,53321017.984259255,2.9693031266606953,49.0,True,2022-04-30
TIGER BRANDS (SOUTH AFRICA),51195876.370799996,155.0,90,0.6,142210767.69666666,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,51195876.370799996,0.2467441240012219,50.0,True,2022-04-30
SPAR (SOUTH AFRICA),50931720.861600004,165.47,90,0.6,141477002.39333335,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,50931720.861600004,0.24547099764148203,51.0,True,2022-04-30
INVESTEC (SOUTH AFRICA),50544136.0344,87.99,90,0.6,140400377.87333333,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,50544136.0344,0.2436029901876986,52.0,True,2022-04-30
BANK OF AFRICA SENEGAL (SENEGAL),49773694.6037037,46000.0,90,0.6333333333333333,124089543.33333333,,,19.0,2022-04-30,SENEGAL,LOW,49773694.6037037,5.0,53.0,True,2022-04-30
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),48481423.56018888,8.25,90,0.6333333333333333,120867814.97,,,19.0,2022-04-30,NIGERIA,MID,48481423.56018888,2.6997992162251516,54.0,True,2022-04-30
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),47963375.888399996,65.8,90,0.6,133231599.69,,,18.0,2022-04-30,SOUTH AFRICA,HIGH,47963375.888399996,0.23116473447995503,55.0,True,2022-04-30
AIRTEL AFRICA NIGERIA (NIGERIA),46274396.114755556,1386.0,90,0.6333333333333333,115365530.48,,,19.0,2022-04-30,NIGERIA,MID,46274396.114755556,2.576895833242371,56.0,True,2022-04-30
FIRST HOLDCO NIGERIA (NIGERIA),43900795.18425925,12.0,90,0.6333333333333333,109447965.83333333,,,19.0,2022-04-30,NIGERIA,MID,43900795.18425925,2.444716423868604,57.0,True,2022-04-30
