Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),8646688143.333334,331.0,90,0.7,17646302333.333336,17646302333.333336,3529260466.6666675,21.0,0,6,10996800000.0,61487940000.00002,2020-06-30,SOUTH AFRICA,HIGH,8646688143.333334,5.0,1.0,True,2020-06-30
NASPERS (SOUTH AFRICA),2083519003.0200007,632.62,90,0.7,4252079598.000002,4252079598.000002,850415919.6000004,21.0,0,6,2010264600.0,10251042440.000063,2020-06-30,SOUTH AFRICA,HIGH,2083519003.0200007,5.0,2.0,True,2020-06-30
PROSUS (SOUTH AFRICA),607704640.3052334,735.69,90,0.7,1240213551.6433334,1240213551.6433334,248042710.3286667,21.0,0,1,847104300.0,4358334397.999954,2020-06-30,SOUTH AFRICA,HIGH,607704640.3052334,2.8893816928254394,3.0,True,2020-06-30
PPC (SOUTH AFRICA),529645198.64666665,100.0,90,0.7,1080908568.6666667,1080908568.6666667,216181713.73333335,21.0,0,6,1136700000.0,10027350000.000011,2020-06-30,SOUTH AFRICA,HIGH,529645198.64666665,2.5182416574833466,4.0,True,2020-06-30
FIRSTRAND (SOUTH AFRICA),433492871.6999999,37.29,90,0.7,884679330.0,884679330.0,176935866.0,21.0,0,6,588886200.0,2346895600.0000024,2020-06-30,SOUTH AFRICA,HIGH,433492871.6999999,2.06107751099481,5.0,True,2020-06-30
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),386352375.33293355,505.59,90,0.7,788474235.3733338,788474235.3733338,157694847.07466677,21.0,0,6,269422200.0,1391939280.0000064,2020-06-30,SOUTH AFRICA,HIGH,386352375.33293355,1.8369441439609617,6.0,True,2020-06-30
ANGLO AMERICAN (SOUTH AFRICA),368247613.3399,388.71,90,0.7,751525741.5100001,751525741.5100001,150305148.30200002,21.0,0,6,518226999.99999994,2159631720.0000033,2020-06-30,SOUTH AFRICA,HIGH,368247613.3399,1.7508635640441155,7.0,True,2020-06-30
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),321273103.07796663,22.05,90,0.7,655659394.0366666,655659394.0366666,131131878.80733334,21.0,0,6,468044412.2,3765510264.7580004,2020-06-30,NIGERIA,MID,321273103.07796663,5.0,8.0,True,2020-06-30
STANDARD BANK GROUP (SOUTH AFRICA),297319008.4666666,104.5,90,0.7,606773486.6666666,606773486.6666666,121354697.33333333,21.0,0,6,591477600.0,2056583400.0000067,2020-06-30,SOUTH AFRICA,HIGH,297319008.4666666,1.4136276786715203,9.0,True,2020-06-30
SIBANYE STILLWATER (SOUTH AFRICA),278610282.5333333,37.7,90,0.7,568592413.3333334,568592413.3333334,113718482.66666669,21.0,0,6,178035800.0,1473409400.0000033,2020-06-30,SOUTH AFRICA,HIGH,278610282.5333333,1.3246755025276775,10.0,True,2020-06-30
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),271526145.09999996,116.0,90,0.7,554134990.0,554134990.0,110826998.0,21.0,0,6,175872000.0,1653958140.0000088,2020-06-30,SOUTH AFRICA,HIGH,271526145.09999996,1.2909933884680385,11.0,True,2020-06-30
GOLD FIELDS (SOUTH AFRICA),269603410.58000004,162.22,90,0.7,550211042.0000001,550211042.0000001,110042208.40000004,21.0,0,6,134497500.0,945509280.0000014,2020-06-30,SOUTH AFRICA,HIGH,269603410.58000004,1.2818515890579485,12.0,True,2020-06-30
MTN GROUP (SOUTH AFRICA),246754582.19999996,52.83,90,0.7,503580780.0,503580780.0,100716156.0,21.0,0,6,580047000.0,2743909280.000003,2020-06-30,SOUTH AFRICA,HIGH,246754582.19999996,1.1732149553298878,13.0,True,2020-06-30
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),240074409.0003,669.63,90,0.7,489947773.47,489947773.47,97989554.694,21.0,0,6,476772019.2,2298625600.000002,2020-06-30,SOUTH AFRICA,HIGH,240074409.0003,1.1414535224429814,14.0,True,2020-06-30
SANLAM (SOUTH AFRICA),214728569.29999998,58.94,90,0.7,438221570.0,438221570.0,87644314.0,21.0,0,6,328167400.0,1468616480.0000024,2020-06-30,SOUTH AFRICA,HIGH,214728569.29999998,1.0209446430265732,15.0,True,2020-06-30
ZENITH BANK NIGERIA (NIGERIA),206552099.77989995,16.1,90,0.7,421534897.51,421534897.51,84306979.502,21.0,0,6,381681559.20000005,5725921581.6910095,2020-06-30,NIGERIA,MID,206552099.77989995,5.0,16.0,True,2020-06-30
DANGOTE CEMENT NIGERIA (NIGERIA),202952218.86239997,127.0,90,0.7,414188201.76,414188201.76,82837640.352,21.0,0,6,84090330.0,2633763961.566001,2020-06-30,NIGERIA,MID,202952218.86239997,5.0,17.0,True,2020-06-30
BLUE LABEL TELECOMS (SOUTH AFRICA),197107973.4633333,261.0,90,0.7,402261170.3333333,402261170.3333333,80452234.06666666,21.0,0,6,1151627160.0,11945340000.00001,2020-06-30,SOUTH AFRICA,HIGH,197107973.4633333,0.9371660709202803,18.0,True,2020-06-30
ABSA (SOUTH AFRICA),193601265.4333333,85.3,90,0.7,395104623.3333333,395104623.3333333,79020924.66666667,21.0,0,6,365072500.0,2187461400.00009,2020-06-30,SOUTH AFRICA,HIGH,193601265.4333333,0.920493139183447,19.0,True,2020-06-30
CAPITEC BANK (SOUTH AFRICA),171596890.60896662,852.66,90,0.7,350197735.9366666,350197735.9366666,70039547.18733333,21.0,0,6,167875326.00000003,1073123940.0000082,2020-06-30,SOUTH AFRICA,HIGH,171596890.60896662,0.8158715293374862,20.0,True,2020-06-30
BID CORP (SOUTH AFRICA),151852264.6279333,283.5,90,0.7,309902580.8733333,309902580.8733333,61980516.17466666,21.0,0,6,231803427.3,1113915686.999999,2020-06-30,SOUTH AFRICA,HIGH,151852264.6279333,0.7219940812195507,21.0,True,2020-06-30
BID CORPORATION (SOUTH AFRICA),151852264.6279333,283.5,90,0.7,309902580.8733333,309902580.8733333,61980516.17466666,21.0,0,6,231803427.3,1113915686.999999,2020-06-30,SOUTH AFRICA,HIGH,151852264.6279333,0.7219940812195507,22.0,True,2020-06-30
CLICKS (SOUTH AFRICA),133685460.15626664,210.36,90,0.7,272827469.70666665,272827469.70666665,54565493.94133333,21.0,0,6,135427974.0,863274300.0000007,2020-06-30,SOUTH AFRICA,HIGH,133685460.15626664,0.6356185152353774,23.0,True,2020-06-30
BIDVEST (SOUTH AFRICA),131067783.50866665,142.04,90,0.7,267485272.46666667,267485272.46666667,53497054.49333334,21.0,0,6,195530000.0,924169040.0000029,2020-06-30,SOUTH AFRICA,HIGH,131067783.50866665,0.6231725563242966,24.0,True,2020-06-30
FOSCHINI (SOUTH AFRICA),128725964.17333335,56.23,90,0.7,262706049.3333334,262706049.3333334,52541209.86666668,21.0,0,6,189228000.0,825139680.0000017,2020-06-30,SOUTH AFRICA,HIGH,128725964.17333335,0.6120381836921934,25.0,True,2020-06-30
NIGERIAN BREWERIES (NIGERIA),127915556.64253333,36.1,90,0.7,261052156.41333336,261052156.41333336,52210431.282666676,21.0,0,6,106452662.4,3254163010.9950027,2020-06-30,NIGERIA,MID,127915556.64253333,5.0,26.0,True,2020-06-30
SAFARICOM KENYA (KENYA),126795260.61999999,28.65,90,0.7,258765838.0,258765838.0,51753167.6,21.0,0,6,184754250.0,1240481936.9000003,2020-06-30,KENYA,MID,126795260.61999999,5.0,27.0,True,2020-06-30
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),126563737.18146665,143.51,90,0.7,258293341.18666667,258293341.18666667,51658668.237333335,21.0,0,6,257047800.00000003,1734950000.0000088,2020-06-30,SOUTH AFRICA,HIGH,126563737.18146665,0.6017576976276231,28.0,True,2020-06-30
VODACOM (SOUTH AFRICA),122896480.10266665,122.95,90,0.7,250809143.06666666,250809143.06666666,50161828.61333334,21.0,0,6,227214500.0,1421827240.0000112,2020-06-30,SOUTH AFRICA,HIGH,122896480.10266665,0.5843214222339597,29.0,True,2020-06-30
OLD MUTUAL (SOUTH AFRICA),118009455.43333332,10.3,90,0.7,240835623.33333334,240835623.33333334,48167124.66666667,21.0,0,6,183193300.0,948040045.9999998,2020-06-30,SOUTH AFRICA,HIGH,118009455.43333332,0.5610856615116693,30.0,True,2020-06-30
KUMBA IRON ORE (SOUTH AFRICA),118008856.62229998,463.1,90,0.7,240834401.27,240834401.27,48166880.25400001,21.0,0,6,119054302.4,475539680.0000003,2020-06-30,SOUTH AFRICA,HIGH,118008856.62229998,0.5610828144153622,31.0,True,2020-06-30
SHOPRITE HOLDINGS (SOUTH AFRICA),116674865.26243332,106.65,90,0.7,238111969.92333335,238111969.92333335,47622393.984666675,21.0,0,6,284649900.0,1633168000.000004,2020-06-30,SOUTH AFRICA,HIGH,116674865.26243332,0.5547402427811385,32.0,True,2020-06-30
