Date,Index Level
2016-09-01,1000.0
2016-09-02,1024.6088493641466
2016-09-05,1024.2029964636731
2016-09-06,1032.514860704111
2016-09-07,1045.6533002099998
2016-09-08,1048.187659501026
2016-09-09,1046.2285398795652
2016-09-12,1027.2705712248162
2016-09-13,1037.4206142371331
2016-09-14,1022.3715126973261
2016-09-15,1013.8760147562093
2016-09-16,982.0569383074635
2016-09-19,1006.0599553622632
2016-09-20,1024.2671654444089
2016-09-21,1011.4019587765277
2016-09-22,1020.3625348014214
2016-09-23,1023.9818142180925
2016-09-26,1006.8375356089826
2016-09-27,998.6321310535996
2016-09-28,994.4554179419345
2016-09-29,1019.8751482712298
2016-09-30,1005.1240978885456
2016-10-03,1005.1240978885456
2016-10-04,1027.846531653217
2016-10-05,1033.6474291438867
2016-10-06,1043.3434555358042
2016-10-07,1048.7698962504533
2016-10-10,1058.0885328245672
2016-10-11,1049.8580692198268
2016-10-12,1053.4790984376878
2016-10-13,1030.833997362842
2016-10-14,1044.0560920809814
2016-10-17,1046.6251145072324
2016-10-18,1063.1076929775045
2016-10-19,1069.5419108017336
2016-10-20,1066.5555342770767
2016-10-21,1069.7762788030348
2016-10-24,1071.7044573571307
2016-10-25,1070.9287934959173
2016-10-26,1062.6416327017039
2016-10-27,1061.3878846636424
2016-10-28,1034.382721080587
2016-10-31,1024.6726929525066
2016-11-01,1024.6726929525066
2016-11-02,1023.2345889854495
2016-11-03,1028.8996244459154
2016-11-04,1020.4594628764878
2016-11-07,1030.9603256746277
2016-11-08,1033.8668241794674
2016-11-09,1026.818928199758
2016-11-10,1034.581747491451
2016-11-11,1020.8970574565535
2016-11-14,1012.4275770974525
2016-11-15,1018.7564065241213
2016-11-16,1026.1260728740765
2016-11-17,1032.0144610600055
2016-11-18,1032.2052990348882
2016-11-21,1028.0516534727924
2016-11-22,1035.30103064114
2016-11-23,1025.312963421372
2016-11-24,1022.874990260056
2016-11-25,1022.695873410174
2016-11-28,1020.9649340178597
2016-11-29,1015.2271529331192
2016-11-30,1011.8160181870959
2016-12-01,1011.8160181870959
2016-12-02,1011.900297370167
2016-12-04,1012.5697047797719
2016-12-05,1013.2792774831368
2016-12-06,1006.6126774368247
2016-12-07,1008.2317725352315
2016-12-08,1013.4088757860185
2016-12-09,1014.400750479191
2016-12-12,1012.4243759350697
2016-12-13,1019.814053422426
2016-12-14,1024.0899452199606
2016-12-15,1018.8755340429371
2016-12-16,1015.6954251858278
2016-12-18,1016.0592086590103
2016-12-19,1016.9178619081647
2016-12-20,1020.5171443668468
2016-12-21,1025.3528022210173
2016-12-22,1021.6983553636983
2016-12-23,1015.4758272321998
2016-12-25,1013.2553902309543
2016-12-26,1012.6794006122459
2016-12-27,1013.8736333094934
2016-12-28,1025.514425599407
2016-12-29,1031.5455980637537
2016-12-30,1036.769617197631
2017-01-03,1036.769617197631
2017-01-04,1036.3527396603592
2017-01-05,1039.29347901949
2017-01-06,1044.213871877177
2017-01-08,1044.841154102197
2017-01-09,1043.1729730408997
2017-01-10,1042.3575853538762
2017-01-11,1047.0251506204158
2017-01-12,1047.1248500254687
2017-01-13,1050.0419338861007
2017-01-15,1050.7532447040787
2017-01-16,1052.8704712433512
2017-01-17,1050.046842092895
2017-01-18,1049.6986728230975
2017-01-19,1042.7209120498042
2017-01-20,1041.9762743013407
2017-01-22,1040.2067460180822
2017-01-23,1046.944818314605
2017-01-24,1050.3466961865274
2017-01-25,1051.3088772483663
2017-01-26,1056.6890673095127
2017-01-27,1052.9941108576434
2017-01-29,1054.0333947231495
2017-01-30,1047.3797271840403
2017-01-31,1043.7438115536363
2017-02-01,1043.7438115536363
2017-02-02,1047.5365928450526
2017-02-03,1043.6659354269177
2017-02-05,1042.8515648774355
2017-02-06,1037.8698339570428
2017-02-07,1041.049652858021
2017-02-08,1041.8473820708775
2017-02-09,1041.2535520589092
2017-02-10,1046.8282797320496
2017-02-12,1045.4344517659974
2017-02-13,1045.255796301626
2017-02-14,1033.267551897504
2017-02-15,1034.9417181334761
2017-02-16,1035.266127271114
2017-02-17,1033.4243798268722
2017-02-19,1032.8525195468653
2017-02-20,1037.211587367938
2017-02-21,1039.0829223834587
2017-02-22,1034.3116217419354
2017-02-23,1036.8693102029738
2017-02-24,1030.6506480136534
2017-02-26,1031.0225694838205
2017-02-27,1033.358997435782
2017-02-28,1027.4471303598775
2017-03-01,1027.4471303598775
2017-03-02,1037.1215072966722
2017-03-03,1038.1531075908474
2017-03-05,1039.5661437520207
2017-03-06,1041.1843922928872
2017-03-07,1044.6046857928925
2017-03-08,1041.2795659031622
2017-03-09,1034.6859052142356
2017-03-10,1039.5335540975143
