Date,Conservative,Balanced,Growth,Aggressive
2016-12-02,0.0001512221737142605,0.0003068265756992927,0.00046243097768432494,0.0008613169781368502
2016-12-04,0.0008441546110180997,0.001202283946551086,0.0015604132820840723,0.002452181624679639
2016-12-05,0.0008336424781384632,0.001069227584241572,0.0013048126903446812,0.001878689833471947
2016-12-06,-0.006404325001255984,-0.006039157130541595,-0.005673989259827206,-0.004753393237536541
2016-12-07,0.00040903411174675314,-0.0019488497949167402,-0.004306733701580234,-0.010180960654645688
2016-12-08,0.004806131130743618,0.004120832016747689,0.003435532902751759,0.0017083388915140054
2016-12-09,0.001658413009551185,0.00297431674482429,0.004290220480097396,0.007558269422359487
2016-12-12,-0.001464564691456549,-0.0005005543038570925,0.00046345608374236407,0.002871734625349731
2016-12-13,0.006993228889204772,0.006391413502979226,0.0057895981167536805,0.004289915134853883
2016-12-14,0.003802479608902409,0.00304801555093599,0.00229355149296957,0.00042049484463779784
2016-12-15,-0.00443206200849835,-0.0030775497911106568,-0.001723037573722963,0.0016808099166802923
2016-12-16,-0.0024135600696449933,-0.0010431532125071419,0.00032725364463070955,0.0037308396442883307
2016-12-18,0.0003251657617205694,0.0002619127470540938,0.00019865973238761825,4.18968954645216e-05
2016-12-19,0.0012884248373681074,0.0021512197981014445,0.003014014758834782,0.005159056706214082
2016-12-20,0.0035531017427640416,0.003565400718185163,0.003577699693606284,0.003600898199147995
2016-12-21,0.004661743114769567,0.004535013487915851,0.004408283861062134,0.004104790490562671
2016-12-22,-0.0028768794279098843,-0.00153113852789728,-0.00018539762788467588,0.0031646172420940477
2016-12-23,-0.005450473492321128,-0.004200781228570749,-0.00295108896482037,0.0001580843509985105
2016-12-25,-0.0015963147516381837,-0.0004519016529622389,0.0006925114457137061,0.0035354678987353783
2016-12-26,-0.0006175067061685469,-0.0007148913154872427,-0.0008122759248059385,-0.001055377578650929
2016-12-27,0.001649419341720959,0.00256979854408379,0.003490177746446621,0.005781176143833555
2016-12-28,0.010740126616417765,0.009267891183902099,0.0077956557513864325,0.004120324976811363
2016-12-29,0.005514463262859359,0.004797913467149306,0.004081363671439253,0.002298370110360937
2016-12-30,0.00478452963166871,0.004251763502716277,0.0037189973737638436,0.00240043325562489
2017-01-03,0.0,0.0,0.0,0.0
2017-01-04,-0.0005455808204987034,-0.0008262116305509325,-0.0011068424406031618,-0.001805246791364623
2017-01-05,0.00282703230538035,0.0028285334969041062,0.0028300346884278624,0.00284509131498889
2017-01-06,0.004092926066190039,0.002829075995769814,0.0015652259253495892,-0.0015848870976243876
2017-01-08,0.00047815910862489817,0.00024184543875678256,5.531768888666906e-06,-0.0005808463689935817
2017-01-09,-0.0013649854007957484,-0.000893421453021337,-0.00042185750524692534,0.0007612315352512055
2017-01-10,-0.0009680155002630863,-0.0013506201264549711,-0.0017332247526468559,-0.0026946650140371453
2017-01-11,0.003918541844344581,0.0028126353128578806,0.0017067287813711807,-0.0010516401068122459
2017-01-12,-0.00015388272062378806,-0.0006409178385167969,-0.0011279529564098055,-0.002339953994268673
2017-01-13,0.0021629729913226203,0.0009416800270045212,-0.00027961293731357804,-0.0033206615235776837
2017-01-15,0.0006247320172712233,0.0005244716218558709,0.0004242112264405185,0.00017610984336879912
2017-01-16,0.0014255058088248893,0.00025647545721908533,-0.0009125548943867191,-0.003830191014444817
2017-01-17,-0.0023368684419368233,-0.001649124650346423,-0.0009613808587560224,0.0007568799021737681
2017-01-18,-1.0449353213037454e-06,0.000626318400944792,0.0012536817372108878,0.002805241692634297
2017-01-19,-0.006965514819321117,-0.007595925487610821,-0.008226336155900526,-0.00979944744982375
2017-01-20,-0.000764516523341796,-0.0008715860704000322,-0.0009786556174582685,-0.00124947722081159
2017-01-22,-0.0015077049498959047,-0.001142720893821536,-0.0007777368377471672,0.00012667788570208663
2017-01-23,0.005715620015203682,0.004197716318936873,0.0026798126226700637,-0.0011118905267796238
2017-01-24,0.0023379449952581786,0.0005371624800579401,-0.0012636200351422988,-0.005754574299129289
2017-01-25,0.00042303038005407905,-0.0005184495432631109,-0.0014599294665803009,-0.003791339171656305
2017-01-26,0.004403398192733499,0.0029980540681462165,0.0015927099435589344,-0.001909109445497936
2017-01-27,-0.0035638297852112477,-0.0036787207370861164,-0.003793611688960985,-0.0040711848441072895
2017-01-29,0.0009226370949146689,0.0008006792519384521,0.000678721408962235,0.00037719053627793825
2017-01-30,-0.005824161604409017,-0.004893171636613625,-0.003962181668818232,-0.0016576277059279225
2017-01-31,-0.0034693679633231,-0.003487365305168344,-0.003505362647013588,-0.0035614264707914955
2017-02-01,0.0,0.0,0.0,0.0
2017-02-02,0.0028082851241238767,0.0012389185010571958,-0.00033044812200948574,-0.00421300913531808
2017-02-03,-0.004205390106634388,-0.005182024130235697,-0.006158658153837005,-0.008578179385055007
2017-02-05,-0.0006292358005858367,-0.00034004054132129595,-5.0845282056755094e-05,0.0006656781934157863
2017-02-06,-0.004146617276444287,-0.0029136391457043167,-0.0016806610149643463,0.0013878628501522436
2017-02-07,0.0026340894967690873,0.0017884004623734296,0.0009427114279777715,-0.0011646516239427471
2017-02-08,0.000553977925234883,0.00013925253875821667,-0.0002754728477184499,-0.0013073529985065946
2017-02-09,-0.0007552454765725746,-0.0011324245066135718,-0.001509603536654569,-0.0024558730780546156
