Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),NonZeroVolumeDays90d,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),OK,484065174.14672697,25.37349788892498,81,81,484065174.14672697,484065174.14672697,96813034.8293454,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,484065174.14672697,1.0,True,2021-04-30
DELTA CORPORATION LIMITED (ZIMBABWE),OK,467379837.040404,1400.630303030303,86,86,467379837.040404,467379837.040404,93475967.40808082,30,,,,,2021-04-30,2021-03-31,2021-04-30,ZIMBABWE,LOW,467379837.040404,2.0,True,2021-04-30
INNSCOR AFRICA (ZIMBABWE),OK,366956579.3636363,2185.278787878788,84,84,366956579.3636363,366956579.3636363,73391315.87272726,30,,,,,2021-04-30,2021-03-31,2021-04-30,ZIMBABWE,LOW,366956579.3636363,3.0,True,2021-04-30
NASPERS (SOUTH AFRICA),OK,268162969.15729728,47.79284399696871,81,81,268162969.15729728,268162969.15729728,53632593.83145946,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,268162969.15729728,4.0,True,2021-04-30
PPC (SOUTH AFRICA),OK,224384868.88886175,16.23903864891199,81,81,224384868.88886175,224384868.88886175,44876973.77777235,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,224384868.88886175,5.0,True,2021-04-30
TN CYBERTECH INVESTMENTS HOLDINGS (ZIMBABWE),OK,163324792.69696966,415.7878787878788,86,86,163324792.69696966,163324792.69696966,32664958.53939393,30,,,,,2021-04-30,2021-03-31,2021-04-30,ZIMBABWE,LOW,163324792.69696966,6.0,True,2021-04-30
SIBANYE STILLWATER (SOUTH AFRICA),OK,81358723.48094112,4.398072967413663,81,81,81358723.48094112,81358723.48094112,16271744.696188224,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,81358723.48094112,7.0,True,2021-04-30
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,66053007.08215105,18.52130020569449,81,81,66053007.08215105,66053007.08215105,13210601.41643021,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,66053007.08215105,8.0,True,2021-04-30
ANGLO AMERICAN (SOUTH AFRICA),OK,53229052.899913706,38.06024683338747,81,81,53229052.899913706,53229052.899913706,10645810.579982743,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,53229052.899913706,9.0,True,2021-04-30
FIRSTRAND (SOUTH AFRICA),OK,43156307.474277765,3.421700768647829,81,81,43156307.474277765,43156307.474277765,8631261.494855553,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,43156307.474277765,10.0,True,2021-04-30
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,41049913.30496137,21.77655082819097,81,81,41049913.30496137,41049913.30496137,8209982.660992274,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,41049913.30496137,11.0,True,2021-04-30
MTN GROUP (SOUTH AFRICA),OK,40974375.88590995,5.876502111075024,81,81,40974375.88590995,40974375.88590995,8194875.177181991,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,40974375.88590995,12.0,True,2021-04-30
STANDARD BANK GROUP (SOUTH AFRICA),OK,34578624.02636108,8.486927573887627,81,81,34578624.02636108,34578624.02636108,6915724.805272216,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,34578624.02636108,13.0,True,2021-04-30
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,32861581.776999198,37.99867381184367,81,81,32861581.776999198,32861581.776999198,6572316.35539984,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,32861581.776999198,14.0,True,2021-04-30
BLUE LABEL TELECOMS (SOUTH AFRICA),OK,30788939.311263695,28.28299231352171,81,81,30788939.311263695,30788939.311263695,6157787.862252739,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,30788939.311263695,15.0,True,2021-04-30
GOLD FIELDS (SOUTH AFRICA),OK,30630299.692072146,9.304292519216196,81,81,30630299.692072146,30630299.692072146,6126059.938414429,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,30630299.692072146,16.0,True,2021-04-30
ABSA (SOUTH AFRICA),OK,27624105.585414894,8.531584930172134,81,81,27624105.585414894,27624105.585414894,5524821.1170829795,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,27624105.585414894,17.0,True,2021-04-30
CAPITEC BANK (SOUTH AFRICA),OK,26250625.57224431,95.3948792898127,81,81,26250625.57224431,26250625.57224431,5250125.114448862,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,26250625.57224431,18.0,True,2021-04-30
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),OK,23895181.5846351,17.41501569773736,81,81,23895181.5846351,23895181.5846351,4779036.31692702,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,23895181.5846351,19.0,True,2021-04-30
GRINDROD (SOUTH AFRICA),OK,23776039.071432184,30.78651077189564,81,81,23776039.071432184,23776039.071432184,4755207.814286437,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,23776039.071432184,20.0,True,2021-04-30
SANLAM (SOUTH AFRICA),OK,22466587.814822778,4.027958211540544,81,81,22466587.814822778,22466587.814822778,4493317.562964556,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,22466587.814822778,21.0,True,2021-04-30
BID CORPORATION (SOUTH AFRICA),OK,19377584.687037516,19.35219768323049,81,81,19377584.687037516,19377584.687037516,3875516.9374075034,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,19377584.687037516,22.0,True,2021-04-30
BID CORP (SOUTH AFRICA),OK,19377584.687037516,19.35219768323049,81,81,19377584.687037516,19377584.687037516,3875516.9374075034,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,19377584.687037516,23.0,True,2021-04-30
GLENCORE (SOUTH AFRICA),OK,19224039.102041204,3.761367327054239,81,81,19224039.102041204,19224039.102041204,3844807.820408241,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,19224039.102041204,24.0,True,2021-04-30
SHOPRITE HOLDINGS (SOUTH AFRICA),OK,18200042.498596933,10.63115730215438,81,81,18200042.498596933,18200042.498596933,3640008.499719387,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,18200042.498596933,25.0,True,2021-04-30
CLICKS (SOUTH AFRICA),OK,17075242.69340848,16.26610371332684,81,81,17075242.69340848,17075242.69340848,3415048.5386816966,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,17075242.69340848,26.0,True,2021-04-30
VODACOM (SOUTH AFRICA),OK,16765130.6966249,8.543087582548447,81,81,16765130.6966249,16765130.6966249,3353026.13932498,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,16765130.6966249,27.0,True,2021-04-30
MR PRICE (SOUTH AFRICA),OK,15905773.858228527,13.10016780339937,81,81,15905773.858228527,15905773.858228527,3181154.7716457057,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,15905773.858228527,28.0,True,2021-04-30
DISCOVERY HOLDINGS (SOUTH AFRICA),OK,15649530.881271452,8.97071560030313,81,81,15649530.881271452,15649530.881271452,3129906.1762542906,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,15649530.881271452,29.0,True,2021-04-30
OLD MUTUAL (SOUTH AFRICA),OK,14172794.43152341,0.7314333658114107,81,81,14172794.43152341,14172794.43152341,2834558.886304682,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,14172794.43152341,30.0,True,2021-04-30
BIDVEST (SOUTH AFRICA),OK,13680904.689991742,11.52904081411714,81,81,13680904.689991742,13680904.689991742,2736180.937998349,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,13680904.689991742,31.0,True,2021-04-30
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),OK,13048844.889033973,4.235682580924543,81,81,13048844.889033973,13048844.889033973,2609768.977806795,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,13048844.889033973,32.0,True,2021-04-30
WOOLWORTHS HOLDINGS (SOUTH AFRICA),OK,12900995.2023987,3.34591858828624,81,81,12900995.2023987,12900995.2023987,2580199.04047974,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,12900995.2023987,33.0,True,2021-04-30
SPAR (SOUTH AFRICA),OK,12898107.911785651,12.84846270434124,81,81,12898107.911785651,12898107.911785651,2579621.5823571305,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,12898107.911785651,34.0,True,2021-04-30
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),OK,12684591.942632616,9.76778174732056,81,81,12684591.942632616,12684591.942632616,2536918.3885265235,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,12684591.942632616,35.0,True,2021-04-30
EXXARO RESOURCES (SOUTH AFRICA),OK,12553925.768245948,11.4025116379777,81,81,12553925.768245948,12553925.768245948,2510785.15364919,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,12553925.768245948,36.0,True,2021-04-30
MONDI (SOUTH AFRICA),OK,11738678.330228014,25.58257551152972,81,81,11738678.330228014,11738678.330228014,2347735.666045603,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,11738678.330228014,37.0,True,2021-04-30
KUMBA IRON ORE (SOUTH AFRICA),OK,11729732.092698948,41.1727292410956,81,81,11729732.092698948,11729732.092698948,2345946.41853979,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,11729732.092698948,38.0,True,2021-04-30
TRUWORTHS INT (SOUTH AFRICA),OK,10647229.52749913,3.236981704016456,81,81,10647229.52749913,10647229.52749913,2129445.905499826,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,10647229.52749913,39.0,True,2021-04-30
GROWTHPOINT PROPERTIES (SOUTH AFRICA),OK,9689453.638968028,0.8931471256901591,81,81,9689453.638968028,9689453.638968028,1937890.7277936058,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,9689453.638968028,40.0,True,2021-04-30
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),OK,9521703.081396336,18.81766266103714,81,81,9521703.081396336,9521703.081396336,1904340.6162792672,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,9521703.081396336,41.0,True,2021-04-30
REMGRO (SOUTH AFRICA),OK,9491033.252012484,6.897531666125365,81,81,9491033.252012484,9491033.252012484,1898206.6504024968,30,,,,,2021-04-30,2021-03-31,2021-04-30,SOUTH AFRICA,HIGH,9491033.252012484,42.0,True,2021-04-30
