Date,ObservationDate,ImplementationDate,Company,Country,Weight,Liquidity,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,Rank,Dividend_Status,Price,Trading Days (90d),StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Regime,RawLiquidity
2026-01-31,2025-12-31,2026-01-31,REINET INVEST (SOUTH AFRICA),SOUTH AFRICA,0.002195585280516417,12042982.60256872,12042982.60256872,12042982.60256872,2408596.520513745,30,31,OK,35.01056051303751,85,,,,,HIGH,12042982.60256872
2026-01-31,2025-12-31,2026-01-31,WOOLWORTHS HOLDINGS (SOUTH AFRICA),SOUTH AFRICA,0.002015308974413136,11054150.8603799,11054150.8603799,11054150.8603799,2210830.172075981,30,32,OK,3.380329980569139,85,,,,,HIGH,11054150.8603799
2026-01-31,2025-12-31,2026-01-31,BIDVEST (SOUTH AFRICA),SOUTH AFRICA,0.001944113483660031,10663637.19455713,10663637.19455713,10663637.19455713,2132727.438911427,30,33,OK,14.33561726938151,85,,,,,HIGH,10663637.19455713
2026-01-31,2025-12-31,2026-01-31,VODACOM (SOUTH AFRICA),SOUTH AFRICA,0.001884054841683414,10334210.14525201,10334210.14525201,10334210.14525201,2066842.029050401,30,34,OK,8.529900527754018,85,,,,,HIGH,10334210.14525201
2026-01-31,2025-12-31,2026-01-31,TIGER BRANDS (SOUTH AFRICA),SOUTH AFRICA,0.001815148944162379,9956255.104095493,9956255.104095493,9956255.104095493,1991251.020819099,30,35,OK,22.10373629080013,85,,,,,HIGH,9956255.104095493
2026-01-31,2025-12-31,2026-01-31,REMGRO (SOUTH AFRICA),SOUTH AFRICA,0.001621660752083234,8894954.979846377,8894954.979846377,8894954.979846377,1778990.995969275,30,36,OK,10.96253085305645,85,,,,,HIGH,8894954.979846377
2026-01-31,2025-12-31,2026-01-31,OUTSURANCE (SOUTH AFRICA),SOUTH AFRICA,0.001603829365613775,8797148.222378561,8797148.222378561,8797148.222378561,1759429.644475712,30,37,OK,4.325615114421152,85,,,,,HIGH,8797148.222378561
2026-01-31,2025-12-31,2026-01-31,FOSCHINI (SOUTH AFRICA),SOUTH AFRICA,0.001545109839571644,8475066.34433366,8475066.34433366,8475066.34433366,1695013.268866732,30,38,OK,5.067476819085343,85,,,,,HIGH,8475066.34433366
2026-01-31,2025-12-31,2026-01-31,GROWTHPOINT PROPERTIES (SOUTH AFRICA),SOUTH AFRICA,0.0013783580705947,7560417.903866543,7560417.903866543,7560417.903866543,1512083.580773309,30,39,OK,1.035829686902972,85,,,,,HIGH,7560417.903866543
2026-01-31,2025-12-31,2026-01-31,ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),SOUTH AFRICA,0.001366448650607083,7495093.664817252,7495093.664817252,7495093.664817252,1499018.73296345,30,40,OK,7.049798900547674,85,,,,,HIGH,7495093.664817252
2026-01-31,2025-12-31,2026-01-31,INVESTEC (SOUTH AFRICA),SOUTH AFRICA,0.001345076751775174,7377866.878820579,7377866.878820579,7377866.878820579,1475573.375764116,30,41,OK,7.37455203082378,85,,,,,HIGH,7377866.878820579
2026-01-31,2025-12-31,2026-01-31,MONDI (SOUTH AFRICA),SOUTH AFRICA,0.001259885034783037,6910582.654097618,6910582.654097618,6910582.654097618,1382116.530819524,30,42,OK,12.28991400078351,85,,,,,HIGH,6910582.654097618
2026-01-31,2025-12-31,2026-01-31,CHOPPIES ENTERPRISES LIMITED (SOUTH AFRICA),SOUTH AFRICA,0.001244724312305076,6827424.728662121,6827424.728662121,6827424.728662121,1365484.945732424,30,43,OK,47.8678870462737,85,,,,,HIGH,6827424.728662121
2026-01-31,2025-12-31,2026-01-31,KUMBA IRON ORE (SOUTH AFRICA),SOUTH AFRICA,0.001093962548278957,6000482.902529971,6000482.902529971,6000482.902529971,1200096.580505994,30,45,OK,21.19104719604646,85,,,,,HIGH,6000482.902529971
2026-01-31,2025-12-31,2026-01-31,TRUWORTHS INT (SOUTH AFRICA),SOUTH AFRICA,0.0009413032171947858,5163132.750531305,5163132.750531305,5163132.750531305,1032626.550106261,30,49,OK,3.436467603460733,85,,,,,HIGH,5163132.750531305
2026-01-31,2025-12-31,2026-01-31,EXXARO RESOURCES (SOUTH AFRICA),SOUTH AFRICA,0.0009249478405673661,5073422.039710659,5073422.039710659,5073422.039710659,1014684.407942132,30,50,OK,10.80498333074778,85,,,,,HIGH,5073422.039710659
2026-01-31,2025-12-31,2026-01-31,AFRICAN RAINBOW MINERALS (SOUTH AFRICA),SOUTH AFRICA,0.0008010708360958341,4393945.536134313,4393945.536134313,4393945.536134313,878789.1072268626,30,51,OK,12.00620773455717,85,,,,,HIGH,4393945.536134313
2026-01-31,2025-12-31,2026-01-31,SPAR (SOUTH AFRICA),SOUTH AFRICA,0.000641589421101136,3519175.64071834,3519175.64071834,3519175.64071834,703835.1281436681,30,53,OK,5.764669877577727,85,,,,,HIGH,3519175.64071834
2026-01-31,2025-12-31,2026-01-31,LIFE HEALTHCARE (SOUTH AFRICA),SOUTH AFRICA,0.0006289873551157229,3450052.176116201,3450052.176116201,3450052.176116201,690010.4352232403,30,55,OK,0.687534972833616,85,,,,,HIGH,3450052.176116201
2026-01-31,2025-12-31,2026-01-31,AVI (SOUTH AFRICA),SOUTH AFRICA,0.0006209981553733171,3406230.697460811,3406230.697460811,3406230.697460811,681246.1394921623,30,56,OK,6.368300231250788,85,,,,,HIGH,3406230.697460811
2026-01-31,2025-12-31,2026-01-31,THUNGELA RESOURSES (SOUTH AFRICA),SOUTH AFRICA,0.0005885671928294339,3228343.953016669,3228343.953016669,3228343.953016669,645668.7906033339,30,57,OK,5.79485139526138,86,,,,,HIGH,3228343.953016669
2026-01-31,2025-12-31,2026-01-31,SANTAM (SOUTH AFRICA),SOUTH AFRICA,0.0004792877852218255,2628936.580269163,2628936.580269163,2628936.580269163,525787.3160538325,30,61,OK,25.80217946775497,85,,,,,HIGH,2628936.580269163
2026-01-31,2025-12-31,2026-01-31,QUILTER (SOUTH AFRICA),SOUTH AFRICA,0.0004402867628018866,2415012.466888678,2415012.466888678,2415012.466888678,483002.4933777356,30,63,OK,2.44772108414426,85,,,,,HIGH,2415012.466888678
2026-01-31,2025-12-31,2026-01-31,RAUBEX (SOUTH AFRICA),SOUTH AFRICA,0.000263537857071831,1445528.832789318,1445528.832789318,1445528.832789318,289105.7665578636,30,71,OK,2.689776855967158,85,,,,,HIGH,1445528.832789318
