Company,Date,OriginalDividend,SanitizedDividend,PrevPrice,OriginalImpact,Action
KCB GROUP KENYA (KENYA),2016-09-12,1.0,1.0,,,missing_prev_price
KCB GROUP KENYA (KENYA),2017-04-21,2.0,2.0,34.0,0.058823529411764705,keep
KCB GROUP KENYA (KENYA),2017-09-11,1.0,1.0,,,missing_prev_price
KCB GROUP KENYA (KENYA),2018-04-26,2.0,2.0,52.0,0.038461538461538464,keep
KCB GROUP KENYA (KENYA),2018-09-11,1.0,1.0,42.5,0.023529411764705882,keep
KCB GROUP KENYA (KENYA),2019-04-26,2.5,2.5,45.0,0.05555555555555555,keep
KCB GROUP KENYA (KENYA),2019-09-11,1.0,1.0,37.9,0.026385224274406333,keep
KCB GROUP KENYA (KENYA),2020-04-24,2.5,2.5,36.65,0.06821282401091405,keep
KCB GROUP KENYA (KENYA),2021-04-26,1.0,1.0,,,missing_prev_price
KCB GROUP KENYA (KENYA),2021-12-09,1.0,1.0,42.75,0.023391812865497075,keep
KCB GROUP KENYA (KENYA),2022-04-25,1.0,1.0,,,missing_prev_price
KCB GROUP KENYA (KENYA),2022-04-26,2.0,2.0,42.5,0.047058823529411764,keep
KCB GROUP KENYA (KENYA),2022-12-08,1.0,1.0,37.5,0.02666666666666667,keep
KCB GROUP KENYA (KENYA),2023-04-06,1.0,1.0,36.0,0.027777777777777776,keep
KCB GROUP KENYA (KENYA),2024-09-12,1.5,1.5,34.5,0.043478260869565216,keep
KCB GROUP KENYA (KENYA),2025-04-03,1.5,1.5,41.9,0.03579952267303103,keep
KCB GROUP KENYA (KENYA),2025-09-03,4.0,4.0,54.0,0.07407407407407407,keep
KCB GROUP KENYA (KENYA),2026-04-02,3.0,3.0,,,missing_prev_price
KENYA ELECTRICITY GENERATING CO (KENYA),2018-11-29,0.4,0.4,7.0,0.05714285714285715,keep
KENYA ELECTRICITY GENERATING CO (KENYA),2019-11-21,0.25,0.25,6.0,0.041666666666666664,keep
KENYA ELECTRICITY GENERATING CO (KENYA),2021-04-23,0.3,0.3,4.49,0.06681514476614699,keep
KENYA ELECTRICITY GENERATING CO (KENYA),2021-12-17,0.3,0.3,4.48,0.06696428571428571,keep
KENYA ELECTRICITY GENERATING CO (KENYA),2023-01-27,0.2,0.2,3.08,0.06493506493506494,keep
KENYA ELECTRICITY GENERATING CO (KENYA),2023-12-01,0.0003,0.0003,2.3,0.00013043478260869564,keep
KENYA ELECTRICITY GENERATING CO (KENYA),2024-11-29,0.00065,0.00065,3.98,0.00016331658291457286,keep
KENYA ELECTRICITY GENERATING CO (KENYA),2025-12-05,0.9,0.9,9.64,0.09336099585062241,keep
KENYA POWER (KENYA),2016-12-01,0.3,0.3,8.85,0.03389830508474576,keep
KENYA POWER (KENYA),2017-12-01,0.5,0.5,10.7,0.04672897196261683,keep
KENYA POWER (KENYA),2025-03-03,0.2,0.2,,,missing_prev_price
KENYA POWER (KENYA),2025-12-03,0.0008,0.0008,6.45,0.00012403100775193799,keep
KENYA POWER (KENYA),2026-02-24,0.3,0.3,8.575,0.03498542274052478,keep
NCBA GROUP KENYA (KENYA),2016-04-21,1.0,1.0,38.5,0.025974025974025976,keep
NCBA GROUP KENYA (KENYA),2016-09-29,0.25,0.25,25.5,0.00980392156862745,keep
NCBA GROUP KENYA (KENYA),2017-04-21,1.0,1.0,26.5,0.03773584905660377,keep
NCBA GROUP KENYA (KENYA),2017-09-29,0.25,0.25,38.75,0.0064516129032258064,keep
NCBA GROUP KENYA (KENYA),2018-04-21,1.0,1.0,42.5,0.023529411764705882,keep
NCBA GROUP KENYA (KENYA),2018-09-29,0.25,0.25,24.5,0.01020408163265306,keep
NCBA GROUP KENYA (KENYA),2020-04-30,0.25,0.25,28.0,0.008928571428571428,keep
NCBA GROUP KENYA (KENYA),2021-04-21,1.5,1.5,26.7,0.056179775280898875,keep
NCBA GROUP KENYA (KENYA),2021-09-29,0.75,0.75,26.7,0.028089887640449437,keep
NCBA GROUP KENYA (KENYA),2022-05-04,2.25,2.25,,,missing_prev_price
NCBA GROUP KENYA (KENYA),2022-09-16,2.0,2.0,32.75,0.061068702290076333,keep
NCBA GROUP KENYA (KENYA),2023-09-15,1.75,1.75,40.3,0.043424317617866005,keep
NCBA GROUP KENYA (KENYA),2024-05-02,3.0,3.0,,,missing_prev_price
NCBA GROUP KENYA (KENYA),2024-09-12,2.25,2.25,43.95,0.051194539249146756,keep
NCBA GROUP KENYA (KENYA),2025-05-02,3.25,3.25,,,missing_prev_price
NCBA GROUP KENYA (KENYA),2025-09-19,2.5,2.5,71.0,0.035211267605633804,keep
SAFARICOM KENYA (KENYA),2021-03-08,0.45,0.45,,,missing_prev_price
SAFARICOM KENYA (KENYA),2021-08-02,0.92,0.92,,,missing_prev_price
SAFARICOM KENYA (KENYA),2022-03-18,0.64,0.64,34.95,0.01831187410586552,keep
SAFARICOM KENYA (KENYA),2022-08-01,0.75,0.75,,,missing_prev_price
SAFARICOM KENYA (KENYA),2023-03-16,0.58,0.58,18.0,0.03222222222222222,keep
SAFARICOM KENYA (KENYA),2023-07-31,0.62,0.62,,,missing_prev_price
SAFARICOM KENYA (KENYA),2024-03-18,0.55,0.55,,,missing_prev_price
SAFARICOM KENYA (KENYA),2024-08-01,0.65,0.65,15.9,0.040880503144654086,keep
SAFARICOM KENYA (KENYA),2025-03-04,0.55,0.55,18.1,0.03038674033149171,keep
SAFARICOM KENYA (KENYA),2025-08-01,0.65,0.65,26.3,0.024714828897338403,keep
SAFARICOM KENYA (KENYA),2026-02-26,0.85,0.85,33.1,0.025679758308157098,keep
STANBIC HOLDINGS KENYA (KENYA),2016-05-01,6.15,6.15,,,missing_prev_price
STANBIC HOLDINGS KENYA (KENYA),2017-05-01,5.25,5.25,,,missing_prev_price
STANBIC HOLDINGS KENYA (KENYA),2018-05-01,4.0,4.0,90.0,0.044444444444444446,keep
STANBIC HOLDINGS KENYA (KENYA),2018-09-01,1.25,1.25,100.0,0.0125,keep
STANBIC HOLDINGS KENYA (KENYA),2019-05-01,3.55,3.55,99.75,0.03558897243107769,keep
STANBIC HOLDINGS KENYA (KENYA),2019-09-01,1.25,1.25,,,missing_prev_price
STANBIC HOLDINGS KENYA (KENYA),2020-05-19,5.8,5.8,88.0,0.0659090909090909,keep
STANBIC HOLDINGS KENYA (KENYA),2021-05-24,3.8,3.8,,,missing_prev_price
STANBIC HOLDINGS KENYA (KENYA),2021-09-07,1.7,1.7,91.0,0.01868131868131868,keep
STANBIC HOLDINGS KENYA (KENYA),2022-05-23,7.3,7.3,,,missing_prev_price
STANBIC HOLDINGS KENYA (KENYA),2023-05-22,12.6,12.6,,,missing_prev_price
STANBIC HOLDINGS KENYA (KENYA),2023-09-05,1.15,1.15,111.5,0.01031390134529148,keep
STANBIC HOLDINGS KENYA (KENYA),2024-05-20,14.2,14.2,,,missing_prev_price
STANBIC HOLDINGS KENYA (KENYA),2024-09-03,1.84,1.84,116.75,0.015760171306209853,keep
STANBIC HOLDINGS KENYA (KENYA),2025-05-19,18.9,18.9,,,missing_prev_price
STANBIC HOLDINGS KENYA (KENYA),2025-09-03,3.8,3.8,183.0,0.02076502732240437,keep
STANBIC HOLDINGS KENYA (KENYA),2026-05-18,18.55,18.55,,,missing_prev_price
STANDARD CHARTERED BANK KENYA (KENYA),2016-04-28,17.0,17.0,191.0,0.08900523560209424,keep
STANDARD CHARTERED BANK KENYA (KENYA),2017-04-27,0.02,0.02,195.0,0.00010256410256410257,keep
STANDARD CHARTERED BANK KENYA (KENYA),2018-04-26,17.0,17.0,222.0,0.07657657657657657,keep
STANDARD CHARTERED BANK KENYA (KENYA),2019-04-26,19.0,19.0,215.25,0.08826945412311266,keep
STANDARD CHARTERED BANK KENYA (KENYA),2020-04-27,20.0,20.0,,,missing_prev_price
STANDARD CHARTERED BANK KENYA (KENYA),2021-04-26,10.5,10.5,,,missing_prev_price
STANDARD CHARTERED BANK KENYA (KENYA),2022-04-26,0.019,0.019,144.5,0.0001314878892733564,keep
STANDARD CHARTERED BANK KENYA (KENYA),2023-04-20,0.022,0.022,170.25,0.0001292217327459618,keep
STANDARD CHARTERED BANK KENYA (KENYA),2024-04-19,0.029,0.029,195.0,0.00014871794871794872,keep
STANDARD CHARTERED BANK KENYA (KENYA),2025-04-18,29.0,29.0,300.25,0.09658617818484597,keep
TOTALENERGIES MARKETING KENYA (KENYA),2016-06-13,0.77,0.77,,,missing_prev_price
TOTALENERGIES MARKETING KENYA (KENYA),2017-06-19,1.06,1.06,,,missing_prev_price
TOTALENERGIES MARKETING KENYA (KENYA),2018-06-28,1.3,1.3,32.75,0.03969465648854962,keep
TOTALENERGIES MARKETING KENYA (KENYA),2019-06-27,1.3,1.3,29.45,0.044142614601018676,keep
TOTALENERGIES MARKETING KENYA (KENYA),2020-06-29,1.3,1.3,,,missing_prev_price
TOTALENERGIES MARKETING KENYA (KENYA),2021-06-28,1.57,1.57,,,missing_prev_price
TOTALENERGIES MARKETING KENYA (KENYA),2022-07-01,1.31,1.31,23.45,0.055863539445629,keep
TOTALENERGIES MARKETING KENYA (KENYA),2023-06-16,1.31,1.31,21.45,0.061072261072261075,keep
TOTALENERGIES MARKETING KENYA (KENYA),2024-06-25,1.92,1.92,23.55,0.08152866242038216,keep
TOTALENERGIES MARKETING KENYA (KENYA),2025-06-30,1.92,1.92,,,missing_prev_price
ASCENCIA MAURITIUS (MAURITIUS),2015-06-15,0.27,0.27,,,missing_prev_price
ASCENCIA MAURITIUS (MAURITIUS),2016-05-30,0.31,0.31,,,missing_prev_price
ASCENCIA MAURITIUS (MAURITIUS),2017-02-26,0.2,0.2,,,missing_prev_price
ASCENCIA MAURITIUS (MAURITIUS),2017-06-15,0.3,0.3,11.95,0.02510460251046025,keep
ASCENCIA MAURITIUS (MAURITIUS),2018-01-03,0.3,0.3,,,missing_prev_price
ASCENCIA MAURITIUS (MAURITIUS),2018-06-13,0.45,0.45,17.45,0.025787965616045846,keep
ASCENCIA MAURITIUS (MAURITIUS),2018-11-22,0.35,0.35,17.4,0.020114942528735632,keep
ASCENCIA MAURITIUS (MAURITIUS),2019-06-16,0.47,0.47,,,missing_prev_price
ASCENCIA MAURITIUS (MAURITIUS),2019-11-26,0.37,0.37,20.65,0.01791767554479419,keep
ASCENCIA MAURITIUS (MAURITIUS),2020-07-07,0.16,0.16,17.4,0.009195402298850576,keep
ASCENCIA MAURITIUS (MAURITIUS),2020-12-27,0.17,0.17,,,missing_prev_price
ASCENCIA MAURITIUS (MAURITIUS),2021-07-13,0.47,0.47,28.0,0.016785714285714286,keep
ASCENCIA MAURITIUS (MAURITIUS),2021-11-22,0.37,0.37,,,missing_prev_price
ASCENCIA MAURITIUS (MAURITIUS),2022-07-01,0.53,0.53,29.4,0.018027210884353745,keep
ASCENCIA MAURITIUS (MAURITIUS),2022-11-22,0.4,0.4,25.0,0.016,keep
ASCENCIA MAURITIUS (MAURITIUS),2023-05-23,0.55,0.55,20.95,0.02625298329355609,keep
ASCENCIA MAURITIUS (MAURITIUS),2023-11-23,0.42,0.42,20.0,0.020999999999999998,keep
ASCENCIA MAURITIUS (MAURITIUS),2024-05-24,0.61,0.61,18.0,0.033888888888888885,keep
ASCENCIA MAURITIUS (MAURITIUS),2024-11-22,0.44,0.44,18.9,0.023280423280423283,keep
ASCENCIA MAURITIUS (MAURITIUS),2025-05-28,0.63,0.63,18.0,0.035,keep
ASCENCIA MAURITIUS (MAURITIUS),2025-11-21,0.46,0.46,18.9,0.02433862433862434,keep
CEIL MAURITIUS (MAURITIUS),2016-06-23,0.08,0.08,,,missing_prev_price
CEIL MAURITIUS (MAURITIUS),2016-12-21,0.05,0.05,6.5,0.007692307692307693,keep
CEIL MAURITIUS (MAURITIUS),2017-06-22,0.1,0.1,7.7,0.012987012987012988,keep
CEIL MAURITIUS (MAURITIUS),2017-12-20,0.06,0.06,7.16,0.008379888268156424,keep
CEIL MAURITIUS (MAURITIUS),2018-06-21,0.12,0.12,7.0,0.017142857142857144,keep
CEIL MAURITIUS (MAURITIUS),2018-12-19,0.06,0.06,6.58,0.00911854103343465,keep
CEIL MAURITIUS (MAURITIUS),2019-06-21,0.14,0.14,6.32,0.022151898734177215,keep
CEIL MAURITIUS (MAURITIUS),2021-07-08,0.05,0.05,5.32,0.009398496240601503,keep
CEIL MAURITIUS (MAURITIUS),2021-12-22,0.05,0.05,6.14,0.008143322475570033,keep
CEIL MAURITIUS (MAURITIUS),2022-06-23,0.12,0.12,6.7,0.017910447761194027,keep
CEIL MAURITIUS (MAURITIUS),2022-12-21,0.07,0.07,6.4,0.010937500000000001,keep
CEIL MAURITIUS (MAURITIUS),2023-06-22,0.16,0.16,6.5,0.024615384615384615,keep
CEIL MAURITIUS (MAURITIUS),2023-12-04,0.12,0.12,,,missing_prev_price
CEIL MAURITIUS (MAURITIUS),2024-06-21,0.16,0.16,7.32,0.02185792349726776,keep
CEIL MAURITIUS (MAURITIUS),2024-12-03,0.14,0.14,8.9,0.015730337078651686,keep
CEIL MAURITIUS (MAURITIUS),2025-06-20,0.24,0.24,8.5,0.028235294117647056,keep
CEIL MAURITIUS (MAURITIUS),2025-12-02,0.16,0.16,8.74,0.018306636155606407,keep
CIM FINANCIAL SERVICES MAURITIUS (MAURITIUS),2016-12-16,0.18,0.18,7.2,0.024999999999999998,keep
CIM FINANCIAL SERVICES MAURITIUS (MAURITIUS),2017-05-18,0.16,0.16,8.92,0.017937219730941704,keep
CIM FINANCIAL SERVICES MAURITIUS (MAURITIUS),2017-12-15,0.2,0.2,10.0,0.02,keep
CIM FINANCIAL SERVICES MAURITIUS (MAURITIUS),2018-05-17,0.18,0.18,10.0,0.018,keep
CIM FINANCIAL SERVICES MAURITIUS (MAURITIUS),2018-12-14,0.22,0.22,9.3,0.023655913978494623,keep
CIM FINANCIAL SERVICES MAURITIUS (MAURITIUS),2019-05-16,0.18,0.18,7.0,0.025714285714285714,keep
CIM FINANCIAL SERVICES MAURITIUS (MAURITIUS),2019-12-13,0.22,0.22,7.1,0.030985915492957747,keep
CIM FINANCIAL SERVICES MAURITIUS (MAURITIUS),2020-05-15,0.18,0.18,5.6,0.03214285714285715,keep
CIM FINANCIAL SERVICES MAURITIUS (MAURITIUS),2020-12-18,0.12,0.12,6.26,0.019169329073482427,keep
CIM FINANCIAL SERVICES MAURITIUS (MAURITIUS),2021-06-10,0.08,0.08,7.34,0.010899182561307902,keep
CIM FINANCIAL SERVICES MAURITIUS (MAURITIUS),2021-12-17,0.18,0.18,9.3,0.019354838709677417,keep
CIM FINANCIAL SERVICES MAURITIUS (MAURITIUS),2022-05-19,0.12,0.12,9.88,0.01214574898785425,keep
CIM FINANCIAL SERVICES MAURITIUS (MAURITIUS),2022-12-16,0.2,0.2,10.35,0.019323671497584544,keep
CIM FINANCIAL SERVICES MAURITIUS (MAURITIUS),2023-05-18,0.14,0.14,10.0,0.014000000000000002,keep
CIM FINANCIAL SERVICES MAURITIUS (MAURITIUS),2023-12-15,0.22,0.22,10.85,0.020276497695852536,keep
CIM FINANCIAL SERVICES MAURITIUS (MAURITIUS),2024-05-17,0.16,0.16,10.5,0.015238095238095238,keep
CIM FINANCIAL SERVICES MAURITIUS (MAURITIUS),2024-12-14,0.24,0.24,12.6,0.019047619047619046,keep
CIM FINANCIAL SERVICES MAURITIUS (MAURITIUS),2025-05-15,0.18,0.18,14.85,0.012121212121212121,keep
CIM FINANCIAL SERVICES MAURITIUS (MAURITIUS),2025-12-12,0.24,0.24,17.0,0.014117647058823528,keep
ENL LIMITED MAURITIUS (MAURITIUS),2016-06-23,0.38,0.38,,,missing_prev_price
ENL LIMITED MAURITIUS (MAURITIUS),2016-12-16,0.16,0.16,,,missing_prev_price
ENL LIMITED MAURITIUS (MAURITIUS),2017-06-21,0.4,0.4,,,missing_prev_price
ENL LIMITED MAURITIUS (MAURITIUS),2017-12-15,0.18,0.18,,,missing_prev_price
ENL LIMITED MAURITIUS (MAURITIUS),2018-06-20,0.42,0.42,,,missing_prev_price
ENL LIMITED MAURITIUS (MAURITIUS),2018-12-14,0.2,0.2,,,missing_prev_price
ENL LIMITED MAURITIUS (MAURITIUS),2019-06-19,0.45,0.45,30.15,0.01492537313432836,keep
ENL LIMITED MAURITIUS (MAURITIUS),2021-07-07,0.25,0.25,23.45,0.010660980810234541,keep
ENL LIMITED MAURITIUS (MAURITIUS),2021-12-16,0.1,0.1,20.5,0.004878048780487805,keep
ENL LIMITED MAURITIUS (MAURITIUS),2022-06-16,0.4,0.4,27.4,0.014598540145985403,keep
ENL LIMITED MAURITIUS (MAURITIUS),2022-12-15,0.15,0.15,23.0,0.006521739130434782,keep
ENL LIMITED MAURITIUS (MAURITIUS),2023-06-15,0.55,0.55,19.5,0.02820512820512821,keep
ENL LIMITED MAURITIUS (MAURITIUS),2023-12-14,0.2,0.2,20.1,0.009950248756218905,keep
ENL LIMITED MAURITIUS (MAURITIUS),2024-06-14,0.75,0.75,20.2,0.03712871287128713,keep
ENL LIMITED MAURITIUS (MAURITIUS),2024-12-12,0.25,0.25,23.75,0.010526315789473684,keep
ENL LIMITED MAURITIUS (MAURITIUS),2025-06-20,0.85,0.85,29.5,0.0288135593220339,keep
ENL LIMITED MAURITIUS (MAURITIUS),2025-12-12,0.28,0.28,6.3,0.04444444444444445,keep
IRELAND BLYTH MAURITIUS (MAURITIUS),2016-06-23,0.4,0.4,,,missing_prev_price
IRELAND BLYTH MAURITIUS (MAURITIUS),2016-11-28,0.18,0.18,,,missing_prev_price
IRELAND BLYTH MAURITIUS (MAURITIUS),2017-05-26,0.47,0.47,159.4,0.002948557089084065,keep
IRELAND BLYTH MAURITIUS (MAURITIUS),2017-11-28,0.2,0.2,182.4,0.0010964912280701754,keep
IRELAND BLYTH MAURITIUS (MAURITIUS),2018-06-19,0.53,0.53,199.6,0.002655310621242485,keep
IRELAND BLYTH MAURITIUS (MAURITIUS),2018-11-27,0.21,0.21,200.0,0.00105,keep
IRELAND BLYTH MAURITIUS (MAURITIUS),2019-06-19,0.56,0.56,212.0,0.0026415094339622643,keep
IRELAND BLYTH MAURITIUS (MAURITIUS),2019-11-29,0.22,0.22,222.0,0.000990990990990991,keep
IRELAND BLYTH MAURITIUS (MAURITIUS),2020-06-29,0.39,0.39,,,missing_prev_price
IRELAND BLYTH MAURITIUS (MAURITIUS),2020-12-18,0.11,0.11,184.0,0.0005978260869565217,keep
IRELAND BLYTH MAURITIUS (MAURITIUS),2021-07-05,0.33,0.33,,,missing_prev_price
IRELAND BLYTH MAURITIUS (MAURITIUS),2021-11-26,0.15,0.15,208.0,0.0007211538461538461,keep
IRELAND BLYTH MAURITIUS (MAURITIUS),2022-06-20,0.45,0.45,,,missing_prev_price
IRELAND BLYTH MAURITIUS (MAURITIUS),2022-12-20,0.16,0.16,200.0,0.0008,keep
IRELAND BLYTH MAURITIUS (MAURITIUS),2023-06-21,0.5,0.5,179.4,0.0027870680044593085,keep
IRELAND BLYTH MAURITIUS (MAURITIUS),2023-11-27,0.18,0.18,,,missing_prev_price
IRELAND BLYTH MAURITIUS (MAURITIUS),2024-06-20,0.55,0.55,172.2,0.0031939605110336824,keep
IRELAND BLYTH MAURITIUS (MAURITIUS),2024-11-28,0.2,0.2,152.0,0.0013157894736842105,keep
IRELAND BLYTH MAURITIUS (MAURITIUS),2025-06-10,0.56,0.56,124.0,0.004516129032258065,keep
IRELAND BLYTH MAURITIUS (MAURITIUS),2025-11-28,0.22,0.22,123.6,0.0017799352750809063,keep
LUX ISLAND RESTORTS MAURITIUS (MAURITIUS),2016-05-18,1.15,1.15,58.0,0.01982758620689655,keep
LUX ISLAND RESTORTS MAURITIUS (MAURITIUS),2017-05-07,1.25,1.25,,,missing_prev_price
LUX ISLAND RESTORTS MAURITIUS (MAURITIUS),2018-07-12,1.25,1.25,73.25,0.017064846416382253,keep
LUX ISLAND RESTORTS MAURITIUS (MAURITIUS),2019-05-08,1.35,1.35,62.75,0.02151394422310757,keep
LUX ISLAND RESTORTS MAURITIUS (MAURITIUS),2023-07-14,2.0,2.0,53.75,0.037209302325581395,keep
LUX ISLAND RESTORTS MAURITIUS (MAURITIUS),2024-02-07,1.0,1.0,55.0,0.01818181818181818,keep
LUX ISLAND RESTORTS MAURITIUS (MAURITIUS),2024-05-27,1.5,1.5,,,missing_prev_price
LUX ISLAND RESTORTS MAURITIUS (MAURITIUS),2025-02-07,1.0,1.0,53.25,0.018779342723004695,keep
LUX ISLAND RESTORTS MAURITIUS (MAURITIUS),2025-05-14,1.5,1.5,48.1,0.031185031185031183,keep
LUX ISLAND RESTORTS MAURITIUS (MAURITIUS),2026-02-05,1.25,1.25,50.0,0.025,keep
MCB GROUP LTD MAURITIUS (MAURITIUS),2016-07-11,4.0,4.0,,,missing_prev_price
MCB GROUP LTD MAURITIUS (MAURITIUS),2016-11-10,4.75,4.75,217.75,0.021814006888633754,keep
MCB GROUP LTD MAURITIUS (MAURITIUS),2017-07-10,4.25,4.25,,,missing_prev_price
MCB GROUP LTD MAURITIUS (MAURITIUS),2017-11-12,5.0,5.0,,,missing_prev_price
MCB GROUP LTD MAURITIUS (MAURITIUS),2018-07-09,4.5,4.5,,,missing_prev_price
MCB GROUP LTD MAURITIUS (MAURITIUS),2018-11-11,5.5,5.5,,,missing_prev_price
MCB GROUP LTD MAURITIUS (MAURITIUS),2019-07-09,5.4,5.4,289.5,0.018652849740932644,keep
MCB GROUP LTD MAURITIUS (MAURITIUS),2019-11-10,7.6,7.6,,,missing_prev_price
MCB GROUP LTD MAURITIUS (MAURITIUS),2021-05-31,7.25,7.25,,,missing_prev_price
MCB GROUP LTD MAURITIUS (MAURITIUS),2021-11-22,9.5,9.5,,,missing_prev_price
MCB GROUP LTD MAURITIUS (MAURITIUS),2022-06-08,5.9,5.9,321.0,0.01838006230529595,keep
MCB GROUP LTD MAURITIUS (MAURITIUS),2022-11-22,8.0,8.0,315.0,0.025396825396825397,keep
MCB GROUP LTD MAURITIUS (MAURITIUS),2023-06-07,8.5,8.5,326.0,0.02607361963190184,keep
MCB GROUP LTD MAURITIUS (MAURITIUS),2023-11-22,11.75,11.75,334.0,0.035179640718562874,keep
MCB GROUP LTD MAURITIUS (MAURITIUS),2024-06-07,9.5,9.5,391.0,0.024296675191815855,keep
MCB GROUP LTD MAURITIUS (MAURITIUS),2024-11-20,13.5,13.5,455.0,0.02967032967032967,keep
MCB GROUP LTD MAURITIUS (MAURITIUS),2025-06-09,10.5,10.5,,,missing_prev_price
MCB GROUP LTD MAURITIUS (MAURITIUS),2025-11-19,15.0,15.0,469.0,0.031982942430703626,keep
NEW MAURITIUS HOTELS (MAURITIUS),2016-01-08,0.33,0.33,,,missing_prev_price
NEW MAURITIUS HOTELS (MAURITIUS),2018-04-16,0.11,0.11,,,missing_prev_price
NEW MAURITIUS HOTELS (MAURITIUS),2018-10-16,0.11,0.11,21.65,0.005080831408775982,keep
NEW MAURITIUS HOTELS (MAURITIUS),2019-04-05,0.11,0.11,19.75,0.005569620253164557,keep
NEW MAURITIUS HOTELS (MAURITIUS),2019-10-08,0.11,0.11,13.0,0.008461538461538461,keep
NEW MAURITIUS HOTELS (MAURITIUS),2022-07-20,0.66,0.66,8.04,0.08208955223880599,keep
NEW MAURITIUS HOTELS (MAURITIUS),2023-11-28,0.2,0.2,10.55,0.018957345971563982,keep
NEW MAURITIUS HOTELS (MAURITIUS),2024-05-28,0.3,0.3,11.3,0.026548672566371678,keep
NEW MAURITIUS HOTELS (MAURITIUS),2024-11-27,0.3,0.3,14.3,0.020979020979020976,keep
NEW MAURITIUS HOTELS (MAURITIUS),2025-05-28,0.4,0.4,13.3,0.03007518796992481,keep
NEW MAURITIUS HOTELS (MAURITIUS),2025-12-01,0.35,0.35,,,missing_prev_price
SBM HOLDINGS MAURITIUS (MAURITIUS),2016-02-02,0.21,0.21,,,missing_prev_price
SBM HOLDINGS MAURITIUS (MAURITIUS),2016-11-28,0.41,0.41,,,missing_prev_price
SBM HOLDINGS MAURITIUS (MAURITIUS),2017-11-28,0.0004,0.0004,0.764,0.0005235602094240838,keep
SBM HOLDINGS MAURITIUS (MAURITIUS),2018-11-28,0.0003,0.0003,0.614,0.0004885993485342019,keep
SBM HOLDINGS MAURITIUS (MAURITIUS),2019-11-27,0.00035,0.00035,0.576,0.0006076388888888889,keep
SBM HOLDINGS MAURITIUS (MAURITIUS),2022-05-13,0.0002,0.0002,0.514,0.0003891050583657588,keep
SBM HOLDINGS MAURITIUS (MAURITIUS),2023-05-12,0.0002,0.0002,0.4599999999999999,0.0004347826086956523,keep
SBM HOLDINGS MAURITIUS (MAURITIUS),2024-05-20,0.4,0.4,,,missing_prev_price
SBM HOLDINGS MAURITIUS (MAURITIUS),2025-05-20,0.0005,0.0005,0.6240000000000001,0.0008012820512820511,keep
SUN RESORTS LIMITED MAURITIUS (MAURITIUS),2017-05-18,0.75,0.75,42.85,0.01750291715285881,keep
SUN RESORTS LIMITED MAURITIUS (MAURITIUS),2018-07-10,0.8,0.8,51.5,0.015533980582524273,keep
SUN RESORTS LIMITED MAURITIUS (MAURITIUS),2019-05-15,0.85,0.85,41.0,0.020731707317073172,keep
SUN RESORTS LIMITED MAURITIUS (MAURITIUS),2023-07-14,1.0,1.0,30.3,0.033003300330033,keep
SUN RESORTS LIMITED MAURITIUS (MAURITIUS),2024-02-08,0.4,0.4,37.05,0.010796221322537113,keep
SUN RESORTS LIMITED MAURITIUS (MAURITIUS),2024-06-12,0.85,0.85,46.2,0.018398268398268396,keep
SUN RESORTS LIMITED MAURITIUS (MAURITIUS),2025-02-07,0.5,0.5,43.25,0.011560693641618497,keep
SUN RESORTS LIMITED MAURITIUS (MAURITIUS),2025-06-10,1.0,1.0,42.95,0.02328288707799767,keep
SUN RESORTS LIMITED MAURITIUS (MAURITIUS),2026-02-05,0.65,0.65,43.15,0.015063731170336037,keep
ATLANTASANAD MOROCCO (MOROCCO),2016-05-26,1.5,1.5,49.4,0.03036437246963563,keep
ATLANTASANAD MOROCCO (MOROCCO),2017-05-26,2.0,2.0,53.2,0.03759398496240601,keep
ATLANTASANAD MOROCCO (MOROCCO),2018-06-06,2.8,2.8,77.0,0.03636363636363636,keep
ATLANTASANAD MOROCCO (MOROCCO),2019-05-27,3.0,3.0,,,missing_prev_price
ATLANTASANAD MOROCCO (MOROCCO),2020-05-27,3.3,3.3,66.3,0.049773755656108594,keep
ATLANTASANAD MOROCCO (MOROCCO),2021-06-09,4.5,4.5,97.0,0.04639175257731959,keep
ATLANTASANAD MOROCCO (MOROCCO),2022-05-27,5.2,5.2,135.0,0.03851851851851852,keep
ATLANTASANAD MOROCCO (MOROCCO),2023-06-12,5.5,5.5,,,missing_prev_price
ATLANTASANAD MOROCCO (MOROCCO),2024-06-20,5.7,5.7,139.0,0.04100719424460432,keep
ATLANTASANAD MOROCCO (MOROCCO),2025-06-10,5.8,5.8,,,missing_prev_price
ATTIJARIWAFA BANK MOROCCO (MOROCCO),2016-06-22,11.0,11.0,355.0,0.030985915492957747,keep
ATTIJARIWAFA BANK MOROCCO (MOROCCO),2017-06-20,12.0,12.0,447.0,0.026845637583892617,keep
ATTIJARIWAFA BANK MOROCCO (MOROCCO),2018-06-21,12.5,12.5,492.0,0.02540650406504065,keep
ATTIJARIWAFA BANK MOROCCO (MOROCCO),2019-06-21,13.0,13.0,482.05,0.026968156830204336,keep
ATTIJARIWAFA BANK MOROCCO (MOROCCO),2020-12-31,6.75,6.75,430.0,0.015697674418604653,keep
ATTIJARIWAFA BANK MOROCCO (MOROCCO),2021-01-05,6.75,6.75,430.0,0.015697674418604653,keep
ATTIJARIWAFA BANK MOROCCO (MOROCCO),2021-07-05,11.0,11.0,,,missing_prev_price
