Date,Conservative,Balanced,Growth,Aggressive
2019-12-11,1207.4118026493932,1230.5851158900207,1252.5531725810004,1301.7647507706085
2019-12-12,1212.8277648854696,1235.537666981426,1257.0166496304298,1304.9142131272988
2019-12-13,1221.9346585033682,1243.113372572095,1262.992758227018,1306.6225383575497
2019-12-15,1222.217951529676,1243.54221588512,1263.5713487181683,1307.5896941286423
2019-12-16,1224.1141833728968,1245.139668338392,1264.8573221033505,1308.0493226390836
2019-12-17,1231.2904471780382,1253.2951932227686,1274.0115517628747,1319.7496445178708
2019-12-18,1234.2633388210152,1255.3622859188495,1275.1380335260762,1318.3896727968615
2019-12-19,1235.7469133565942,1257.267487857809,1277.4757571862124,1321.8570186940467
2019-12-20,1235.5995416432067,1255.7757513791275,1274.596678550408,1315.3739886573126
2019-12-22,1235.804847868942,1256.2098038261806,1275.2660081997587,1316.652535675454
2019-12-23,1232.9280085946066,1255.503822801636,1276.801328448773,1324.039083442953
2019-12-24,1233.9880534506506,1257.220788802327,1279.1957451288736,1328.1966148192241
2019-12-25,1233.8132788602902,1256.9535525210279,1278.8331080567036,1327.58521715816
2019-12-26,1233.934453165465,1257.198928092928,1279.2068058564882,1328.2937407154361
2019-12-27,1244.9517456230374,1266.6141558478296,1286.9453869880913,1331.5817600012667
2019-12-29,1244.725051514076,1266.354389243773,1286.6518551809513,1331.2011210058872
2019-12-30,1251.9593706461003,1273.5769126562982,1293.8504341248927,1338.291704638299
2019-12-31,1253.7683775725807,1276.2483686951457,1297.4088606901378,1344.1641613980964
2020-01-02,1253.7683775725807,1276.2483686951457,1297.4088606901378,1344.1641613980964
2020-01-03,1262.5527313246564,1282.3797838130004,1300.7848967493294,1340.3019103284958
2020-01-05,1259.0695877219591,1277.5820830206387,1294.6403978791348,1330.6825272708804
2020-01-06,1264.0163859339007,1282.582851671078,1299.6889225206676,1335.8278561821714
2020-01-07,1269.9902435302363,1286.8614604961786,1302.2178202573891,1333.800236877637
2020-01-08,1291.7413657034053,1307.6996914936867,1322.08853144801,1351.054068539347
2020-01-09,1307.9993305053406,1323.5175558769079,1337.43243669967,1365.1188530970146
2020-01-10,1306.569827745246,1322.702137235457,1337.246123495048,1366.5402308718697
2020-01-12,1307.0882217878266,1323.3968948980907,1338.120352306298,1367.872375156307
2020-01-13,1305.8545727036085,1321.5110260523304,1335.5695897974394,1363.6232727869271
2020-01-14,1300.8935707069322,1317.3598798636988,1332.25286628686,1362.4488367085953
2020-01-15,1299.786722803755,1315.333166342133,1329.287144074721,1357.0681522857053
2020-01-16,1313.7755373064806,1327.2586548650206,1339.084839424064,1361.3449363028255
2020-01-17,1323.1981595917123,1334.650431475554,1344.3959726388,1361.3140026999959
2020-01-19,1323.5282220458557,1334.5777532917207,1343.9142047880532,1359.8012233067004
2020-01-20,1326.9745456800733,1338.7756877544687,1348.869403094201,1366.6415024341668
2020-01-21,1312.974468661461,1328.4673197792613,1342.3283029570637,1369.7110904365238
2020-01-22,1314.3452592876863,1330.517373287882,1345.0697526937088,1374.2025292050077
2020-01-23,1309.2331466610472,1328.0107259818876,1345.233240519798,1381.2433724232012
2020-01-24,1312.6247307568374,1330.755748448803,1347.3096411902163,1381.5672733251558
2020-01-26,1312.580616397081,1330.5944442644402,1347.0282997866555,1380.9781294978056
2020-01-27,1297.5728330282261,1318.272114385083,1337.4809109645907,1378.6714255609106
2020-01-28,1283.9025817688355,1306.7016995309416,1328.0935845223048,1375.0335553951015
2020-01-29,1286.3421578838058,1309.5389308037443,1331.3373985671637,1379.301855071654
2020-01-30,1291.4673000883054,1312.6184308195197,1332.2945050989915,1374.697440086284
2020-01-31,1281.1423653078825,1304.559236086224,1326.5858392449256,1375.1582289161677
2020-02-03,1281.1423653078825,1304.559236086224,1326.5858392449256,1375.1582289161677
2020-02-04,1282.6076336783037,1303.1058163336854,1322.1126767262253,1362.8079259313868
2020-02-05,1284.439665910546,1305.5012239258328,1325.0849099898614,1367.3063122339342
2020-02-06,1294.247154790496,1314.9395794846962,1334.1269482768378,1375.259020043577
2020-02-07,1287.3732521710892,1308.2290561892898,1327.5957731259646,1369.2324294229486
2020-02-09,1287.5096310420345,1308.6856257657373,1328.3817903027916,1370.868366954385
2020-02-10,1276.8292866390934,1299.8509216348048,1321.4658447398513,1368.9789860876288
2020-02-11,1280.8768580731028,1303.1875808392829,1324.0610621182893,1369.6239929998496
2020-02-12,1281.5770008017676,1301.675993536211,1320.2657168336027,1359.8422545385115
2020-02-13,1285.3602487321878,1306.618198727653,1326.393832185123,1368.9672724342308
2020-02-14,1285.3833262122052,1307.1981246061907,1327.5474240683936,1371.581707219493
2020-02-16,1284.4690511580634,1305.108216449544,1324.2468058699176,1365.1479016867443
2020-02-17,1286.864914439235,1308.4142318220272,1328.4857389115755,1371.777591674808
2020-02-18,1279.8396461945529,1302.0814277706309,1322.878321335796,1368.1128507047304
2020-02-19,1282.9864783572334,1302.7304981661166,1320.9445416862688,1359.4176374750425
2020-02-20,1277.8526288161424,1299.216034600164,1319.1030781717534,1361.9389204311647
2020-02-21,1276.0192747199371,1299.1433163475604,1320.8479522032246,1368.4156734836124
2020-02-23,1275.9759052011257,1299.0615020823548,1320.726483112116,1368.1911218859868
2020-02-24,1239.4142674145821,1263.4029488299457,1286.0639066765116,1336.464153467671
2020-02-25,1234.0545994897536,1257.9609771226103,1280.5461415561795,1330.7600488912274
2020-02-26,1234.1903671959676,1255.4879379638567,1275.3703798047848,1318.4652957529777
2020-02-27,1215.8941614261057,1240.3766830898523,1263.5759307380788,1315.4650858274636
2020-02-28,1171.9081455253233,1201.9881920810255,1231.0739038276424,1298.7715755931242
2020-03-02,1171.9081455253233,1201.9881920810255,1231.0739038276424,1298.7715755931242
2020-03-03,1205.469248549934,1228.7876640905392,1250.714343272465,1298.9726426834513
2020-03-04,1215.0158759916842,1235.7213867085782,1254.9242986379804,1295.9913043508373
2020-03-05,1220.2485518529484,1241.038336561442,1260.3188990568815,1301.5583331150929
2020-03-06,1206.9856730429199,1228.912679391562,1249.3892237087439,1293.8345432059289
2020-03-08,1204.0019043662364,1223.818121785297,1242.1189279020587,1280.91343589956
2020-03-09,1133.6983036607228,1158.951347406342,1182.9746764807062,1237.0632540942115
2020-03-10,1108.648995930727,1137.165391108191,1164.63766304633,1228.084554523359
2020-03-11,1101.4059071252766,1132.5753421260877,1162.84466434267,1233.811649553647
2020-03-12,1019.6596801345532,1060.6866491385645,1101.5308744149302,1201.7903256580626
2020-03-13,1023.0408175993939,1059.2546088023469,1094.9038875973715,1180.5517500800374
2020-03-15,1018.0399095610943,1050.8988158258924,1082.982066905311,1158.8717345103253
2020-03-16,980.6621272892869,1013.8925070581474,1046.4720548283185,1124.1398767036826
2020-03-17,993.4100681119975,1017.7756415833962,1040.8844533421882,1092.4815478175685
2020-03-18,969.4262619388168,993.1852837383431,1015.7170548802454,1066.0514706286015
2020-03-19,942.1428775184718,970.7973808260497,998.5116338689063,1062.9061068204799
