Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),NonZeroVolumeDays90d,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
DELTA CORPORATION LIMITED (ZIMBABWE),OK,890362010.5050505,2192.754545454545,85,85,890362010.5050505,890362010.5050505,178072402.1010101,30,,,,,2021-07-31,2021-06-30,2021-07-31,ZIMBABWE,LOW,890362010.5050505,1.0,True,2021-07-31
INNSCOR AFRICA (ZIMBABWE),OK,429329261.2121211,2612.957575757575,85,85,429329261.2121211,429329261.2121211,85865852.24242423,30,,,,,2021-07-31,2021-06-30,2021-07-31,ZIMBABWE,LOW,429329261.2121211,2.0,True,2021-07-31
PPC (SOUTH AFRICA),OK,399079987.9740232,27.33373151108457,84,84,399079987.9740232,399079987.9740232,79815997.59480464,30,,,,,2021-07-31,2021-06-30,2021-07-31,SOUTH AFRICA,HIGH,399079987.9740232,3.0,True,2021-07-31
REDEFINE PROPERTIES (SOUTH AFRICA),OK,283506612.82632506,30.07413132839124,84,84,283506612.82632506,283506612.82632506,56701322.565265015,30,,,,,2021-07-31,2021-06-30,2021-07-31,SOUTH AFRICA,HIGH,283506612.82632506,4.0,True,2021-07-31
NASPERS (SOUTH AFRICA),OK,255056342.50841954,42.13470119101992,84,84,255056342.50841954,255056342.50841954,51011268.50168391,30,,,,,2021-07-31,2021-06-30,2021-07-31,SOUTH AFRICA,HIGH,255056342.50841954,5.0,True,2021-07-31
TN CYBERTECH INVESTMENTS HOLDINGS (ZIMBABWE),OK,80188314.62626263,454.460606060606,85,85,80188314.62626263,80188314.62626263,16037662.925252527,30,,,,,2021-07-31,2021-06-30,2021-07-31,ZIMBABWE,LOW,80188314.62626263,6.0,True,2021-07-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,52473015.47101308,16.54709623019358,84,84,52473015.47101308,52473015.47101308,10494603.094202615,30,,,,,2021-07-31,2021-06-30,2021-07-31,SOUTH AFRICA,HIGH,52473015.47101308,7.0,True,2021-07-31
ANGLO AMERICAN (SOUTH AFRICA),OK,52363672.55553048,38.91086673927555,84,84,52363672.55553048,52363672.55553048,10472734.511106096,30,,,,,2021-07-31,2021-06-30,2021-07-31,SOUTH AFRICA,HIGH,52363672.55553048,8.0,True,2021-07-31
SIBANYE STILLWATER (SOUTH AFRICA),OK,48792652.784604385,4.192109053859396,84,84,48792652.784604385,48792652.784604385,9758530.556920877,30,,,,,2021-07-31,2021-06-30,2021-07-31,SOUTH AFRICA,HIGH,48792652.784604385,9.0,True,2021-07-31
FIRSTRAND (SOUTH AFRICA),OK,47672540.6478292,3.688999754066683,84,84,47672540.6478292,47672540.6478292,9534508.12956584,30,,,,,2021-07-31,2021-06-30,2021-07-31,SOUTH AFRICA,HIGH,47672540.6478292,10.0,True,2021-07-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,42114687.37053134,18.65509608966026,84,84,42114687.37053134,42114687.37053134,8422937.474106269,30,,,,,2021-07-31,2021-06-30,2021-07-31,SOUTH AFRICA,HIGH,42114687.37053134,11.0,True,2021-07-31
MTN GROUP (SOUTH AFRICA),OK,39050039.681806564,7.253627516424832,84,84,39050039.681806564,39050039.681806564,7810007.936361313,30,,,,,2021-07-31,2021-06-30,2021-07-31,SOUTH AFRICA,HIGH,39050039.681806564,12.0,True,2021-07-31
CAPITEC BANK (SOUTH AFRICA),OK,37644025.06342793,117.6699574886695,84,84,37644025.06342793,37644025.06342793,7528805.012685587,30,,,,,2021-07-31,2021-06-30,2021-07-31,SOUTH AFRICA,HIGH,37644025.06342793,13.0,True,2021-07-31
GOLD FIELDS (SOUTH AFRICA),OK,36867944.72237525,9.022239398517373,84,84,36867944.72237525,36867944.72237525,7373588.944475051,30,,,,,2021-07-31,2021-06-30,2021-07-31,SOUTH AFRICA,HIGH,36867944.72237525,14.0,True,2021-07-31
STANDARD BANK GROUP (SOUTH AFRICA),OK,32817744.979591098,8.966728735551417,84,84,32817744.979591098,32817744.979591098,6563548.99591822,30,,,,,2021-07-31,2021-06-30,2021-07-31,SOUTH AFRICA,HIGH,32817744.979591098,15.0,True,2021-07-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,29111625.208029583,38.94178407054773,84,84,29111625.208029583,29111625.208029583,5822325.041605917,30,,,,,2021-07-31,2021-06-30,2021-07-31,SOUTH AFRICA,HIGH,29111625.208029583,16.0,True,2021-07-31
ABSA (SOUTH AFRICA),OK,27865280.679965377,9.536591364227242,84,84,27865280.679965377,27865280.679965377,5573056.135993076,30,,,,,2021-07-31,2021-06-30,2021-07-31,SOUTH AFRICA,HIGH,27865280.679965377,17.0,True,2021-07-31
SANLAM (SOUTH AFRICA),OK,26883095.55597353,4.312265045848997,84,84,26883095.55597353,26883095.55597353,5376619.1111947065,30,,,,,2021-07-31,2021-06-30,2021-07-31,SOUTH AFRICA,HIGH,26883095.55597353,18.0,True,2021-07-31
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),OK,22212677.072873194,15.24294698380353,84,84,22212677.072873194,22212677.072873194,4442535.414574639,30,,,,,2021-07-31,2021-06-30,2021-07-31,SOUTH AFRICA,HIGH,22212677.072873194,19.0,True,2021-07-31
