Date,Optimized Max Sharpe
2020-07-15,1280.1393053502502
2020-07-16,1284.484856128607
2020-07-17,1284.9800577488697
2020-07-19,1284.2469316166214
2020-07-20,1287.331344682056
2020-07-21,1290.0150179196182
2020-07-22,1291.4317111238024
2020-07-23,1294.6238660866204
2020-07-24,1296.0075160576155
2020-07-26,1296.9681311640927
2020-07-27,1295.6262831383003
2020-07-28,1301.8722960995842
2020-07-29,1301.6704541060844
2020-07-30,1299.697999272053
2020-07-31,1298.2680950544163
2020-08-03,1298.2680950544163
2020-08-04,1300.6395124979808
2020-08-05,1298.7260712531086
2020-08-06,1300.0048319980142
2020-08-07,1297.275312372123
2020-08-09,1298.8386269268522
2020-08-10,1301.3810055649103
2020-08-11,1304.0170612039774
2020-08-12,1313.127022303805
2020-08-13,1315.9580116222742
2020-08-14,1307.8621688107464
2020-08-16,1310.5442363408813
2020-08-17,1307.0371126760585
2020-08-18,1300.0980871245558
2020-08-19,1305.7083763121275
2020-08-20,1306.916237281951
2020-08-21,1314.9462812799773
2020-08-23,1319.2066526531999
2020-08-24,1328.1088870075694
2020-08-25,1330.18599845529
2020-08-26,1327.9249406084577
2020-08-27,1335.889861587694
2020-08-28,1338.9486300987535
2020-08-30,1342.3099634087157
2020-08-31,1347.3517966918896
2020-09-01,1347.3517966918896
2020-09-02,1344.1112704386692
2020-09-03,1343.3120714957304
2020-09-04,1344.0202413326708
2020-09-06,1341.534863259881
2020-09-07,1343.497822431029
2020-09-08,1339.761651898171
2020-09-09,1342.080749040839
2020-09-10,1353.8943738457313
2020-09-11,1349.0496437307213
2020-09-13,1348.8101008512206
2020-09-14,1342.8931778814765
2020-09-15,1336.8746098521904
2020-09-16,1335.302457200417
2020-09-17,1329.3218269955496
2020-09-18,1334.787947420902
2020-09-20,1335.1623066022892
2020-09-21,1327.841847131604
2020-09-22,1330.958056873322
2020-09-23,1332.9760225308933
2020-09-24,1330.5481051082609
2020-09-25,1331.6764006791936
2020-09-27,1330.516020085792
2020-09-28,1340.7109501138636
2020-09-29,1348.9010507059327
2020-09-30,1357.3137738917328
2020-10-01,1357.3137738917328
2020-10-02,1364.2347828979991
2020-10-04,1367.9273850464024
2020-10-05,1371.1252404107274
2020-10-06,1387.203970318551
2020-10-07,1385.650012477197
2020-10-08,1392.32227975002
2020-10-09,1397.4221342010096
2020-10-11,1396.4681434750783
2020-10-12,1393.4455373269489
2020-10-13,1393.709929584973
2020-10-14,1401.6850421345773
2020-10-15,1406.1199499017305
2020-10-16,1423.1179820745233
2020-10-18,1421.764816081909
2020-10-19,1425.7764523695905
2020-10-20,1427.2359320738208
2020-10-21,1425.5581840774328
2020-10-22,1419.2018449989046
2020-10-23,1426.962669655923
2020-10-25,1425.2075408589399
2020-10-26,1419.1283137597088
2020-10-27,1424.4392361251257
2020-10-28,1432.0337433961179
2020-10-29,1427.7916089239818
2020-10-30,1439.1847064708088
2020-11-02,1439.1847064708088
2020-11-03,1440.5232791183064
2020-11-04,1444.88106390915
2020-11-05,1444.8098956439514
2020-11-06,1456.5812012560534
2020-11-08,1457.6067302455278
2020-11-09,1474.7228373342375
2020-11-10,1493.4635663851814
2020-11-11,1512.3109454256985
2020-11-12,1536.5354904586488
2020-11-13,1529.3148335472174
2020-11-15,1528.378181122593
2020-11-16,1520.7289452862037
2020-11-17,1525.6726396898164
2020-11-18,1538.3302012556267
2020-11-19,1540.3094976779105
2020-11-20,1540.9183859433579
2020-11-22,1538.9881778055121
2020-11-23,1527.0382572469166
2020-11-24,1527.0832051559084
2020-11-25,1537.6463266382552
2020-11-26,1542.2910915202801
2020-11-27,1535.755052566773
2020-11-29,1538.5140205400044
2020-11-30,1533.0547063037534
2020-12-01,1533.0547063037534
2020-12-02,1537.8207089651823
2020-12-03,1544.4720259543808
2020-12-04,1547.3426326524643
2020-12-06,1553.9396947142302
2020-12-07,1562.0695714450774
2020-12-08,1568.606176217583
2020-12-09,1567.6111740369658
