Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),OK,572940007.121596,22.9953318785736,84,572940007.121596,572940007.121596,114588001.42431921,30,,,,,2021-01-31,2020-12-31,2021-01-31,SOUTH AFRICA,HIGH,572940007.121596,1.0,True,2021-01-31
DELTA CORPORATION LIMITED (ZIMBABWE),OK,502511356.8822601,735.275,88,502511356.8822601,502511356.8822601,100502271.37645203,30,,,,,2021-01-31,2020-12-31,2021-01-31,ZIMBABWE,LOW,502511356.8822601,2.0,True,2021-01-31
NASPERS (SOUTH AFRICA),OK,232071238.5201998,41.70027345800072,84,232071238.5201998,232071238.5201998,46414247.70403996,30,,,,,2021-01-31,2020-12-31,2021-01-31,SOUTH AFRICA,HIGH,232071238.5201998,3.0,True,2021-01-31
INNSCOR AFRICA (ZIMBABWE),OK,214562997.4119318,1159.571875,87,214562997.4119318,214562997.4119318,42912599.482386366,30,,,,,2021-01-31,2020-12-31,2021-01-31,ZIMBABWE,LOW,214562997.4119318,4.0,True,2021-01-31
PPC (SOUTH AFRICA),OK,84552238.2179336,9.529596994724194,84,84552238.2179336,84552238.2179336,16910447.64358672,30,,,,,2021-01-31,2020-12-31,2021-01-31,SOUTH AFRICA,HIGH,84552238.2179336,5.0,True,2021-01-31
SIBANYE STILLWATER (SOUTH AFRICA),OK,46416497.005516164,4.143303041184432,84,46416497.005516164,46416497.005516164,9283299.401103234,30,,,,,2021-01-31,2020-12-31,2021-01-31,SOUTH AFRICA,HIGH,46416497.005516164,6.0,True,2021-01-31
FIRSTRAND (SOUTH AFRICA),OK,46128404.323230594,3.45275253432036,84,46128404.323230594,46128404.323230594,9225680.86464612,30,,,,,2021-01-31,2020-12-31,2021-01-31,SOUTH AFRICA,HIGH,46128404.323230594,7.0,True,2021-01-31
ANGLO AMERICAN (SOUTH AFRICA),OK,41438269.916839406,32.43930061044665,84,41438269.916839406,41438269.916839406,8287653.983367882,30,,,,,2021-01-31,2020-12-31,2021-01-31,SOUTH AFRICA,HIGH,41438269.916839406,8.0,True,2021-01-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,39997711.05604834,23.6527359611082,84,39997711.05604834,39997711.05604834,7999542.211209669,30,,,,,2021-01-31,2020-12-31,2021-01-31,SOUTH AFRICA,HIGH,39997711.05604834,9.0,True,2021-01-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,36628448.38549647,13.94221473358562,84,36628448.38549647,36628448.38549647,7325689.677099294,30,,,,,2021-01-31,2020-12-31,2021-01-31,SOUTH AFRICA,HIGH,36628448.38549647,10.0,True,2021-01-31
