Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),OK,1201575051.7192423,88.40345021315972,85,1201575051.7192423,1201575051.7192423,240315010.34384847,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,1201575051.7192423,1.0,True,2018-01-31
BLUE LABEL TELECOMS (SOUTH AFRICA),OK,314802423.81064314,123.2691100168545,85,314802423.81064314,314802423.81064314,62960484.76212863,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,314802423.81064314,2.0,True,2018-01-31
NASPERS (SOUTH AFRICA),OK,260318106.4322737,37.66813179549886,85,260318106.4322737,260318106.4322737,52063621.28645474,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,260318106.4322737,3.0,True,2018-01-31
PPC (SOUTH AFRICA),OK,108286380.75152212,57.5861727089461,85,108286380.75152212,108286380.75152212,21657276.150304426,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,108286380.75152212,4.0,True,2018-01-31
GRINDROD (SOUTH AFRICA),OK,90840978.19738871,76.91926369014178,85,90840978.19738871,90840978.19738871,18168195.63947774,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,90840978.19738871,5.0,True,2018-01-31
STANDARD BANK GROUP (SOUTH AFRICA),OK,64112640.88200844,16.165438381969,85,64112640.88200844,64112640.88200844,12822528.17640169,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,64112640.88200844,6.0,True,2018-01-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,63985307.06106629,68.53332892693084,85,63985307.06106629,63985307.06106629,12797061.412213258,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,63985307.06106629,7.0,True,2018-01-31
FIRSTRAND (SOUTH AFRICA),OK,61851381.243586786,5.443008691628936,85,61851381.243586786,61851381.243586786,12370276.248717358,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,61851381.243586786,8.0,True,2018-01-31
REINET INVEST (SOUTH AFRICA),OK,61383790.52402633,22.63789285832314,85,61383790.52402633,61383790.52402633,12276758.104805266,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,61383790.52402633,9.0,True,2018-01-31
ABSA (SOUTH AFRICA),OK,48709530.450783655,15.03602234046069,85,48709530.450783655,48709530.450783655,9741906.090156732,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,48709530.450783655,10.0,True,2018-01-31
MTN GROUP (SOUTH AFRICA),OK,47631634.82441569,11.2858984103903,85,47631634.82441569,47631634.82441569,9526326.96488314,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,47631634.82441569,11.0,True,2018-01-31
SHOPRITE HOLDINGS (SOUTH AFRICA),OK,41444324.437232144,18.27472818004561,85,41444324.437232144,41444324.437232144,8288864.88744643,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,41444324.437232144,12.0,True,2018-01-31
ANGLO AMERICAN (SOUTH AFRICA),OK,40450682.93264527,20.45589741894974,85,40450682.93264527,40450682.93264527,8090136.586529054,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,40450682.93264527,13.0,True,2018-01-31
SANLAM (SOUTH AFRICA),OK,34017888.14574639,7.187944082752239,85,34017888.14574639,34017888.14574639,6803577.629149278,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,34017888.14574639,14.0,True,2018-01-31
WOOLWORTHS HOLDINGS (SOUTH AFRICA),OK,29249637.23940893,5.39591526487987,85,29249637.23940893,29249637.23940893,5849927.447881786,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,29249637.23940893,15.0,True,2018-01-31
MR PRICE (SOUTH AFRICA),OK,29170580.592430357,20.23117089130507,85,29170580.592430357,29170580.592430357,5834116.118486072,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,29170580.592430357,16.0,True,2018-01-31
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),OK,27517964.1997049,22.9270630225718,85,27517964.1997049,27517964.1997049,5503592.83994098,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,27517964.1997049,17.0,True,2018-01-31
VODACOM (SOUTH AFRICA),OK,27338043.402568176,11.97908060411778,85,27338043.402568176,27338043.402568176,5467608.680513635,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,27338043.402568176,18.0,True,2018-01-31
FOSCHINI (SOUTH AFRICA),OK,24137595.2026091,14.28252751247563,85,24137595.2026091,24137595.2026091,4827519.04052182,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,24137595.2026091,19.0,True,2018-01-31
BID CORP (SOUTH AFRICA),OK,23590268.479581676,24.8678079249149,85,23590268.479581676,23590268.479581676,4718053.695916335,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,23590268.479581676,20.0,True,2018-01-31
BID CORPORATION (SOUTH AFRICA),OK,23590268.479581676,24.8678079249149,85,23590268.479581676,23590268.479581676,4718053.695916335,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,23590268.479581676,21.0,True,2018-01-31
BIDVEST (SOUTH AFRICA),OK,23188055.68549905,18.01860603456823,85,23188055.68549905,23188055.68549905,4637611.13709981,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,23188055.68549905,22.0,True,2018-01-31
DISCOVERY HOLDINGS (SOUTH AFRICA),OK,21812644.183609553,15.36732872864272,85,21812644.183609553,21812644.183609553,4362528.836721911,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,21812644.183609553,23.0,True,2018-01-31
KUMBA IRON ORE (SOUTH AFRICA),OK,21590441.780928027,31.32373839188341,85,21590441.780928027,21590441.780928027,4318088.356185606,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,21590441.780928027,24.0,True,2018-01-31
REMGRO (SOUTH AFRICA),OK,20688389.05715018,13.97104993555636,85,20688389.05715018,20688389.05715018,4137677.8114300366,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,20688389.05715018,25.0,True,2018-01-31
TIGER BRANDS (SOUTH AFRICA),OK,18605032.476828277,34.55666082818335,85,18605032.476828277,18605032.476828277,3721006.4953656555,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,18605032.476828277,26.0,True,2018-01-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,17586731.198550414,2.680194322350375,85,17586731.198550414,17586731.198550414,3517346.239710083,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,17586731.198550414,27.0,True,2018-01-31
TRUWORTHS INT (SOUTH AFRICA),OK,17105996.678536538,7.805115833305793,85,17105996.678536538,17105996.678536538,3421199.335707308,30,,,,,2018-01-31,2017-12-31,2018-01-31,SOUTH AFRICA,HIGH,17105996.678536538,28.0,True,2018-01-31
