Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
DELTA CORPORATION LIMITED (ZIMBABWE),OK,694803942.7598931,2319.976815642458,85,694803942.7598931,694803942.7598931,138960788.55197862,30,,,,,2023-04-30,2023-03-31,2023-04-30,ZIMBABWE,LOW,694803942.7598931,1.0,True,2023-04-30
REDEFINE PROPERTIES (SOUTH AFRICA),OK,291346193.1223031,20.47370759720793,84,291346193.1223031,291346193.1223031,58269238.62446063,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,291346193.1223031,2.0,True,2023-04-30
NASPERS (SOUTH AFRICA),OK,116534906.14216174,37.04334913858563,84,116534906.14216174,116534906.14216174,23306981.22843235,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,116534906.14216174,3.0,True,2023-04-30
GRINDROD (SOUTH AFRICA),OK,74870646.28436895,51.29676189190558,84,74870646.28436895,74870646.28436895,14974129.25687379,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,74870646.28436895,4.0,True,2023-04-30
PROSUS (SOUTH AFRICA),OK,62090468.01757146,35.84304990747459,84,62090468.01757146,62090468.01757146,12418093.603514291,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,62090468.01757146,5.0,True,2023-04-30
GOLD FIELDS (SOUTH AFRICA),OK,55489341.16843745,13.3304085179623,84,55489341.16843745,55489341.16843745,11097868.23368749,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,55489341.16843745,6.0,True,2023-04-30
FIRSTRAND (SOUTH AFRICA),OK,51706824.870349735,3.396160617361029,84,51706824.870349735,51706824.870349735,10341364.974069947,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,51706824.870349735,7.0,True,2023-04-30
ANGLO AMERICAN (SOUTH AFRICA),OK,50104803.1624169,32.96041937352705,84,50104803.1624169,50104803.1624169,10020960.63248338,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,50104803.1624169,8.0,True,2023-04-30
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,47403298.70582669,24.26471828965796,84,47403298.70582669,47403298.70582669,9480659.741165338,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,47403298.70582669,9.0,True,2023-04-30
BLUE LABEL TELECOMS (SOUTH AFRICA),OK,41444499.85375512,23.51101586712339,84,41444499.85375512,41444499.85375512,8288899.970751024,30,,,,,2023-04-30,2023-03-31,2023-04-30,SOUTH AFRICA,HIGH,41444499.85375512,10.0,True,2023-04-30
