Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
PPC (SOUTH AFRICA),2376578966.7666664,389.0,90,0.7,4850161156.666667,4850161156.666667,970032231.3333335,21.0,0,7,1217355000.0,12235117349.999992,2021-06-30,SOUTH AFRICA,HIGH,2376578966.7666664,5.0,1.0,True,2021-06-30
REDEFINE PROPERTIES (SOUTH AFRICA),1999522419.9999998,428.0,90,0.7,4080658000.0,4080658000.0,816131600.0,21.0,0,7,10128420000.0,59712817499.99996,2021-06-30,SOUTH AFRICA,HIGH,1999522419.9999998,5.0,2.0,True,2021-06-30
NASPERS (SOUTH AFRICA),1695349690.4749994,599.64,90,0.7,3459897327.4999995,3459897327.4999995,691979465.5,21.0,0,7,2223846250.0,10686758712.499996,2021-06-30,SOUTH AFRICA,HIGH,1695349690.4749994,5.0,3.0,True,2021-06-30
PROSUS (SOUTH AFRICA),457397650.5732666,643.35,90,0.7,933464593.0066667,933464593.0066667,186692918.60133335,21.0,0,3,850409300.0,3302803088.4999995,2021-06-30,SOUTH AFRICA,HIGH,457397650.5732666,2.3036137663086893,4.0,True,2021-06-30
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),351596139.3104999,235.49,90,0.7,717543141.4499999,717543141.4499999,143508628.29,21.0,0,7,222718000.0,1896870343.4999952,2021-06-30,SOUTH AFRICA,HIGH,351596139.3104999,1.7707605311954213,5.0,True,2021-06-30
SIBANYE STILLWATER (SOUTH AFRICA),323576509.43333334,59.66,90,0.7,660360223.3333334,660360223.3333334,132072044.66666669,21.0,0,7,225197650.0,2197222235.9999995,2021-06-30,SOUTH AFRICA,HIGH,323576509.43333334,1.629643922854697,6.0,True,2021-06-30
ANGLO AMERICAN (SOUTH AFRICA),313139717.1835333,553.76,90,0.7,639060647.3133334,639060647.3133334,127812129.46266669,21.0,0,7,538279800.0,2280837347.4999995,2021-06-30,SOUTH AFRICA,HIGH,313139717.1835333,1.5770806045416048,7.0,True,2021-06-30
FIRSTRAND (SOUTH AFRICA),298764472.1413333,52.5,90,0.7,609723412.5333333,609723412.5333333,121944682.50666666,21.0,0,7,584919550.0,2370541675.999999,2021-06-30,SOUTH AFRICA,HIGH,298764472.1413333,1.5046818671808664,8.0,True,2021-06-30
MTN GROUP (SOUTH AFRICA),267787337.29999995,103.23,90,0.7,546504770.0,546504770.0,109300954.0,21.0,0,7,532047300.0,2557917337.499996,2021-06-30,SOUTH AFRICA,HIGH,267787337.29999995,1.3486702344760202,9.0,True,2021-06-30
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),260804112.31559998,265.49,90,0.7,532253290.44,532253290.44,106450658.088,21.0,0,7,321167500.0,1527743245.9999998,2021-06-30,SOUTH AFRICA,HIGH,260804112.31559998,1.3135002829313789,10.0,True,2021-06-30
GOLD FIELDS (SOUTH AFRICA),253977725.05466664,128.4,90,0.7,518321887.8666667,518321887.8666667,103664377.57333334,21.0,0,7,167490000.0,1233702335.9999995,2021-06-30,SOUTH AFRICA,HIGH,253977725.05466664,1.2791202207497492,11.0,True,2021-06-30
STANDARD BANK GROUP (SOUTH AFRICA),233453136.9333333,127.61,90,0.7,476434973.3333333,476434973.3333333,95286994.66666667,21.0,0,7,558673200.0,1955699304.9999986,2021-06-30,SOUTH AFRICA,HIGH,233453136.9333333,1.1757512513532922,12.0,True,2021-06-30
CAPITEC BANK (SOUTH AFRICA),232252572.79453826,1674.62,90,0.7,473984842.43783325,473984842.43783325,94796968.48756665,21.0,0,7,195939758.55,1224863710.2449994,2021-06-30,SOUTH AFRICA,HIGH,232252572.79453826,1.1697047924919524,13.0,True,2021-06-30
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),209252294.09349996,554.2,90,0.7,427045498.15,427045498.15,85409099.63,21.0,0,7,461424682.5,2274489059.4999995,2021-06-30,SOUTH AFRICA,HIGH,209252294.09349996,1.0538673836678303,14.0,True,2021-06-30
ZENITH BANK NIGERIA (NIGERIA),196697523.18054995,23.75,90,0.7,401423516.69499993,401423516.69499993,80284703.33899999,21.0,0,7,405845281.0,4864712007.475,2021-06-30,NIGERIA,MID,196697523.18054995,5.0,15.0,True,2021-06-30
SANLAM (SOUTH AFRICA),194991330.09999996,61.37,90,0.7,397941490.0,397941490.0,79588298.0,21.0,0,7,325005300.0,1416969149.999999,2021-06-30,SOUTH AFRICA,HIGH,194991330.09999996,0.9820442054440566,16.0,True,2021-06-30
ABSA (SOUTH AFRICA),193623865.86666664,135.72,90,0.7,395150746.6666667,395150746.6666667,79030149.33333334,21.0,0,7,356372200.0,1746859254.9999993,2021-06-30,SOUTH AFRICA,HIGH,193623865.86666664,0.9751571796167632,17.0,True,2021-06-30
SAFARICOM KENYA (KENYA),158958705.045,41.45,90,0.7,324405520.5,324405520.5,64881104.1,21.0,0,7,186467275.0,1238857383.5499997,2021-06-30,KENYA,MID,158958705.045,5.0,18.0,True,2021-06-30
MR PRICE (SOUTH AFRICA),154708530.95343333,210.52,90,0.7,315731695.8233334,315731695.8233334,63146339.16466668,21.0,0,7,228216800.0,1154655259.9999998,2021-06-30,SOUTH AFRICA,HIGH,154708530.95343333,0.7791660084459401,19.0,True,2021-06-30
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),133002476.26959999,216.93,90,0.7,271433625.04,271433625.04,54286725.00800001,21.0,0,7,50318800.0,694498575.0,2021-06-30,SOUTH AFRICA,HIGH,133002476.26959999,0.6698467622293086,20.0,True,2021-06-30
SHOPRITE HOLDINGS (SOUTH AFRICA),117422180.54349999,155.44,90,0.7,239637103.15,239637103.15,47927420.63,21.0,0,7,272336300.0,1571552518.999999,2021-06-30,SOUTH AFRICA,HIGH,117422180.54349999,0.5913789702045323,21.0,True,2021-06-30
FOSCHINI (SOUTH AFRICA),113614265.02836667,159.04,90,0.7,231865846.9966667,231865846.9966667,46373169.39933334,21.0,0,7,177302400.0,761886775.9999989,2021-06-30,SOUTH AFRICA,HIGH,113614265.02836667,0.5722009823189201,22.0,True,2021-06-30
