Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),1901570227.7777774,385.0,90,0.5666666666666667,5921845000.0,5921845000.0,1184369000.0,17.0,0,10,8241120000.0,48813522400.0,2023-12-31,SOUTH AFRICA,HIGH,1901570227.7777774,5.0,1.0,True,2023-12-31
NASPERS (SOUTH AFRICA),582471328.6213332,625.6,90,0.5666666666666667,1813924552.8,1813924552.8,362784910.56,17.0,0,10,2016576000.0,10666104649.999996,2023-12-31,SOUTH AFRICA,HIGH,582471328.6213332,4.33391946640422,2.0,True,2023-12-31
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),374435765.4684,40.5,90,0.6,1040099348.5233333,1040099348.5233333,208019869.70466667,18.0,0,10,401934468.65,3672379635.1849966,2023-12-31,NIGERIA,MID,374435765.4684,5.0,3.0,True,2023-12-31
GRINDROD (SOUTH AFRICA),268313915.9344444,1146.0,90,0.5666666666666667,835579669.0,835579669.0,167115933.8,17.0,0,10,427831950.0,5609804199.999999,2023-12-31,SOUTH AFRICA,HIGH,268313915.9344444,1.9964088294746052,4.0,True,2023-12-31
ZENITH BANK NIGERIA (NIGERIA),258388244.25120002,38.65,90,0.6,717745122.9200001,717745122.9200001,143549024.58400002,18.0,0,10,351935847.765,4481373361.194747,2023-12-31,NIGERIA,MID,258388244.25120002,5.0,5.0,True,2023-12-31
ANGLO AMERICAN (SOUTH AFRICA),251381507.3563185,473.49,90,0.5666666666666667,782848984.8466667,782848984.8466667,156569796.96933335,17.0,0,10,572107800.0,2849072985.9999995,2023-12-31,SOUTH AFRICA,HIGH,251381507.3563185,1.870422035715085,6.0,True,2023-12-31
COMMERCIAL INTERNATIONAL BANK EGYPT (EGYPT),244961297.6044296,72.65,90,0.6666666666666666,551162919.6099666,551162919.6099666,110232583.92199333,20.0,0,10,91953559.715,1033031945.8289982,2023-12-31,EGYPT,MID,244961297.6044296,5.0,7.0,True,2023-12-31
FIRSTRAND (SOUTH AFRICA),242444002.04814813,73.51,90,0.5666666666666667,755015923.3333334,755015923.3333334,151003184.6666667,17.0,0,10,602482700.0,2598831039.999998,2023-12-31,SOUTH AFRICA,HIGH,242444002.04814813,1.8039218899862777,8.0,True,2023-12-31
PROSUS (SOUTH AFRICA),218454857.88329256,560.39,90,0.5666666666666667,680309246.0033333,680309246.0033333,136061849.20066667,17.0,0,6,881990000.0,5150489210.999979,2023-12-31,SOUTH AFRICA,HIGH,218454857.88329256,1.625428951759555,9.0,True,2023-12-31
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),198313984.67759997,25.65,90,0.6,550872179.66,550872179.66,110174435.932,18.0,0,10,99660750.67500001,2148793039.1384993,2023-12-31,NIGERIA,MID,198313984.67759997,5.0,10.0,True,2023-12-31
GOLD FIELDS (SOUTH AFRICA),182086272.5388963,277.78,90,0.5666666666666667,567050675.7266667,567050675.7266667,113410135.14533335,17.0,0,10,242760000.0,1917863085.9999998,2023-12-31,SOUTH AFRICA,HIGH,182086272.5388963,1.3548258984509336,11.0,True,2023-12-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),174686435.3344037,353.41,90,0.5666666666666667,544006200.0033333,544006200.0033333,108801240.00066668,17.0,0,10,344896000.0,1792698979.9999995,2023-12-31,SOUTH AFRICA,HIGH,174686435.3344037,1.2997668819244366,12.0,True,2023-12-31
MTN NIGERIA (NIGERIA),173798478.2604,264.0,90,0.6,482773550.72333336,482773550.72333336,96554710.14466667,18.0,0,6,192671774.3,5647040508.082524,2023-12-31,NIGERIA,MID,173798478.2604,5.0,13.0,True,2023-12-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),170768767.96688887,541.51,90,0.5666666666666667,531805851.8,531805851.8,106361170.36000001,17.0,0,10,424560240.0,2224039415.9999995,2023-12-31,SOUTH AFRICA,HIGH,170768767.96688887,1.2706171984418921,14.0,True,2023-12-31
PPC (SOUTH AFRICA),165931849.42185184,367.0,90,0.5666666666666667,516742783.6666667,516742783.6666667,103348556.73333335,17.0,0,10,1009770000.0,12177188599.999992,2023-12-31,SOUTH AFRICA,HIGH,165931849.42185184,1.2346277610057783,15.0,True,2023-12-31
MTN GROUP (SOUTH AFRICA),164537654.44444442,115.5,90,0.5666666666666667,512401000.0,512401000.0,102480200.0,17.0,0,10,531367600.0,2552091359.9999967,2023-12-31,SOUTH AFRICA,HIGH,164537654.44444442,1.2242541538329568,16.0,True,2023-12-31
ABSA (SOUTH AFRICA),160338023.1148148,163.71,90,0.5666666666666667,499322563.3333333,499322563.3333333,99864512.66666667,17.0,0,10,368460000.0,1941650301.9999979,2023-12-31,SOUTH AFRICA,HIGH,160338023.1148148,1.193006497378719,17.0,True,2023-12-31
