Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),7604384642.962961,959.0,90,0.7333333333333333,14140384666.666666,14140384666.666666,2828076933.3333335,22.0,0,4,11423660000.0,61476910500.00001,2018-11-30,SOUTH AFRICA,HIGH,7604384642.962961,5.0,1.0,True,2018-11-30
NASPERS (SOUTH AFRICA),1329443606.5777776,365.03,90,0.7333333333333333,2472105880.0,2472105880.0,494421176.0,22.0,0,4,1803183400.0,7766440542.500019,2018-11-30,SOUTH AFRICA,HIGH,1329443606.5777776,5.0,2.0,True,2018-11-30
PPC (SOUTH AFRICA),633894497.948148,532.0,90,0.7333333333333333,1178729438.3333333,1178729438.3333333,235745887.66666666,22.0,0,4,1560325000.0,10939292550.000002,2018-11-30,SOUTH AFRICA,HIGH,633894497.948148,3.618453272620752,3.0,True,2018-11-30
BLUE LABEL TELECOMS (SOUTH AFRICA),521194792.8488888,525.0,90,0.7333333333333333,969163871.0,969163871.0,193832774.20000002,22.0,0,4,1559182500.0,12803030500.000004,2018-11-30,SOUTH AFRICA,HIGH,521194792.8488888,2.9751307354165157,4.0,True,2018-11-30
FIRSTRAND (SOUTH AFRICA),394396465.14074063,65.44,90,0.7333333333333333,733381856.6666666,733381856.6666666,146676371.33333334,22.0,0,4,579212000.0,2391912644.0000014,2018-11-30,SOUTH AFRICA,HIGH,394396465.14074063,2.251329179568467,5.0,True,2018-11-30
STANDARD BANK GROUP (SOUTH AFRICA),368865108.4148148,175.19,90,0.7333333333333333,685906193.3333334,685906193.3333334,137181238.6666667,22.0,0,4,600886000.0,2129314949.0000014,2018-11-30,SOUTH AFRICA,HIGH,368865108.4148148,2.105588805423539,6.0,True,2018-11-30
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),354191988.9178999,34.35,90,0.7,722840793.7099999,722840793.7099999,144568158.74199998,21.0,0,4,399565174.15,3312622677.3709917,2018-11-30,NIGERIA,MID,354191988.9178999,5.0,7.0,True,2018-11-30
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),333407218.09674066,484.17,90,0.7333333333333333,619972099.7666667,619972099.7666667,123994419.95333333,22.0,0,4,504735425.6,2393016855.000002,2018-11-30,SOUTH AFRICA,HIGH,333407218.09674066,1.903184904337529,8.0,True,2018-11-30
ANGLO AMERICAN (SOUTH AFRICA),313397105.837037,268.29,90,0.7333333333333333,582763213.3333334,582763213.3333334,116552642.66666669,22.0,0,4,487407550.0,2059070651.0000024,2018-11-30,SOUTH AFRICA,HIGH,313397105.837037,1.7889613917088456,9.0,True,2018-11-30
ZENITH BANK NIGERIA (NIGERIA),276901919.99547154,23.2,90,0.7,565105959.1744318,565105959.1744318,113021191.83488637,21.0,0,4,333574878.615,4140524985.716477,2018-11-30,NIGERIA,MID,276901919.99547154,5.0,10.0,True,2018-11-30
MTN GROUP (SOUTH AFRICA),260753935.19999996,87.38,90,0.7333333333333333,484873020.0,484873020.0,96974604.0,22.0,0,4,679832000.0,2955115986.000005,2018-11-30,SOUTH AFRICA,HIGH,260753935.19999996,1.4884589363486775,11.0,True,2018-11-30
TANZANIA BREWERIES LTD (TANZANIA),259044431.99999997,13000.0,90,0.6,719567866.6666666,719567866.6666666,143913573.33333334,18.0,0,40,88396000.0,4419800000.0,2018-11-30,TANZANIA,LOW,259044431.99999997,5.0,12.0,True,2018-11-30
GRINDROD (SOUTH AFRICA),237461351.3066666,616.0,90,0.7333333333333333,441560364.0,441560364.0,88312072.80000001,22.0,0,4,539873165.0,4381691850.000002,2018-11-30,SOUTH AFRICA,HIGH,237461351.3066666,1.355498125536403,13.0,True,2018-11-30
