Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
PPC (SOUTH AFRICA),2248323288.8888884,534.0,90,0.6666666666666666,5058727399.999999,,,20.0,2021-10-31,SOUTH AFRICA,HIGH,2248323288.8888884,5.0,1.0,True,2021-10-31
PROSUS (SOUTH AFRICA),873479065.1851852,612.58,90,0.6666666666666666,1965327896.6666667,,,20.0,2021-10-31,SOUTH AFRICA,HIGH,873479065.1851852,5.0,2.0,True,2021-10-31
NASPERS (SOUTH AFRICA),798528997.037037,518.03,90,0.6666666666666666,1796690243.3333333,,,20.0,2021-10-31,SOUTH AFRICA,HIGH,798528997.037037,5.0,3.0,True,2021-10-31
ANGLO AMERICAN (SOUTH AFRICA),384889643.23407406,569.3,90,0.6666666666666666,866001697.2766666,,,20.0,2021-10-31,SOUTH AFRICA,HIGH,384889643.23407406,2.695025603172668,4.0,True,2021-10-31
FIRSTRAND (SOUTH AFRICA),373534081.4814815,56.83,90,0.6666666666666666,840451683.3333334,,,20.0,2021-10-31,SOUTH AFRICA,HIGH,373534081.4814815,2.615513124207279,5.0,True,2021-10-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),356538125.9259259,197.99,90,0.6666666666666666,802210783.3333334,,,20.0,2021-10-31,SOUTH AFRICA,HIGH,356538125.9259259,2.49650619279772,6.0,True,2021-10-31
SIBANYE STILLWATER (SOUTH AFRICA),318781034.07407403,53.34,90,0.6666666666666666,717257326.6666666,,,20.0,2021-10-31,SOUTH AFRICA,HIGH,318781034.07407403,2.2321282573794923,7.0,True,2021-10-31
MTN GROUP (SOUTH AFRICA),269725385.18518513,136.98,90,0.6666666666666666,606882116.6666666,,,20.0,2021-10-31,SOUTH AFRICA,HIGH,269725385.18518513,1.8886369942087602,8.0,True,2021-10-31
GRINDROD (SOUTH AFRICA),232598706.96296296,486.0,90,0.6666666666666666,523347090.6666667,,,20.0,2021-10-31,SOUTH AFRICA,HIGH,232598706.96296296,1.628673261412783,9.0,True,2021-10-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),191713233.1585185,533.9,90,0.6666666666666666,431354774.6066666,,,20.0,2021-10-31,SOUTH AFRICA,HIGH,191713233.1585185,1.3423901653674788,10.0,True,2021-10-31
STANDARD BANK GROUP (SOUTH AFRICA),190905677.03703701,135.43,90,0.6666666666666666,429537773.3333333,,,20.0,2021-10-31,SOUTH AFRICA,HIGH,190905677.03703701,1.3367355979826459,11.0,True,2021-10-31
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),179253493.1938926,28.65,90,0.6333333333333333,446892365.30333334,,,19.0,2021-10-31,NIGERIA,MID,179253493.1938926,5.0,12.0,True,2021-10-31
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),177359884.37777779,243.25,90,0.6666666666666666,399059739.85,,,20.0,2021-10-31,SOUTH AFRICA,HIGH,177359884.37777779,1.2418869610455112,13.0,True,2021-10-31
ABU QIR FERTILIZERS EGYPT (EGYPT),162382044.02563667,404.0,90,0.6333333333333333,404830580.67333245,,,19.0,2021-10-31,EGYPT,MID,162382044.02563667,5.0,14.0,True,2021-10-31
FIRST HOLDCO NIGERIA (NIGERIA),150526586.17015922,11.05,90,0.6333333333333333,375274037.5433333,,,19.0,2021-10-31,NIGERIA,MID,150526586.17015922,5.0,15.0,True,2021-10-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),143306534.45629627,285.28,90,0.6666666666666666,322439702.52666664,,,20.0,2021-10-31,SOUTH AFRICA,HIGH,143306534.45629627,1.0034428991553421,16.0,True,2021-10-31
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),142323140.29037035,228.75,90,0.6666666666666666,320227065.6533333,,,20.0,2021-10-31,SOUTH AFRICA,HIGH,142323140.29037035,0.996557100844658,17.0,True,2021-10-31
GOLD FIELDS (SOUTH AFRICA),138423878.5185185,143.31,90,0.6666666666666666,311453726.6666667,,,20.0,2021-10-31,SOUTH AFRICA,HIGH,138423878.5185185,0.9692541829996532,18.0,True,2021-10-31
SANLAM (SOUTH AFRICA),134094574.8148148,62.75,90,0.6666666666666666,301712793.3333333,,,20.0,2021-10-31,SOUTH AFRICA,HIGH,134094574.8148148,0.9389400799041433,19.0,True,2021-10-31
