Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),NonZeroVolumeDays90d,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
BLUE LABEL TELECOMS (SOUTH AFRICA),OK,314363589.77651,69.41601964259144,85,85,314363589.77651,314363589.77651,62872717.955302,30,,,,,2025-10-31,2025-09-30,2025-10-31,SOUTH AFRICA,HIGH,314363589.77651,1.0,True,2025-10-31
REDEFINE PROPERTIES (SOUTH AFRICA),OK,289304198.7333523,28.77377961832189,85,85,289304198.7333523,289304198.7333523,57860839.74667046,30,,,,,2025-10-31,2025-09-30,2025-10-31,SOUTH AFRICA,HIGH,289304198.7333523,2.0,True,2025-10-31
GRINDROD (SOUTH AFRICA),OK,156344193.79822648,87.01607800067968,85,85,156344193.79822648,156344193.79822648,31268838.759645298,30,,,,,2025-10-31,2025-09-30,2025-10-31,SOUTH AFRICA,HIGH,156344193.79822648,3.0,True,2025-10-31
NASPERS (SOUTH AFRICA),OK,128672261.19740899,72.42308224495692,85,85,128672261.19740899,128672261.19740899,25734452.2394818,30,,,,,2025-10-31,2025-09-30,2025-10-31,SOUTH AFRICA,HIGH,128672261.19740899,4.0,True,2025-10-31
GOLD FIELDS (SOUTH AFRICA),OK,77039234.87789811,42.21061364571893,85,85,77039234.87789811,77039234.87789811,15407846.975579623,30,,,,,2025-10-31,2025-09-30,2025-10-31,SOUTH AFRICA,HIGH,77039234.87789811,5.0,True,2025-10-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,73272934.10392277,70.25723295819348,85,85,73272934.10392277,73272934.10392277,14654586.820784554,30,,,,,2025-10-31,2025-09-30,2025-10-31,SOUTH AFRICA,HIGH,73272934.10392277,6.0,True,2025-10-31
MTN GROUP (SOUTH AFRICA),OK,56410362.9444566,8.394764677377614,85,85,56410362.9444566,56410362.9444566,11282072.58889132,30,,,,,2025-10-31,2025-09-30,2025-10-31,SOUTH AFRICA,HIGH,56410362.9444566,7.0,True,2025-10-31
PROSUS (SOUTH AFRICA),OK,56384775.24747606,70.0939692589507,85,85,56384775.24747606,56384775.24747606,11276955.049495213,30,,,,,2025-10-31,2025-09-30,2025-10-31,SOUTH AFRICA,HIGH,56384775.24747606,8.0,True,2025-10-31
SIBANYE STILLWATER (SOUTH AFRICA),OK,56055134.65099452,2.853641041020293,85,85,56055134.65099452,56055134.65099452,11211026.930198904,30,,,,,2025-10-31,2025-09-30,2025-10-31,SOUTH AFRICA,HIGH,56055134.65099452,9.0,True,2025-10-31
FIRSTRAND (SOUTH AFRICA),OK,53902690.25729854,4.49612017134583,85,85,53902690.25729854,53902690.25729854,10780538.051459707,30,,,,,2025-10-31,2025-09-30,2025-10-31,SOUTH AFRICA,HIGH,53902690.25729854,10.0,True,2025-10-31
PPC (SOUTH AFRICA),OK,48171814.27682841,31.26326155713042,85,85,48171814.27682841,48171814.27682841,9634362.855365682,30,,,,,2025-10-31,2025-09-30,2025-10-31,SOUTH AFRICA,HIGH,48171814.27682841,11.0,True,2025-10-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,43860580.90209179,52.81059616145042,85,85,43860580.90209179,43860580.90209179,8772116.18041836,30,,,,,2025-10-31,2025-09-30,2025-10-31,SOUTH AFRICA,HIGH,43860580.90209179,12.0,True,2025-10-31
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),OK,43809640.838411346,18.22879728495942,85,85,43809640.838411346,43809640.838411346,8761928.16768227,30,,,,,2025-10-31,2025-09-30,2025-10-31,SOUTH AFRICA,HIGH,43809640.838411346,13.0,True,2025-10-31
CAPITEC BANK (SOUTH AFRICA),OK,40649351.93613023,201.1269826842057,85,85,40649351.93613023,40649351.93613023,8129870.387226047,30,,,,,2025-10-31,2025-09-30,2025-10-31,SOUTH AFRICA,HIGH,40649351.93613023,14.0,True,2025-10-31
STANDARD BANK GROUP (SOUTH AFRICA),OK,39787198.56012005,13.68578222127789,85,85,39787198.56012005,39787198.56012005,7957439.712024011,30,,,,,2025-10-31,2025-09-30,2025-10-31,SOUTH AFRICA,HIGH,39787198.56012005,15.0,True,2025-10-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,38137107.939025156,12.7687265489354,85,85,38137107.939025156,38137107.939025156,7627421.587805032,30,,,,,2025-10-31,2025-09-30,2025-10-31,SOUTH AFRICA,HIGH,38137107.939025156,16.0,True,2025-10-31
ANGLO AMERICAN (SOUTH AFRICA),OK,37255836.00984065,37.42907147534225,85,85,37255836.00984065,37255836.00984065,7451167.201968131,30,,,,,2025-10-31,2025-09-30,2025-10-31,SOUTH AFRICA,HIGH,37255836.00984065,17.0,True,2025-10-31
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),OK,33402053.44189151,16.26847499546972,85,85,33402053.44189151,33402053.44189151,6680410.688378302,30,,,,,2025-10-31,2025-09-30,2025-10-31,SOUTH AFRICA,HIGH,33402053.44189151,18.0,True,2025-10-31
