Date,Country,Weight
2018-04-30,SOUTH AFRICA,1.0
2018-07-31,EGYPT,0.25
2018-07-31,KENYA,0.07619816342017335
2018-07-31,MAURITIUS,0.01748689484580521
2018-07-31,MOROCCO,0.21602649812609803
2018-07-31,NIGERIA,0.13058150103597516
2018-07-31,SENEGAL,0.0047629184898503206
2018-07-31,SOUTH AFRICA,0.25
2018-07-31,TUNISIA,0.01493564732557886
2018-07-31,ZIMBABWE,0.04000837675651918
2018-10-31,EGYPT,0.24999999999999997
2018-10-31,KENYA,0.09308649438919633
2018-10-31,MAURITIUS,0.012807459504345784
2018-10-31,MOROCCO,0.14069526763386647
2018-10-31,NIGERIA,0.15921526601502722
2018-10-31,SENEGAL,0.008475411947983577
2018-10-31,SOUTH AFRICA,0.24999999999999997
2018-10-31,TANZANIA,0.006372292439445767
2018-10-31,TUNISIA,0.010768111640119864
2018-10-31,ZIMBABWE,0.06857969643001498
2019-01-31,EGYPT,0.22297940905387223
2019-01-31,KENYA,0.047869070618311
2019-01-31,MAURITIUS,0.006768334528250719
2019-01-31,MOROCCO,0.25
2019-01-31,NIGERIA,0.09735878630360344
2019-01-31,SENEGAL,0.006586347781062003
2019-01-31,SOUTH AFRICA,0.25
2019-01-31,TANZANIA,0.006084844128895103
2019-01-31,TUNISIA,0.003098041715062475
2019-01-31,ZAMBIA,0.0038455883998358155
2019-01-31,ZIMBABWE,0.1054095774711074
2019-04-30,EGYPT,0.24999999999999994
2019-04-30,KENYA,0.09158575978812655
2019-04-30,MAURITIUS,0.013150487947809387
2019-04-30,MOROCCO,0.11851978893790946
2019-04-30,NIGERIA,0.12672693060998028
2019-04-30,SENEGAL,0.005155936558095391
2019-04-30,SOUTH AFRICA,0.24999999999999994
2019-04-30,ZIMBABWE,0.14486109615807904
2019-07-31,EGYPT,0.1456894112065915
2019-07-31,KENYA,0.04837978317499579
2019-07-31,MAURITIUS,0.0036439094968785607
2019-07-31,MOROCCO,0.20991357486122517
2019-07-31,NIGERIA,0.08583924068144688
2019-07-31,SENEGAL,0.0033620292299136314
2019-07-31,SOUTH AFRICA,0.25
2019-07-31,TANZANIA,0.003172051348948601
2019-07-31,ZIMBABWE,0.25
2019-10-31,EGYPT,0.24999999999999992
2019-10-31,KENYA,0.06664957428752
2019-10-31,MAURITIUS,0.009505100486668435
2019-10-31,MOROCCO,0.07181617192583419
2019-10-31,NIGERIA,0.09750023202577068
2019-10-31,SENEGAL,0.004528921274206867
2019-10-31,SOUTH AFRICA,0.24999999999999992
2019-10-31,ZIMBABWE,0.24999999999999994
2020-01-31,EGYPT,0.19627173600308825
2020-01-31,KENYA,0.060618658737645124
2020-01-31,MAURITIUS,0.003302845844053505
2020-01-31,MOROCCO,0.16848547820948756
2020-01-31,NIGERIA,0.0635542532240991
2020-01-31,SENEGAL,0.005411424084488468
2020-01-31,SOUTH AFRICA,0.24999999999999992
2020-01-31,UGANDA,0.0023556038971379945
2020-01-31,ZIMBABWE,0.24999999999999992
2020-04-30,EGYPT,0.18910795237996514
2020-04-30,KENYA,0.055128367409426046
2020-04-30,MAURITIUS,0.0096491987193633
2020-04-30,MOROCCO,0.14705468676830005
2020-04-30,NIGERIA,0.09547209635021019
2020-04-30,SENEGAL,0.0020452930199095875
2020-04-30,SOUTH AFRICA,0.25
2020-04-30,TUNISIA,0.001542405352825876
2020-04-30,ZIMBABWE,0.24999999999999997
2020-07-31,EGYPT,0.24999999999999994
2020-07-31,KENYA,0.04693600335368274
2020-07-31,MAURITIUS,0.005796005571980722
2020-07-31,MOROCCO,0.1339402783782909
2020-07-31,NIGERIA,0.05811338170375431
2020-07-31,SENEGAL,0.002417863606558818
2020-07-31,SOUTH AFRICA,0.24999999999999994
2020-07-31,TUNISIA,0.002796467385732582
2020-07-31,ZIMBABWE,0.24999999999999994
2020-10-31,EGYPT,0.25
2020-10-31,KENYA,0.09760812084991052
2020-10-31,MAURITIUS,0.007360809862455245
2020-10-31,MOROCCO,0.06431779699234666
2020-10-31,NIGERIA,0.07616836520976288
2020-10-31,SOUTH AFRICA,0.24999999999999997
2020-10-31,TUNISIA,0.004544907085524701
2020-10-31,ZIMBABWE,0.25
2021-01-31,EGYPT,0.23523407875842095
2021-01-31,GHANA,0.005324637028053852
2021-01-31,KENYA,0.03495351027897129
2021-01-31,MAURITIUS,0.0030070386993125225
2021-01-31,MOROCCO,0.1334285283375129
2021-01-31,NIGERIA,0.07945812881415802
2021-01-31,SENEGAL,0.008594078083570557
2021-01-31,SOUTH AFRICA,0.24999999999999997
2021-01-31,ZIMBABWE,0.25
2021-04-30,EGYPT,0.2206446845978027
2021-04-30,GHANA,0.0035882285396633302
2021-04-30,KENYA,0.054374957172811614
2021-04-30,MAURITIUS,0.011077898906048033
2021-04-30,MOROCCO,0.09402195897722095
2021-04-30,NIGERIA,0.10764690530639023
2021-04-30,SENEGAL,0.003870476390259883
2021-04-30,SOUTH AFRICA,0.24999999999999992
2021-04-30,TUNISIA,0.0047748901098032944
2021-04-30,ZIMBABWE,0.24999999999999997
2021-07-31,EGYPT,0.24119562816955728
2021-07-31,GHANA,0.0025371867689585837
2021-07-31,KENYA,0.047940322642085004
2021-07-31,MAURITIUS,0.003887088111316776
2021-07-31,MOROCCO,0.17178859758897758
2021-07-31,NIGERIA,0.026081938105642348
2021-07-31,SOUTH AFRICA,0.25
2021-07-31,TUNISIA,0.006569238613462409
2021-07-31,ZIMBABWE,0.25
2021-10-31,EGYPT,0.24999999999999994
2021-10-31,GHANA,0.003390996196871588
2021-10-31,KENYA,0.05277381253883281
2021-10-31,MAURITIUS,0.006145595047382527
2021-10-31,MOROCCO,0.12945557763526377
2021-10-31,NIGERIA,0.05299965035198128
2021-10-31,SENEGAL,0.005234368229668098
2021-10-31,SOUTH AFRICA,0.24999999999999994
2021-10-31,ZIMBABWE,0.24999999999999997
2022-01-31,EGYPT,0.2435225701619474
2022-01-31,GHANA,0.002328926128914787
2022-01-31,KENYA,0.03832204768233507
2022-01-31,MAURITIUS,0.003881543424212245
2022-01-31,MOROCCO,0.16356077048202666
2022-01-31,NIGERIA,0.045866857788588546
2022-01-31,SENEGAL,0.002517284331975293
2022-01-31,SOUTH AFRICA,0.25
2022-01-31,ZIMBABWE,0.25
2022-04-30,EGYPT,0.24999999999999994
2022-04-30,GHANA,0.009368922693459583
2022-04-30,KENYA,0.04334561627371433
2022-04-30,MAURITIUS,0.006484799800424396
2022-04-30,MOROCCO,0.09737478364525987
2022-04-30,NIGERIA,0.087023036161627
2022-04-30,SENEGAL,0.0035608303568451507
2022-04-30,SOUTH AFRICA,0.24999999999999997
2022-04-30,TUNISIA,0.002842011068669848
2022-04-30,ZIMBABWE,0.24999999999999994
2022-07-31,EGYPT,0.21736407223366397
2022-07-31,GHANA,0.0025400792923306087
2022-07-31,KENYA,0.04652749914979516
2022-07-31,MAURITIUS,0.006081126937007868
2022-07-31,MOROCCO,0.13784779548702067
2022-07-31,NIGERIA,0.08452625184831472
2022-07-31,SENEGAL,0.002565710330490709
2022-07-31,SOUTH AFRICA,0.25
2022-07-31,TUNISIA,0.0025474647213763533
2022-07-31,ZIMBABWE,0.24999999999999994
2022-10-31,EGYPT,0.25
2022-10-31,KENYA,0.04563447034569615
2022-10-31,MAURITIUS,0.007252629332704207
2022-10-31,MOROCCO,0.11288157164590638
2022-10-31,NIGERIA,0.05681835467343313
2022-10-31,SENEGAL,0.004503512509154659
2022-10-31,SOUTH AFRICA,0.25
2022-10-31,TOGO,0.022909461493105496
2022-10-31,ZIMBABWE,0.25
2023-01-31,EGYPT,0.24999999999999994
2023-01-31,KENYA,0.01984177061614869
2023-01-31,MAURITIUS,0.0024501749450433147
2023-01-31,MOROCCO,0.17601330213590374
2023-01-31,NIGERIA,0.04401057369505086
2023-01-31,SENEGAL,0.0024214177176440092
2023-01-31,SOUTH AFRICA,0.24999999999999994
2023-01-31,TUNISIA,0.005262760890209453
2023-01-31,ZIMBABWE,0.24999999999999992
2023-04-30,EGYPT,0.24999999999999994
2023-04-30,KENYA,0.03654591974767489
2023-04-30,MAURITIUS,0.007243553502844347
2023-04-30,MOROCCO,0.09384724921318074
2023-04-30,NIGERIA,0.07417237757035741
2023-04-30,SENEGAL,0.006284907887043172
2023-04-30,SOUTH AFRICA,0.24999999999999997
2023-04-30,TUNISIA,0.018664452880198287
2023-04-30,ZAMBIA,0.013241539198701338
2023-04-30,ZIMBABWE,0.24999999999999997
2023-07-31,EGYPT,0.25
2023-07-31,KENYA,0.008875804427554023
2023-07-31,MAURITIUS,0.004757324283776886
2023-07-31,MOROCCO,0.10865474298416114
2023-07-31,NIGERIA,0.11752630303882294
2023-07-31,SENEGAL,0.0022082661410814373
2023-07-31,SOUTH AFRICA,0.24999999999999997
2023-07-31,TUNISIA,0.007977559124603732
2023-07-31,ZIMBABWE,0.25
2023-10-31,EGYPT,0.24999999999999997
2023-10-31,KENYA,0.018730476983028
2023-10-31,MAURITIUS,0.007046061269657364
2023-10-31,MOROCCO,0.0972209190810764
2023-10-31,NIGERIA,0.1229834270660298
2023-10-31,SENEGAL,0.0040191156002085
2023-10-31,SOUTH AFRICA,0.25
2023-10-31,ZIMBABWE,0.24999999999999994
2024-01-31,EGYPT,0.25
2024-01-31,GHANA,0.004866382784822471
2024-01-31,KENYA,0.006398199108035723
2024-01-31,MAURITIUS,0.002603413947210435
2024-01-31,MOROCCO,0.13027344829902807
2024-01-31,NIGERIA,0.05056130603710961
2024-01-31,SENEGAL,0.0023296886460174413
2024-01-31,SOUTH AFRICA,0.25000000000000006
2024-01-31,TUNISIA,0.003735248260490349
2024-01-31,ZAMBIA,0.04923231291728616
2024-01-31,ZIMBABWE,0.25
2024-04-30,EGYPT,0.24999999999999992
2024-04-30,GHANA,0.012347409858768662
2024-04-30,KENYA,0.04285383275917291
2024-04-30,MAURITIUS,0.006891035077701045
2024-04-30,MOROCCO,0.1312106832047642
2024-04-30,NIGERIA,0.05253679894599045
2024-04-30,SENEGAL,0.004160240153602964
2024-04-30,SOUTH AFRICA,0.24999999999999992
2024-04-30,ZIMBABWE,0.24999999999999994
2024-07-31,EGYPT,0.25
2024-07-31,GHANA,0.006656730314441265
2024-07-31,KENYA,0.055132007336127734
2024-07-31,MAURITIUS,0.00956944253472823
2024-07-31,MOROCCO,0.25
2024-07-31,NIGERIA,0.09861663736044628
2024-07-31,SENEGAL,0.010828781729602147
2024-07-31,SOUTH AFRICA,0.24999999999999997
2024-07-31,TUNISIA,0.046056225424410506
2024-07-31,ZIMBABWE,0.023140175300244016
2024-10-31,EGYPT,0.24999999999999994
2024-10-31,KENYA,0.05396590041414319
2024-10-31,MAURITIUS,0.015990485340367146
2024-10-31,MOROCCO,0.25
2024-10-31,NIGERIA,0.11336939287113149
2024-10-31,SENEGAL,0.013550464233823762
2024-10-31,SOUTH AFRICA,0.24999999999999992
2024-10-31,TUNISIA,0.023902327079437152
2024-10-31,ZIMBABWE,0.029221430061097328
2025-01-31,EGYPT,0.24999999999999997
2025-01-31,KENYA,0.11105187920026538
2025-01-31,MAURITIUS,0.005586094961296917
2025-01-31,MOROCCO,0.25
2025-01-31,NIGERIA,0.07008943464467005
2025-01-31,SENEGAL,0.0064262872887730655
2025-01-31,SOUTH AFRICA,0.25
2025-01-31,TANZANIA,0.0034410435924147557
2025-01-31,TUNISIA,0.005281386750870698
2025-01-31,ZIMBABWE,0.0481238735617093
2025-04-30,EGYPT,0.24999999999999997
2025-04-30,GHANA,0.0038962723192037577
2025-04-30,KENYA,0.03646962919674622
2025-04-30,MAURITIUS,0.010170114410223401
2025-04-30,MOROCCO,0.24999999999999992
2025-04-30,NIGERIA,0.058489412568370716
2025-04-30,SENEGAL,0.007823098358542896
2025-04-30,SOUTH AFRICA,0.24999999999999994
2025-04-30,TANZANIA,0.003782613132811715
2025-04-30,TUNISIA,0.003938061855338494
2025-04-30,ZIMBABWE,0.12543079815876276
2025-07-31,EGYPT,0.24999999999999997
2025-07-31,KENYA,0.04187947845301822
2025-07-31,MALAWI,0.010861032362655797
2025-07-31,MAURITIUS,0.011219359729332733
2025-07-31,MOROCCO,0.24999999999999997
2025-07-31,NIGERIA,0.12489962066034799
2025-07-31,SENEGAL,0.010174032130287412
2025-07-31,SOUTH AFRICA,0.24999999999999994
2025-07-31,TANZANIA,0.010508983320933933
2025-07-31,TUNISIA,0.023143343931989736
2025-07-31,ZIMBABWE,0.01731414941143423
2025-10-31,EGYPT,0.24999999999999994
2025-10-31,GHANA,0.008602750149464959
2025-10-31,KENYA,0.0804882427275731
2025-10-31,MALAWI,0.0050608941512462
2025-10-31,MAURITIUS,0.008005797636001783
2025-10-31,MOROCCO,0.24999999999999992
2025-10-31,NIGERIA,0.10120313025524948
2025-10-31,SENEGAL,0.003455460034540635
2025-10-31,SOUTH AFRICA,0.24999999999999997
2025-10-31,TANZANIA,0.011509699372972238
2025-10-31,TUNISIA,0.009334117741746063
2025-10-31,ZIMBABWE,0.022339907931205553
2026-01-31,EGYPT,0.25
2026-01-31,GHANA,0.010755668491794112
2026-01-31,KENYA,0.06737819439034348
2026-01-31,MAURITIUS,0.009394266722269694
2026-01-31,MOROCCO,0.24999999999999997
2026-01-31,NIGERIA,0.10219668404422634
2026-01-31,SENEGAL,0.009237504210325397
2026-01-31,SOUTH AFRICA,0.24999999999999997
2026-01-31,TANZANIA,0.011083735557247211
2026-01-31,TUNISIA,0.02045785648475966
2026-01-31,ZIMBABWE,0.019496090099034233
