Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),3637455571.8518515,403.0,90,0.7333333333333333,6763863666.666667,6763863666.666667,1352772733.3333335,22.0,0,9,9075565000.0,49525296500.00003,2022-11-30,SOUTH AFRICA,HIGH,3637455571.8518515,5.0,1.0,True,2022-11-30
GRINDROD (SOUTH AFRICA),1562535182.1688888,1059.0,90,0.7333333333333333,2905540628.0000005,2905540628.0000005,581108125.6000001,22.0,0,9,364671075.0,5554264950.000002,2022-11-30,SOUTH AFRICA,HIGH,1562535182.1688888,5.0,2.0,True,2022-11-30
NASPERS (SOUTH AFRICA),1153921210.9333332,527.22,90,0.7333333333333333,2145721260.0,2145721260.0,429144252.0,22.0,0,9,2094824800.0,10721457537.500004,2022-11-30,SOUTH AFRICA,HIGH,1153921210.9333332,4.764740180308918,3.0,True,2022-11-30
PROSUS (SOUTH AFRICA),682847058.3407407,506.75,90,0.7333333333333333,1269756926.6666667,1269756926.6666667,253951385.33333337,22.0,0,5,959731000.0,6831570657.000053,2022-11-30,SOUTH AFRICA,HIGH,682847058.3407407,2.8195935606818896,4.0,True,2022-11-30
PPC (SOUTH AFRICA),465319751.11111104,242.0,90,0.7333333333333333,865264000.0,865264000.0,173052800.0,22.0,0,9,1224615000.0,12730288500.000006,2022-11-30,SOUTH AFRICA,HIGH,465319751.11111104,1.9213857010368696,5.0,True,2022-11-30
ANGLO AMERICAN (SOUTH AFRICA),428745112.28967404,689.14,90,0.7333333333333333,797253307.9766667,797253307.9766667,159450661.59533334,22.0,0,9,569466300.0,2552221018.5000024,2022-11-30,SOUTH AFRICA,HIGH,428745112.28967404,1.7703626939878594,6.0,True,2022-11-30
FIRSTRAND (SOUTH AFRICA),377415339.48148143,66.96,90,0.7333333333333333,701805383.3333334,701805383.3333334,140361076.6666667,22.0,0,9,593485000.0,2468099967.500001,2022-11-30,SOUTH AFRICA,HIGH,377415339.48148143,1.5584131877061402,7.0,True,2022-11-30
GOLD FIELDS (SOUTH AFRICA),359948120.8610222,188.43,90,0.7333333333333333,669325018.13,669325018.13,133865003.626,22.0,0,9,202834400.0,1664278608.0,2022-11-30,SOUTH AFRICA,HIGH,359948120.8610222,1.4862880221310786,8.0,True,2022-11-30
STANDARD BANK GROUP (SOUTH AFRICA),322806754.19259256,180.0,90,0.7333333333333333,600260493.3333334,600260493.3333334,120052098.66666669,22.0,0,9,533125950.00000006,1927474457.0000005,2022-11-30,SOUTH AFRICA,HIGH,322806754.19259256,1.3329248978207853,9.0,True,2022-11-30
MTN GROUP (SOUTH AFRICA),317075728.1185185,140.82,90,0.7333333333333333,589603626.6666666,589603626.6666666,117920725.33333333,22.0,0,9,548432200.0,2613050640.0000033,2022-11-30,SOUTH AFRICA,HIGH,317075728.1185185,1.3092605003291644,10.0,True,2022-11-30
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),283382674.01481473,209.65,90,0.7333333333333333,526951253.3333333,526951253.3333333,105390250.66666667,22.0,0,9,315871500.0,2107439904.0000005,2022-11-30,SOUTH AFRICA,HIGH,283382674.01481473,1.1701360547741773,11.0,True,2022-11-30
MTN NIGERIA (NIGERIA),255856903.50277036,218.5,90,0.7333333333333333,475766969.3233334,475766969.3233334,95153393.86466669,22.0,0,5,173961810.0,5924148304.450008,2022-11-30,NIGERIA,MID,255856903.50277036,5.0,12.0,True,2022-11-30
BLUE LABEL TELECOMS (SOUTH AFRICA),255306949.36592588,520.0,90,0.7333333333333333,474744327.3333333,474744327.3333333,94948865.46666667,22.0,0,9,747030000.0,10698537750.000002,2022-11-30,SOUTH AFRICA,HIGH,255306949.36592588,1.0542065337129867,13.0,True,2022-11-30
ABSA (SOUTH AFRICA),254222396.4296296,205.19,90,0.7333333333333333,472727596.6666667,472727596.6666667,94545519.33333334,22.0,0,9,364292500.0,2317744714.500013,2022-11-30,SOUTH AFRICA,HIGH,254222396.4296296,1.0497282271316706,14.0,True,2022-11-30
SIBANYE STILLWATER (SOUTH AFRICA),242442989.06666663,46.67,90,0.7333333333333333,450823740.0,450823740.0,90164748.0,22.0,0,9,297407500.0,2201694564.0000005,2022-11-30,SOUTH AFRICA,HIGH,242442989.06666663,1.0010890175992107,15.0,True,2022-11-30
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),242179251.5995111,688.91,90,0.7333333333333333,450333319.09000003,450333319.09000003,90066663.81800002,22.0,0,9,437153336.1,2168021548.000002,2022-11-30,SOUTH AFRICA,HIGH,242179251.5995111,1.0,16.0,True,2022-11-30
CAPITEC BANK (SOUTH AFRICA),223411578.79626662,2024.3,90,0.7333333333333333,415434753.96,415434753.96,83086950.792,22.0,0,9,241044133.3,1620366829.4250007,2022-11-30,SOUTH AFRICA,HIGH,223411578.79626662,0.9225050342699037,17.0,True,2022-11-30
GLENCORE (SOUTH AFRICA),220446302.26666662,112.49,90,0.7333333333333333,409920810.0,409920810.0,81984162.0,22.0,0,9,126123100.0,849770923.0000002,2022-11-30,SOUTH AFRICA,HIGH,220446302.26666662,0.9102608948152834,18.0,True,2022-11-30
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),219450127.63357034,308.16,90,0.7333333333333333,408068419.15333337,408068419.15333337,81613683.83066668,22.0,0,9,324230019.0,1543173043.5,2022-11-30,SOUTH AFRICA,HIGH,219450127.63357034,0.9061475175275229,19.0,True,2022-11-30
BHP (SOUTH AFRICA),189364804.40125924,523.16,90,0.7333333333333333,352124636.28333336,352124636.28333336,70424927.25666668,22.0,0,2,358118949.506,3100078628.5600157,2022-11-30,SOUTH AFRICA,HIGH,189364804.40125924,0.7819200164777516,20.0,True,2022-11-30
BID CORPORATION (SOUTH AFRICA),162189256.3143111,333.61,90,0.7333333333333333,301591592.32,301591592.32,60318318.464,22.0,0,9,233248600.0,1047430975.9999998,2022-11-30,SOUTH AFRICA,HIGH,162189256.3143111,0.669707480071503,21.0,True,2022-11-30
BID CORP (SOUTH AFRICA),162189256.3143111,333.61,90,0.7333333333333333,301591592.32,301591592.32,60318318.464,22.0,0,9,233248600.0,1047430975.9999998,2022-11-30,SOUTH AFRICA,HIGH,162189256.3143111,0.669707480071503,22.0,True,2022-11-30
SHOPRITE HOLDINGS (SOUTH AFRICA),158257007.92619255,252.12,90,0.7333333333333333,294279560.1933333,294279560.1933333,58855912.038666666,22.0,0,9,276493500.0,1403838641.000001,2022-11-30,SOUTH AFRICA,HIGH,158257007.92619255,0.6534705466341941,23.0,True,2022-11-30
WOOLWORTHS HOLDINGS (SOUTH AFRICA),151107153.67407405,66.18,90,0.7333333333333333,280984376.6666667,280984376.6666667,56196875.33333334,22.0,0,9,204212400.0,1196744625.0000012,2022-11-30,SOUTH AFRICA,HIGH,151107153.67407405,0.6239475622955435,24.0,True,2022-11-30
COMMERCIAL INTERNATIONAL BANK EGYPT (EGYPT),149022585.0791201,40.05,90,0.7333333333333333,277108112.75043,277108112.75043,55421622.550086,22.0,0,9,82482185.17500001,693122031.1614496,2022-11-30,EGYPT,MID,149022585.0791201,5.0,25.0,True,2022-11-30
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),141984740.704237,196.22,90,0.7333333333333333,264021212.05333334,264021212.05333334,52804242.410666674,22.0,0,9,77795500.0,845893586.5,2022-11-30,SOUTH AFRICA,HIGH,141984740.704237,0.5862795419775905,26.0,True,2022-11-30
FOSCHINI (SOUTH AFRICA),136377908.5856,106.92,90,0.7333333333333333,253595284.56,253595284.56,50719056.912,22.0,0,9,175042150.0,824324856.0000004,2022-11-30,SOUTH AFRICA,HIGH,136377908.5856,0.5631279627997468,27.0,True,2022-11-30
MR PRICE (SOUTH AFRICA),117557221.97168887,169.21,90,0.7333333333333333,218598140.03,218598140.03,43719628.006000005,22.0,0,9,215121200.0,1033257369.0000007,2022-11-30,SOUTH AFRICA,HIGH,117557221.97168887,0.4854140938798995,28.0,True,2022-11-30
CLICKS (SOUTH AFRICA),113526804.7240148,294.96,90,0.7333333333333333,211103562.50333336,211103562.50333336,42220712.50066668,22.0,0,9,160140652.7,808280792.5000002,2022-11-30,SOUTH AFRICA,HIGH,113526804.7240148,0.468771804249163,29.0,True,2022-11-30
VODACOM (SOUTH AFRICA),111198772.02524441,125.75,90,0.7333333333333333,206774576.07999998,206774576.07999998,41354915.216,22.0,0,9,207543900.0,1122130067.0000007,2022-11-30,SOUTH AFRICA,HIGH,111198772.02524441,0.4591589547445315,30.0,True,2022-11-30
SANLAM (SOUTH AFRICA),105657994.1185185,56.16,90,0.7333333333333333,196471476.66666666,196471476.66666666,39294295.333333336,22.0,0,9,308684400.0,1364879985.0000012,2022-11-30,SOUTH AFRICA,HIGH,105657994.1185185,0.43628012482772,31.0,True,2022-11-30
MONDI (SOUTH AFRICA),102287365.66905184,314.29,90,0.7333333333333333,190203779.1366667,190203779.1366667,38040755.82733334,22.0,0,9,165159546.75,805619672.0000001,2022-11-30,SOUTH AFRICA,HIGH,102287365.66905184,0.4223622172150537,32.0,True,2022-11-30
EXXARO RESOURCES (SOUTH AFRICA),101297319.76841478,219.18,90,0.7333333333333333,188362784.6933333,188362784.6933333,37672556.938666664,22.0,0,9,125896739.69999999,726874213.5000001,2022-11-30,SOUTH AFRICA,HIGH,101297319.76841478,0.4182741465232081,33.0,True,2022-11-30
BIDVEST (SOUTH AFRICA),98676516.7585185,232.22,90,0.7333333333333333,183489390.66666666,183489390.66666666,36697878.13333333,22.0,0,9,182697755.90000004,841195885.0000004,2022-11-30,SOUTH AFRICA,HIGH,98676516.7585185,0.4074523977871509,34.0,True,2022-11-30
ZENITH BANK NIGERIA (NIGERIA),98544201.18448886,21.9,90,0.7333333333333333,183243349.30999997,183243349.30999997,36648669.861999996,22.0,0,9,344812176.8,4657416977.391003,2022-11-30,NIGERIA,MID,98544201.18448886,5.0,35.0,True,2022-11-30
KUMBA IRON ORE (SOUTH AFRICA),98243022.80743702,483.64,90,0.7333333333333333,182683306.87333333,182683306.87333333,36536661.37466667,22.0,0,9,135401858.0,569230228.1240002,2022-11-30,SOUTH AFRICA,HIGH,98243022.80743702,0.40566242631676935,36.0,True,2022-11-30
DISCOVERY HOLDINGS (SOUTH AFRICA),94565739.78263703,127.58,90,0.7333333333333333,175845383.89333335,175845383.89333335,35169076.77866667,22.0,0,9,176599300.0,786484800.0000002,2022-11-30,SOUTH AFRICA,HIGH,94565739.78263703,0.3904782889453274,37.0,True,2022-11-30
